"MoneyperEventLeaders_RANKTHISWEEK_2006","MoneyperEventLeaders_RANKLASTWEEK_2006","MoneyperEventLeaders_PLAYERNAME_2006","MoneyperEventLeaders_EVENTS_2006","MoneyperEventLeaders_MONEYPEREVENT_2006","MoneyperEventLeaders_TOTALMONEY_2006","stat_name","year"
135,135,"Chad Collins",1,29459,29459,"MoneyperEventLeaders",2006
135,135,"Lee Williams",1,29459,29459,"MoneyperEventLeaders",2006
137,137,"John Cook",22,29295,644505,"MoneyperEventLeaders",2006
138,138,"Jason Caron",1,29260,29260,"MoneyperEventLeaders",2006
139,139,"Brandt Jobe",28,28658,802431,"MoneyperEventLeaders",2006
140,140,"Joey Sindelar",29,27672,802507,"MoneyperEventLeaders",2006
141,141,"Stephen Leaney",27,27657,746747,"MoneyperEventLeaders",2006
142,142,"Soren Kjeldsen",1,27619,27619,"MoneyperEventLeaders",2006
143,143,"Jeff Gove",29,27361,793476,"MoneyperEventLeaders",2006
144,144,"Brian Davis",28,27224,762281,"MoneyperEventLeaders",2006
145,145,"Kent Jones",32,26898,860766,"MoneyperEventLeaders",2006
146,146,"Stephen Gangluff",2,26792,53584,"MoneyperEventLeaders",2006
147,147,"Omar Uresti",22,26532,583704,"MoneyperEventLeaders",2006
148,148,"Dudley Hart",29,26301,762736,"MoneyperEventLeaders",2006
149,149,"Jason Allred",2,26250,52500,"MoneyperEventLeaders",2006
150,150,"Paul Casey",8,26175,209401,"MoneyperEventLeaders",2006
151,151,"Bob May",21,26129,548711,"MoneyperEventLeaders",2006
152,152,"Mark Calcavecchia",27,26122,705315,"MoneyperEventLeaders",2006
153,153,"Kevin Sutherland",29,25918,751625,"MoneyperEventLeaders",2006
154,154,"WC Liang",1,25850,25850,"MoneyperEventLeaders",2006
155,155,"JL Lewis",17,25804,438668,"MoneyperEventLeaders",2006
156,156,"Olin Browne",30,25135,754061,"MoneyperEventLeaders",2006
157,157,"Jason Day",7,24929,174508,"MoneyperEventLeaders",2006
158,158,"Brian Bateman",26,24813,645153,"MoneyperEventLeaders",2006
159,159,"Jason Gore",29,24724,717004,"MoneyperEventLeaders",2006
160,160,"Rich Beem",27,24378,658225,"MoneyperEventLeaders",2006
161,161,"David Branshaw",29,24356,706345,"MoneyperEventLeaders",2006
162,162,"Graeme McDowell",15,23860,357901,"MoneyperEventLeaders",2006
163,163,"Robert Karlsson",5,23656,118282,"MoneyperEventLeaders",2006
164,164,"Paul Azinger",30,23402,702089,"MoneyperEventLeaders",2006
165,165,"Bernhard Langer",24,23396,561512,"MoneyperEventLeaders",2006
166,166,"Jay Haas",7,23342,163398,"MoneyperEventLeaders",2006
167,167,"Simon Khan",2,22772,45545,"MoneyperEventLeaders",2006
168,168,"Mathias Gronberg",30,22466,674002,"MoneyperEventLeaders",2006
169,169,"Duffy Waldorf",28,22339,625513,"MoneyperEventLeaders",2006
170,170,"Scott Piercy",6,22007,132042,"MoneyperEventLeaders",2006
171,171,"Andrew Marshall",1,21577,21577,"MoneyperEventLeaders",2006
172,172,"Brad Faxon",26,20910,543680,"MoneyperEventLeaders",2006
173,173,"Jeff Overton",28,20611,577131,"MoneyperEventLeaders",2006
174,174,"Shane Bertsch",34,20501,697058,"MoneyperEventLeaders",2006
175,175,"Philip Archer",1,20482,20482,"MoneyperEventLeaders",2006
176,176,"Bubba Dickerson",32,20322,650313,"MoneyperEventLeaders",2006
177,177,"Scott Sterling",1,20280,20280,"MoneyperEventLeaders",2006
178,178,"Marco Dawson",27,20188,545076,"MoneyperEventLeaders",2006
179,179,"Tim Petrovic",30,20064,601928,"MoneyperEventLeaders",2006
180,180,"Skip Kendall",22,19996,439933,"MoneyperEventLeaders",2006
181,181,"Scott Gutschewski",19,19973,379487,"MoneyperEventLeaders",2006
182,182,"Jay Delsing",14,19746,276447,"MoneyperEventLeaders",2006
183,183,"Brent Geiberger",30,19682,590478,"MoneyperEventLeaders",2006
184,184,"Jerry Smith",29,19593,568213,"MoneyperEventLeaders",2006
185,185,"Dicky Pride",9,19408,174674,"MoneyperEventLeaders",2006
186,186,"Robert Garrigus",28,19199,537594,"MoneyperEventLeaders",2006
187,187,"Craig Parry",15,18885,283282,"MoneyperEventLeaders",2006
188,188,"Michael Allen",25,18837,470945,"MoneyperEventLeaders",2006
189,189,"Lee Janzen",28,18721,524197,"MoneyperEventLeaders",2006
190,190,"Mark Wilson",24,18513,444317,"MoneyperEventLeaders",2006
191,191,"Kris Cox",28,18494,517835,"MoneyperEventLeaders",2006
192,192,"Chris Riley",27,18344,495313,"MoneyperEventLeaders",2006
193,193,"Marco Ruiz",1,18125,18125,"MoneyperEventLeaders",2006
194,194,"Jonathan Kaye",32,18084,578713,"MoneyperEventLeaders",2006
195,195,"Cameron Beckman",16,18026,288427,"MoneyperEventLeaders",2006
196,196,"Alex Cejka",30,17516,525483,"MoneyperEventLeaders",2006
197,197,"Parker McLachlin",2,17337,34674,"MoneyperEventLeaders",2006
198,198,"Jeff Brehaut",33,16927,558593,"MoneyperEventLeaders",2006
199,199,"Arjun Atwal",33,16682,550535,"MoneyperEventLeaders",2006
200,200,"Franklin Langham",1,16642,16642,"MoneyperEventLeaders",2006
201,201,"Danny Ellis",23,16630,382500,"MoneyperEventLeaders",2006
202,202,"Robert Gamez",30,16454,493640,"MoneyperEventLeaders",2006
203,203,"Ben Crenshaw",2,16030,32060,"MoneyperEventLeaders",2006
204,204,"John Huston",27,15963,431024,"MoneyperEventLeaders",2006
205,205,"Henrik Bjornstad",31,15840,491043,"MoneyperEventLeaders",2006
206,206,"Mark Hensby",16,15742,251883,"MoneyperEventLeaders",2006
207,207,"Gabriel Hjertstedt",16,15702,251235,"MoneyperEventLeaders",2006
208,208,"Carlos Franco",29,15668,454384,"MoneyperEventLeaders",2006
209,209,"David McKenzie",28,15186,425227,"MoneyperEventLeaders",2006
210,210,"Thaworn Wiratchant",3,15181,45545,"MoneyperEventLeaders",2006
211,211,"Tag Ridings",33,15098,498242,"MoneyperEventLeaders",2006
212,212,"Steve Elkington",17,15011,255196,"MoneyperEventLeaders",2006
213,213,"Thomas Bjorn",7,14967,104773,"MoneyperEventLeaders",2006
214,214,"Jason Dufner",2,14729,29459,"MoneyperEventLeaders",2006
215,215,"Don Yrene",2,14619,29238,"MoneyperEventLeaders",2006
216,216,"Robert Damron",31,14558,451299,"MoneyperEventLeaders",2006
217,217,"Paul Stankowski",22,14527,319596,"MoneyperEventLeaders",2006
218,218,"Paul McGinley",9,14526,130734,"MoneyperEventLeaders",2006
219,219,"DA Points",28,14499,405983,"MoneyperEventLeaders",2006
220,220,"Tommy Armour III",25,14097,352446,"MoneyperEventLeaders",2006
221,221,"Yusaku Miyazato",2,14081,28162,"MoneyperEventLeaders",2006
222,222,"BJ Staten",18,14060,253088,"MoneyperEventLeaders",2006
223,223,"Azuma Yano",1,14007,14007,"MoneyperEventLeaders",2006
224,224,"Doug Barron",28,13865,388225,"MoneyperEventLeaders",2006
225,225,"Shingo Katayama",6,13710,82262,"MoneyperEventLeaders",2006
226,226,"Charl Schwartzel",8,13535,108281,"MoneyperEventLeaders",2006
227,227,"Paul Broadhurst",4,13524,54096,"MoneyperEventLeaders",2006
228,228,"Kevin Na",11,13281,146099,"MoneyperEventLeaders",2006
229,229,"David Duval",24,13261,318276,"MoneyperEventLeaders",2006
230,230,"Stuart Deane",1,13140,13140,"MoneyperEventLeaders",2006
231,231,"Nick Price",16,13058,208938,"MoneyperEventLeaders",2006
232,232,"Ian Leggatt",29,13031,377902,"MoneyperEventLeaders",2006
233,233,"Wes Short Jr",33,12803,422505,"MoneyperEventLeaders",2006
234,234,"Jim Kane",1,12725,12725,"MoneyperEventLeaders",2006
235,235,"Kevin Stadler",6,12662,75972,"MoneyperEventLeaders",2006
236,236,"Chris Parra",1,12152,12152,"MoneyperEventLeaders",2006
237,237,"Grant Waite",8,12118,96950,"MoneyperEventLeaders",2006
238,238,"Larry Mize",18,12109,217971,"MoneyperEventLeaders",2006
239,239,"Kane Webber",1,12045,12045,"MoneyperEventLeaders",2006
240,240,"Bob Tway",25,11989,299725,"MoneyperEventLeaders",2006
241,241,"Scott McCarron",15,11715,175727,"MoneyperEventLeaders",2006
242,242,"Patrick Damron",1,11660,11660,"MoneyperEventLeaders",2006
242,242,"Scott Parel",1,11660,11660,"MoneyperEventLeaders",2006
244,244,"Peter Jacobsen",4,11564,46256,"MoneyperEventLeaders",2006
245,245,"John Riegger",20,11538,230765,"MoneyperEventLeaders",2006
246,246,"Spencer Levin",1,11520,11520,"MoneyperEventLeaders",2006
247,247,"Steve Jones",27,11420,308359,"MoneyperEventLeaders",2006
248,248,"Patrick Sheehan",34,11376,386796,"MoneyperEventLeaders",2006
249,249,"Mark OMeara",18,11314,203667,"MoneyperEventLeaders",2006
250,250,"Todd Fischer",35,11309,395817,"MoneyperEventLeaders",2006
251,251,"Glen Day",12,11215,134580,"MoneyperEventLeaders",2006
252,252,"Tjaart van der Walt",21,11186,234917,"MoneyperEventLeaders",2006
253,253,"Casey Wittenberg",1,10868,10868,"MoneyperEventLeaders",2006
254,254,"Simon Dyson",2,10788,21577,"MoneyperEventLeaders",2006
254,254,"Simon Wakefield",2,10788,21577,"MoneyperEventLeaders",2006
254,254,"Tom Watson",2,10788,21577,"MoneyperEventLeaders",2006
257,257,"Ron Whittaker",28,10715,300032,"MoneyperEventLeaders",2006
258,258,"Brent Delahoussaye",1,10550,10550,"MoneyperEventLeaders",2006
259,259,"Greg Kraft",26,10528,273734,"MoneyperEventLeaders",2006
260,260,"Darron Stiles",15,10503,157558,"MoneyperEventLeaders",2006
261,261,"Vance Veazey",20,10353,207077,"MoneyperEventLeaders",2006
262,262,"Yasuharu Imano",2,10200,20400,"MoneyperEventLeaders",2006
263,263,"Scott Hend",6,10193,61162,"MoneyperEventLeaders",2006
264,264,"Rob Oppenheim",2,9750,19500,"MoneyperEventLeaders",2006
265,265,"Notah Begay III",12,9669,116033,"MoneyperEventLeaders",2006
266,266,"Sonny Skinner",1,9646,9646,"MoneyperEventLeaders",2006
267,267,"Andrew Buckle",2,9248,18497,"MoneyperEventLeaders",2006
268,268,"Tom Byrum",11,9190,101094,"MoneyperEventLeaders",2006
269,269,"John Daly",21,9149,192134,"MoneyperEventLeaders",2006
270,270,"Thomas Levet",18,9061,163110,"MoneyperEventLeaders",2006
271,271,"Chris Starkjohann",1,8976,8976,"MoneyperEventLeaders",2006
272,272,"Gary Hallberg",4,8923,35692,"MoneyperEventLeaders",2006
273,273,"Chris Smith",21,8733,183410,"MoneyperEventLeaders",2006
274,274,"Andres Gonzales",1,8400,8400,"MoneyperEventLeaders",2006
275,275,"Nicholas Thompson",32,8272,264716,"MoneyperEventLeaders",2006
276,276,"David Frost",7,8137,56960,"MoneyperEventLeaders",2006
277,277,"Rocco Mediate",18,8105,145899,"MoneyperEventLeaders",2006
278,278,"Brian Henninger",12,8037,96453,"MoneyperEventLeaders",2006
279,279,"Dan Forsman",15,7808,117125,"MoneyperEventLeaders",2006
280,280,"Esteban Toledo",2,7783,15566,"MoneyperEventLeaders",2006
281,281,"Matt Gogel",14,7730,108230,"MoneyperEventLeaders",2006
282,282,"Brendan Jones",9,7640,68760,"MoneyperEventLeaders",2006
283,283,"James Driscoll",29,7582,219904,"MoneyperEventLeaders",2006
284,284,"Bill Glasson",17,7525,127931,"MoneyperEventLeaders",2006
285,285,"Matt Hansen",25,7490,187252,"MoneyperEventLeaders",2006
286,286,"Scott Harrington",1,7480,7480,"MoneyperEventLeaders",2006
287,287,"David Roesch",1,7400,7400,"MoneyperEventLeaders",2006
288,288,"Jimmy Walker",21,7330,153950,"MoneyperEventLeaders",2006
289,289,"Richard Green",4,7312,29250,"MoneyperEventLeaders",2006
290,290,"Scott Gump",10,7224,72248,"MoneyperEventLeaders",2006
291,291,"Michael Bradley",6,6965,41790,"MoneyperEventLeaders",2006
292,292,"Gavin Coles",5,6934,34674,"MoneyperEventLeaders",2006
293,293,"Eli Zackheim",1,6810,6810,"MoneyperEventLeaders",2006
294,294,"Jin Park",1,6450,6450,"MoneyperEventLeaders",2006
295,295,"Wayne Levi",1,6390,6390,"MoneyperEventLeaders",2006
296,296,"Chip Beck",1,6180,6180,"MoneyperEventLeaders",2006
297,297,"Todd Hamilton",27,6116,165152,"MoneyperEventLeaders",2006
298,298,"Will Moore",2,6084,12168,"MoneyperEventLeaders",2006
299,299,"Garrett Willis",10,6054,60541,"MoneyperEventLeaders",2006
300,300,"Mark Brooks",36,5776,207958,"MoneyperEventLeaders",2006
301,301,"Jeev Milkha Singh",3,5558,16676,"MoneyperEventLeaders",2006
302,302,"Bob Burns",9,5463,49170,"MoneyperEventLeaders",2006
303,303,"David Edwards",3,5454,16363,"MoneyperEventLeaders",2006
304,304,"John Mallinger",3,5451,16354,"MoneyperEventLeaders",2006
305,305,"Greg Chalmers",28,5402,151265,"MoneyperEventLeaders",2006
306,306,"John Bickerton",4,5394,21577,"MoneyperEventLeaders",2006
307,307,"Mike Sposa",25,5285,132130,"MoneyperEventLeaders",2006
308,308,"Jason Schultz",28,5265,147423,"MoneyperEventLeaders",2006
309,309,"Joel Kribel",2,5238,10476,"MoneyperEventLeaders",2006
310,310,"Billy Hurley III",6,4818,28910,"MoneyperEventLeaders",2006
311,311,"Donnie Hammond",11,4790,52693,"MoneyperEventLeaders",2006
312,312,"Keiichiro Fukabori",4,4786,19147,"MoneyperEventLeaders",2006
312,312,"Jay Williamson",18,4786,86149,"MoneyperEventLeaders",2006
314,314,"Roger Tambellini",25,4667,116684,"MoneyperEventLeaders",2006
315,315,"Kaname Yokoo",2,4590,9180,"MoneyperEventLeaders",2006
316,316,"Mike Small",9,4472,40256,"MoneyperEventLeaders",2006
317,317,"Michael Connell",22,4444,97770,"MoneyperEventLeaders",2006
318,318,"Gonzalo Fdez Castano",5,4315,21577,"MoneyperEventLeaders",2006
319,319,"James McLean",4,4190,16760,"MoneyperEventLeaders",2006
320,320,"Craig Stadler",4,4064,16258,"MoneyperEventLeaders",2006
321,321,"Joel Edwards",3,3920,11760,"MoneyperEventLeaders",2006
322,322,"Ryan Hietala",23,3816,87772,"MoneyperEventLeaders",2006
323,323,"Matt Kuchar",8,3787,30297,"MoneyperEventLeaders",2006
324,324,"Madalitso Muthiya",3,3700,11100,"MoneyperEventLeaders",2006
325,325,"Alex Aragon",26,3634,94503,"MoneyperEventLeaders",2006
326,326,"David Peoples",4,3497,13988,"MoneyperEventLeaders",2006
327,327,"Ricky Barnes",2,3473,6946,"MoneyperEventLeaders",2006
328,328,"Jim McGovern",8,3258,26070,"MoneyperEventLeaders",2006
329,329,"Blaine McCallister",10,3219,32190,"MoneyperEventLeaders",2006
330,330,"Scott Miller",3,3196,9588,"MoneyperEventLeaders",2006
331,331,"David Berganio Jr",2,3030,6060,"MoneyperEventLeaders",2006
332,332,"Len Mattiace",22,3024,66540,"MoneyperEventLeaders",2006
333,333,"Phil Tataurangi",19,2936,55792,"MoneyperEventLeaders",2006
334,334,"Neal Lancaster",19,2877,54680,"MoneyperEventLeaders",2006
335,335,"Matt Every",3,2835,8505,"MoneyperEventLeaders",2006
336,336,"Andrew Magee",19,2774,52710,"MoneyperEventLeaders",2006
337,337,"Guy Boros",5,2750,13750,"MoneyperEventLeaders",2006
338,338,"Hank Kuehne",9,2741,24676,"MoneyperEventLeaders",2006
339,339,"Phil Schmitt",2,2730,5460,"MoneyperEventLeaders",2006
340,340,"John Engler Jr",27,2692,72694,"MoneyperEventLeaders",2006
341,341,"Willie Wood",11,2524,27774,"MoneyperEventLeaders",2006
342,342,"Jon Mills",27,2425,65494,"MoneyperEventLeaders",2006
343,343,"Hidemichi Tanaka",31,2239,69435,"MoneyperEventLeaders",2006
344,344,"Joey Snyder III",6,2238,13432,"MoneyperEventLeaders",2006
345,345,"Spike McRoy",9,2025,18225,"MoneyperEventLeaders",2006
346,346,"Boyd Summerhays",13,1599,20794,"MoneyperEventLeaders",2006
347,347,"Michael Clark II",4,1597,6390,"MoneyperEventLeaders",2006
347,347,"Jim Gallagher Jr",4,1597,6390,"MoneyperEventLeaders",2006
349,349,"Mike Hulbert",6,1090,6540,"MoneyperEventLeaders",2006
350,350,"David Gossett",7,1068,7480,"MoneyperEventLeaders",2006
351,351,"Craig Perks",18,660,11880,"MoneyperEventLeaders",2006
352,352,"Steven Bowditch",22,507,11160,"MoneyperEventLeaders",2006
