"CarryEfficiency_RANKTHISWEEK_2012","CarryEfficiency_RANKLASTWEEK_2012","CarryEfficiency_PLAYERNAME_2012","CarryEfficiency_ROUNDS_2012","CarryEfficiency_AVG_2012","CarryEfficiency_AVERAGECARRYDISTYARDS_2012","CarryEfficiency_AVERAGECLUBHEADSPEED_2012","CarryEfficiency_TOTALATTEMPTS_2012","CarryEfficiency_HIGHESTCARRYEFFICIENCY_2012","stat_name","year"
1,1,"John Daly",50,2.534,301.7,119.058,26,2.716,"CarryEfficiency",2012
2,2,"JB Holmes",90,2.52,305.2,121.137,61,2.699,"CarryEfficiency",2012
3,3,"Ben Crane",73,2.515,276.4,109.917,58,2.798,"CarryEfficiency",2012
4,4,"Tommy Gainey",98,2.512,283.6,112.933,70,2.784,"CarryEfficiency",2012
5,5,"David Toms",60,2.511,261.9,104.301,37,2.718,"CarryEfficiency",2012
6,6,"Ryan Palmer",81,2.509,291.3,116.102,59,2.76,"CarryEfficiency",2012
7,7,"Rickie Fowler",84,2.507,289.6,115.522,48,2.761,"CarryEfficiency",2012
8,8,"Vaughn Taylor",81,2.505,271.4,108.337,50,2.797,"CarryEfficiency",2012
9,9,"Harrison Frazar",56,2.504,286.5,114.426,34,2.893,"CarryEfficiency",2012
9,9,"Josh Teater",97,2.504,289.9,115.784,66,2.774,"CarryEfficiency",2012
11,11,"Kyle Stanley",86,2.501,298.6,119.39,44,2.738,"CarryEfficiency",2012
12,12,"Keegan Bradley",90,2.498,291.8,116.803,53,2.782,"CarryEfficiency",2012
12,12,"David Hearn",95,2.498,274.1,109.748,66,2.789,"CarryEfficiency",2012
14,14,"Chris Kirk",93,2.497,281.5,112.695,67,2.83,"CarryEfficiency",2012
14,14,"Bo Van Pelt",84,2.497,284.8,114.039,55,2.685,"CarryEfficiency",2012
16,16,"Ernie Els",80,2.494,282.5,113.266,55,2.717,"CarryEfficiency",2012
16,16,"Scott Piercy",95,2.494,293.3,117.599,58,2.834,"CarryEfficiency",2012
18,18,"Jeff Maggert",83,2.491,264.2,106.073,67,2.652,"CarryEfficiency",2012
19,19,"Edward Loar",59,2.489,291.8,117.208,30,2.678,"CarryEfficiency",2012
20,20,"Kyle Reifers",86,2.488,277.2,111.375,56,2.82,"CarryEfficiency",2012
20,20,"Scott Stallings",78,2.488,295.5,118.778,51,2.834,"CarryEfficiency",2012
22,22,"Brandt Snedeker",81,2.485,275.2,110.726,55,2.669,"CarryEfficiency",2012
23,23,"Davis Love III",64,2.484,286.2,115.227,35,2.731,"CarryEfficiency",2012
23,23,"Sean OHair",84,2.484,289.1,116.352,56,2.775,"CarryEfficiency",2012
25,25,"Dustin Johnson",70,2.482,302.8,122.018,37,2.782,"CarryEfficiency",2012
26,26,"Hunter Mahan",88,2.48,277.9,112.038,56,2.751,"CarryEfficiency",2012
26,26,"Billy Mayfair",90,2.48,272.9,110.06,67,2.802,"CarryEfficiency",2012
28,28,"Troy Matteson",100,2.478,288.7,116.537,59,2.692,"CarryEfficiency",2012
28,28,"Brendan Steele",77,2.478,277.7,112.094,56,2.904,"CarryEfficiency",2012
30,30,"Erik Compton",81,2.476,284.5,114.933,46,2.684,"CarryEfficiency",2012
31,31,"Garth Mulroy",59,2.475,284,114.743,36,2.7,"CarryEfficiency",2012
32,32,"Robert Karlsson",54,2.474,289.7,117.106,30,2.671,"CarryEfficiency",2012
32,32,"Martin Laird",77,2.474,291.4,117.792,41,2.813,"CarryEfficiency",2012
34,34,"Sung Kang",75,2.473,271.3,109.703,45,2.731,"CarryEfficiency",2012
34,34,"Roland Thatcher",55,2.473,277.3,112.145,31,2.673,"CarryEfficiency",2012
36,36,"Billy Horschel",63,2.472,275.1,111.275,42,2.715,"CarryEfficiency",2012
37,37,"Chez Reavie",83,2.471,271.7,109.954,56,2.733,"CarryEfficiency",2012
37,37,"Bubba Watson",68,2.471,307.7,124.552,41,2.8,"CarryEfficiency",2012
37,37,"Steve Wheatcroft",56,2.471,270.9,109.657,33,2.727,"CarryEfficiency",2012
40,40,"Tommy Biershenk",74,2.47,270,109.324,45,2.639,"CarryEfficiency",2012
41,41,"Louis Oosthuizen",65,2.469,288.4,116.821,47,2.874,"CarryEfficiency",2012
42,42,"Bud Cauley",99,2.468,277.3,112.381,79,2.747,"CarryEfficiency",2012
42,42,"Brian Gay",91,2.468,258.2,104.603,71,2.755,"CarryEfficiency",2012
44,44,"Matt Bettencourt",80,2.467,278.6,112.94,36,2.713,"CarryEfficiency",2012
44,44,"Alexandre Rocha",62,2.467,269.5,109.213,37,2.662,"CarryEfficiency",2012
44,44,"Kevin Stadler",85,2.467,280.2,113.582,51,2.668,"CarryEfficiency",2012
47,47,"Robert Garrigus",89,2.466,299.4,121.405,55,2.754,"CarryEfficiency",2012
48,48,"Jeff Overton",101,2.465,276,111.997,77,2.68,"CarryEfficiency",2012
48,48,"Steve Stricker",73,2.465,276.5,112.169,44,2.782,"CarryEfficiency",2012
50,50,"Rory McIlroy",60,2.463,296,120.193,36,2.767,"CarryEfficiency",2012
51,51,"Heath Slocum",93,2.461,261,106.064,63,2.692,"CarryEfficiency",2012
51,51,"Michael Thompson",80,2.461,274.5,111.508,53,2.743,"CarryEfficiency",2012
51,51,"Camilo Villegas",79,2.461,277.9,112.942,57,2.702,"CarryEfficiency",2012
51,51,"Mark Wilson",84,2.461,264.2,107.353,57,2.787,"CarryEfficiency",2012
55,55,"Michael Bradley",63,2.459,281.1,114.315,26,2.805,"CarryEfficiency",2012
55,55,"Roberto Castro",92,2.459,277.2,112.764,61,2.659,"CarryEfficiency",2012
57,57,"Jason Day",57,2.457,292,118.853,36,2.794,"CarryEfficiency",2012
57,57,"Andres Romero",68,2.457,283.5,115.394,43,2.679,"CarryEfficiency",2012
57,57,"Tiger Woods",69,2.457,296.7,120.744,32,2.766,"CarryEfficiency",2012
60,60,"Tim Herron",88,2.456,276.8,112.726,65,2.709,"CarryEfficiency",2012
61,61,"John Huh",99,2.455,272.8,111.137,70,2.757,"CarryEfficiency",2012
61,61,"Rocco Mediate",70,2.455,263.7,107.428,49,2.641,"CarryEfficiency",2012
61,61,"Daniel Summerhays",81,2.455,277.7,113.113,49,2.651,"CarryEfficiency",2012
64,64,"Rory Sabbatini",84,2.454,275.2,112.131,58,2.784,"CarryEfficiency",2012
64,64,"Webb Simpson",77,2.454,277.8,113.196,51,2.62,"CarryEfficiency",2012
66,66,"Bill Haas",79,2.453,283.6,115.653,58,2.763,"CarryEfficiency",2012
67,67,"Brian Davis",91,2.452,259.1,105.666,72,2.699,"CarryEfficiency",2012
68,68,"Robert Allenby",76,2.451,273.2,111.468,49,2.687,"CarryEfficiency",2012
68,68,"Ben Curtis",62,2.451,265.2,108.208,49,2.668,"CarryEfficiency",2012
70,70,"Zach Johnson",95,2.45,263.6,107.588,68,2.647,"CarryEfficiency",2012
71,71,"Kyle Thompson",51,2.449,263.4,107.561,29,2.658,"CarryEfficiency",2012
72,72,"Geoff Ogilvy",73,2.448,281.5,114.984,41,2.596,"CarryEfficiency",2012
72,72,"Vijay Singh",99,2.448,278.5,113.785,56,2.649,"CarryEfficiency",2012
74,74,"Mark Anderson",75,2.447,288.2,117.76,36,2.623,"CarryEfficiency",2012
75,75,"Mathew Goggin",65,2.446,276,112.855,47,2.675,"CarryEfficiency",2012
75,75,"Brian Harman",101,2.446,271.3,110.909,73,2.666,"CarryEfficiency",2012
75,75,"Carl Pettersson",92,2.446,278.5,113.888,64,2.631,"CarryEfficiency",2012
78,78,"Arjun Atwal",79,2.445,268.1,109.672,54,2.657,"CarryEfficiency",2012
78,78,"Seung Yul Noh",105,2.445,289.4,118.391,66,2.646,"CarryEfficiency",2012
80,80,"Charley Hoffman",88,2.444,283,115.784,69,2.682,"CarryEfficiency",2012
80,80,"Justin Rose",69,2.444,280.1,114.633,45,2.676,"CarryEfficiency",2012
80,80,"Cameron Tringale",88,2.444,280.6,114.824,62,2.688,"CarryEfficiency",2012
83,83,"Richard Lee",71,2.443,268,109.702,44,2.73,"CarryEfficiency",2012
83,83,"Bryce Molder",83,2.443,266.9,109.231,62,2.822,"CarryEfficiency",2012
83,83,"Nick Watney",97,2.443,289.9,118.684,63,2.741,"CarryEfficiency",2012
86,86,"Marc Leishman",84,2.442,282,115.449,60,2.789,"CarryEfficiency",2012
87,87,"Graham DeLaet",79,2.441,293.1,120.078,51,2.706,"CarryEfficiency",2012
88,88,"Brandt Jobe",57,2.44,283,115.945,32,2.692,"CarryEfficiency",2012
88,88,"Bill Lunde",83,2.44,273.3,112.002,55,2.609,"CarryEfficiency",2012
88,88,"Dicky Pride",62,2.44,266.6,109.262,43,2.658,"CarryEfficiency",2012
91,91,"Angel Cabrera",54,2.439,290.8,119.251,26,2.767,"CarryEfficiency",2012
91,91,"Matt Kuchar",86,2.439,263.8,108.17,65,2.694,"CarryEfficiency",2012
93,93,"Kevin Streelman",89,2.438,281.2,115.355,64,2.664,"CarryEfficiency",2012
94,94,"Harris English",98,2.437,286.3,117.467,64,2.719,"CarryEfficiency",2012
94,94,"John Mallinger",74,2.437,263.3,108.061,53,2.673,"CarryEfficiency",2012
94,94,"Charlie Wi",86,2.437,271.4,111.356,53,2.693,"CarryEfficiency",2012
97,97,"Stewart Cink",71,2.436,282,115.783,34,2.613,"CarryEfficiency",2012
97,97,"Ian Poulter",57,2.436,270.2,110.909,36,2.621,"CarryEfficiency",2012
99,99,"Jerry Kelly",84,2.435,256.8,105.468,67,2.663,"CarryEfficiency",2012
99,99,"John Rollins",81,2.435,276.3,113.481,63,2.634,"CarryEfficiency",2012
101,101,"John Merrick",83,2.434,275.4,113.149,57,2.639,"CarryEfficiency",2012
102,102,"JJ Henry",93,2.432,276.8,113.814,40,2.674,"CarryEfficiency",2012
103,103,"Kevin Kisner",69,2.431,269.5,110.864,46,2.637,"CarryEfficiency",2012
103,103,"Chris Stroud",86,2.431,270.3,111.163,56,2.7,"CarryEfficiency",2012
105,105,"Jonas Blixt",72,2.43,271.7,111.847,53,2.677,"CarryEfficiency",2012
106,106,"Aaron Baddeley",73,2.429,288.8,118.892,39,2.829,"CarryEfficiency",2012
106,106,"George McNeill",85,2.429,281.2,115.769,52,2.608,"CarryEfficiency",2012
106,106,"Tom Pernice Jr",62,2.429,260,107.065,43,2.676,"CarryEfficiency",2012
109,109,"Jonathan Byrd",69,2.428,279.8,115.243,40,2.693,"CarryEfficiency",2012
110,110,"Will Claxton",99,2.427,271.3,111.803,70,2.642,"CarryEfficiency",2012
111,111,"Daniel Chopra",55,2.426,283.5,116.855,30,2.653,"CarryEfficiency",2012
111,111,"Padraig Harrington",67,2.426,278.8,114.914,32,2.701,"CarryEfficiency",2012
113,113,"Jason Kokrak",79,2.425,286.5,118.129,42,2.604,"CarryEfficiency",2012
114,114,"Marco Dawson",60,2.424,269.2,111.073,33,2.606,"CarryEfficiency",2012
115,115,"Miguel Angel Carballo",73,2.423,275.3,113.603,43,2.603,"CarryEfficiency",2012
116,116,"Tim Clark",60,2.422,252.6,104.286,49,2.589,"CarryEfficiency",2012
117,117,"John Senden",81,2.421,280.2,115.729,56,2.604,"CarryEfficiency",2012
118,118,"Pat Perez",81,2.42,279.3,115.407,51,2.68,"CarryEfficiency",2012
118,118,"Patrick Sheehan",58,2.42,261.5,108.063,33,2.636,"CarryEfficiency",2012
118,118,"Jimmy Walker",101,2.42,283.7,117.214,59,2.697,"CarryEfficiency",2012
121,121,"Sangmoon Bae",81,2.419,275.5,113.904,50,2.751,"CarryEfficiency",2012
121,121,"Matt Every",80,2.419,274,113.282,45,2.636,"CarryEfficiency",2012
121,121,"Ryo Ishikawa",54,2.419,274.5,113.444,25,2.73,"CarryEfficiency",2012
121,121,"Brendon Todd",78,2.419,267.7,110.635,49,2.643,"CarryEfficiency",2012
125,125,"Ryan Moore",89,2.418,269.7,111.556,75,2.615,"CarryEfficiency",2012
126,126,"Adam Scott",59,2.417,288.2,119.251,37,2.703,"CarryEfficiency",2012
126,126,"Lee Westwood",60,2.417,283.5,117.308,37,2.642,"CarryEfficiency",2012
128,128,"Phil Mickelson",79,2.416,282.1,116.735,47,2.621,"CarryEfficiency",2012
129,129,"Troy Kelly",68,2.415,279.4,115.678,39,2.678,"CarryEfficiency",2012
129,129,"Danny Lee",74,2.415,274.8,113.783,40,2.618,"CarryEfficiency",2012
129,129,"Johnson Wagner",88,2.415,267.2,110.643,65,2.654,"CarryEfficiency",2012
132,132,"Chad Campbell",84,2.414,272.2,112.778,61,2.788,"CarryEfficiency",2012
133,133,"Luke Donald",63,2.413,267.3,110.756,45,2.612,"CarryEfficiency",2012
133,133,"Stephen Gangluff",57,2.413,276.1,114.417,30,2.663,"CarryEfficiency",2012
135,135,"DA Points",88,2.412,266.8,110.618,64,2.857,"CarryEfficiency",2012
136,136,"Jason Bohn",81,2.411,264.8,109.813,54,2.601,"CarryEfficiency",2012
136,136,"Derek Lamely",64,2.411,280,116.139,41,2.742,"CarryEfficiency",2012
136,136,"Kevin Na",80,2.411,272.9,113.191,52,2.799,"CarryEfficiency",2012
139,139,"Jason Dufner",83,2.409,271.2,112.579,54,2.671,"CarryEfficiency",2012
140,140,"Kevin Chappell",91,2.408,282.1,117.137,53,2.62,"CarryEfficiency",2012
140,140,"Ryuji Imada",78,2.408,264,109.601,47,2.635,"CarryEfficiency",2012
142,142,"Cameron Beckman",81,2.407,263.8,109.589,55,2.758,"CarryEfficiency",2012
142,142,"Russell Knox",72,2.407,263.4,109.428,48,2.671,"CarryEfficiency",2012
144,144,"Scott Brown",65,2.406,270.7,112.517,38,2.627,"CarryEfficiency",2012
145,145,"Gary Christian",91,2.405,262.8,109.263,55,2.627,"CarryEfficiency",2012
146,146,"Chris DiMarco",83,2.403,257.3,107.059,56,2.643,"CarryEfficiency",2012
146,146,"Jim Furyk",85,2.403,263.1,109.493,54,2.631,"CarryEfficiency",2012
148,148,"Stuart Appleby",75,2.402,269.8,112.326,53,2.681,"CarryEfficiency",2012
149,149,"Colt Knost",79,2.401,256.1,106.665,57,2.569,"CarryEfficiency",2012
150,150,"DJ Trahan",73,2.4,275.7,114.888,39,2.671,"CarryEfficiency",2012
150,150,"Boo Weekley",74,2.4,276,115.002,49,2.654,"CarryEfficiency",2012
152,152,"Charlie Beljan",61,2.398,293.7,122.471,27,2.624,"CarryEfficiency",2012
152,152,"Ted Potter Jr",77,2.398,262.8,109.609,49,2.646,"CarryEfficiency",2012
152,152,"YE Yang",64,2.398,269.7,112.491,33,2.62,"CarryEfficiency",2012
155,155,"Martin Flores",95,2.397,284.9,118.828,56,2.655,"CarryEfficiency",2012
156,156,"William McGirt",96,2.396,270.2,112.772,65,2.627,"CarryEfficiency",2012
156,156,"Greg Owen",90,2.396,284.9,118.906,52,2.636,"CarryEfficiency",2012
