"CarryEfficiency_RANKTHISWEEK_2012","CarryEfficiency_RANKLASTWEEK_2012","CarryEfficiency_PLAYERNAME_2012","CarryEfficiency_ROUNDS_2012","CarryEfficiency_AVG_2012","CarryEfficiency_AVERAGECARRYDISTYARDS_2012","CarryEfficiency_AVERAGECLUBHEADSPEED_2012","CarryEfficiency_TOTALATTEMPTS_2012","CarryEfficiency_HIGHESTCARRYEFFICIENCY_2012","stat_name","year"
156,156,"Jhonattan Vegas",77,2.396,292.7,122.187,45,2.859,"CarryEfficiency",2012
159,159,"Justin Leonard",79,2.395,256.9,107.25,51,2.619,"CarryEfficiency",2012
160,160,"KJ Choi",71,2.392,262.5,109.734,44,2.651,"CarryEfficiency",2012
161,161,"Bobby Gates",87,2.391,286.1,119.679,56,2.622,"CarryEfficiency",2012
162,162,"David Mathis",83,2.39,257.1,107.549,57,2.688,"CarryEfficiency",2012
163,163,"Spencer Levin",81,2.388,264,110.562,53,2.614,"CarryEfficiency",2012
164,164,"Rod Pampling",88,2.387,268,112.275,58,2.638,"CarryEfficiency",2012
165,165,"James Driscoll",83,2.385,280.4,117.549,47,2.581,"CarryEfficiency",2012
165,165,"JJ Killeen",101,2.385,277.6,116.427,56,2.653,"CarryEfficiency",2012
167,167,"Charl Schwartzel",56,2.383,278.2,116.763,31,2.635,"CarryEfficiency",2012
168,168,"Bob Estes",78,2.382,266.6,111.927,50,2.588,"CarryEfficiency",2012
169,169,"Graeme McDowell",55,2.378,267.3,112.406,37,2.718,"CarryEfficiency",2012
170,170,"Kris Blanks",65,2.376,266.6,112.205,47,2.581,"CarryEfficiency",2012
170,170,"Gavin Coles",72,2.376,248.7,104.664,44,2.643,"CarryEfficiency",2012
170,170,"Matt Jones",53,2.376,276.7,116.452,29,2.65,"CarryEfficiency",2012
173,173,"Charles Howell III",98,2.373,280.2,118.07,57,2.534,"CarryEfficiency",2012
174,174,"Blake Adams",107,2.371,269.4,113.594,53,2.648,"CarryEfficiency",2012
175,175,"Henrik Stenson",51,2.366,284.6,120.304,12,2.555,"CarryEfficiency",2012
176,176,"Greg Chalmers",88,2.365,259.6,109.77,67,2.672,"CarryEfficiency",2012
177,177,"Gary Woodland",70,2.361,292,123.645,28,2.71,"CarryEfficiency",2012
178,178,"Scott Dunlap",57,2.359,260.7,110.524,33,2.623,"CarryEfficiency",2012
179,179,"Hunter Haas",69,2.357,263.5,111.799,35,2.655,"CarryEfficiency",2012
179,179,"Nick OHern",78,2.357,246.3,104.498,50,2.659,"CarryEfficiency",2012
181,181,"Ken Duke",104,2.354,261,110.861,74,2.532,"CarryEfficiency",2012
182,182,"Chris Couch",61,2.351,281.2,119.588,33,2.664,"CarryEfficiency",2012
182,182,"Brendon de Jonge",115,2.351,271.7,115.537,79,2.621,"CarryEfficiency",2012
184,184,"Stephen Ames",54,2.348,257.7,109.751,28,2.6,"CarryEfficiency",2012
184,184,"Sergio Garcia",57,2.348,279.8,119.13,36,2.854,"CarryEfficiency",2012
184,184,"Tom Gillis",75,2.348,267.7,113.98,58,2.686,"CarryEfficiency",2012
187,187,"Ricky Barnes",92,2.347,272.3,116,58,2.637,"CarryEfficiency",2012
188,188,"Freddie Jacobson",61,2.344,266.2,113.563,38,2.611,"CarryEfficiency",2012
189,189,"Billy Hurley III",70,2.323,253.5,109.121,44,2.614,"CarryEfficiency",2012
190,190,"Nathan Green",73,2.319,266.5,114.883,35,2.538,"CarryEfficiency",2012
191,191,"Trevor Immelman",76,2.301,271.5,117.977,46,2.561,"CarryEfficiency",2012
