"Back9ScoringAverage_RANKTHISWEEK_2014","Back9ScoringAverage_RANKLASTWEEK_2014","Back9ScoringAverage_PLAYERNAME_2014","Back9ScoringAverage_ROUNDS_2014","Back9ScoringAverage_AVG_2014","Back9ScoringAverage_TOTALSTROKES_2014","Back9ScoringAverage_TOTALHOLES_2014","stat_name","year"
36,36,"Graham DeLaet",80,35.34,2792,79,"Back9ScoringAverage",2014
36,36,"Chris Kirk",105,35.34,3675,104,"Back9ScoringAverage",2014
38,38,"Danny Lee",84,35.35,2828,80,"Back9ScoringAverage",2014
38,38,"Shawn Stefani",60,35.35,2121,60,"Back9ScoringAverage",2014
40,40,"Kevin Chappell",100,35.36,3395,96,"Back9ScoringAverage",2014
40,40,"Kevin Na",94,35.36,3324,94,"Back9ScoringAverage",2014
42,42,"Charles Howell III",106,35.38,3750,106,"Back9ScoringAverage",2014
43,43,"Brice Garnett",92,35.39,3114,88,"Back9ScoringAverage",2014
43,43,"Robert Garrigus",80,35.39,2831,80,"Back9ScoringAverage",2014
43,43,"Brian Harman",111,35.39,3928,111,"Back9ScoringAverage",2014
46,46,"Rickie Fowler",91,35.41,3010,85,"Back9ScoringAverage",2014
46,46,"Hideki Matsuyama",82,35.41,2833,80,"Back9ScoringAverage",2014
46,46,"Brendan Steele",89,35.41,3010,85,"Back9ScoringAverage",2014
49,49,"Charley Hoffman",93,35.42,3294,93,"Back9ScoringAverage",2014
49,49,"Martin Laird",66,35.42,2196,62,"Back9ScoringAverage",2014
51,51,"Morgan Hoffmann",103,35.43,3508,99,"Back9ScoringAverage",2014
51,51,"Marc Leishman",81,35.43,2834,80,"Back9ScoringAverage",2014
51,51,"Carl Pettersson",91,35.43,3224,91,"Back9ScoringAverage",2014
51,51,"Andrew Svoboda",77,35.43,2728,77,"Back9ScoringAverage",2014
55,55,"Ricky Barnes",92,35.44,3119,88,"Back9ScoringAverage",2014
56,56,"William McGirt",96,35.45,3403,96,"Back9ScoringAverage",2014
56,56,"Cameron Tringale",111,35.45,3935,111,"Back9ScoringAverage",2014
56,56,"Gary Woodland",93,35.45,3261,92,"Back9ScoringAverage",2014
59,59,"Tyrone Van Aswegen",79,35.46,2766,78,"Back9ScoringAverage",2014
60,60,"Michael Thompson",74,35.47,2625,74,"Back9ScoringAverage",2014
60,60,"Jhonattan Vegas",77,35.47,2660,75,"Back9ScoringAverage",2014
62,62,"Will Ma Kenzie",82,35.48,2909,82,"Back9ScoringAverage",2014
62,62,"Phil Mickelson",71,35.48,2519,71,"Back9ScoringAverage",2014
62,62,"Henrik Stenson",56,35.48,1916,54,"Back9ScoringAverage",2014
65,65,"Keegan Bradley",89,35.49,3123,88,"Back9ScoringAverage",2014
65,65,"Stewart Cink",91,35.49,3230,91,"Back9ScoringAverage",2014
67,67,"Jason Day",54,35.5,1704,48,"Back9ScoringAverage",2014
68,68,"Ken Duke",80,35.51,2770,78,"Back9ScoringAverage",2014
68,68,"David Hearn",97,35.51,3444,97,"Back9ScoringAverage",2014
68,68,"Justin Rose",70,35.51,2415,68,"Back9ScoringAverage",2014
68,68,"Nick Watney",80,35.51,2663,75,"Back9ScoringAverage",2014
72,72,"Michael Putnam",106,35.52,3623,102,"Back9ScoringAverage",2014
72,72,"Kevin Stadler",90,35.52,3161,89,"Back9ScoringAverage",2014
74,74,"Brendon de Jonge",109,35.53,3873,109,"Back9ScoringAverage",2014
74,74,"Jordan Spieth",102,35.53,3482,98,"Back9ScoringAverage",2014
76,76,"Paul Casey",56,35.54,1990,56,"Back9ScoringAverage",2014
76,76,"Jason Kokrak",65,35.54,2310,65,"Back9ScoringAverage",2014
76,76,"Ryan Moore",86,35.54,2985,84,"Back9ScoringAverage",2014
79,79,"Martin Kaymer",65,35.55,2275,64,"Back9ScoringAverage",2014
79,79,"Kevin Kisner",85,35.55,3022,85,"Back9ScoringAverage",2014
79,79,"Robert Streb",75,35.55,2524,71,"Back9ScoringAverage",2014
79,79,"Chris Stroud",88,35.55,3128,88,"Back9ScoringAverage",2014
79,79,"Hudson Swafford",75,35.55,2524,71,"Back9ScoringAverage",2014
84,84,"Retief Goosen",94,35.56,3200,90,"Back9ScoringAverage",2014
84,84,"Charl Schwartzel",64,35.56,2205,62,"Back9ScoringAverage",2014
86,86,"Luke Donald",57,35.57,1992,56,"Back9ScoringAverage",2014
86,86,"Camilo Villegas",95,35.57,3379,95,"Back9ScoringAverage",2014
88,88,"Brandt Snedeker",89,35.6,3097,87,"Back9ScoringAverage",2014
89,89,"John Huh",87,35.61,2956,83,"Back9ScoringAverage",2014
89,89,"Andrew Loupe",65,35.61,2172,61,"Back9ScoringAverage",2014
89,89,"Patrick Reed",92,35.61,3205,90,"Back9ScoringAverage",2014
92,92,"Briny Baird",50,35.62,1781,50,"Back9ScoringAverage",2014
92,92,"Chad Collins",78,35.62,2636,74,"Back9ScoringAverage",2014
94,94,"Robert Allenby",83,35.63,2886,81,"Back9ScoringAverage",2014
94,94,"Ben Martin",80,35.63,2850,80,"Back9ScoringAverage",2014
94,94,"George McNeill",79,35.63,2815,79,"Back9ScoringAverage",2014
94,94,"Seung Yul Noh",92,35.63,3278,92,"Back9ScoringAverage",2014
98,98,"Bo Van Pelt",83,35.64,2958,83,"Back9ScoringAverage",2014
99,99,"Aaron Baddeley",74,35.65,2567,72,"Back9ScoringAverage",2014
99,99,"Greg Chalmers",85,35.65,2888,81,"Back9ScoringAverage",2014
99,99,"Tim Wilkinson",86,35.65,2923,82,"Back9ScoringAverage",2014
102,102,"Sangmoon Bae",76,35.66,2710,76,"Back9ScoringAverage",2014
102,102,"Daniel Summerhays",98,35.66,3495,98,"Back9ScoringAverage",2014
102,102,"Josh Teater",90,35.66,3138,88,"Back9ScoringAverage",2014
105,105,"Erik Compton",88,35.67,3139,88,"Back9ScoringAverage",2014
105,105,"Martin Flores",85,35.67,3032,85,"Back9ScoringAverage",2014
107,107,"Ernie Els",85,35.68,2819,79,"Back9ScoringAverage",2014
107,107,"Justin Leonard",75,35.68,2676,75,"Back9ScoringAverage",2014
109,109,"Jason Bohn",81,35.69,2891,81,"Back9ScoringAverage",2014
110,110,"Scott Brown",100,35.71,3571,100,"Back9ScoringAverage",2014
110,110,"Davis Love III",74,35.71,2571,72,"Back9ScoringAverage",2014
112,112,"Steven Bowditch",93,35.72,3322,93,"Back9ScoringAverage",2014
112,112,"Jim Herman",62,35.72,2072,58,"Back9ScoringAverage",2014
112,112,"Ryo Ishikawa",75,35.72,2679,75,"Back9ScoringAverage",2014
115,115,"Troy Merritt",62,35.74,2216,62,"Back9ScoringAverage",2014
115,115,"Sean OHair",77,35.74,2752,77,"Back9ScoringAverage",2014
115,115,"Ted Potter Jr",68,35.74,2430,68,"Back9ScoringAverage",2014
118,118,"Matt Jones",83,35.75,2967,83,"Back9ScoringAverage",2014
118,118,"Spencer Levin",59,35.75,2109,59,"Back9ScoringAverage",2014
118,118,"Johnson Wagner",69,35.75,2324,65,"Back9ScoringAverage",2014
121,121,"Charlie Beljan",76,35.76,2575,72,"Back9ScoringAverage",2014
121,121,"Pat Perez",84,35.76,3004,84,"Back9ScoringAverage",2014
123,123,"Andres Romero",81,35.78,2755,77,"Back9ScoringAverage",2014
124,124,"Matt Every",85,35.79,3042,85,"Back9ScoringAverage",2014
125,125,"KJ Choi",80,35.8,2864,80,"Back9ScoringAverage",2014
125,125,"Brian Davis",93,35.8,3329,93,"Back9ScoringAverage",2014
125,125,"Jason Dufner",57,35.8,1933,54,"Back9ScoringAverage",2014
125,125,"Trevor Immelman",84,35.8,2864,80,"Back9ScoringAverage",2014
129,129,"Angel Cabrera",69,35.81,2471,69,"Back9ScoringAverage",2014
129,129,"Hunter Mahan",88,35.81,3044,85,"Back9ScoringAverage",2014
131,131,"John Peterson",62,35.82,2149,60,"Back9ScoringAverage",2014
132,132,"JJ Henry",91,35.83,3117,87,"Back9ScoringAverage",2014
133,133,"Tommy Gainey",73,35.84,2473,69,"Back9ScoringAverage",2014
133,133,"JB Holmes",86,35.84,3082,86,"Back9ScoringAverage",2014
133,133,"Wes Roach",67,35.84,2258,63,"Back9ScoringAverage",2014
133,133,"Charlie Wi",72,35.84,2509,70,"Back9ScoringAverage",2014
137,137,"Ben Crane",81,35.85,2904,81,"Back9ScoringAverage",2014
138,138,"Brian Gay",81,35.86,2833,79,"Back9ScoringAverage",2014
139,139,"Jamie Lovemark",64,35.87,2152,60,"Back9ScoringAverage",2014
140,140,"James Hahn",82,35.89,2871,80,"Back9ScoringAverage",2014
140,140,"Bronson La Cassie",51,35.89,1687,47,"Back9ScoringAverage",2014
142,142,"James Driscoll",71,35.9,2549,71,"Back9ScoringAverage",2014
142,142,"Bryce Molder",77,35.9,2621,73,"Back9ScoringAverage",2014
142,142,"Vijay Singh",83,35.9,2980,83,"Back9ScoringAverage",2014
145,145,"Kevin Streelman",79,35.91,2801,78,"Back9ScoringAverage",2014
146,146,"Bud Cauley",56,35.93,2012,56,"Back9ScoringAverage",2014
146,146,"Chesson Hadley",84,35.93,3018,84,"Back9ScoringAverage",2014
146,146,"Boo Weekley",73,35.93,2587,72,"Back9ScoringAverage",2014
149,149,"Kyle Stanley",87,35.95,2984,83,"Back9ScoringAverage",2014
150,150,"Ian Poulter",57,35.98,2015,56,"Back9ScoringAverage",2014
150,150,"Lee Westwood",57,35.98,2015,56,"Back9ScoringAverage",2014
152,152,"Ben Curtis",77,35.99,2627,73,"Back9ScoringAverage",2014
153,153,"Richard Lee",80,36.01,2809,78,"Back9ScoringAverage",2014
154,154,"Gonzalo Fdez Castano",83,36.02,2954,82,"Back9ScoringAverage",2014
155,155,"Russell Henley",92,36.03,3315,92,"Back9ScoringAverage",2014
156,156,"John Merrick",87,36.04,2991,83,"Back9ScoringAverage",2014
157,157,"Rory Sabbatini",82,36.05,2812,78,"Back9ScoringAverage",2014
157,157,"Mike Weir",69,36.05,2343,65,"Back9ScoringAverage",2014
159,159,"YE Yang",79,36.06,2813,78,"Back9ScoringAverage",2014
160,160,"Jeff Maggert",54,36.07,1948,54,"Back9ScoringAverage",2014
161,161,"Scott Stallings",77,36.08,2742,76,"Back9ScoringAverage",2014
162,162,"Geoff Ogilvy",84,36.1,2888,80,"Back9ScoringAverage",2014
163,163,"David Lingmerth",80,36.12,2745,76,"Back9ScoringAverage",2014
164,164,"John Rollins",84,36.14,2891,80,"Back9ScoringAverage",2014
165,165,"Roberto Castro",76,36.2,2679,74,"Back9ScoringAverage",2014
165,165,"DH Lee",54,36.2,1810,50,"Back9ScoringAverage",2014
165,165,"Jim Renner",61,36.2,2136,59,"Back9ScoringAverage",2014
165,165,"Kevin Tway",64,36.2,2172,60,"Back9ScoringAverage",2014
169,169,"Derek Ernst",80,36.21,2752,76,"Back9ScoringAverage",2014
170,170,"Louis Oosthuizen",50,36.22,1666,46,"Back9ScoringAverage",2014
171,171,"Troy Matteson",62,36.26,2103,58,"Back9ScoringAverage",2014
172,172,"Nicholas Thompson",85,36.28,2939,81,"Back9ScoringAverage",2014
173,173,"DA Points",75,36.32,2651,73,"Back9ScoringAverage",2014
174,174,"Mark Wilson",69,36.37,2364,65,"Back9ScoringAverage",2014
175,175,"Lucas Glover",68,36.41,2403,66,"Back9ScoringAverage",2014
176,176,"Woody Austin",63,36.42,2149,59,"Back9ScoringAverage",2014
177,177,"Jonas Blixt",64,36.48,2262,62,"Back9ScoringAverage",2014
