"Par4Performance_RANKTHISWEEK_2005","Par4Performance_RANKLASTWEEK_2005","Par4Performance_PLAYERNAME_2005","Par4Performance_ROUNDS_2005","Par4Performance_STATUS_2005","Par4Performance_PAR4AVG_2005","Par4Performance_TOTALPAR_2005","stat_name","year"
1,1,"Tiger Woods",76,-62,3.92,3256,"Par4Performance",2005
2,2,"Vijay Singh",111,-43,3.96,4744,"Par4Performance",2005
3,3,"Phil Mickelson",81,-23,3.97,3228,"Par4Performance",2005
4,4,"Jim Furyk",94,-12,3.99,4060,"Par4Performance",2005
5,5,"David Toms",87,-6,3.99,3360,"Par4Performance",2005
6,6,"Richard Johnson",50,-2,4,2120,"Par4Performance",2005
6,6,"Kenny Perry",82,-2,4,3568,"Par4Performance",2005
8,8,"Sergio Garcia",73,1,4,3040,"Par4Performance",2005
9,9,"Dan Forsman",52,2,4,2064,"Par4Performance",2005
10,10,"Olin Browne",99,4,4,4012,"Par4Performance",2005
10,10,"Marco Dawson",82,4,4,3420,"Par4Performance",2005
12,12,"Tim Herron",100,7,4.01,4240,"Par4Performance",2005
13,13,"Geoff Ogilvy",97,10,4.01,4012,"Par4Performance",2005
14,14,"Bob Tway",87,11,4.01,3588,"Par4Performance",2005
15,15,"Jose Maria Olazabal",55,13,4.02,2320,"Par4Performance",2005
16,16,"Billy Mayfair",114,16,4.01,4684,"Par4Performance",2005
17,17,"Jeff Brehaut",71,17,4.02,2808,"Par4Performance",2005
18,18,"Arjun Atwal",65,18,4.03,2768,"Par4Performance",2005
18,18,"Scott Gutschewski",86,18,4.02,3516,"Par4Performance",2005
20,20,"Justin Leonard",78,19,4.02,3348,"Par4Performance",2005
21,21,"Ryuji Imada",78,20,4.02,3316,"Par4Performance",2005
21,21,"Justin Rose",99,20,4.02,4000,"Par4Performance",2005
23,23,"Doug Barron",70,21,4.03,2928,"Par4Performance",2005
23,23,"Jose Coceres",56,21,4.04,2288,"Par4Performance",2005
23,23,"Dudley Hart",84,21,4.02,3560,"Par4Performance",2005
23,23,"Joey Sindelar",104,21,4.02,4320,"Par4Performance",2005
23,23,"Darron Stiles",78,21,4.03,3212,"Par4Performance",2005
23,23,"Scott Verplank",87,21,4.02,3772,"Par4Performance",2005
29,29,"Stewart Cink",98,22,4.02,3896,"Par4Performance",2005
29,29,"JJ Henry",102,22,4.02,4216,"Par4Performance",2005
31,31,"Davis Love III",80,23,4.03,3244,"Par4Performance",2005
31,31,"Arron Oberholser",65,23,4.03,2712,"Par4Performance",2005
31,31,"John Senden",101,23,4.02,4172,"Par4Performance",2005
31,31,"Steve Stricker",62,23,4.03,2640,"Par4Performance",2005
35,35,"Chris DiMarco",83,24,4.03,3272,"Par4Performance",2005
35,35,"Jonathan Kaye",77,24,4.03,3140,"Par4Performance",2005
37,37,"Ben Crane",78,25,4.03,3264,"Par4Performance",2005
37,37,"Brandt Jobe",96,25,4.03,3948,"Par4Performance",2005
39,39,"Luke Donald",67,27,4.04,2728,"Par4Performance",2005
39,39,"Bob Estes",92,27,4.03,3980,"Par4Performance",2005
39,39,"Mark Wilson",74,27,4.04,2900,"Par4Performance",2005
42,42,"Bart Bryant",91,28,4.03,4004,"Par4Performance",2005
42,42,"Fred Couples",72,28,4.04,2932,"Par4Performance",2005
42,42,"Brad Faxon",75,28,4.04,3072,"Par4Performance",2005
45,45,"Steve Elkington",67,29,4.04,2872,"Par4Performance",2005
46,46,"Stuart Appleby",84,30,4.03,3532,"Par4Performance",2005
46,46,"Retief Goosen",71,30,4.04,2696,"Par4Performance",2005
46,46,"Roland Thatcher",75,30,4.04,3036,"Par4Performance",2005
49,49,"Brian Davis",75,31,4.04,3112,"Par4Performance",2005
49,49,"Joe Durant",81,31,4.04,3452,"Par4Performance",2005
49,49,"Shigeki Maruyama",99,31,4.03,4268,"Par4Performance",2005
49,49,"Brett Wetterich",76,31,4.04,3132,"Par4Performance",2005
53,53,"Jason Bohn",91,32,4.03,3880,"Par4Performance",2005
53,53,"Vaughn Taylor",99,32,4.03,4192,"Par4Performance",2005
55,55,"David Hearn",68,33,4.05,2876,"Par4Performance",2005
56,56,"Harrison Frazar",105,34,4.03,4260,"Par4Performance",2005
56,56,"Mathias Gronberg",60,34,4.05,2480,"Par4Performance",2005
56,56,"Freddie Jacobson",72,34,4.04,3096,"Par4Performance",2005
56,56,"Zach Johnson",96,34,4.03,4152,"Par4Performance",2005
56,56,"Rocco Mediate",73,34,4.04,3080,"Par4Performance",2005
56,56,"Sean OHair",103,34,4.03,4304,"Par4Performance",2005
56,56,"Loren Roberts",54,34,4.06,2296,"Par4Performance",2005
56,56,"Heath Slocum",103,34,4.03,4232,"Par4Performance",2005
56,56,"Tjaart van der Walt",56,34,4.06,2340,"Par4Performance",2005
65,65,"Charles Howell III",95,35,4.04,3860,"Par4Performance",2005
65,65,"Joey Snyder III",102,35,4.03,4148,"Par4Performance",2005
65,65,"Mario Tiziani",67,35,4.05,2744,"Par4Performance",2005
68,68,"Matt Gogel",78,37,4.05,3220,"Par4Performance",2005
68,68,"Tom Pernice Jr",111,37,4.03,4532,"Par4Performance",2005
68,68,"Dean Wilson",86,37,4.04,3612,"Par4Performance",2005
71,71,"Brenden Pappas",51,38,4.07,2160,"Par4Performance",2005
72,72,"Jesper Parnevik",84,39,4.04,3468,"Par4Performance",2005
72,72,"Adam Scott",72,39,4.05,3000,"Par4Performance",2005
74,74,"Mark Calcavecchia",92,40,4.04,3904,"Par4Performance",2005
74,74,"Daniel Chopra",108,40,4.04,4396,"Par4Performance",2005
74,74,"Tim Clark",92,40,4.04,3808,"Par4Performance",2005
74,74,"Phillip Price",77,40,4.05,3024,"Par4Performance",2005
74,74,"Kevin Sutherland",89,40,4.04,3692,"Par4Performance",2005
79,79,"JP Hayes",63,41,4.06,2676,"Par4Performance",2005
79,79,"Greg Owen",84,41,4.05,3340,"Par4Performance",2005
81,81,"Jeff Sluman",94,42,4.04,3932,"Par4Performance",2005
81,81,"Hidemichi Tanaka",106,42,4.04,4260,"Par4Performance",2005
81,81,"Kirk Triplett",55,42,4.08,2200,"Par4Performance",2005
84,84,"Ryan Palmer",101,43,4.04,4132,"Par4Performance",2005
85,85,"Jay Williamson",53,44,4.08,2200,"Par4Performance",2005
86,86,"Brett Quigley",96,45,4.05,3844,"Par4Performance",2005
87,87,"Jay Haas",54,46,4.09,2136,"Par4Performance",2005
88,88,"Justin Bolli",65,47,4.07,2648,"Par4Performance",2005
88,88,"KJ Choi",78,47,4.06,3220,"Par4Performance",2005
88,88,"Bernhard Langer",67,47,4.06,2896,"Par4Performance",2005
88,88,"Stephen Leaney",89,47,4.05,3588,"Par4Performance",2005
88,88,"Nick Watney",91,47,4.05,3748,"Par4Performance",2005
93,93,"Hunter Haas",83,48,4.06,3332,"Par4Performance",2005
93,93,"Tom Lehman",69,48,4.07,2924,"Par4Performance",2005
93,93,"DJ Trahan",81,48,4.06,3260,"Par4Performance",2005
93,93,"Bo Van Pelt",112,48,4.04,4756,"Par4Performance",2005
97,97,"Robert Allenby",95,49,4.05,3828,"Par4Performance",2005
97,97,"Jonathan Byrd",103,49,4.05,4228,"Par4Performance",2005
97,97,"Matt Kuchar",60,49,4.08,2552,"Par4Performance",2005
97,97,"Omar Uresti",84,49,4.05,3596,"Par4Performance",2005
