"GoingfortheGreenBirdieorBetter_RANKTHISWEEK_2005","GoingfortheGreenBirdieorBetter_RANKLASTWEEK_2005","GoingfortheGreenBirdieorBetter_PLAYERNAME_2005","GoingfortheGreenBirdieorBetter_ROUNDS_2005","GoingfortheGreenBirdieorBetter_Pct_2005","GoingfortheGreenBirdieorBetter_OFBIRDIEORBETTER_2005","GoingfortheGreenBirdieorBetter_ATTEMPTS_2005","GoingfortheGreenBirdieorBetter_RTPSUCCESSES_2005","GoingfortheGreenBirdieorBetter_RTPNOTGOINGFORTHEGRN_2005","stat_name","year"
1,1,"Loren Roberts",54,76.67,23,30,-23,-25,"GoingfortheGreenBirdieorBetter",2005
2,2,"Ben Crane",78,68.93,71,103,-79,-3,"GoingfortheGreenBirdieorBetter",2005
3,3,"Retief Goosen",71,68.37,67,98,-72,-3,"GoingfortheGreenBirdieorBetter",2005
4,4,"Charles Howell III",95,67.09,106,158,-114,-10,"GoingfortheGreenBirdieorBetter",2005
5,5,"David Toms",87,66.67,72,108,-80,-18,"GoingfortheGreenBirdieorBetter",2005
6,6,"Briny Baird",98,65.82,104,158,-110,-17,"GoingfortheGreenBirdieorBetter",2005
7,7,"Brenden Pappas",51,65.81,77,117,-88,14,"GoingfortheGreenBirdieorBetter",2005
8,8,"Dean Wilson",86,65.67,88,134,-92,-17,"GoingfortheGreenBirdieorBetter",2005
9,9,"Tim Clark",92,65.45,72,110,-78,-19,"GoingfortheGreenBirdieorBetter",2005
10,10,"Jason Bohn",91,64.56,102,158,-113,-3,"GoingfortheGreenBirdieorBetter",2005
11,11,"Shigeki Maruyama",99,63.7,86,135,-92,-27,"GoingfortheGreenBirdieorBetter",2005
12,12,"Nick Watney",91,62.81,125,199,-132,0,"GoingfortheGreenBirdieorBetter",2005
13,13,"Tiger Woods",76,62.8,103,164,-113,-1,"GoingfortheGreenBirdieorBetter",2005
14,14,"Stephen Ames",82,62.75,64,102,-67,0,"GoingfortheGreenBirdieorBetter",2005
14,14,"Stephen Leaney",89,62.75,64,102,-67,-32,"GoingfortheGreenBirdieorBetter",2005
16,16,"Omar Uresti",84,62.61,72,115,-75,-35,"GoingfortheGreenBirdieorBetter",2005
17,17,"Billy Andrade",83,62.5,85,136,-88,-23,"GoingfortheGreenBirdieorBetter",2005
18,18,"Phil Mickelson",81,62.41,83,133,-85,-4,"GoingfortheGreenBirdieorBetter",2005
19,19,"Steve Stricker",62,62.35,53,85,-55,-25,"GoingfortheGreenBirdieorBetter",2005
20,20,"Kevin Sutherland",89,62.24,89,143,-92,2,"GoingfortheGreenBirdieorBetter",2005
21,21,"Duffy Waldorf",86,62.02,80,129,-84,-1,"GoingfortheGreenBirdieorBetter",2005
22,22,"Brandt Jobe",96,61.88,112,181,-118,16,"GoingfortheGreenBirdieorBetter",2005
23,23,"Adam Scott",72,61.39,62,101,-66,-22,"GoingfortheGreenBirdieorBetter",2005
24,24,"Davis Love III",80,61.34,73,119,-81,4,"GoingfortheGreenBirdieorBetter",2005
25,25,"DJ Trahan",81,61.14,107,175,-121,1,"GoingfortheGreenBirdieorBetter",2005
26,26,"Bo Van Pelt",112,61.08,124,203,-130,-15,"GoingfortheGreenBirdieorBetter",2005
27,27,"KJ Choi",78,60.92,53,87,-57,-9,"GoingfortheGreenBirdieorBetter",2005
28,28,"Geoff Ogilvy",97,60.9,81,133,-84,-18,"GoingfortheGreenBirdieorBetter",2005
29,29,"Phillip Price",77,60.78,62,102,-66,-23,"GoingfortheGreenBirdieorBetter",2005
30,30,"Sergio Garcia",73,60.77,79,130,-82,-5,"GoingfortheGreenBirdieorBetter",2005
31,31,"Brett Quigley",96,60.71,102,168,-103,-19,"GoingfortheGreenBirdieorBetter",2005
32,32,"Woody Austin",100,60.64,114,188,-122,-20,"GoingfortheGreenBirdieorBetter",2005
33,33,"James Driscoll",73,60.26,94,156,-102,-2,"GoingfortheGreenBirdieorBetter",2005
34,34,"Rod Pampling",89,60.13,95,158,-98,5,"GoingfortheGreenBirdieorBetter",2005
35,35,"Greg Owen",84,60,99,165,-102,3,"GoingfortheGreenBirdieorBetter",2005
35,35,"John Rollins",97,60,117,195,-128,-4,"GoingfortheGreenBirdieorBetter",2005
