"TenthTeeLateRound5ScoringAverage_RANKTHISWEEK_2008","TenthTeeLateRound5ScoringAverage_RANKLASTWEEK_2008","TenthTeeLateRound5ScoringAverage_PLAYERNAME_2008","TenthTeeLateRound5ScoringAverage__2008","TenthTeeLateRound5ScoringAverage_AVG_2008","TenthTeeLateRound5ScoringAverage_TOTALSTROKES_2008","TenthTeeLateRound5ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Ryan Armour",NA,69,69,1,"TenthTeeLateRound5ScoringAverage",2008
1,1,"Chad Campbell",NA,69,69,1,"TenthTeeLateRound5ScoringAverage",2008
1,1,"JJ Henry",NA,69,69,1,"TenthTeeLateRound5ScoringAverage",2008
4,4,"Fred Couples",NA,70,70,1,"TenthTeeLateRound5ScoringAverage",2008
4,4,"Martin Laird",NA,70,70,1,"TenthTeeLateRound5ScoringAverage",2008
4,4,"Joe Ogilvie",NA,70,70,1,"TenthTeeLateRound5ScoringAverage",2008
4,4,"Jeff Quinney",NA,70,70,1,"TenthTeeLateRound5ScoringAverage",2008
8,8,"Lucas Glover",NA,71,71,1,"TenthTeeLateRound5ScoringAverage",2008
8,8,"Patrick Sheehan",NA,71,71,1,"TenthTeeLateRound5ScoringAverage",2008
10,10,"Michael Letzig",NA,72,72,1,"TenthTeeLateRound5ScoringAverage",2008
11,11,"Paul Goydos",NA,73,73,1,"TenthTeeLateRound5ScoringAverage",2008
11,11,"Scott McCarron",NA,73,73,1,"TenthTeeLateRound5ScoringAverage",2008
13,13,"Ken Duke",NA,75,75,1,"TenthTeeLateRound5ScoringAverage",2008
