"Total3Putts2025_RANKTHISWEEK_2009","Total3Putts2025_RANKLASTWEEK_2009","Total3Putts2025_PLAYERNAME_2009","Total3Putts2025_ROUNDS_2009","Total3Putts2025_TOTAL3PUTTS2025_2009","Total3Putts2025_TOTAL3PUTTS_2009","stat_name","year"
1,1,"Matt Bettencourt",98,9,77,"Total3Putts2025",2009
2,2,"Nicholas Thompson",96,8,77,"Total3Putts2025",2009
3,3,"Steve Flesch",77,7,46,"Total3Putts2025",2009
3,3,"Scott Piercy",85,7,44,"Total3Putts2025",2009
3,3,"Webb Simpson",94,7,44,"Total3Putts2025",2009
6,6,"Woody Austin",84,6,45,"Total3Putts2025",2009
6,6,"Steve Lowery",83,6,54,"Total3Putts2025",2009
6,6,"Justin Rose",71,6,38,"Total3Putts2025",2009
6,6,"Kevin Streelman",97,6,55,"Total3Putts2025",2009
10,10,"Ben Crane",93,5,39,"Total3Putts2025",2009
10,10,"Ernie Els",70,5,29,"Total3Putts2025",2009
10,10,"JB Holmes",74,5,50,"Total3Putts2025",2009
10,10,"Will Ma Kenzie",69,5,51,"Total3Putts2025",2009
10,10,"DA Points",99,5,55,"Total3Putts2025",2009
10,10,"Chris Riley",77,5,30,"Total3Putts2025",2009
10,10,"DJ Trahan",96,5,50,"Total3Putts2025",2009
17,17,"Stephen Ames",77,4,30,"Total3Putts2025",2009
17,17,"Briny Baird",89,4,41,"Total3Putts2025",2009
17,17,"Ricky Barnes",67,4,39,"Total3Putts2025",2009
17,17,"Mark Calcavecchia",72,4,52,"Total3Putts2025",2009
17,17,"Stewart Cink",79,4,24,"Total3Putts2025",2009
17,17,"Glen Day",79,4,45,"Total3Putts2025",2009
17,17,"Brendon de Jonge",90,4,52,"Total3Putts2025",2009
17,17,"Jason Dufner",90,4,44,"Total3Putts2025",2009
17,17,"Ken Duke",87,4,43,"Total3Putts2025",2009
17,17,"Derek Fathauer",63,4,34,"Total3Putts2025",2009
17,17,"Harrison Frazar",93,4,35,"Total3Putts2025",2009
17,17,"Robert Garrigus",83,4,52,"Total3Putts2025",2009
17,17,"Lucas Glover",93,4,45,"Total3Putts2025",2009
17,17,"Nathan Green",104,4,44,"Total3Putts2025",2009
17,17,"Tim Herron",87,4,43,"Total3Putts2025",2009
17,17,"Zach Johnson",94,4,38,"Total3Putts2025",2009
17,17,"Jerry Kelly",90,4,37,"Total3Putts2025",2009
17,17,"Martin Laird",72,4,40,"Total3Putts2025",2009
17,17,"Michael Letzig",96,4,49,"Total3Putts2025",2009
17,17,"Bill Lunde",83,4,49,"Total3Putts2025",2009
17,17,"Billy Mayfair",83,4,53,"Total3Putts2025",2009
17,17,"Scott McCarron",91,4,33,"Total3Putts2025",2009
17,17,"James Nitties",86,4,37,"Total3Putts2025",2009
17,17,"Joe Ogilvie",85,4,40,"Total3Putts2025",2009
17,17,"Rod Pampling",72,4,38,"Total3Putts2025",2009
17,17,"Kenny Perry",92,4,41,"Total3Putts2025",2009
17,17,"Tim Petrovic",97,4,38,"Total3Putts2025",2009
17,17,"Ted Purdy",101,4,61,"Total3Putts2025",2009
17,17,"Chez Reavie",81,4,28,"Total3Putts2025",2009
17,17,"John Senden",100,4,40,"Total3Putts2025",2009
17,17,"Scott Sterling",51,4,24,"Total3Putts2025",2009
17,17,"Chris Stroud",88,4,44,"Total3Putts2025",2009
17,17,"Kirk Triplett",60,4,58,"Total3Putts2025",2009
17,17,"Matt Weibring",65,4,39,"Total3Putts2025",2009
51,51,"Cameron Beckman",87,3,44,"Total3Putts2025",2009
51,51,"Rich Beem",77,3,36,"Total3Putts2025",2009
51,51,"Jonathan Byrd",89,3,54,"Total3Putts2025",2009
51,51,"Alex Cejka",82,3,40,"Total3Putts2025",2009
51,51,"Brian Davis",103,3,54,"Total3Putts2025",2009
51,51,"Luke Donald",79,3,18,"Total3Putts2025",2009
51,51,"Steve Elkington",70,3,29,"Total3Putts2025",2009
51,51,"Mathew Goggin",76,3,31,"Total3Putts2025",2009
51,51,"Jason Gore",74,3,51,"Total3Putts2025",2009
51,51,"JJ Henry",97,3,43,"Total3Putts2025",2009
51,51,"Richard Johnson",85,3,34,"Total3Putts2025",2009
51,51,"Dustin Johnson",85,3,28,"Total3Putts2025",2009
51,51,"Jeff Klauk",97,3,37,"Total3Putts2025",2009
51,51,"Spencer Levin",75,3,25,"Total3Putts2025",2009
51,51,"Davis Love III",89,3,42,"Total3Putts2025",2009
51,51,"Jeff Maggert",79,3,56,"Total3Putts2025",2009
51,51,"John Mallinger",90,3,32,"Total3Putts2025",2009
51,51,"Steve Marino",98,3,40,"Total3Putts2025",2009
51,51,"Rocco Mediate",79,3,46,"Total3Putts2025",2009
51,51,"Phil Mickelson",66,3,19,"Total3Putts2025",2009
51,51,"Ryan Moore",89,3,41,"Total3Putts2025",2009
51,51,"Sean OHair",80,3,44,"Total3Putts2025",2009
51,51,"Aron Price",89,3,50,"Total3Putts2025",2009
51,51,"John Rollins",92,3,41,"Total3Putts2025",2009
51,51,"Adam Scott",53,3,31,"Total3Putts2025",2009
51,51,"Vijay Singh",71,3,36,"Total3Putts2025",2009
51,51,"Kevin Sutherland",96,3,38,"Total3Putts2025",2009
51,51,"Brendon Todd",53,3,33,"Total3Putts2025",2009
51,51,"Peter Tomasulo",61,3,42,"Total3Putts2025",2009
51,51,"Marc Turnesa",77,3,48,"Total3Putts2025",2009
51,51,"Johnson Wagner",81,3,38,"Total3Putts2025",2009
51,51,"Boo Weekley",79,3,41,"Total3Putts2025",2009
51,51,"Casey Wittenberg",71,3,33,"Total3Putts2025",2009
84,84,"Brad Adamonis",70,2,29,"Total3Putts2025",2009
84,84,"Robert Allenby",71,2,46,"Total3Putts2025",2009
84,84,"Stuart Appleby",79,2,38,"Total3Putts2025",2009
84,84,"Tommy Armour III",58,2,19,"Total3Putts2025",2009
84,84,"Jason Bohn",88,2,38,"Total3Putts2025",2009
84,84,"Chad Campbell",90,2,35,"Total3Putts2025",2009
84,84,"Daniel Chopra",89,2,42,"Total3Putts2025",2009
84,84,"Fred Couples",54,2,29,"Total3Putts2025",2009
84,84,"Jason Day",61,2,27,"Total3Putts2025",2009
84,84,"Brian Gay",96,2,26,"Total3Putts2025",2009
84,84,"Paul Goydos",79,2,35,"Total3Putts2025",2009
84,84,"Bill Haas",91,2,52,"Total3Putts2025",2009
84,84,"Padraig Harrington",66,2,19,"Total3Putts2025",2009
84,84,"Charley Hoffman",97,2,41,"Total3Putts2025",2009
84,84,"Ryuji Imada",85,2,25,"Total3Putts2025",2009
84,84,"Colt Knost",71,2,28,"Total3Putts2025",2009
84,84,"Greg Kraft",51,2,31,"Total3Putts2025",2009
84,84,"Matt Kuchar",82,2,30,"Total3Putts2025",2009
84,84,"Justin Leonard",95,2,25,"Total3Putts2025",2009
84,84,"Peter Lonard",86,2,53,"Total3Putts2025",2009
84,84,"Hunter Mahan",94,2,40,"Total3Putts2025",2009
84,84,"John Merrick",91,2,24,"Total3Putts2025",2009
84,84,"Kevin Na",91,2,33,"Total3Putts2025",2009
84,84,"Tom Pernice Jr",82,2,42,"Total3Putts2025",2009
84,84,"Patrick Sheehan",51,2,21,"Total3Putts2025",2009
84,84,"Kevin Stadler",65,2,33,"Total3Putts2025",2009
84,84,"Darron Stiles",52,2,34,"Total3Putts2025",2009
84,84,"Bo Van Pelt",100,2,47,"Total3Putts2025",2009
84,84,"Camilo Villegas",76,2,34,"Total3Putts2025",2009
84,84,"Jimmy Walker",74,2,29,"Total3Putts2025",2009
84,84,"Jay Williamson",69,2,48,"Total3Putts2025",2009
84,84,"Dean Wilson",81,2,34,"Total3Putts2025",2009
84,84,"Tiger Woods",64,2,16,"Total3Putts2025",2009
117,117,"Michael Allen",73,1,28,"Total3Putts2025",2009
117,117,"Eric Axley",71,1,23,"Total3Putts2025",2009
117,117,"Aaron Baddeley",66,1,24,"Total3Putts2025",2009
117,117,"Brian Bateman",55,1,21,"Total3Putts2025",2009
117,117,"Kris Blanks",60,1,28,"Total3Putts2025",2009
117,117,"Mark Brooks",55,1,23,"Total3Putts2025",2009
117,117,"Greg Chalmers",85,1,27,"Total3Putts2025",2009
117,117,"KJ Choi",65,1,20,"Total3Putts2025",2009
117,117,"Ben Curtis",63,1,22,"Total3Putts2025",2009
117,117,"Chris DiMarco",97,1,37,"Total3Putts2025",2009
117,117,"Joe Durant",62,1,42,"Total3Putts2025",2009
117,117,"Bob Estes",78,1,27,"Total3Putts2025",2009
117,117,"Brad Faxon",59,1,14,"Total3Putts2025",2009
117,117,"Jim Furyk",86,1,19,"Total3Putts2025",2009
117,117,"Sergio Garcia",59,1,18,"Total3Putts2025",2009
117,117,"Retief Goosen",74,1,18,"Total3Putts2025",2009
117,117,"Todd Hamilton",83,1,32,"Total3Putts2025",2009
117,117,"Bob Heintz",59,1,14,"Total3Putts2025",2009
117,117,"Freddie Jacobson",83,1,27,"Total3Putts2025",2009
117,117,"Kent Jones",73,1,33,"Total3Putts2025",2009
117,117,"Matt Jones",56,1,23,"Total3Putts2025",2009
117,117,"Anthony Kim",76,1,28,"Total3Putts2025",2009
117,117,"Cliff Kresge",78,1,40,"Total3Putts2025",2009
117,117,"Tom Lehman",55,1,21,"Total3Putts2025",2009
117,117,"Marc Leishman",91,1,53,"Total3Putts2025",2009
117,117,"Jarrod Lyle",65,1,17,"Total3Putts2025",2009
117,117,"David Mathis",82,1,36,"Total3Putts2025",2009
117,117,"Troy Matteson",95,1,42,"Total3Putts2025",2009
117,117,"Parker McLachlin",71,1,36,"Total3Putts2025",2009
117,117,"George McNeill",82,1,38,"Total3Putts2025",2009
117,117,"Bryce Molder",69,1,26,"Total3Putts2025",2009
117,117,"Nick OHern",90,1,38,"Total3Putts2025",2009
117,117,"Leif Olson",51,1,34,"Total3Putts2025",2009
117,117,"Jeff Overton",92,1,40,"Total3Putts2025",2009
117,117,"Greg Owen",97,1,52,"Total3Putts2025",2009
117,117,"Ryan Palmer",78,1,34,"Total3Putts2025",2009
117,117,"Corey Pavin",73,1,17,"Total3Putts2025",2009
117,117,"Carl Pettersson",86,1,28,"Total3Putts2025",2009
117,117,"Ian Poulter",59,1,19,"Total3Putts2025",2009
117,117,"Rick Price",54,1,31,"Total3Putts2025",2009
117,117,"Brett Quigley",92,1,46,"Total3Putts2025",2009
117,117,"Jeff Quinney",78,1,37,"Total3Putts2025",2009
117,117,"Tag Ridings",50,1,17,"Total3Putts2025",2009
117,117,"Andres Romero",58,1,29,"Total3Putts2025",2009
117,117,"Rory Sabbatini",81,1,27,"Total3Putts2025",2009
117,117,"Heath Slocum",95,1,52,"Total3Putts2025",2009
117,117,"Vaughn Taylor",88,1,28,"Total3Putts2025",2009
117,117,"David Toms",98,1,33,"Total3Putts2025",2009
117,117,"Scott Verplank",88,1,26,"Total3Putts2025",2009
117,117,"Brian Vranesh",51,1,37,"Total3Putts2025",2009
117,117,"Charles Warren",63,1,39,"Total3Putts2025",2009
117,117,"Nick Watney",86,1,29,"Total3Putts2025",2009
117,117,"Bubba Watson",73,1,30,"Total3Putts2025",2009
117,117,"Mike Weir",85,1,30,"Total3Putts2025",2009
117,117,"Mark Wilson",99,1,45,"Total3Putts2025",2009
117,117,"Gary Woodland",53,1,33,"Total3Putts2025",2009
117,117,"YE Yang",83,1,45,"Total3Putts2025",2009
