"RoughProximity_RANKTHISWEEK_2016","RoughProximity_RANKLASTWEEK_2016","RoughProximity_PLAYERNAME_2016","RoughProximity_ROUNDS_2016","RoughProximity_AVG_2016","RoughProximity_TOTALDISTANCEINCHES_2016","RoughProximity_ATTEMPTS_2016","RoughProximity_TOTALDISTANCEFEET_2016","RoughProximity_RELATIVETOPAR_2016","stat_name","year"
21,24,"Abraham Ancer",26,NA,28911,61,2409.25,15,"RoughProximity",2016
22,26,"Lucas Glover",53,NA,69947,147,5828.917,7,"RoughProximity",2016
22,22,"Hideki Matsuyama",40,NA,46663,98,3888.583,9,"RoughProximity",2016
24,28,"Zac Blair",56,NA,55515,116,4626.25,23,"RoughProximity",2016
25,28,"Wes Roach",33,NA,38561,80,3213.417,2,"RoughProximity",2016
25,17,"Dawie van der Walt",48,NA,68985,143,5748.75,28,"RoughProximity",2016
27,86,"Adam Scott",39,NA,45382,94,3781.833,2,"RoughProximity",2016
28,30,"Cameron Percy",22,NA,24191,50,2015.917,2,"RoughProximity",2016
28,30,"Bubba Watson",30,NA,32400,67,2700,-6,"RoughProximity",2016
30,33,"Carl Pettersson",31,NA,63883,131,5323.583,21,"RoughProximity",2016
31,16,"Paul Casey",39,NA,37166,76,3097.167,4,"RoughProximity",2016
31,69,"Colt Knost",56,NA,59715,122,4976.25,9,"RoughProximity",2016
31,35,"Chez Reavie",56,NA,67965,139,5663.75,10,"RoughProximity",2016
34,37,"Brice Garnett",29,NA,21545,44,1795.417,2,"RoughProximity",2016
34,32,"Luke List",51,NA,94157,192,7846.417,-1,"RoughProximity",2016
34,37,"Brandt Snedeker",47,NA,60213,123,5017.75,-6,"RoughProximity",2016
37,39,"Tyler Aldridge",53,NA,91690,186,7640.833,31,"RoughProximity",2016
37,70,"Rob Oppenheim",37,NA,62550,127,5212.5,8,"RoughProximity",2016
39,25,"Ricky Barnes",57,NA,106233,215,8852.75,29,"RoughProximity",2016
39,41,"Keegan Bradley",40,NA,40501,82,3375.083,6,"RoughProximity",2016
41,43,"Charley Hoffman",49,NA,74724,151,6227,10,"RoughProximity",2016
41,43,"Billy Hurley III",22,NA,25724,52,2143.667,9,"RoughProximity",2016
41,12,"Vaughn Taylor",30,NA,34622,70,2885.167,4,"RoughProximity",2016
41,43,"Jimmy Walker",43,NA,64909,131,5409.083,1,"RoughProximity",2016
45,48,"Louis Oosthuizen",25,NA,16874,34,1406.167,1,"RoughProximity",2016
46,52,"Tom Hoge",47,NA,71635,144,5969.583,13,"RoughProximity",2016
47,33,"Tim Wilkinson",40,NA,48776,98,4064.667,2,"RoughProximity",2016
48,39,"Martin Laird",46,NA,81334,163,6777.833,8,"RoughProximity",2016
48,43,"Andrew Loupe",50,NA,101712,204,8476,8,"RoughProximity",2016
48,64,"Greg Owen",56,NA,83862,168,6988.5,23,"RoughProximity",2016
48,35,"Nick Taylor",57,NA,88341,177,7361.75,25,"RoughProximity",2016
48,63,"Boo Weekley",53,NA,63416,127,5284.667,19,"RoughProximity",2016
53,60,"Jamie Lovemark",57,NA,105081,210,8756.75,-5,"RoughProximity",2016
53,41,"Justin Thomas",53,NA,77526,155,6460.5,8,"RoughProximity",2016
55,55,"Miguel Angel Carballo",24,NA,36566,73,3047.167,6,"RoughProximity",2016
56,56,"Luke Guthrie",31,NA,44644,89,3720.333,15,"RoughProximity",2016
57,60,"Brooks Koepka",39,NA,58812,117,4901,-7,"RoughProximity",2016
58,78,"Ben Crane",48,NA,58947,117,4912.25,5,"RoughProximity",2016
58,56,"Spencer Levin",62,NA,82141,163,6845.083,22,"RoughProximity",2016
58,84,"Gary Woodland",45,NA,76112,151,6342.667,-15,"RoughProximity",2016
61,52,"Geoff Ogilvy",37,NA,56548,112,4712.333,15,"RoughProximity",2016
61,49,"Kevin Streelman",46,NA,54007,107,4500.583,10,"RoughProximity",2016
63,66,"David Hearn",55,NA,70492,139,5874.333,24,"RoughProximity",2016
64,56,"Kyle Reifers",63,NA,84831,167,7069.25,23,"RoughProximity",2016
65,52,"Hiroshi Iwata",51,NA,74772,147,6231,14,"RoughProximity",2016
66,49,"Ben Martin",48,NA,77465,152,6455.417,10,"RoughProximity",2016
67,70,"Stewart Cink",45,NA,68927,135,5743.917,12,"RoughProximity",2016
67,62,"Peter Malnati",53,NA,86896,170,7241.333,8,"RoughProximity",2016
67,51,"Martin Piller",37,NA,43978,86,3664.833,2,"RoughProximity",2016
67,43,"Shawn Stefani",45,NA,77627,152,6468.917,14,"RoughProximity",2016
71,66,"Jamie Donaldson",28,NA,50141,98,4178.417,10,"RoughProximity",2016
72,74,"Brian Gay",22,NA,28710,56,2392.5,9,"RoughProximity",2016
72,74,"Smylie Kaufman",57,NA,93790,183,7815.833,2,"RoughProximity",2016
72,74,"Ryan Palmer",46,NA,74350,145,6195.833,4,"RoughProximity",2016
72,74,"Charl Schwartzel",29,NA,44591,87,3715.917,-1,"RoughProximity",2016
76,26,"Scott Langley",41,NA,59119,115,4926.583,9,"RoughProximity",2016
77,82,"Danny Lee",53,NA,55089,107,4590.75,10,"RoughProximity",2016
77,80,"Darron Stiles",28,NA,22157,43,1846.417,11,"RoughProximity",2016
79,81,"Russell Henley",42,NA,62929,122,5244.083,12,"RoughProximity",2016
79,72,"Patrick Rodgers",49,NA,88692,172,7391,9,"RoughProximity",2016
79,78,"Johnson Wagner",44,NA,66532,129,5544.333,6,"RoughProximity",2016
82,102,"Scott Stallings",46,NA,87942,170,7328.5,12,"RoughProximity",2016
82,82,"Hudson Swafford",52,NA,78597,152,6549.75,9,"RoughProximity",2016
84,84,"Kevin Na",52,NA,61648,119,5137.333,-3,"RoughProximity",2016
85,65,"Cameron Smith",45,NA,52942,102,4411.833,14,"RoughProximity",2016
86,86,"Matt Kuchar",46,NA,55592,107,4632.667,9,"RoughProximity",2016
87,88,"Russell Knox",48,NA,46910,90,3909.167,10,"RoughProximity",2016
88,115,"Bronson Burgoon",53,NA,76011,145,6334.25,10,"RoughProximity",2016
88,89,"Matthew Fitzpatrick",23,NA,14161,27,1180.083,-2,"RoughProximity",2016
88,72,"Steve Marino",40,NA,59201,113,4933.417,21,"RoughProximity",2016
88,89,"Graeme McDowell",33,NA,31436,60,2619.667,15,"RoughProximity",2016
88,68,"Phil Mickelson",37,NA,62865,120,5238.75,-3,"RoughProximity",2016
93,119,"James Hahn",45,NA,75650,144,6304.167,13,"RoughProximity",2016
93,92,"Marc Leishman",41,NA,45130,86,3760.833,-3,"RoughProximity",2016
95,93,"Jason Dufner",53,NA,70008,133,5834,4,"RoughProximity",2016
96,96,"Rhein Gibson",36,NA,67448,128,5620.667,17,"RoughProximity",2016
96,131,"Henrik Stenson",30,NA,28454,54,2371.167,0,"RoughProximity",2016
98,117,"Harris English",51,NA,79184,150,6598.667,8,"RoughProximity",2016
98,111,"Michael Kim",62,NA,102421,194,8535.083,25,"RoughProximity",2016
98,129,"Henrik Norlander",41,NA,50697,96,4224.75,13,"RoughProximity",2016
101,93,"Brendon de Jonge",55,NA,85645,162,7137.083,21,"RoughProximity",2016
101,99,"John Huh",51,NA,71958,136,5996.5,2,"RoughProximity",2016
103,124,"Justin Hicks",26,NA,38723,73,3226.917,23,"RoughProximity",2016
104,129,"Roberto Castro",55,NA,77485,146,6457.083,10,"RoughProximity",2016
104,105,"Chris Kirk",51,NA,73764,139,6147,7,"RoughProximity",2016
104,105,"Jordan Spieth",34,NA,36661,69,3055.083,-1,"RoughProximity",2016
107,136,"Patrick Reed",53,NA,73945,139,6162.083,7,"RoughProximity",2016
107,102,"Kyle Stanley",57,NA,84103,158,7008.583,28,"RoughProximity",2016
109,108,"Tony Finau",49,NA,97448,183,8120.667,-3,"RoughProximity",2016
109,99,"Emiliano Grillo",47,NA,52805,99,4400.417,19,"RoughProximity",2016
109,96,"Charles Howell III",63,NA,126936,238,10578,15,"RoughProximity",2016
109,111,"Chris Stroud",52,NA,84795,159,7066.25,10,"RoughProximity",2016
113,111,"KJ Choi",47,NA,67865,127,5655.417,9,"RoughProximity",2016
113,108,"Robert Garrigus",34,NA,56614,106,4717.833,16,"RoughProximity",2016
113,111,"Sean OHair",45,NA,76319,143,6359.917,7,"RoughProximity",2016
116,102,"Stuart Appleby",39,NA,78679,147,6556.583,18,"RoughProximity",2016
116,134,"Carlos Ortiz",47,NA,81387,152,6782.25,8,"RoughProximity",2016
118,117,"Billy Horschel",45,NA,62666,117,5222.167,4,"RoughProximity",2016
118,122,"DH Lee",35,NA,58919,110,4909.917,21,"RoughProximity",2016
120,119,"Justin Leonard",28,NA,36010,67,3000.833,2,"RoughProximity",2016
120,119,"Scott Pinckney",53,NA,83255,155,6937.917,9,"RoughProximity",2016
120,99,"Michael Thompson",46,NA,66006,123,5500.5,25,"RoughProximity",2016
123,96,"Graham DeLaet",50,NA,90876,169,7573,11,"RoughProximity",2016
123,157,"Adam Hadwin",53,NA,93031,173,7752.583,31,"RoughProximity",2016
123,105,"William McGirt",54,NA,85005,158,7083.75,16,"RoughProximity",2016
123,108,"Camilo Villegas",50,NA,103750,193,8645.833,39,"RoughProximity",2016
127,131,"Thomas Aiken",42,NA,37758,70,3146.5,1,"RoughProximity",2016
128,89,"Davis Love III",40,NA,55695,103,4641.25,10,"RoughProximity",2016
128,149,"Jeff Overton",51,NA,100015,185,8334.583,26,"RoughProximity",2016
130,140,"Mark Wilson",42,NA,61957,114,5163.083,9,"RoughProximity",2016
131,149,"Morgan Hoffmann",43,NA,77303,142,6441.917,17,"RoughProximity",2016
132,182,"Rory McIlroy",37,NA,46329,85,3860.75,-9,"RoughProximity",2016
133,136,"Zach Johnson",42,NA,52946,97,4412.167,7,"RoughProximity",2016
133,93,"Patton Kizzire",57,NA,103695,190,8641.25,7,"RoughProximity",2016
133,134,"Will Ma Kenzie",54,NA,76489,140,6374.083,22,"RoughProximity",2016
136,148,"David Lingmerth",54,NA,59097,108,4924.75,26,"RoughProximity",2016
136,140,"Steve Stricker",25,NA,45362,83,3780.167,8,"RoughProximity",2016
138,143,"Sergio Garcia",28,NA,27396,50,2283,3,"RoughProximity",2016
138,131,"Fabian Gomez",49,NA,82707,151,6892.25,10,"RoughProximity",2016
138,136,"Hunter Mahan",43,NA,72324,132,6027,20,"RoughProximity",2016
138,143,"Seung Yul Noh",54,NA,109556,200,9129.667,14,"RoughProximity",2016
138,176,"Robert Streb",51,NA,68490,125,5707.5,13,"RoughProximity",2016
138,143,"David Toms",38,NA,56448,103,4704,6,"RoughProximity",2016
138,136,"Steve Wheatcroft",53,NA,89359,163,7446.583,8,"RoughProximity",2016
145,128,"Jonas Blixt",46,NA,85711,156,7142.583,17,"RoughProximity",2016
145,147,"Jason Day",36,NA,44477,81,3706.417,2,"RoughProximity",2016
147,149,"Matt Every",34,NA,52795,96,4399.583,11,"RoughProximity",2016
147,127,"JJ Henry",44,NA,76944,140,6412,26,"RoughProximity",2016
147,158,"Mark Hubbard",73,NA,111102,202,9258.5,23,"RoughProximity",2016
150,143,"Rickie Fowler",42,NA,58915,107,4909.583,-10,"RoughProximity",2016
150,149,"Whee Kim",54,NA,86461,157,7205.083,18,"RoughProximity",2016
150,124,"Kelly Kraft",35,NA,46800,85,3900,13,"RoughProximity",2016
153,171,"Justin Rose",35,NA,58527,106,4877.25,4,"RoughProximity",2016
154,171,"Erik Compton",45,NA,66391,120,5532.583,25,"RoughProximity",2016
155,158,"Charlie Beljan",26,NA,42687,77,3557.25,11,"RoughProximity",2016
155,161,"Steven Bowditch",40,NA,69256,125,5771.333,39,"RoughProximity",2016
155,124,"Kevin Chappell",49,NA,89735,162,7477.917,4,"RoughProximity",2016
155,165,"Bill Haas",42,NA,52103,94,4341.917,9,"RoughProximity",2016
155,184,"Vijay Singh",42,NA,78605,142,6550.417,-1,"RoughProximity",2016
160,161,"Cameron Tringale",47,NA,86732,156,7227.667,15,"RoughProximity",2016
161,161,"Bryce Molder",50,NA,76905,138,6408.75,22,"RoughProximity",2016
161,140,"Tyrone Van Aswegen",67,NA,118638,213,9886.5,27,"RoughProximity",2016
163,161,"Scott Brown",59,NA,78917,141,6576.417,9,"RoughProximity",2016
163,153,"Chad Campbell",54,NA,71684,128,5973.667,16,"RoughProximity",2016
165,171,"Freddie Jacobson",54,NA,90920,162,7576.667,11,"RoughProximity",2016
165,153,"Brett Stegmaier",57,NA,94180,168,7848.333,23,"RoughProximity",2016
167,184,"Andres Gonzales",46,NA,86136,153,7178,29,"RoughProximity",2016
167,153,"Jim Herman",55,NA,66952,119,5579.333,23,"RoughProximity",2016
167,160,"George McNeill",33,NA,62538,111,5211.5,24,"RoughProximity",2016
167,175,"Bernd Wiesberger",23,NA,23666,42,1972.167,6,"RoughProximity",2016
167,179,"Will Wilcox",47,NA,86205,153,7183.75,18,"RoughProximity",2016
172,122,"Daniel Summerhays",55,NA,98091,174,8174.25,10,"RoughProximity",2016
173,177,"Aaron Baddeley",51,NA,88759,157,7396.583,5,"RoughProximity",2016
173,115,"Sam Saunders",40,NA,54276,96,4523,12,"RoughProximity",2016
175,170,"Chesson Hadley",51,NA,74878,132,6239.833,30,"RoughProximity",2016
175,187,"Si Woo Kim",63,NA,99716,176,8309.667,29,"RoughProximity",2016
177,165,"John Senden",48,NA,100155,176,8346.25,12,"RoughProximity",2016
177,195,"Brendan Steele",48,NA,74543,131,6211.917,9,"RoughProximity",2016
179,171,"Sung Kang",51,NA,91983,161,7665.25,15,"RoughProximity",2016
179,187,"Ian Poulter",37,NA,43426,76,3618.833,13,"RoughProximity",2016
179,184,"Andy Sullivan",25,NA,29700,52,2475,7,"RoughProximity",2016
182,189,"Padraig Harrington",38,NA,71547,125,5962.25,8,"RoughProximity",2016
183,153,"Kevin Kisner",49,NA,61883,108,5156.917,17,"RoughProximity",2016
184,182,"Retief Goosen",37,NA,71817,125,5984.75,16,"RoughProximity",2016
184,199,"Brendon Todd",43,NA,67240,117,5603.333,19,"RoughProximity",2016
186,177,"Daniel Berger",52,NA,81810,142,6817.5,11,"RoughProximity",2016
186,165,"Anirban Lahiri",44,NA,66823,116,5568.583,13,"RoughProximity",2016
188,190,"Brian Harman",60,NA,98275,170,8189.583,13,"RoughProximity",2016
189,197,"Robert Allenby",35,NA,53881,93,4490.083,27,"RoughProximity",2016
190,191,"Francesco Molinari",36,NA,66827,115,5568.917,2,"RoughProximity",2016
190,192,"Rory Sabbatini",40,NA,50518,87,4209.833,16,"RoughProximity",2016
192,205,"Angel Cabrera",42,NA,78785,135,6565.417,15,"RoughProximity",2016
192,193,"Troy Merritt",41,NA,64774,111,5397.833,16,"RoughProximity",2016
194,195,"Matt Jones",45,NA,63798,109,5316.5,6,"RoughProximity",2016
195,194,"Scott Piercy",45,NA,63322,108,5276.833,10,"RoughProximity",2016
195,180,"Harold Varner III",58,NA,116078,198,9673.167,24,"RoughProximity",2016
197,165,"JB Holmes",39,NA,68426,116,5702.167,15,"RoughProximity",2016
198,197,"Blayne Barber",44,NA,66949,113,5579.083,32,"RoughProximity",2016
199,200,"Jon Curran",55,NA,72154,121,6012.833,31,"RoughProximity",2016
199,201,"Ernie Els",34,NA,80450,135,6704.167,30,"RoughProximity",2016
201,204,"Ryan Moore",40,NA,53151,89,4429.25,10,"RoughProximity",2016
202,165,"Byeong Hun An",23,NA,26947,45,2245.583,5,"RoughProximity",2016
203,202,"Derek Ernst",36,NA,49323,82,4110.25,12,"RoughProximity",2016
204,203,"Pat Perez",28,NA,48814,81,4067.833,12,"RoughProximity",2016
205,206,"Ollie Schniederjans",23,NA,60575,97,5047.917,17,"RoughProximity",2016
205,207,"Jhonattan Vegas",49,NA,84289,135,7024.083,1,"RoughProximity",2016
207,208,"Chad Collins",45,NA,89206,141,7433.833,19,"RoughProximity",2016
