"Approaches200yardsRghRTP_RANKTHISWEEK_2011","Approaches200yardsRghRTP_RANKLASTWEEK_2011","Approaches200yardsRghRTP_PLAYERNAME_2011","Approaches200yardsRghRTP_ROUNDS_2011","Approaches200yardsRghRTP_AVGRTP_2011","stat_name","year"
1,1,"Steve Elkington",50,-0.417,"Approaches200yardsRghRTP",2011
2,2,"Jhonattan Vegas",84,-0.404,"Approaches200yardsRghRTP",2011
3,3,"Bubba Watson",85,-0.389,"Approaches200yardsRghRTP",2011
4,4,"Phil Mickelson",79,-0.383,"Approaches200yardsRghRTP",2011
5,5,"Rickie Fowler",84,-0.351,"Approaches200yardsRghRTP",2011
6,6,"Steven Bowditch",86,-0.333,"Approaches200yardsRghRTP",2011
7,7,"Robert Garrigus",83,-0.314,"Approaches200yardsRghRTP",2011
8,8,"Joseph Bramlett",73,-0.3,"Approaches200yardsRghRTP",2011
9,9,"Harrison Frazar",58,-0.296,"Approaches200yardsRghRTP",2011
10,10,"Charles Howell III",108,-0.28,"Approaches200yardsRghRTP",2011
11,11,"Trevor Immelman",84,-0.279,"Approaches200yardsRghRTP",2011
12,12,"Gary Woodland",93,-0.276,"Approaches200yardsRghRTP",2011
13,13,"Jim Herman",69,-0.273,"Approaches200yardsRghRTP",2011
13,13,"Charley Hoffman",93,-0.273,"Approaches200yardsRghRTP",2011
15,15,"Luke Donald",73,-0.258,"Approaches200yardsRghRTP",2011
16,16,"Chris Couch",73,-0.256,"Approaches200yardsRghRTP",2011
16,16,"JB Holmes",57,-0.256,"Approaches200yardsRghRTP",2011
18,18,"Alex Cejka",59,-0.25,"Approaches200yardsRghRTP",2011
18,18,"Bill Haas",93,-0.25,"Approaches200yardsRghRTP",2011
18,18,"Vijay Singh",79,-0.25,"Approaches200yardsRghRTP",2011
21,21,"Robert Allenby",84,-0.244,"Approaches200yardsRghRTP",2011
22,22,"John Rollins",85,-0.222,"Approaches200yardsRghRTP",2011
23,23,"Jeff Overton",92,-0.22,"Approaches200yardsRghRTP",2011
24,24,"Cameron Beckman",71,-0.219,"Approaches200yardsRghRTP",2011
24,24,"Fabian Gomez",84,-0.219,"Approaches200yardsRghRTP",2011
24,24,"Bo Van Pelt",92,-0.219,"Approaches200yardsRghRTP",2011
