"Total1PuttsInside5_RANKTHISWEEK_2011","Total1PuttsInside5_RANKLASTWEEK_2011","Total1PuttsInside5_PLAYERNAME_2011","Total1PuttsInside5_ROUNDS_2011","Total1PuttsInside5_TOTAL_2011","Total1PuttsInside5_TOTALFORALLDISTANCES_2011","Total1PuttsInside5_PCTOFALL1PUTTS_2011","stat_name","year"
57,57,"Pat Perez",76,259,526,49.2,"Total1PuttsInside5",2011
60,60,"Matt Bettencourt",84,258,546,47.3,"Total1PuttsInside5",2011
61,61,"Vijay Singh",79,257,508,50.6,"Total1PuttsInside5",2011
62,62,"Colt Knost",80,255,462,55.2,"Total1PuttsInside5",2011
63,63,"Phil Mickelson",79,254,428,59.3,"Total1PuttsInside5",2011
64,64,"Jeff Overton",92,253,517,48.9,"Total1PuttsInside5",2011
65,65,"Ryan Palmer",82,250,438,57.1,"Total1PuttsInside5",2011
66,66,"Mark Wilson",89,249,504,49.4,"Total1PuttsInside5",2011
67,67,"Chris Riley",76,248,458,54.1,"Total1PuttsInside5",2011
68,68,"Matt Jones",71,246,459,53.6,"Total1PuttsInside5",2011
68,68,"Michael Thompson",79,246,497,49.5,"Total1PuttsInside5",2011
70,70,"Bio Kim",71,245,429,57.1,"Total1PuttsInside5",2011
70,70,"Bill Lunde",92,245,516,47.5,"Total1PuttsInside5",2011
70,70,"David Mathis",83,245,511,47.9,"Total1PuttsInside5",2011
73,73,"Bill Haas",93,244,485,50.3,"Total1PuttsInside5",2011
73,73,"John Senden",94,244,523,46.7,"Total1PuttsInside5",2011
75,75,"Rickie Fowler",84,243,502,48.4,"Total1PuttsInside5",2011
75,75,"Zach Johnson",79,243,488,49.8,"Total1PuttsInside5",2011
77,77,"Jim Furyk",87,242,464,52.2,"Total1PuttsInside5",2011
77,77,"Daniel Summerhays",75,242,442,54.8,"Total1PuttsInside5",2011
79,79,"Kevin Streelman",90,241,508,47.4,"Total1PuttsInside5",2011
80,80,"Robert Garrigus",83,240,475,50.5,"Total1PuttsInside5",2011
81,81,"Jerry Kelly",85,239,477,50.1,"Total1PuttsInside5",2011
82,82,"Jason Bohn",74,237,472,50.2,"Total1PuttsInside5",2011
82,82,"Paul Stankowski",78,237,475,49.9,"Total1PuttsInside5",2011
84,84,"Aaron Baddeley",77,236,470,50.2,"Total1PuttsInside5",2011
85,85,"Kevin Chappell",78,234,437,53.5,"Total1PuttsInside5",2011
86,86,"Jason Day",76,233,465,50.1,"Total1PuttsInside5",2011
86,86,"Scott Stallings",84,233,459,50.8,"Total1PuttsInside5",2011
88,88,"Ricky Barnes",78,232,421,55.1,"Total1PuttsInside5",2011
88,88,"Kevin Stadler",88,232,470,49.4,"Total1PuttsInside5",2011
90,90,"Ben Crane",76,231,438,52.7,"Total1PuttsInside5",2011
90,90,"Martin Laird",77,231,453,51,"Total1PuttsInside5",2011
90,90,"Joe Ogilvie",75,231,457,50.5,"Total1PuttsInside5",2011
93,93,"Bobby Gates",82,230,430,53.5,"Total1PuttsInside5",2011
93,93,"David Hearn",88,230,518,44.4,"Total1PuttsInside5",2011
93,93,"Garrett Willis",71,230,447,51.5,"Total1PuttsInside5",2011
96,96,"Stuart Appleby",65,229,422,54.3,"Total1PuttsInside5",2011
97,97,"Robert Allenby",84,228,469,48.6,"Total1PuttsInside5",2011
97,97,"Trevor Immelman",84,228,436,52.3,"Total1PuttsInside5",2011
99,99,"Cameron Beckman",71,227,455,49.9,"Total1PuttsInside5",2011
99,99,"Johnson Wagner",81,227,479,47.4,"Total1PuttsInside5",2011
101,101,"Rory Sabbatini",85,226,428,52.8,"Total1PuttsInside5",2011
102,102,"Scott Piercy",78,225,457,49.2,"Total1PuttsInside5",2011
102,102,"John Rollins",85,225,476,47.3,"Total1PuttsInside5",2011
104,104,"Roland Thatcher",67,224,446,50.2,"Total1PuttsInside5",2011
104,104,"Jhonattan Vegas",84,224,458,48.9,"Total1PuttsInside5",2011
104,104,"Gary Woodland",93,224,452,49.6,"Total1PuttsInside5",2011
107,107,"Shaun Micheel",77,223,447,49.9,"Total1PuttsInside5",2011
107,107,"Heath Slocum",89,223,450,49.6,"Total1PuttsInside5",2011
109,109,"Jason Dufner",78,222,450,49.3,"Total1PuttsInside5",2011
109,109,"Steve Marino",76,222,455,48.8,"Total1PuttsInside5",2011
109,109,"Nick Watney",80,222,470,47.2,"Total1PuttsInside5",2011
112,112,"James Driscoll",71,221,421,52.5,"Total1PuttsInside5",2011
113,113,"Fabian Gomez",84,218,452,48.2,"Total1PuttsInside5",2011
113,113,"Ryan Moore",79,218,447,48.8,"Total1PuttsInside5",2011
115,115,"Scott McCarron",65,217,397,54.7,"Total1PuttsInside5",2011
115,115,"Rod Pampling",72,217,424,51.2,"Total1PuttsInside5",2011
117,117,"Stephen Ames",69,216,420,51.4,"Total1PuttsInside5",2011
118,118,"George McNeill",69,214,409,52.3,"Total1PuttsInside5",2011
119,119,"Justin Rose",79,211,430,49.1,"Total1PuttsInside5",2011
120,120,"Joseph Bramlett",73,209,392,53.3,"Total1PuttsInside5",2011
120,120,"Geoff Ogilvy",69,209,421,49.6,"Total1PuttsInside5",2011
122,122,"Ben Martin",74,208,441,47.2,"Total1PuttsInside5",2011
123,123,"Alex Prugh",82,207,427,48.5,"Total1PuttsInside5",2011
124,124,"Joe Durant",71,206,397,51.9,"Total1PuttsInside5",2011
125,125,"Billy Horschel",75,205,417,49.2,"Total1PuttsInside5",2011
126,126,"DJ Brigman",67,204,386,52.8,"Total1PuttsInside5",2011
126,126,"Bubba Watson",85,204,402,50.7,"Total1PuttsInside5",2011
128,128,"Anthony Kim",72,203,426,47.7,"Total1PuttsInside5",2011
128,128,"Kevin Kisner",70,203,404,50.2,"Total1PuttsInside5",2011
130,130,"Woody Austin",59,202,371,54.4,"Total1PuttsInside5",2011
130,130,"Ben Curtis",66,202,431,46.9,"Total1PuttsInside5",2011
130,130,"Troy Merritt",63,202,378,53.4,"Total1PuttsInside5",2011
130,130,"Camilo Villegas",69,202,402,50.2,"Total1PuttsInside5",2011
134,134,"Sean OHair",71,201,400,50.3,"Total1PuttsInside5",2011
134,134,"Nate Smith",66,201,395,50.9,"Total1PuttsInside5",2011
136,136,"Michael Bradley",74,199,384,51.8,"Total1PuttsInside5",2011
136,136,"Steve Stricker",70,199,426,46.7,"Total1PuttsInside5",2011
136,136,"Dean Wilson",62,199,410,48.5,"Total1PuttsInside5",2011
139,139,"Luke Donald",73,197,418,47.1,"Total1PuttsInside5",2011
140,140,"Lucas Glover",74,195,430,45.3,"Total1PuttsInside5",2011
140,140,"Jim Renner",65,195,383,50.9,"Total1PuttsInside5",2011
142,142,"Padraig Harrington",60,193,347,55.6,"Total1PuttsInside5",2011
143,143,"Shane Bertsch",62,192,376,51.1,"Total1PuttsInside5",2011
143,143,"David Duval",67,192,396,48.5,"Total1PuttsInside5",2011
145,145,"Kent Jones",76,191,444,43,"Total1PuttsInside5",2011
146,146,"Davis Love III",70,188,340,55.3,"Total1PuttsInside5",2011
146,146,"John Merrick",71,188,400,47,"Total1PuttsInside5",2011
148,148,"KJ Choi",77,187,400,46.8,"Total1PuttsInside5",2011
149,149,"Stewart Cink",72,186,354,52.5,"Total1PuttsInside5",2011
149,149,"Scott Gutschewski",67,186,366,50.8,"Total1PuttsInside5",2011
151,151,"Lee Janzen",62,182,354,51.4,"Total1PuttsInside5",2011
151,151,"Michael Putnam",67,182,364,50,"Total1PuttsInside5",2011
153,153,"Derek Lamely",65,180,368,48.9,"Total1PuttsInside5",2011
154,154,"David Toms",78,179,419,42.7,"Total1PuttsInside5",2011
155,155,"Robert Karlsson",61,178,340,52.4,"Total1PuttsInside5",2011
156,156,"Jim Herman",69,177,353,50.1,"Total1PuttsInside5",2011
156,156,"Boo Weekley",66,177,337,52.5,"Total1PuttsInside5",2011
158,158,"JP Hayes",56,176,344,51.2,"Total1PuttsInside5",2011
158,158,"Richard Johnson",64,176,353,49.9,"Total1PuttsInside5",2011
158,158,"Dustin Johnson",72,176,356,49.4,"Total1PuttsInside5",2011
161,161,"Matt McQuillan",59,174,347,50.1,"Total1PuttsInside5",2011
162,162,"Ernie Els",71,167,350,47.7,"Total1PuttsInside5",2011
163,163,"Aron Price",58,165,332,49.7,"Total1PuttsInside5",2011
164,164,"Rich Beem",53,164,307,53.4,"Total1PuttsInside5",2011
164,164,"Tom Gillis",55,164,329,49.8,"Total1PuttsInside5",2011
166,166,"Sung Kang",63,163,340,47.9,"Total1PuttsInside5",2011
167,167,"Sergio Garcia",61,162,310,52.3,"Total1PuttsInside5",2011
167,167,"JB Holmes",57,162,313,51.8,"Total1PuttsInside5",2011
169,169,"Rocco Mediate",53,161,323,49.8,"Total1PuttsInside5",2011
170,170,"Harrison Frazar",58,156,299,52.2,"Total1PuttsInside5",2011
171,171,"Andres Gonzales",60,155,317,48.9,"Total1PuttsInside5",2011
171,171,"Ian Poulter",52,155,291,53.3,"Total1PuttsInside5",2011
171,171,"Will Strickler",51,155,307,50.5,"Total1PuttsInside5",2011
174,174,"YE Yang",63,154,309,49.8,"Total1PuttsInside5",2011
175,175,"Briny Baird",60,153,317,48.3,"Total1PuttsInside5",2011
175,175,"Martin Piller",63,153,349,43.8,"Total1PuttsInside5",2011
177,177,"Adam Scott",60,152,310,49,"Total1PuttsInside5",2011
178,178,"Alex Cejka",59,151,300,50.3,"Total1PuttsInside5",2011
179,179,"Steve Elkington",50,148,292,50.7,"Total1PuttsInside5",2011
180,180,"Alexandre Rocha",65,140,301,46.5,"Total1PuttsInside5",2011
181,181,"Justin Hicks",60,138,274,50.4,"Total1PuttsInside5",2011
182,182,"Charl Schwartzel",58,137,279,49.1,"Total1PuttsInside5",2011
183,183,"Retief Goosen",50,134,279,48,"Total1PuttsInside5",2011
184,184,"Marc Turnesa",54,130,290,44.8,"Total1PuttsInside5",2011
185,185,"Angel Cabrera",50,129,262,49.2,"Total1PuttsInside5",2011
186,186,"Graeme McDowell",50,122,272,44.9,"Total1PuttsInside5",2011
