"1PuttsperRound_RANKTHISWEEK_2006","1PuttsperRound_RANKLASTWEEK_2006","1PuttsperRound_PLAYERNAME_2006","1PuttsperRound_ROUNDS_2006","1PuttsperRound_AVG_2006","1PuttsperRound_TOTAL1PUTTS_2006","1PuttsperRound_TOTALROUNDS_2006","stat_name","year"
1,1,"Brian Gay",107,7.77,831,107,"1PuttsperRound",2006
2,2,"Aaron Baddeley",78,7.76,590,76,"1PuttsperRound",2006
3,3,"Doug Barron",74,7.71,563,73,"1PuttsperRound",2006
4,4,"Daniel Chopra",110,7.64,817,107,"1PuttsperRound",2006
5,5,"Shigeki Maruyama",94,7.6,699,92,"1PuttsperRound",2006
6,6,"Nathan Green",108,7.58,788,104,"1PuttsperRound",2006
7,7,"Paul Azinger",87,7.51,653,87,"1PuttsperRound",2006
7,7,"Len Mattiace",59,7.51,443,59,"1PuttsperRound",2006
9,9,"JP Hayes",55,7.49,412,55,"1PuttsperRound",2006
10,10,"Mark OMeara",52,7.48,374,50,"1PuttsperRound",2006
10,10,"Tom Pernice Jr",108,7.48,778,104,"1PuttsperRound",2006
12,12,"Brad Faxon",78,7.46,582,78,"1PuttsperRound",2006
13,13,"Greg Chalmers",71,7.45,499,67,"1PuttsperRound",2006
14,14,"Michael Allen",84,7.44,625,84,"1PuttsperRound",2006
15,15,"David Howell",52,7.42,334,45,"1PuttsperRound",2006
15,15,"Joe Ogilvie",95,7.42,675,91,"1PuttsperRound",2006
15,15,"Steve Stricker",64,7.42,460,62,"1PuttsperRound",2006
18,18,"Vaughn Taylor",88,7.4,651,88,"1PuttsperRound",2006
19,19,"Stewart Cink",93,7.39,650,88,"1PuttsperRound",2006
19,19,"Chris Riley",86,7.39,606,82,"1PuttsperRound",2006
21,21,"Rod Pampling",89,7.38,620,84,"1PuttsperRound",2006
22,22,"Woody Austin",107,7.36,787,107,"1PuttsperRound",2006
23,23,"Harrison Frazar",95,7.34,668,91,"1PuttsperRound",2006
24,24,"Tag Ridings",103,7.33,733,100,"1PuttsperRound",2006
25,25,"David Duval",71,7.32,505,69,"1PuttsperRound",2006
26,26,"Alex Aragon",63,7.31,446,61,"1PuttsperRound",2006
26,26,"Ben Crane",85,7.31,585,80,"1PuttsperRound",2006
28,28,"John Huston",74,7.28,524,72,"1PuttsperRound",2006
28,28,"Scott Verplank",88,7.28,626,86,"1PuttsperRound",2006
30,30,"Shane Bertsch",104,7.27,742,102,"1PuttsperRound",2006
31,31,"Jesper Parnevik",84,7.26,610,84,"1PuttsperRound",2006
32,32,"Tim Clark",80,7.25,573,79,"1PuttsperRound",2006
32,32,"Luke Donald",66,7.25,457,63,"1PuttsperRound",2006
32,32,"Todd Fischer",101,7.25,718,99,"1PuttsperRound",2006
35,35,"Marco Dawson",87,7.24,630,87,"1PuttsperRound",2006
36,36,"Danny Ellis",68,7.23,463,64,"1PuttsperRound",2006
37,37,"Dean Wilson",115,7.22,801,111,"1PuttsperRound",2006
38,38,"Vijay Singh",103,7.21,721,100,"1PuttsperRound",2006
39,39,"John Daly",51,7.2,353,49,"1PuttsperRound",2006
39,39,"Padraig Harrington",54,7.2,360,50,"1PuttsperRound",2006
39,39,"Geoff Ogilvy",76,7.2,504,70,"1PuttsperRound",2006
39,39,"Carl Pettersson",95,7.2,670,93,"1PuttsperRound",2006
43,43,"Dudley Hart",83,7.19,597,83,"1PuttsperRound",2006
43,43,"Phil Mickelson",74,7.19,496,69,"1PuttsperRound",2006
43,43,"DA Points",82,7.19,575,80,"1PuttsperRound",2006
43,43,"Mike Weir",88,7.19,611,85,"1PuttsperRound",2006
47,47,"Eric Axley",91,7.18,639,89,"1PuttsperRound",2006
47,47,"Robert Damron",91,7.18,653,91,"1PuttsperRound",2006
47,47,"Freddie Jacobson",56,7.18,402,56,"1PuttsperRound",2006
47,47,"Ryan Moore",68,7.18,467,65,"1PuttsperRound",2006
47,47,"Rory Sabbatini",84,7.18,596,83,"1PuttsperRound",2006
47,47,"Kirk Triplett",58,7.18,402,56,"1PuttsperRound",2006
53,53,"Lee Janzen",79,7.16,566,79,"1PuttsperRound",2006
54,54,"Stuart Appleby",83,7.14,557,78,"1PuttsperRound",2006
54,54,"Steve Flesch",119,7.14,821,115,"1PuttsperRound",2006
56,56,"Stephen Leaney",84,7.13,599,84,"1PuttsperRound",2006
57,57,"David Toms",76,7.12,491,69,"1PuttsperRound",2006
58,58,"Nick Watney",97,7.11,675,95,"1PuttsperRound",2006
59,59,"Stephen Ames",63,7.1,440,62,"1PuttsperRound",2006
59,59,"Olin Browne",108,7.1,738,104,"1PuttsperRound",2006
61,61,"Tommy Armour III",65,7.09,461,65,"1PuttsperRound",2006
61,61,"John Cook",67,7.09,475,67,"1PuttsperRound",2006
61,61,"Brent Geiberger",99,7.09,688,97,"1PuttsperRound",2006
61,61,"Kent Jones",103,7.09,716,101,"1PuttsperRound",2006
61,61,"Tim Petrovic",95,7.09,645,91,"1PuttsperRound",2006
61,61,"Mike Sposa",68,7.09,461,65,"1PuttsperRound",2006
67,67,"Arjun Atwal",97,7.08,673,95,"1PuttsperRound",2006
67,67,"Jonathan Byrd",66,7.08,467,66,"1PuttsperRound",2006
67,67,"Mark Calcavecchia",94,7.08,658,93,"1PuttsperRound",2006
67,67,"Ryan Palmer",101,7.08,701,99,"1PuttsperRound",2006
71,71,"Todd Hamilton",72,7.07,509,72,"1PuttsperRound",2006
71,71,"JL Lewis",57,7.07,403,57,"1PuttsperRound",2006
71,71,"Brett Quigley",109,7.07,742,105,"1PuttsperRound",2006
74,74,"James Driscoll",80,7.06,565,80,"1PuttsperRound",2006
74,74,"Richard Johnson",94,7.06,664,94,"1PuttsperRound",2006
76,76,"Henrik Bjornstad",97,7.04,669,95,"1PuttsperRound",2006
76,76,"Frank Lickliter II",99,7.04,683,97,"1PuttsperRound",2006
76,76,"Tjaart van der Walt",60,7.04,401,57,"1PuttsperRound",2006
79,79,"Bernhard Langer",77,7.03,506,72,"1PuttsperRound",2006
79,79,"Vance Veazey",59,7.03,415,59,"1PuttsperRound",2006
81,81,"Jeff Sluman",101,7.02,709,101,"1PuttsperRound",2006
82,82,"Charley Hoffman",100,7.01,687,98,"1PuttsperRound",2006
82,82,"Skip Kendall",72,7.01,505,72,"1PuttsperRound",2006
82,82,"Justin Leonard",83,7.01,554,79,"1PuttsperRound",2006
82,82,"David McKenzie",82,7.01,561,80,"1PuttsperRound",2006
86,86,"Robert Allenby",79,7,539,77,"1PuttsperRound",2006
86,86,"Chris DiMarco",83,7,546,78,"1PuttsperRound",2006
86,86,"Ernie Els",69,7,448,64,"1PuttsperRound",2006
86,86,"Ryuji Imada",105,7,714,102,"1PuttsperRound",2006
86,86,"Davis Love III",85,7,532,76,"1PuttsperRound",2006
91,91,"Jason Gore",86,6.99,587,84,"1PuttsperRound",2006
91,91,"Greg Kraft",79,6.99,524,75,"1PuttsperRound",2006
91,91,"Bob Tway",81,6.99,545,78,"1PuttsperRound",2006
94,94,"Jim Furyk",89,6.98,614,88,"1PuttsperRound",2006
94,94,"Retief Goosen",68,6.98,419,60,"1PuttsperRound",2006
94,94,"Justin Rose",98,6.98,663,95,"1PuttsperRound",2006
94,94,"Jimmy Walker",60,6.98,405,58,"1PuttsperRound",2006
98,98,"Corey Pavin",74,6.97,488,70,"1PuttsperRound",2006
98,98,"Mark Wilson",79,6.97,530,76,"1PuttsperRound",2006
100,100,"Billy Andrade",78,6.96,515,74,"1PuttsperRound",2006
100,100,"Ian Poulter",53,6.96,362,52,"1PuttsperRound",2006
100,100,"Jerry Smith",94,6.96,640,92,"1PuttsperRound",2006
103,103,"Larry Mize",53,6.94,354,51,"1PuttsperRound",2006
103,103,"Jeff Overton",95,6.94,645,93,"1PuttsperRound",2006
105,105,"Brian Davis",92,6.93,624,90,"1PuttsperRound",2006
105,105,"Bill Haas",99,6.93,665,96,"1PuttsperRound",2006
105,105,"Patrick Sheehan",104,6.93,693,100,"1PuttsperRound",2006
108,108,"Camilo Villegas",95,6.92,644,93,"1PuttsperRound",2006
109,109,"Jose Maria Olazabal",62,6.91,401,58,"1PuttsperRound",2006
110,110,"Robert Gamez",94,6.9,649,94,"1PuttsperRound",2006
110,110,"Pat Perez",50,6.9,345,50,"1PuttsperRound",2006
112,112,"Wes Short Jr",96,6.88,647,94,"1PuttsperRound",2006
112,112,"Bo Van Pelt",102,6.88,702,102,"1PuttsperRound",2006
114,114,"Fred Funk",106,6.87,721,105,"1PuttsperRound",2006
114,114,"Steve Jones",83,6.87,563,82,"1PuttsperRound",2006
116,116,"Kris Cox",83,6.86,556,81,"1PuttsperRound",2006
116,116,"Paul Goydos",72,6.86,494,72,"1PuttsperRound",2006
118,118,"Bob Estes",85,6.85,582,85,"1PuttsperRound",2006
118,118,"Hidemichi Tanaka",74,6.85,500,73,"1PuttsperRound",2006
120,120,"Lucas Glover",105,6.84,691,101,"1PuttsperRound",2006
120,120,"Steve Lowery",99,6.84,663,97,"1PuttsperRound",2006
120,120,"DJ Trahan",92,6.84,616,90,"1PuttsperRound",2006
123,123,"John Engler Jr",69,6.82,457,67,"1PuttsperRound",2006
124,124,"JB Holmes",81,6.81,524,77,"1PuttsperRound",2006
124,124,"Adam Scott",70,6.81,463,68,"1PuttsperRound",2006
126,126,"Ryan Hietala",61,6.8,401,59,"1PuttsperRound",2006
126,126,"Trevor Immelman",86,6.8,585,86,"1PuttsperRound",2006
128,128,"Jerry Kelly",100,6.79,679,100,"1PuttsperRound",2006
128,128,"Ian Leggatt",80,6.79,516,76,"1PuttsperRound",2006
128,128,"John Rollins",93,6.79,618,91,"1PuttsperRound",2006
128,128,"Tiger Woods",55,6.79,353,52,"1PuttsperRound",2006
132,132,"Jason Bohn",104,6.78,705,104,"1PuttsperRound",2006
132,132,"Ben Curtis",86,6.78,583,86,"1PuttsperRound",2006
134,134,"Zach Johnson",98,6.77,596,88,"1PuttsperRound",2006
134,134,"Sean OHair",100,6.77,663,98,"1PuttsperRound",2006
136,136,"Peter Lonard",77,6.76,514,76,"1PuttsperRound",2006
136,136,"Daisuke Maruyama",83,6.76,534,79,"1PuttsperRound",2006
138,138,"Tim Herron",82,6.75,547,81,"1PuttsperRound",2006
138,138,"Jason Schultz",77,6.75,506,75,"1PuttsperRound",2006
140,140,"Billy Mayfair",94,6.73,633,94,"1PuttsperRound",2006
140,140,"Brett Wetterich",82,6.73,552,82,"1PuttsperRound",2006
142,142,"Chad Campbell",91,6.72,585,87,"1PuttsperRound",2006
142,142,"Robert Garrigus",85,6.72,558,83,"1PuttsperRound",2006
