"AveragePuttingDistanceAll2putts_RANKTHISWEEK_2012","AveragePuttingDistanceAll2putts_RANKLASTWEEK_2012","AveragePuttingDistanceAll2putts_PLAYERNAME_2012","AveragePuttingDistanceAll2putts_ROUNDS_2012","AveragePuttingDistanceAll2putts_AVG_2012","AveragePuttingDistanceAll2putts_DISTANCEFEET_2012","AveragePuttingDistanceAll2putts_TOTALPUTTS_2012","stat_name","year"
1,1,"Luke Donald",63,NA,11909.083,483,"AveragePuttingDistanceAll2putts",2012
2,2,"Stewart Cink",71,NA,13901.833,567,"AveragePuttingDistanceAll2putts",2012
3,3,"Gavin Coles",72,NA,13471,553,"AveragePuttingDistanceAll2putts",2012
4,4,"Harris English",98,NA,22419.917,926,"AveragePuttingDistanceAll2putts",2012
4,4,"Martin Flores",95,NA,20323.75,838,"AveragePuttingDistanceAll2putts",2012
4,4,"Derek Lamely",64,NA,13492.667,557,"AveragePuttingDistanceAll2putts",2012
4,4,"Ted Potter Jr",77,NA,14560.667,600,"AveragePuttingDistanceAll2putts",2012
4,4,"Brendan Steele",77,NA,16595.083,684,"AveragePuttingDistanceAll2putts",2012
9,9,"Jonas Blixt",72,NA,14672.083,607,"AveragePuttingDistanceAll2putts",2012
10,10,"Keegan Bradley",90,NA,16788.833,698,"AveragePuttingDistanceAll2putts",2012
10,10,"James Driscoll",83,NA,17164,712,"AveragePuttingDistanceAll2putts",2012
12,12,"Brandt Jobe",57,NA,11786.083,491,"AveragePuttingDistanceAll2putts",2012
12,12,"Seung Yul Noh",105,NA,21451.167,893,"AveragePuttingDistanceAll2putts",2012
14,14,"Bryce Molder",83,NA,17333.917,724,"AveragePuttingDistanceAll2putts",2012
14,14,"Henrik Stenson",51,NA,10204.25,427,"AveragePuttingDistanceAll2putts",2012
16,16,"Blake Adams",107,NA,22033.417,928,"AveragePuttingDistanceAll2putts",2012
16,16,"Nathan Green",73,NA,13761.917,580,"AveragePuttingDistanceAll2putts",2012
16,16,"JJ Henry",93,NA,18916.583,797,"AveragePuttingDistanceAll2putts",2012
19,19,"Jason Day",57,NA,10469.333,442,"AveragePuttingDistanceAll2putts",2012
19,19,"Brandt Snedeker",81,NA,14447,610,"AveragePuttingDistanceAll2putts",2012
19,19,"Michael Thompson",80,NA,15514.25,656,"AveragePuttingDistanceAll2putts",2012
19,19,"Cameron Tringale",88,NA,18816.417,795,"AveragePuttingDistanceAll2putts",2012
19,19,"Jimmy Walker",101,NA,22211.833,940,"AveragePuttingDistanceAll2putts",2012
24,24,"Daniel Chopra",55,NA,9975.833,423,"AveragePuttingDistanceAll2putts",2012
24,24,"Brian Gay",91,NA,18149.417,770,"AveragePuttingDistanceAll2putts",2012
24,24,"Mathew Goggin",65,NA,14008.417,593,"AveragePuttingDistanceAll2putts",2012
24,24,"Charles Howell III",98,NA,19365.667,821,"AveragePuttingDistanceAll2putts",2012
24,24,"John Huh",99,NA,20548.75,872,"AveragePuttingDistanceAll2putts",2012
24,24,"Billy Mayfair",90,NA,18975.25,804,"AveragePuttingDistanceAll2putts",2012
24,24,"Phil Mickelson",79,NA,13394,568,"AveragePuttingDistanceAll2putts",2012
24,24,"Steve Wheatcroft",56,NA,10743.417,455,"AveragePuttingDistanceAll2putts",2012
