"BirdietoBogeyRatio_RANKTHISWEEK_2013","BirdietoBogeyRatio_RANKLASTWEEK_2013","BirdietoBogeyRatio_PLAYERNAME_2013","BirdietoBogeyRatio_ROUNDS_2013","BirdietoBogeyRatio_BIRDIETOBOGEYRATIO_2013","BirdietoBogeyRatio_TOTALBIRDIESANDBETTER_2013","BirdietoBogeyRatio_TOTALBOGEYSANDWORSE_2013","stat_name","year"
123,123,"Rod Pampling",46,1.04,141,135,"BirdietoBogeyRatio",2013
123,123,"DA Points",87,1.04,313,301,"BirdietoBogeyRatio",2013
123,123,"Bo Van Pelt",72,1.04,242,232,"BirdietoBogeyRatio",2013
129,129,"Ernie Els",63,1.03,210,203,"BirdietoBogeyRatio",2013
129,129,"Scott Langley",79,1.03,237,231,"BirdietoBogeyRatio",2013
129,129,"Lee Williams",62,1.03,184,179,"BirdietoBogeyRatio",2013
132,132,"Aaron Baddeley",68,1.02,240,236,"BirdietoBogeyRatio",2013
132,132,"Scott Brown",65,1.02,218,213,"BirdietoBogeyRatio",2013
132,132,"Brandt Jobe",62,1.02,192,188,"BirdietoBogeyRatio",2013
132,132,"Graeme McDowell",53,1.02,153,150,"BirdietoBogeyRatio",2013
132,132,"Scott Piercy",78,1.02,280,275,"BirdietoBogeyRatio",2013
137,137,"Ken Duke",87,1.01,292,289,"BirdietoBogeyRatio",2013
138,138,"Ben Kohles",75,1,233,233,"BirdietoBogeyRatio",2013
138,138,"Seung Yul Noh",71,1,232,232,"BirdietoBogeyRatio",2013
138,138,"Carl Pettersson",82,1,274,274,"BirdietoBogeyRatio",2013
138,138,"John Senden",79,1,260,261,"BirdietoBogeyRatio",2013
138,138,"Andrew Svoboda",46,1,143,143,"BirdietoBogeyRatio",2013
143,143,"Greg Owen",73,0.99,245,247,"BirdietoBogeyRatio",2013
143,143,"Darron Stiles",51,0.99,153,155,"BirdietoBogeyRatio",2013
145,145,"Bud Cauley",67,0.98,221,225,"BirdietoBogeyRatio",2013
145,145,"Jin Park",52,0.98,160,164,"BirdietoBogeyRatio",2013
147,147,"Ryo Ishikawa",72,0.96,230,240,"BirdietoBogeyRatio",2013
147,147,"Martin Laird",68,0.96,224,233,"BirdietoBogeyRatio",2013
147,147,"Kyle Stanley",71,0.96,237,248,"BirdietoBogeyRatio",2013
147,147,"YE Yang",56,0.96,181,188,"BirdietoBogeyRatio",2013
151,151,"Charlie Beljan",62,0.95,211,221,"BirdietoBogeyRatio",2013
152,152,"Scott Gardiner",61,0.94,198,211,"BirdietoBogeyRatio",2013
152,152,"Lucas Glover",65,0.94,225,240,"BirdietoBogeyRatio",2013
152,152,"Luke List",65,0.94,214,227,"BirdietoBogeyRatio",2013
152,152,"Vijay Singh",61,0.94,182,194,"BirdietoBogeyRatio",2013
152,152,"Mike Weir",60,0.94,194,206,"BirdietoBogeyRatio",2013
157,157,"Trevor Immelman",73,0.93,195,210,"BirdietoBogeyRatio",2013
157,157,"Martin Kaymer",61,0.93,193,207,"BirdietoBogeyRatio",2013
157,157,"Casey Wittenberg",72,0.93,200,215,"BirdietoBogeyRatio",2013
160,160,"Justin Bolli",59,0.92,180,195,"BirdietoBogeyRatio",2013
160,160,"Will Claxton",67,0.92,198,215,"BirdietoBogeyRatio",2013
160,160,"Tommy Gainey",84,0.92,286,312,"BirdietoBogeyRatio",2013
160,160,"Colt Knost",69,0.92,202,219,"BirdietoBogeyRatio",2013
160,160,"Alistair Presnell",59,0.92,184,200,"BirdietoBogeyRatio",2013
165,165,"Tom Gillis",69,0.91,196,215,"BirdietoBogeyRatio",2013
165,165,"Robert Karlsson",56,0.91,167,184,"BirdietoBogeyRatio",2013
167,167,"David Mathis",71,0.89,219,245,"BirdietoBogeyRatio",2013
167,167,"Michael Thompson",66,0.89,199,223,"BirdietoBogeyRatio",2013
169,169,"Padraig Harrington",52,0.87,148,170,"BirdietoBogeyRatio",2013
169,169,"Tim Herron",45,0.87,143,164,"BirdietoBogeyRatio",2013
169,169,"Eric Meierdierks",48,0.87,148,170,"BirdietoBogeyRatio",2013
172,172,"Michael Bradley",56,0.86,159,184,"BirdietoBogeyRatio",2013
173,173,"Ben Curtis",59,0.85,172,202,"BirdietoBogeyRatio",2013
174,174,"Nicolas Colsaerts",50,0.84,143,171,"BirdietoBogeyRatio",2013
174,174,"Bobby Gates",49,0.84,127,152,"BirdietoBogeyRatio",2013
174,174,"Johnson Wagner",64,0.84,174,206,"BirdietoBogeyRatio",2013
177,177,"Robert Allenby",58,0.83,172,206,"BirdietoBogeyRatio",2013
177,177,"Derek Ernst",58,0.83,182,219,"BirdietoBogeyRatio",2013
177,177,"Sean OHair",56,0.83,173,209,"BirdietoBogeyRatio",2013
177,177,"Geoff Ogilvy",57,0.83,180,216,"BirdietoBogeyRatio",2013
