"PuttsperRoundRound2_RANKTHISWEEK_2012","PuttsperRoundRound2_RANKLASTWEEK_2012","PuttsperRoundRound2_PLAYERNAME_2012","PuttsperRoundRound2__2012","PuttsperRoundRound2_AVG_2012","PuttsperRoundRound2_TOTALPUTTS_2012","PuttsperRoundRound2_TOTALROUNDS_2012","stat_name","year"
1,1,"Brandt Snedeker",NA,27.52,578,21,"PuttsperRoundRound2",2012
2,2,"Greg Chalmers",NA,27.58,662,24,"PuttsperRoundRound2",2012
3,3,"Pat Perez",NA,27.67,581,21,"PuttsperRoundRound2",2012
4,4,"Justin Leonard",NA,27.8,695,25,"PuttsperRoundRound2",2012
5,5,"YE Yang",NA,27.84,529,19,"PuttsperRoundRound2",2012
6,6,"Chris DiMarco",NA,28,756,27,"PuttsperRoundRound2",2012
7,7,"Jimmy Walker",NA,28.07,786,28,"PuttsperRoundRound2",2012
8,8,"Tom Gillis",NA,28.1,590,21,"PuttsperRoundRound2",2012
9,9,"Sergio Garcia",NA,28.13,422,15,"PuttsperRoundRound2",2012
10,10,"Bob Estes",NA,28.17,648,23,"PuttsperRoundRound2",2012
10,10,"Ryan Moore",NA,28.17,676,24,"PuttsperRoundRound2",2012
12,12,"Geoff Ogilvy",NA,28.21,536,19,"PuttsperRoundRound2",2012
13,13,"Jonas Blixt",NA,28.25,565,20,"PuttsperRoundRound2",2012
13,13,"Zach Johnson",NA,28.25,678,24,"PuttsperRoundRound2",2012
15,15,"Bo Van Pelt",NA,28.27,622,22,"PuttsperRoundRound2",2012
16,16,"Chris Couch",NA,28.28,509,18,"PuttsperRoundRound2",2012
16,16,"Charlie Wi",NA,28.28,707,25,"PuttsperRoundRound2",2012
18,18,"Jason Dufner",NA,28.33,595,21,"PuttsperRoundRound2",2012
19,19,"Brian Davis",NA,28.37,766,27,"PuttsperRoundRound2",2012
19,19,"Brian Harman",NA,28.37,851,30,"PuttsperRoundRound2",2012
21,21,"Henrik Stenson",NA,28.38,369,13,"PuttsperRoundRound2",2012
22,22,"Spencer Levin",NA,28.39,653,23,"PuttsperRoundRound2",2012
23,23,"Daniel Chopra",NA,28.42,540,19,"PuttsperRoundRound2",2012
24,24,"Sangmoon Bae",NA,28.45,626,22,"PuttsperRoundRound2",2012
24,24,"JJ Killeen",NA,28.45,882,31,"PuttsperRoundRound2",2012
26,26,"Tommy Biershenk",NA,28.52,713,25,"PuttsperRoundRound2",2012
26,26,"Matt Kuchar",NA,28.52,599,21,"PuttsperRoundRound2",2012
28,28,"Graeme McDowell",NA,28.6,429,15,"PuttsperRoundRound2",2012
29,29,"Tommy Gainey",NA,28.63,859,30,"PuttsperRoundRound2",2012
30,30,"Ben Crane",NA,28.64,630,22,"PuttsperRoundRound2",2012
30,30,"Billy Hurley III",NA,28.64,716,25,"PuttsperRoundRound2",2012
30,30,"Kevin Kisner",NA,28.64,630,22,"PuttsperRoundRound2",2012
33,33,"Ryuji Imada",NA,28.67,774,27,"PuttsperRoundRound2",2012
33,33,"Ryan Palmer",NA,28.67,688,24,"PuttsperRoundRound2",2012
35,35,"Jason Bohn",NA,28.68,717,25,"PuttsperRoundRound2",2012
36,36,"Carl Pettersson",NA,28.69,746,26,"PuttsperRoundRound2",2012
37,37,"Camilo Villegas",NA,28.7,660,23,"PuttsperRoundRound2",2012
38,38,"Ian Poulter",NA,28.71,402,14,"PuttsperRoundRound2",2012
39,39,"Kevin Streelman",NA,28.72,718,25,"PuttsperRoundRound2",2012
40,40,"Jason Day",NA,28.73,431,15,"PuttsperRoundRound2",2012
41,41,"George McNeill",NA,28.74,661,23,"PuttsperRoundRound2",2012
42,42,"Andres Romero",NA,28.75,575,20,"PuttsperRoundRound2",2012
43,43,"DA Points",NA,28.76,834,29,"PuttsperRoundRound2",2012
44,44,"Rickie Fowler",NA,28.77,633,22,"PuttsperRoundRound2",2012
45,45,"Ken Duke",NA,28.79,835,29,"PuttsperRoundRound2",2012
46,46,"Brendon de Jonge",NA,28.8,864,30,"PuttsperRoundRound2",2012
47,47,"Brian Gay",NA,28.81,778,27,"PuttsperRoundRound2",2012
47,47,"John Huh",NA,28.81,778,27,"PuttsperRoundRound2",2012
47,47,"Danny Lee",NA,28.81,605,21,"PuttsperRoundRound2",2012
50,50,"JB Holmes",NA,28.83,663,23,"PuttsperRoundRound2",2012
50,50,"Tiger Woods",NA,28.83,519,18,"PuttsperRoundRound2",2012
52,52,"Michael Thompson",NA,28.84,721,25,"PuttsperRoundRound2",2012
53,53,"Aaron Baddeley",NA,28.86,606,21,"PuttsperRoundRound2",2012
54,54,"James Driscoll",NA,28.88,751,26,"PuttsperRoundRound2",2012
55,55,"Harris English",NA,28.89,780,27,"PuttsperRoundRound2",2012
55,55,"Jeff Maggert",NA,28.89,780,27,"PuttsperRoundRound2",2012
