"ScramblingfromtheRough_RANKTHISWEEK_2007","ScramblingfromtheRough_RANKLASTWEEK_2007","ScramblingfromtheRough_PLAYERNAME_2007","ScramblingfromtheRough_ROUNDS_2007","ScramblingfromtheRough_Pct_2007","ScramblingfromtheRough_SUCCESSES_2007","ScramblingfromtheRough_ATTEMPTS_2007","stat_name","year"
103,103,"Bubba Watson",80,54.43,86,158,"ScramblingfromtheRough",2007
105,105,"Jeff Overton",60,54.33,69,127,"ScramblingfromtheRough",2007
106,106,"Mark Calcavecchia",93,54.3,120,221,"ScramblingfromtheRough",2007
106,106,"Bill Haas",93,54.3,101,186,"ScramblingfromtheRough",2007
108,108,"Rich Barcelo",80,54.15,124,229,"ScramblingfromtheRough",2007
109,109,"Chris Tidland",59,54.14,72,133,"ScramblingfromtheRough",2007
110,110,"John Merrick",92,54.12,105,194,"ScramblingfromtheRough",2007
111,111,"Bob Heintz",85,53.99,115,213,"ScramblingfromtheRough",2007
112,112,"Michael Boyd",61,53.9,76,141,"ScramblingfromtheRough",2007
113,113,"Stewart Cink",91,53.85,84,156,"ScramblingfromtheRough",2007
114,114,"Anthony Kim",93,53.77,107,199,"ScramblingfromtheRough",2007
115,115,"Marco Dawson",73,53.76,93,173,"ScramblingfromtheRough",2007
116,116,"Hunter Mahan",91,53.69,80,149,"ScramblingfromtheRough",2007
117,117,"Peter Lonard",85,53.63,96,179,"ScramblingfromtheRough",2007
118,118,"Troy Matteson",87,53.62,126,235,"ScramblingfromtheRough",2007
119,119,"Doug LaBelle II",104,53.53,129,241,"ScramblingfromtheRough",2007
120,120,"Charles Warren",101,53.52,114,213,"ScramblingfromtheRough",2007
121,121,"Daisuke Maruyama",86,53.5,107,200,"ScramblingfromtheRough",2007
122,122,"Jason Dufner",100,53.48,123,230,"ScramblingfromtheRough",2007
123,123,"Tom Johnson",74,53.3,105,197,"ScramblingfromtheRough",2007
124,124,"Chris Stroud",66,53.25,82,154,"ScramblingfromtheRough",2007
125,125,"Luke Donald",69,53.24,74,139,"ScramblingfromtheRough",2007
126,126,"Ryan Palmer",91,53.2,133,250,"ScramblingfromtheRough",2007
127,127,"Brian Bateman",55,53.1,60,113,"ScramblingfromtheRough",2007
128,128,"DJ Trahan",99,52.97,125,236,"ScramblingfromtheRough",2007
129,129,"Michael Sim",52,52.94,72,136,"ScramblingfromtheRough",2007
130,130,"JP Hayes",89,52.91,109,206,"ScramblingfromtheRough",2007
131,131,"Lee Janzen",66,52.89,64,121,"ScramblingfromtheRough",2007
132,132,"Kent Jones",97,52.88,101,191,"ScramblingfromtheRough",2007
133,133,"Jeff Quinney",95,52.86,111,210,"ScramblingfromtheRough",2007
134,134,"Jeff Sluman",60,52.85,65,123,"ScramblingfromtheRough",2007
134,134,"Darron Stiles",65,52.85,65,123,"ScramblingfromtheRough",2007
136,136,"Steve Flesch",100,52.65,119,226,"ScramblingfromtheRough",2007
137,137,"Jim Rutledge",59,52.63,80,152,"ScramblingfromtheRough",2007
138,138,"Cliff Kresge",107,52.38,121,231,"ScramblingfromtheRough",2007
139,139,"Rocco Mediate",72,52.35,89,170,"ScramblingfromtheRough",2007
140,140,"Paul Gow",70,52.12,86,165,"ScramblingfromtheRough",2007
141,141,"Jose Maria Olazabal",52,52.1,62,119,"ScramblingfromtheRough",2007
142,142,"Sergio Garcia",68,51.88,83,160,"ScramblingfromtheRough",2007
143,143,"Chris Couch",76,51.85,98,189,"ScramblingfromtheRough",2007
144,144,"JJ Henry",86,51.77,73,141,"ScramblingfromtheRough",2007
145,145,"Will Ma Kenzie",100,51.74,119,230,"ScramblingfromtheRough",2007
146,146,"Mark Hensby",81,51.53,101,196,"ScramblingfromtheRough",2007
147,147,"Michael Allen",74,51.5,86,167,"ScramblingfromtheRough",2007
147,147,"Duffy Waldorf",69,51.5,86,167,"ScramblingfromtheRough",2007
149,149,"Briny Baird",115,51.49,121,235,"ScramblingfromtheRough",2007
150,150,"Charley Hoffman",97,51.48,122,237,"ScramblingfromtheRough",2007
151,151,"Ben Curtis",80,51.38,93,181,"ScramblingfromtheRough",2007
152,152,"Chad Campbell",96,51.32,97,189,"ScramblingfromtheRough",2007
152,152,"Ted Purdy",102,51.32,117,228,"ScramblingfromtheRough",2007
154,154,"Joe Durant",88,51.27,81,158,"ScramblingfromtheRough",2007
155,155,"Craig Barlow",52,51.18,65,127,"ScramblingfromtheRough",2007
156,156,"JB Holmes",71,51.09,94,184,"ScramblingfromtheRough",2007
156,156,"Davis Love III",66,51.09,70,137,"ScramblingfromtheRough",2007
158,158,"Anders Hansen",55,51.06,48,94,"ScramblingfromtheRough",2007
159,159,"Ryan Armour",107,51,127,249,"ScramblingfromtheRough",2007
160,160,"Dicky Pride",71,50.89,86,169,"ScramblingfromtheRough",2007
161,161,"Adam Scott",69,50.81,63,124,"ScramblingfromtheRough",2007
162,162,"Mathias Gronberg",95,50.68,112,221,"ScramblingfromtheRough",2007
163,163,"Mathew Goggin",97,50.56,91,180,"ScramblingfromtheRough",2007
163,163,"Kyle Reifers",71,50.56,90,178,"ScramblingfromtheRough",2007
165,165,"Charles Howell III",89,50.54,94,186,"ScramblingfromtheRough",2007
166,166,"Todd Hamilton",76,50.51,100,198,"ScramblingfromtheRough",2007
167,167,"Brendon de Jonge",76,50.3,84,167,"ScramblingfromtheRough",2007
168,168,"Pat Perez",84,50.29,88,175,"ScramblingfromtheRough",2007
169,169,"Jeff Maggert",79,50.26,96,191,"ScramblingfromtheRough",2007
170,170,"Harrison Frazar",88,50.25,102,203,"ScramblingfromtheRough",2007
171,171,"Billy Andrade",88,50.23,107,213,"ScramblingfromtheRough",2007
172,172,"Ernie Els",59,50,50,100,"ScramblingfromtheRough",2007
172,172,"Steve Wheatcroft",73,50,88,176,"ScramblingfromtheRough",2007
174,174,"Brett Quigley",79,49.7,82,165,"ScramblingfromtheRough",2007
175,175,"Eric Axley",107,49.6,124,250,"ScramblingfromtheRough",2007
176,176,"Jeff Gove",103,49.51,101,204,"ScramblingfromtheRough",2007
177,177,"Justin Rose",63,49.48,48,97,"ScramblingfromtheRough",2007
178,178,"Jaco Van Zyl",51,49.06,52,106,"ScramblingfromtheRough",2007
179,179,"Robert Garrigus",95,48.87,108,221,"ScramblingfromtheRough",2007
180,180,"John Daly",59,48.65,72,148,"ScramblingfromtheRough",2007
181,181,"Michael Putnam",96,48.22,95,197,"ScramblingfromtheRough",2007
182,182,"Kevin Stadler",95,48.21,94,195,"ScramblingfromtheRough",2007
183,183,"David Branshaw",83,48.13,103,214,"ScramblingfromtheRough",2007
184,184,"Rich Beem",89,48.07,87,181,"ScramblingfromtheRough",2007
185,185,"Bryce Molder",56,48.03,73,152,"ScramblingfromtheRough",2007
186,186,"Jason Bohn",57,47.9,57,119,"ScramblingfromtheRough",2007
187,187,"DJ Brigman",67,46.4,58,125,"ScramblingfromtheRough",2007
188,188,"Bubba Dickerson",51,46.31,69,149,"ScramblingfromtheRough",2007
189,189,"Johnson Wagner",97,45.9,84,183,"ScramblingfromtheRough",2007
190,190,"Steve Allan",63,45.45,65,143,"ScramblingfromtheRough",2007
191,191,"Robert Gamez",88,44.81,82,183,"ScramblingfromtheRough",2007
192,192,"Scott Gutschewski",67,44.69,80,179,"ScramblingfromtheRough",2007
193,193,"Paul Stankowski",52,44.54,53,119,"ScramblingfromtheRough",2007
194,194,"Greg Owen",81,44.51,73,164,"ScramblingfromtheRough",2007
195,195,"Brett Wetterich",88,44.02,92,209,"ScramblingfromtheRough",2007
196,196,"Matt Hendrix",63,39.33,59,150,"ScramblingfromtheRough",2007
