"DrivingPctAll_RANKTHISWEEK_2007","DrivingPctAll_RANKLASTWEEK_2007","DrivingPctAll_PLAYERNAME_2007","DrivingPctAll_ROUNDS_2007","DrivingPctAll_Pct_2007","DrivingPctAll_TOTALDRIVESFOR_2007","DrivingPctAll_TOTALDRIVESOVERALL_2007","DrivingPctAll_RELATIVETOPAR_2007","stat_name","year"
1,1,"Corey Pavin",81,16.9,168,994,0.208,"DrivingPctAll",2007
2,2,"Dean Wilson",92,11.73,123,1049,0.211,"DrivingPctAll",2007
3,3,"Stephen Leaney",82,10.69,110,1029,0.082,"DrivingPctAll",2007
4,4,"Chris Riley",59,10.08,72,714,0.083,"DrivingPctAll",2007
5,5,"Jeff Sluman",60,9.79,57,582,0.263,"DrivingPctAll",2007
6,6,"Gavin Coles",87,9.4,101,1074,0.089,"DrivingPctAll",2007
7,7,"Mark Brooks",53,9.25,53,573,0.057,"DrivingPctAll",2007
8,8,"Doug LaBelle II",104,9.21,117,1271,0.026,"DrivingPctAll",2007
9,9,"Brian Gay",107,9,122,1356,0.098,"DrivingPctAll",2007
10,10,"Luke Donald",69,8.81,62,704,0.145,"DrivingPctAll",2007
11,11,"Bob Estes",88,8.68,97,1118,0.165,"DrivingPctAll",2007
12,12,"Stephen Ames",81,8.61,75,871,0.213,"DrivingPctAll",2007
13,13,"Richard Johnson",93,8.56,100,1168,0.07,"DrivingPctAll",2007
14,14,"Tom Lehman",62,8.52,58,681,0.138,"DrivingPctAll",2007
15,15,"Craig Lile",77,8.37,81,968,0.062,"DrivingPctAll",2007
16,16,"Jim Furyk",84,8.31,77,927,0.078,"DrivingPctAll",2007
17,17,"Matt Kuchar",85,8.14,81,995,0.173,"DrivingPctAll",2007
18,18,"Lee Janzen",66,7.97,58,728,0.362,"DrivingPctAll",2007
19,19,"Joey Sindelar",75,7.94,74,932,0.176,"DrivingPctAll",2007
20,20,"Mark Wilson",87,7.9,80,1013,0.088,"DrivingPctAll",2007
21,21,"Dicky Pride",71,7.85,67,854,0.075,"DrivingPctAll",2007
22,22,"Paul Goydos",60,7.67,50,652,0.24,"DrivingPctAll",2007
23,23,"Jose Coceres",50,7.64,45,589,0.089,"DrivingPctAll",2007
23,23,"Ben Curtis",80,7.64,69,903,0.174,"DrivingPctAll",2007
25,25,"Fred Funk",65,7.56,56,741,0.268,"DrivingPctAll",2007
26,26,"Tom Byrum",50,7.52,43,572,0.349,"DrivingPctAll",2007
26,26,"Ian Poulter",63,7.52,41,545,0,"DrivingPctAll",2007
28,28,"Tom Pernice Jr",104,7.48,88,1176,0.205,"DrivingPctAll",2007
29,29,"Kirk Triplett",77,7.47,71,950,0.085,"DrivingPctAll",2007
30,30,"Robert Gamez",88,7.34,78,1062,0.051,"DrivingPctAll",2007
31,31,"John Senden",97,7.31,86,1176,0.058,"DrivingPctAll",2007
32,32,"Nick OHern",72,7.28,56,769,-0.089,"DrivingPctAll",2007
33,33,"Jesper Parnevik",88,7.27,76,1046,0.079,"DrivingPctAll",2007
34,34,"Chad Campbell",96,7.23,74,1023,0.095,"DrivingPctAll",2007
35,35,"Rory Sabbatini",81,7.01,62,885,0.065,"DrivingPctAll",2007
36,36,"Jason Dufner",100,6.99,85,1216,0.024,"DrivingPctAll",2007
37,37,"Michael Allen",74,6.95,62,892,0.177,"DrivingPctAll",2007
38,38,"JJ Henry",86,6.94,66,951,0,"DrivingPctAll",2007
38,38,"John Mallinger",96,6.94,84,1211,0.095,"DrivingPctAll",2007
40,40,"Todd Hamilton",76,6.91,56,810,0.429,"DrivingPctAll",2007
41,41,"Freddie Jacobson",70,6.8,65,956,0.169,"DrivingPctAll",2007
42,42,"Parker McLachlin",83,6.75,69,1022,0.333,"DrivingPctAll",2007
43,43,"Kent Jones",97,6.67,82,1230,0.134,"DrivingPctAll",2007
44,44,"Jason Bohn",57,6.65,49,737,0.082,"DrivingPctAll",2007
44,44,"Charlie Wi",90,6.65,77,1158,0.234,"DrivingPctAll",2007
46,46,"Ryan Moore",92,6.6,69,1045,0.174,"DrivingPctAll",2007
47,47,"Davis Love III",66,6.58,49,745,0.02,"DrivingPctAll",2007
48,48,"Kyle Reifers",71,6.56,58,884,0.086,"DrivingPctAll",2007
49,49,"Craig Kanada",109,6.54,86,1314,0.105,"DrivingPctAll",2007
50,50,"Nathan Green",103,6.53,79,1209,0.228,"DrivingPctAll",2007
51,51,"Joe Durant",88,6.52,67,1027,0.06,"DrivingPctAll",2007
52,52,"Tim Clark",66,6.51,48,737,0.167,"DrivingPctAll",2007
53,53,"Chris Couch",76,6.47,66,1020,0.288,"DrivingPctAll",2007
54,54,"David Branshaw",83,6.41,67,1046,0.313,"DrivingPctAll",2007
55,55,"Chris Tidland",59,6.32,45,712,0.222,"DrivingPctAll",2007
56,56,"Michael Boyd",61,6.31,46,729,0.109,"DrivingPctAll",2007
57,57,"Tripp Isenhour",86,6.27,64,1020,0.109,"DrivingPctAll",2007
58,58,"Shigeki Maruyama",84,6.26,70,1118,0.171,"DrivingPctAll",2007
59,59,"DJ Brigman",67,6.22,47,756,0.255,"DrivingPctAll",2007
60,60,"Tim Herron",98,6.21,71,1143,0.042,"DrivingPctAll",2007
61,61,"Heath Slocum",101,6.18,80,1295,0.063,"DrivingPctAll",2007
62,62,"Duffy Waldorf",69,6.17,51,827,0.176,"DrivingPctAll",2007
63,63,"Paul Gow",70,6.14,49,798,0.184,"DrivingPctAll",2007
63,63,"Jeff Maggert",79,6.14,67,1091,0.179,"DrivingPctAll",2007
65,65,"Ryan Palmer",91,6.12,70,1143,0.043,"DrivingPctAll",2007
66,66,"Michael Putnam",96,5.99,67,1119,0.149,"DrivingPctAll",2007
67,67,"Steve Flesch",100,5.96,75,1258,0.253,"DrivingPctAll",2007
68,68,"Bob Tway",103,5.94,73,1229,0.205,"DrivingPctAll",2007
69,69,"Eric Axley",107,5.93,78,1315,0.295,"DrivingPctAll",2007
70,70,"Tom Johnson",74,5.92,52,878,0.192,"DrivingPctAll",2007
71,71,"Jeff Quinney",95,5.9,71,1203,0.268,"DrivingPctAll",2007
72,72,"Andrew Buckle",77,5.85,55,940,0.218,"DrivingPctAll",2007
73,73,"Arron Oberholser",69,5.83,43,738,0.023,"DrivingPctAll",2007
74,74,"Trevor Immelman",74,5.82,44,756,-0.023,"DrivingPctAll",2007
75,75,"Billy Mayfair",98,5.8,67,1155,0.015,"DrivingPctAll",2007
76,76,"Ryuji Imada",104,5.79,72,1243,0.111,"DrivingPctAll",2007
77,77,"Mathew Goggin",97,5.78,70,1211,0.114,"DrivingPctAll",2007
78,78,"Stuart Appleby",74,5.77,47,814,0.277,"DrivingPctAll",2007
79,79,"David Toms",80,5.76,51,885,0.02,"DrivingPctAll",2007
80,80,"Ted Purdy",102,5.75,70,1217,0.214,"DrivingPctAll",2007
81,81,"Tim Petrovic",106,5.74,76,1325,0.105,"DrivingPctAll",2007
82,82,"Shaun Micheel",91,5.73,56,978,0.214,"DrivingPctAll",2007
83,83,"Ryan Armour",107,5.71,75,1313,0.227,"DrivingPctAll",2007
84,84,"Chris DiMarco",79,5.69,50,878,0.28,"DrivingPctAll",2007
85,85,"Bryce Molder",56,5.68,39,687,0.41,"DrivingPctAll",2007
86,86,"Justin Leonard",95,5.66,65,1149,0.154,"DrivingPctAll",2007
87,87,"Paul Stankowski",52,5.63,33,586,0.242,"DrivingPctAll",2007
88,88,"Sergio Garcia",68,5.61,43,766,0.233,"DrivingPctAll",2007
88,88,"Jerry Kelly",101,5.61,59,1051,0.068,"DrivingPctAll",2007
90,90,"Bob Heintz",85,5.59,56,1002,0.018,"DrivingPctAll",2007
90,90,"Cliff Kresge",107,5.59,78,1395,0.218,"DrivingPctAll",2007
92,92,"Troy Matteson",87,5.56,59,1061,0.237,"DrivingPctAll",2007
92,92,"Michael Sim",52,5.56,39,702,0.333,"DrivingPctAll",2007
94,94,"Steve Elkington",87,5.52,56,1015,0.161,"DrivingPctAll",2007
95,95,"Kevin Na",84,5.5,60,1091,0.283,"DrivingPctAll",2007
95,95,"Carl Pettersson",111,5.5,71,1291,0.127,"DrivingPctAll",2007
97,97,"Jeff Gove",103,5.49,72,1312,0.139,"DrivingPctAll",2007
98,98,"John Rollins",102,5.45,64,1175,0.156,"DrivingPctAll",2007
99,99,"Pat Perez",84,5.41,49,905,0.061,"DrivingPctAll",2007
100,100,"Daniel Chopra",106,5.35,71,1328,0.183,"DrivingPctAll",2007
101,101,"Jason Gore",86,5.32,58,1090,0.259,"DrivingPctAll",2007
102,102,"Scott Gutschewski",67,5.3,43,812,0.209,"DrivingPctAll",2007
103,103,"Kevin Sutherland",85,5.29,51,964,0.176,"DrivingPctAll",2007
104,104,"Will Ma Kenzie",100,5.28,67,1270,0.045,"DrivingPctAll",2007
105,105,"Ken Duke",112,5.26,70,1330,-0.029,"DrivingPctAll",2007
106,106,"Rich Barcelo",80,5.2,51,980,0.235,"DrivingPctAll",2007
107,107,"Mark Hensby",81,5.18,52,1003,0.269,"DrivingPctAll",2007
107,107,"Daisuke Maruyama",86,5.18,55,1062,0.2,"DrivingPctAll",2007
109,109,"Stewart Cink",91,5.16,52,1007,0.154,"DrivingPctAll",2007
109,109,"Glen Day",85,5.16,54,1046,0.241,"DrivingPctAll",2007
111,111,"Alex Cejka",80,5.14,53,1031,0.113,"DrivingPctAll",2007
112,112,"Briny Baird",115,5.12,75,1466,0,"DrivingPctAll",2007
113,113,"Camilo Villegas",82,5.11,49,958,0.224,"DrivingPctAll",2007
114,114,"Brendon de Jonge",76,5.1,47,922,0.213,"DrivingPctAll",2007
115,115,"Billy Andrade",88,5.09,56,1100,0.268,"DrivingPctAll",2007
115,115,"Chris Stroud",66,5.09,40,786,0.05,"DrivingPctAll",2007
117,117,"Harrison Frazar",88,5.08,52,1023,0.135,"DrivingPctAll",2007
118,118,"KJ Choi",87,5.05,48,951,0.063,"DrivingPctAll",2007
119,119,"Bo Van Pelt",104,5.03,68,1351,-0.088,"DrivingPctAll",2007
120,120,"Brian Bateman",55,5.02,31,618,0.258,"DrivingPctAll",2007
120,120,"Jose Maria Olazabal",52,5.02,26,518,0.538,"DrivingPctAll",2007
122,122,"Jason Schultz",63,4.99,37,742,0.054,"DrivingPctAll",2007
123,123,"Cameron Beckman",96,4.97,59,1188,0.203,"DrivingPctAll",2007
123,123,"Jeff Brehaut",59,4.97,34,684,0.441,"DrivingPctAll",2007
125,125,"Marco Dawson",73,4.96,45,908,0.022,"DrivingPctAll",2007
126,126,"Matt Hendrix",63,4.95,38,768,0.421,"DrivingPctAll",2007
127,127,"Rocco Mediate",72,4.92,46,935,0.196,"DrivingPctAll",2007
128,128,"Johnson Wagner",97,4.91,59,1202,0.017,"DrivingPctAll",2007
129,129,"Aaron Baddeley",83,4.85,45,928,0.156,"DrivingPctAll",2007
130,130,"Anders Hansen",55,4.83,23,476,-0.174,"DrivingPctAll",2007
131,131,"Kenny Perry",83,4.8,50,1042,0.06,"DrivingPctAll",2007
132,132,"Woody Austin",95,4.78,56,1172,0.125,"DrivingPctAll",2007
133,133,"Brett Quigley",79,4.77,42,881,0.143,"DrivingPctAll",2007
134,134,"Scott Verplank",82,4.73,39,825,0.154,"DrivingPctAll",2007
135,135,"Peter Lonard",85,4.63,49,1058,0.265,"DrivingPctAll",2007
136,136,"DJ Trahan",99,4.62,58,1255,0.276,"DrivingPctAll",2007
137,137,"Jarrod Lyle",77,4.59,43,936,0.163,"DrivingPctAll",2007
138,138,"Craig Bowden",78,4.58,43,938,0.047,"DrivingPctAll",2007
139,139,"Tommy Armour III",81,4.56,44,965,0.136,"DrivingPctAll",2007
140,140,"Jonathan Byrd",73,4.51,39,864,0.231,"DrivingPctAll",2007
141,141,"Steve Wheatcroft",73,4.45,38,854,0.421,"DrivingPctAll",2007
142,142,"Bart Bryant",87,4.44,46,1036,0.348,"DrivingPctAll",2007
143,143,"Zach Johnson",76,4.43,37,836,0.243,"DrivingPctAll",2007
144,144,"Retief Goosen",50,4.41,21,476,0.19,"DrivingPctAll",2007
145,145,"Robert Garrigus",95,4.4,53,1204,0.189,"DrivingPctAll",2007
146,146,"Rich Beem",89,4.39,43,980,-0.093,"DrivingPctAll",2007
147,147,"Joe Ogilvie",102,4.38,53,1210,0.264,"DrivingPctAll",2007
147,147,"Jaco Van Zyl",51,4.38,27,616,0.111,"DrivingPctAll",2007
149,149,"JB Holmes",71,4.35,39,897,-0.051,"DrivingPctAll",2007
149,149,"Bubba Watson",80,4.35,40,920,0.2,"DrivingPctAll",2007
151,151,"Brandt Snedeker",105,4.34,52,1199,-0.096,"DrivingPctAll",2007
152,152,"Anthony Kim",93,4.32,48,1111,0.188,"DrivingPctAll",2007
152,152,"George McNeill",95,4.32,48,1112,0.125,"DrivingPctAll",2007
152,152,"Tiger Woods",63,4.32,26,602,-0.038,"DrivingPctAll",2007
155,155,"Brian Davis",101,4.3,53,1232,0.151,"DrivingPctAll",2007
155,155,"Nick Watney",87,4.3,42,976,0.119,"DrivingPctAll",2007
157,157,"Brett Wetterich",88,4.28,42,981,0.119,"DrivingPctAll",2007
158,158,"Steve Allan",63,4.18,32,766,-0.063,"DrivingPctAll",2007
159,159,"JP Hayes",89,4.13,46,1115,0.239,"DrivingPctAll",2007
160,160,"Geoff Ogilvy",84,4.11,37,900,0.189,"DrivingPctAll",2007
161,161,"Hunter Mahan",91,4.08,41,1006,0.146,"DrivingPctAll",2007
161,161,"Vaughn Taylor",91,4.08,41,1004,0.098,"DrivingPctAll",2007
163,163,"Rod Pampling",92,4.04,42,1039,0.071,"DrivingPctAll",2007
164,164,"Mathias Gronberg",95,3.99,49,1228,0.102,"DrivingPctAll",2007
165,165,"Vijay Singh",102,3.92,45,1148,0.156,"DrivingPctAll",2007
166,166,"Sean OHair",98,3.87,45,1164,0.044,"DrivingPctAll",2007
166,166,"Jim Rutledge",59,3.87,25,646,0.24,"DrivingPctAll",2007
168,168,"Greg Owen",81,3.86,38,984,0.289,"DrivingPctAll",2007
168,168,"Steve Stricker",81,3.86,35,907,0.057,"DrivingPctAll",2007
170,170,"Robert Allenby",90,3.8,40,1052,0.05,"DrivingPctAll",2007
171,171,"Frank Lickliter II",95,3.79,45,1187,0.178,"DrivingPctAll",2007
