"DrivingPctAll_RANKTHISWEEK_2007","DrivingPctAll_RANKLASTWEEK_2007","DrivingPctAll_PLAYERNAME_2007","DrivingPctAll_ROUNDS_2007","DrivingPctAll_Pct_2007","DrivingPctAll_TOTALDRIVESFOR_2007","DrivingPctAll_TOTALDRIVESOVERALL_2007","DrivingPctAll_RELATIVETOPAR_2007","stat_name","year"
172,172,"Steve Marino",106,3.76,48,1275,0.292,"DrivingPctAll",2007
173,173,"Jay Williamson",50,3.72,25,672,0,"DrivingPctAll",2007
174,174,"Charley Hoffman",97,3.71,43,1158,0.209,"DrivingPctAll",2007
175,175,"Bubba Dickerson",51,3.67,22,600,0.455,"DrivingPctAll",2007
175,175,"Lucas Glover",98,3.67,40,1091,0.1,"DrivingPctAll",2007
177,177,"John Daly",59,3.63,25,688,0.24,"DrivingPctAll",2007
178,178,"John Merrick",92,3.53,40,1134,0.05,"DrivingPctAll",2007
179,179,"Darron Stiles",65,3.37,25,742,0.04,"DrivingPctAll",2007
180,180,"Mark Calcavecchia",93,3.34,34,1019,0.294,"DrivingPctAll",2007
181,181,"Charles Warren",101,3.31,43,1299,0.186,"DrivingPctAll",2007
182,182,"Craig Barlow",52,3.25,20,615,0.5,"DrivingPctAll",2007
183,183,"Adam Scott",69,3.16,24,760,0.292,"DrivingPctAll",2007
184,184,"Mike Weir",82,3.1,26,840,0.346,"DrivingPctAll",2007
185,185,"Steve Lowery",74,3.09,30,970,0.4,"DrivingPctAll",2007
186,186,"Ernie Els",59,3.08,19,616,0.053,"DrivingPctAll",2007
187,187,"Justin Rose",63,2.93,16,546,0.375,"DrivingPctAll",2007
188,188,"Jeff Overton",60,2.92,22,754,0.045,"DrivingPctAll",2007
189,189,"Bill Haas",93,2.88,33,1144,0.091,"DrivingPctAll",2007
190,190,"Phil Mickelson",73,2.61,19,728,0.263,"DrivingPctAll",2007
191,191,"Padraig Harrington",64,2.48,16,644,0.438,"DrivingPctAll",2007
192,192,"Kevin Stadler",95,2.47,27,1092,0.037,"DrivingPctAll",2007
193,193,"Tag Ridings",52,2.23,14,628,0.071,"DrivingPctAll",2007
194,194,"Charles Howell III",89,2.17,20,920,0.3,"DrivingPctAll",2007
195,195,"Henrik Stenson",52,1.79,9,504,0.111,"DrivingPctAll",2007
196,196,"Boo Weekley",101,1.56,17,1090,0.059,"DrivingPctAll",2007
