"Par5BirdieorBetterLeaders_RANKTHISWEEK_2010","Par5BirdieorBetterLeaders_RANKLASTWEEK_2010","Par5BirdieorBetterLeaders_PLAYERNAME_2010","Par5BirdieorBetterLeaders_ROUNDS_2010","Par5BirdieorBetterLeaders_Pct_2010","Par5BirdieorBetterLeaders_PAR5BIRDIESORBETTER_2010","Par5BirdieorBetterLeaders_PAR5HOLES_2010","stat_name","year"
1,1,"Bubba Watson",77,51.63,127,246,"Par5BirdieorBetterLeaders",2010
2,2,"Phil Mickelson",76,50.2,127,253,"Par5BirdieorBetterLeaders",2010
3,3,"Charley Hoffman",85,48.52,131,270,"Par5BirdieorBetterLeaders",2010
4,4,"Alex Prugh",88,48.39,135,279,"Par5BirdieorBetterLeaders",2010
5,5,"JB Holmes",100,48.22,149,309,"Par5BirdieorBetterLeaders",2010
6,6,"Dustin Johnson",83,47.91,126,263,"Par5BirdieorBetterLeaders",2010
7,7,"Webb Simpson",98,47.83,143,299,"Par5BirdieorBetterLeaders",2010
8,8,"DJ Trahan",92,47.65,142,298,"Par5BirdieorBetterLeaders",2010
9,9,"Matt Bettencourt",91,47.52,144,303,"Par5BirdieorBetterLeaders",2010
10,10,"Nick Watney",91,47.37,135,285,"Par5BirdieorBetterLeaders",2010
11,11,"Tom Gillis",97,47.28,148,313,"Par5BirdieorBetterLeaders",2010
12,12,"Matt Every",60,46.88,90,192,"Par5BirdieorBetterLeaders",2010
13,13,"Vijay Singh",75,46.58,102,219,"Par5BirdieorBetterLeaders",2010
14,14,"Rory Sabbatini",79,46.56,122,262,"Par5BirdieorBetterLeaders",2010
15,15,"Martin Laird",91,46.5,133,286,"Par5BirdieorBetterLeaders",2010
16,16,"Paul Casey",64,46.47,79,170,"Par5BirdieorBetterLeaders",2010
17,17,"Bill Haas",87,46.45,131,282,"Par5BirdieorBetterLeaders",2010
18,18,"Steve Stricker",73,46.43,104,224,"Par5BirdieorBetterLeaders",2010
19,19,"James Nitties",92,46.42,136,293,"Par5BirdieorBetterLeaders",2010
19,19,"Bo Van Pelt",104,46.42,149,321,"Par5BirdieorBetterLeaders",2010
21,21,"Jonathan Byrd",85,46.33,120,259,"Par5BirdieorBetterLeaders",2010
22,22,"Matt Kuchar",97,46.31,138,298,"Par5BirdieorBetterLeaders",2010
23,23,"Paul Stankowski",62,46.28,87,188,"Par5BirdieorBetterLeaders",2010
24,24,"Kevin Stadler",86,46.15,132,286,"Par5BirdieorBetterLeaders",2010
25,25,"Graham DeLaet",88,46.13,125,271,"Par5BirdieorBetterLeaders",2010
26,26,"John Daly",63,45.95,85,185,"Par5BirdieorBetterLeaders",2010
27,27,"Davis Love III",79,45.68,111,243,"Par5BirdieorBetterLeaders",2010
28,28,"John Merrick",109,45.64,157,344,"Par5BirdieorBetterLeaders",2010
29,29,"Ryan Moore",80,45.45,115,253,"Par5BirdieorBetterLeaders",2010
30,30,"Garth Mulroy",53,45.4,79,174,"Par5BirdieorBetterLeaders",2010
31,31,"Retief Goosen",75,45.12,97,215,"Par5BirdieorBetterLeaders",2010
32,32,"James Driscoll",78,45,108,240,"Par5BirdieorBetterLeaders",2010
33,33,"Sergio Garcia",58,44.97,76,169,"Par5BirdieorBetterLeaders",2010
34,34,"Lucas Glover",75,44.87,105,234,"Par5BirdieorBetterLeaders",2010
35,35,"Daniel Chopra",74,44.73,106,237,"Par5BirdieorBetterLeaders",2010
36,36,"Justin Rose",78,44.68,105,235,"Par5BirdieorBetterLeaders",2010
37,37,"Kevin Streelman",90,44.6,128,287,"Par5BirdieorBetterLeaders",2010
38,38,"Charles Howell III",103,44.55,147,330,"Par5BirdieorBetterLeaders",2010
39,39,"Martin Flores",75,44.53,110,247,"Par5BirdieorBetterLeaders",2010
40,40,"Scott Piercy",88,44.48,125,281,"Par5BirdieorBetterLeaders",2010
41,41,"Stewart Cink",84,44.35,110,248,"Par5BirdieorBetterLeaders",2010
42,42,"Troy Merritt",86,44.28,120,271,"Par5BirdieorBetterLeaders",2010
43,43,"Ernie Els",72,44.2,99,224,"Par5BirdieorBetterLeaders",2010
44,44,"Aron Price",70,43.98,95,216,"Par5BirdieorBetterLeaders",2010
45,45,"Robert Allenby",76,43.81,99,226,"Par5BirdieorBetterLeaders",2010
46,46,"Aaron Baddeley",94,43.77,130,297,"Par5BirdieorBetterLeaders",2010
47,47,"Jason Day",82,43.72,108,247,"Par5BirdieorBetterLeaders",2010
48,48,"Mark Calcavecchia",50,43.56,71,163,"Par5BirdieorBetterLeaders",2010
49,49,"Charles Warren",64,43.5,87,200,"Par5BirdieorBetterLeaders",2010
50,50,"Matt Jones",89,43.46,123,283,"Par5BirdieorBetterLeaders",2010
51,51,"Angel Cabrera",64,43.37,85,196,"Par5BirdieorBetterLeaders",2010
52,52,"Cameron Percy",73,43.1,103,239,"Par5BirdieorBetterLeaders",2010
53,53,"Chris Couch",66,43.06,93,216,"Par5BirdieorBetterLeaders",2010
53,53,"Robert Garrigus",71,43.06,93,216,"Par5BirdieorBetterLeaders",2010
55,55,"Padraig Harrington",57,42.86,75,175,"Par5BirdieorBetterLeaders",2010
56,56,"Vaughn Taylor",87,42.81,122,285,"Par5BirdieorBetterLeaders",2010
57,57,"Brett Wetterich",54,42.68,70,164,"Par5BirdieorBetterLeaders",2010
58,58,"Joe Ogilvie",99,42.54,134,315,"Par5BirdieorBetterLeaders",2010
59,59,"Brett Quigley",96,42.49,133,313,"Par5BirdieorBetterLeaders",2010
60,60,"Hunter Mahan",85,42.32,113,267,"Par5BirdieorBetterLeaders",2010
61,61,"Brandt Snedeker",89,42.29,118,279,"Par5BirdieorBetterLeaders",2010
62,62,"Troy Matteson",84,42.11,112,266,"Par5BirdieorBetterLeaders",2010
63,63,"Marc Leishman",87,42.08,109,259,"Par5BirdieorBetterLeaders",2010
64,64,"John Rollins",81,42.06,106,252,"Par5BirdieorBetterLeaders",2010
65,65,"George McNeill",79,41.94,104,248,"Par5BirdieorBetterLeaders",2010
66,66,"KJ Choi",82,41.83,110,263,"Par5BirdieorBetterLeaders",2010
67,67,"Brendon de Jonge",114,41.73,154,369,"Par5BirdieorBetterLeaders",2010
68,68,"Henrik Bjornstad",72,41.7,98,235,"Par5BirdieorBetterLeaders",2010
69,69,"Ted Purdy",86,41.67,115,276,"Par5BirdieorBetterLeaders",2010
70,70,"John Mallinger",78,41.6,104,250,"Par5BirdieorBetterLeaders",2010
71,71,"Jarrod Lyle",54,41.57,69,166,"Par5BirdieorBetterLeaders",2010
71,71,"Steve Marino",81,41.57,111,267,"Par5BirdieorBetterLeaders",2010
73,73,"Kevin Na",94,41.4,118,285,"Par5BirdieorBetterLeaders",2010
74,74,"Ryan Palmer",84,41.33,112,271,"Par5BirdieorBetterLeaders",2010
75,75,"Johnson Wagner",85,41.18,112,272,"Par5BirdieorBetterLeaders",2010
76,76,"YE Yang",72,41.12,88,214,"Par5BirdieorBetterLeaders",2010
77,77,"Ben Crane",85,41.11,104,253,"Par5BirdieorBetterLeaders",2010
77,77,"JJ Henry",92,41.11,118,287,"Par5BirdieorBetterLeaders",2010
77,77,"Pat Perez",90,41.11,118,287,"Par5BirdieorBetterLeaders",2010
80,80,"Spencer Levin",110,41.06,140,341,"Par5BirdieorBetterLeaders",2010
81,81,"John Senden",103,41.03,135,329,"Par5BirdieorBetterLeaders",2010
