"FirstTeeLateRound2ScoringAverage_RANKTHISWEEK_2008","FirstTeeLateRound2ScoringAverage_RANKLASTWEEK_2008","FirstTeeLateRound2ScoringAverage_PLAYERNAME_2008","FirstTeeLateRound2ScoringAverage__2008","FirstTeeLateRound2ScoringAverage_AVG_2008","FirstTeeLateRound2ScoringAverage_TOTALSTROKES_2008","FirstTeeLateRound2ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Martin Laird",NA,68,340,5,"FirstTeeLateRound2ScoringAverage",2008
1,1,"Corey Pavin",NA,68,204,3,"FirstTeeLateRound2ScoringAverage",2008
3,3,"Kevin Sutherland",NA,68.29,478,7,"FirstTeeLateRound2ScoringAverage",2008
4,4,"Jon Mills",NA,68.4,342,5,"FirstTeeLateRound2ScoringAverage",2008
5,5,"Billy Mayfair",NA,68.43,479,7,"FirstTeeLateRound2ScoringAverage",2008
6,6,"Tim Clark",NA,68.5,411,6,"FirstTeeLateRound2ScoringAverage",2008
6,6,"Bob Tway",NA,68.5,274,4,"FirstTeeLateRound2ScoringAverage",2008
8,8,"Brian Gay",NA,68.67,618,9,"FirstTeeLateRound2ScoringAverage",2008
8,8,"Kenny Perry",NA,68.67,618,9,"FirstTeeLateRound2ScoringAverage",2008
10,10,"Sean OHair",NA,68.75,275,4,"FirstTeeLateRound2ScoringAverage",2008
11,11,"Stephen Ames",NA,68.8,344,5,"FirstTeeLateRound2ScoringAverage",2008
12,12,"Dustin Johnson",NA,69,345,5,"FirstTeeLateRound2ScoringAverage",2008
12,12,"Rocco Mediate",NA,69,483,7,"FirstTeeLateRound2ScoringAverage",2008
12,12,"Omar Uresti",NA,69,207,3,"FirstTeeLateRound2ScoringAverage",2008
12,12,"Charlie Wi",NA,69,276,4,"FirstTeeLateRound2ScoringAverage",2008
16,16,"Brad Elder",NA,69.13,553,8,"FirstTeeLateRound2ScoringAverage",2008
17,17,"Justin Bolli",NA,69.14,484,7,"FirstTeeLateRound2ScoringAverage",2008
18,18,"Ben Curtis",NA,69.17,415,6,"FirstTeeLateRound2ScoringAverage",2008
19,19,"Jason Day",NA,69.33,416,6,"FirstTeeLateRound2ScoringAverage",2008
20,20,"Vijay Singh",NA,69.4,347,5,"FirstTeeLateRound2ScoringAverage",2008
21,21,"Lucas Glover",NA,69.43,486,7,"FirstTeeLateRound2ScoringAverage",2008
22,22,"Robert Allenby",NA,69.5,278,4,"FirstTeeLateRound2ScoringAverage",2008
23,23,"Chris DiMarco",NA,69.67,418,6,"FirstTeeLateRound2ScoringAverage",2008
24,24,"Shane Bertsch",NA,69.71,488,7,"FirstTeeLateRound2ScoringAverage",2008
24,24,"Chad Campbell",NA,69.71,488,7,"FirstTeeLateRound2ScoringAverage",2008
26,26,"Joe Ogilvie",NA,69.75,279,4,"FirstTeeLateRound2ScoringAverage",2008
27,27,"Matt Jones",NA,69.8,698,10,"FirstTeeLateRound2ScoringAverage",2008
28,28,"Carlos Franco",NA,69.83,419,6,"FirstTeeLateRound2ScoringAverage",2008
29,29,"Brad Adamonis",NA,69.91,769,11,"FirstTeeLateRound2ScoringAverage",2008
30,30,"Steve Elkington",NA,70,210,3,"FirstTeeLateRound2ScoringAverage",2008
30,30,"Steve Flesch",NA,70,420,6,"FirstTeeLateRound2ScoringAverage",2008
30,30,"Robert Gamez",NA,70,350,5,"FirstTeeLateRound2ScoringAverage",2008
30,30,"Tim Herron",NA,70,630,9,"FirstTeeLateRound2ScoringAverage",2008
30,30,"Michael Letzig",NA,70,210,3,"FirstTeeLateRound2ScoringAverage",2008
30,30,"Jimmy Walker",NA,70,350,5,"FirstTeeLateRound2ScoringAverage",2008
36,36,"Sergio Garcia",NA,70.13,561,8,"FirstTeeLateRound2ScoringAverage",2008
37,37,"Gavin Coles",NA,70.25,281,4,"FirstTeeLateRound2ScoringAverage",2008
37,37,"Chris Riley",NA,70.25,281,4,"FirstTeeLateRound2ScoringAverage",2008
37,37,"Rory Sabbatini",NA,70.25,562,8,"FirstTeeLateRound2ScoringAverage",2008
40,40,"Robert Garrigus",NA,70.29,492,7,"FirstTeeLateRound2ScoringAverage",2008
40,40,"Mathew Goggin",NA,70.29,492,7,"FirstTeeLateRound2ScoringAverage",2008
42,42,"Jonathan Byrd",NA,70.33,211,3,"FirstTeeLateRound2ScoringAverage",2008
42,42,"Paul Casey",NA,70.33,211,3,"FirstTeeLateRound2ScoringAverage",2008
42,42,"Stewart Cink",NA,70.33,633,9,"FirstTeeLateRound2ScoringAverage",2008
42,42,"John Huston",NA,70.33,211,3,"FirstTeeLateRound2ScoringAverage",2008
42,42,"Jeff Maggert",NA,70.33,422,6,"FirstTeeLateRound2ScoringAverage",2008
42,42,"Brandt Snedeker",NA,70.33,422,6,"FirstTeeLateRound2ScoringAverage",2008
42,42,"Camilo Villegas",NA,70.33,422,6,"FirstTeeLateRound2ScoringAverage",2008
42,42,"Mike Weir",NA,70.33,633,9,"FirstTeeLateRound2ScoringAverage",2008
50,50,"Ben Crane",NA,70.4,352,5,"FirstTeeLateRound2ScoringAverage",2008
50,50,"Freddie Jacobson",NA,70.4,352,5,"FirstTeeLateRound2ScoringAverage",2008
50,50,"Ian Poulter",NA,70.4,352,5,"FirstTeeLateRound2ScoringAverage",2008
50,50,"Brett Quigley",NA,70.4,352,5,"FirstTeeLateRound2ScoringAverage",2008
54,54,"Phil Mickelson",NA,70.42,845,12,"FirstTeeLateRound2ScoringAverage",2008
55,55,"Anthony Kim",NA,70.43,493,7,"FirstTeeLateRound2ScoringAverage",2008
56,56,"Mark Wilson",NA,70.44,634,9,"FirstTeeLateRound2ScoringAverage",2008
57,57,"Tom Pernice Jr",NA,70.5,564,8,"FirstTeeLateRound2ScoringAverage",2008
58,58,"Bob Estes",NA,70.57,494,7,"FirstTeeLateRound2ScoringAverage",2008
59,59,"Chez Reavie",NA,70.6,706,10,"FirstTeeLateRound2ScoringAverage",2008
59,59,"Scott Verplank",NA,70.6,706,10,"FirstTeeLateRound2ScoringAverage",2008
61,61,"Stuart Appleby",NA,70.64,777,11,"FirstTeeLateRound2ScoringAverage",2008
62,62,"Jeff Gove",NA,70.67,212,3,"FirstTeeLateRound2ScoringAverage",2008
62,62,"Brandt Jobe",NA,70.67,212,3,"FirstTeeLateRound2ScoringAverage",2008
62,62,"Justin Leonard",NA,70.67,848,12,"FirstTeeLateRound2ScoringAverage",2008
62,62,"Brenden Pappas",NA,70.67,424,6,"FirstTeeLateRound2ScoringAverage",2008
62,62,"Nick Watney",NA,70.67,636,9,"FirstTeeLateRound2ScoringAverage",2008
67,67,"Tommy Gainey",NA,70.71,495,7,"FirstTeeLateRound2ScoringAverage",2008
68,68,"Tom Lehman",NA,70.75,283,4,"FirstTeeLateRound2ScoringAverage",2008
68,68,"Pat Perez",NA,70.75,566,8,"FirstTeeLateRound2ScoringAverage",2008
70,70,"Chad Collins",NA,70.8,354,5,"FirstTeeLateRound2ScoringAverage",2008
71,71,"Michael Allen",NA,71,497,7,"FirstTeeLateRound2ScoringAverage",2008
71,71,"Bart Bryant",NA,71,213,3,"FirstTeeLateRound2ScoringAverage",2008
71,71,"Glen Day",NA,71,284,4,"FirstTeeLateRound2ScoringAverage",2008
71,71,"Dudley Hart",NA,71,568,8,"FirstTeeLateRound2ScoringAverage",2008
71,71,"Mark Hensby",NA,71,568,8,"FirstTeeLateRound2ScoringAverage",2008
71,71,"Richard Johnson",NA,71,284,4,"FirstTeeLateRound2ScoringAverage",2008
71,71,"Doug LaBelle II",NA,71,497,7,"FirstTeeLateRound2ScoringAverage",2008
71,71,"Frank Lickliter II",NA,71,142,2,"FirstTeeLateRound2ScoringAverage",2008
71,71,"Steve Marino",NA,71,497,7,"FirstTeeLateRound2ScoringAverage",2008
71,71,"Kevin Na",NA,71,355,5,"FirstTeeLateRound2ScoringAverage",2008
81,81,"Bubba Watson",NA,71.11,640,9,"FirstTeeLateRound2ScoringAverage",2008
82,82,"George McNeill",NA,71.13,569,8,"FirstTeeLateRound2ScoringAverage",2008
83,83,"Lee Janzen",NA,71.14,498,7,"FirstTeeLateRound2ScoringAverage",2008
83,83,"John Mallinger",NA,71.14,498,7,"FirstTeeLateRound2ScoringAverage",2008
85,85,"Ernie Els",NA,71.17,427,6,"FirstTeeLateRound2ScoringAverage",2008
85,85,"Todd Hamilton",NA,71.17,427,6,"FirstTeeLateRound2ScoringAverage",2008
85,85,"Zach Johnson",NA,71.17,427,6,"FirstTeeLateRound2ScoringAverage",2008
85,85,"Steve Lowery",NA,71.17,427,6,"FirstTeeLateRound2ScoringAverage",2008
85,85,"Ryan Palmer",NA,71.17,427,6,"FirstTeeLateRound2ScoringAverage",2008
90,90,"Daniel Chopra",NA,71.18,783,11,"FirstTeeLateRound2ScoringAverage",2008
91,91,"JP Hayes",NA,71.2,356,5,"FirstTeeLateRound2ScoringAverage",2008
92,92,"Bill Haas",NA,71.22,641,9,"FirstTeeLateRound2ScoringAverage",2008
93,93,"Patrick Sheehan",NA,71.29,499,7,"FirstTeeLateRound2ScoringAverage",2008
94,94,"Nathan Green",NA,71.33,428,6,"FirstTeeLateRound2ScoringAverage",2008
94,94,"Brett Rumford",NA,71.33,214,3,"FirstTeeLateRound2ScoringAverage",2008
94,94,"Tim Wilkinson",NA,71.33,428,6,"FirstTeeLateRound2ScoringAverage",2008
97,97,"Paul Goydos",NA,71.38,571,8,"FirstTeeLateRound2ScoringAverage",2008
98,98,"Craig Kanada",NA,71.4,357,5,"FirstTeeLateRound2ScoringAverage",2008
99,99,"Rod Pampling",NA,71.43,500,7,"FirstTeeLateRound2ScoringAverage",2008
99,99,"Jay Williamson",NA,71.43,500,7,"FirstTeeLateRound2ScoringAverage",2008
101,101,"Woody Austin",NA,71.5,429,6,"FirstTeeLateRound2ScoringAverage",2008
101,101,"Angel Cabrera",NA,71.5,143,2,"FirstTeeLateRound2ScoringAverage",2008
101,101,"Harrison Frazar",NA,71.5,286,4,"FirstTeeLateRound2ScoringAverage",2008
101,101,"Ryuji Imada",NA,71.5,572,8,"FirstTeeLateRound2ScoringAverage",2008
101,101,"Travis Perkins",NA,71.5,429,6,"FirstTeeLateRound2ScoringAverage",2008
101,101,"Tom Scherrer",NA,71.5,286,4,"FirstTeeLateRound2ScoringAverage",2008
101,101,"David Toms",NA,71.5,286,4,"FirstTeeLateRound2ScoringAverage",2008
101,101,"Marc Turnesa",NA,71.5,429,6,"FirstTeeLateRound2ScoringAverage",2008
110,110,"Troy Matteson",NA,71.55,787,11,"FirstTeeLateRound2ScoringAverage",2008
111,111,"Matt Kuchar",NA,71.57,501,7,"FirstTeeLateRound2ScoringAverage",2008
111,111,"Carl Pettersson",NA,71.57,501,7,"FirstTeeLateRound2ScoringAverage",2008
113,113,"Aaron Baddeley",NA,71.6,358,5,"FirstTeeLateRound2ScoringAverage",2008
113,113,"Boo Weekley",NA,71.6,358,5,"FirstTeeLateRound2ScoringAverage",2008
115,115,"Kenneth Ferrie",NA,71.63,573,8,"FirstTeeLateRound2ScoringAverage",2008
115,115,"Kent Jones",NA,71.63,573,8,"FirstTeeLateRound2ScoringAverage",2008
117,117,"Briny Baird",NA,71.67,430,6,"FirstTeeLateRound2ScoringAverage",2008
117,117,"Jim McGovern",NA,71.67,430,6,"FirstTeeLateRound2ScoringAverage",2008
117,117,"John Riegger",NA,71.67,215,3,"FirstTeeLateRound2ScoringAverage",2008
117,117,"Scott Sterling",NA,71.67,430,6,"FirstTeeLateRound2ScoringAverage",2008
117,117,"Johnson Wagner",NA,71.67,430,6,"FirstTeeLateRound2ScoringAverage",2008
117,117,"Ron Whittaker",NA,71.67,215,3,"FirstTeeLateRound2ScoringAverage",2008
123,123,"Ken Duke",NA,71.71,502,7,"FirstTeeLateRound2ScoringAverage",2008
123,123,"JJ Henry",NA,71.71,502,7,"FirstTeeLateRound2ScoringAverage",2008
123,123,"John Rollins",NA,71.71,502,7,"FirstTeeLateRound2ScoringAverage",2008
126,126,"Alex Cejka",NA,71.73,789,11,"FirstTeeLateRound2ScoringAverage",2008
127,127,"Tim Petrovic",NA,71.75,574,8,"FirstTeeLateRound2ScoringAverage",2008
128,128,"Shigeki Maruyama",NA,71.8,359,5,"FirstTeeLateRound2ScoringAverage",2008
129,129,"Jim Furyk",NA,71.82,790,11,"FirstTeeLateRound2ScoringAverage",2008
129,129,"Vaughn Taylor",NA,71.82,790,11,"FirstTeeLateRound2ScoringAverage",2008
131,131,"Davis Love III",NA,71.83,431,6,"FirstTeeLateRound2ScoringAverage",2008
132,132,"Tommy Armour III",NA,71.86,503,7,"FirstTeeLateRound2ScoringAverage",2008
132,132,"KJ Choi",NA,71.86,503,7,"FirstTeeLateRound2ScoringAverage",2008
132,132,"Will Ma Kenzie",NA,71.86,503,7,"FirstTeeLateRound2ScoringAverage",2008
132,132,"Heath Slocum",NA,71.86,503,7,"FirstTeeLateRound2ScoringAverage",2008
136,136,"Todd Demsey",NA,71.88,575,8,"FirstTeeLateRound2ScoringAverage",2008
136,136,"Jeff Overton",NA,71.88,575,8,"FirstTeeLateRound2ScoringAverage",2008
138,138,"Ryan Armour",NA,72,648,9,"FirstTeeLateRound2ScoringAverage",2008
138,138,"Fred Couples",NA,72,288,4,"FirstTeeLateRound2ScoringAverage",2008
138,138,"Joe Durant",NA,72,648,9,"FirstTeeLateRound2ScoringAverage",2008
138,138,"Padraig Harrington",NA,72,360,5,"FirstTeeLateRound2ScoringAverage",2008
138,138,"Charles Howell III",NA,72,360,5,"FirstTeeLateRound2ScoringAverage",2008
138,138,"Cliff Kresge",NA,72,432,6,"FirstTeeLateRound2ScoringAverage",2008
138,138,"John Senden",NA,72,144,2,"FirstTeeLateRound2ScoringAverage",2008
138,138,"Bo Van Pelt",NA,72,432,6,"FirstTeeLateRound2ScoringAverage",2008
146,146,"Kevin Stadler",NA,72.11,649,9,"FirstTeeLateRound2ScoringAverage",2008
147,147,"Scott McCarron",NA,72.13,577,8,"FirstTeeLateRound2ScoringAverage",2008
148,148,"Jin Park",NA,72.17,433,6,"FirstTeeLateRound2ScoringAverage",2008
149,149,"Adam Scott",NA,72.2,361,5,"FirstTeeLateRound2ScoringAverage",2008
149,149,"Chris Stroud",NA,72.2,361,5,"FirstTeeLateRound2ScoringAverage",2008
151,151,"Kevin Streelman",NA,72.25,578,8,"FirstTeeLateRound2ScoringAverage",2008
152,152,"Ryan Moore",NA,72.29,506,7,"FirstTeeLateRound2ScoringAverage",2008
152,152,"Jeff Quinney",NA,72.29,506,7,"FirstTeeLateRound2ScoringAverage",2008
152,152,"Tag Ridings",NA,72.29,506,7,"FirstTeeLateRound2ScoringAverage",2008
155,155,"Jason Gore",NA,72.3,723,10,"FirstTeeLateRound2ScoringAverage",2008
156,156,"Brian Davis",NA,72.33,434,6,"FirstTeeLateRound2ScoringAverage",2008
156,156,"Jerry Kelly",NA,72.33,434,6,"FirstTeeLateRound2ScoringAverage",2008
156,156,"Parker McLachlin",NA,72.33,651,9,"FirstTeeLateRound2ScoringAverage",2008
156,156,"DJ Trahan",NA,72.33,434,6,"FirstTeeLateRound2ScoringAverage",2008
160,160,"Steve Stricker",NA,72.44,652,9,"FirstTeeLateRound2ScoringAverage",2008
