"Front9Par4ScoringAverage_RANKTHISWEEK_2008","Front9Par4ScoringAverage_RANKLASTWEEK_2008","Front9Par4ScoringAverage_PLAYERNAME_2008","Front9Par4ScoringAverage_ROUNDS_2008","Front9Par4ScoringAverage_AVG_2008","Front9Par4ScoringAverage_TOTALSTROKES_2008","Front9Par4ScoringAverage_TOTALHOLES_2008","stat_name","year"
180,180,"Alex Cejka",75,4.13,1712,415,"Front9Par4ScoringAverage",2008
180,180,"Chad Collins",72,4.13,1627,394,"Front9Par4ScoringAverage",2008
180,180,"Cody Freeman",66,4.13,1484,359,"Front9Par4ScoringAverage",2008
180,180,"JB Holmes",86,4.13,1945,471,"Front9Par4ScoringAverage",2008
180,180,"Jin Park",85,4.13,1877,454,"Front9Par4ScoringAverage",2008
185,185,"Robert Gamez",79,4.14,1774,429,"Front9Par4ScoringAverage",2008
185,185,"Stephen Leaney",53,4.14,1179,285,"Front9Par4ScoringAverage",2008
185,185,"Jesper Parnevik",88,4.14,1995,482,"Front9Par4ScoringAverage",2008
188,188,"Marco Dawson",64,4.15,1427,344,"Front9Par4ScoringAverage",2008
188,188,"Ron Whittaker",54,4.15,1215,293,"Front9Par4ScoringAverage",2008
190,190,"Ted Purdy",68,4.16,1548,372,"Front9Par4ScoringAverage",2008
190,190,"Kyle Thompson",70,4.16,1563,376,"Front9Par4ScoringAverage",2008
190,190,"Charles Warren",79,4.16,1772,426,"Front9Par4ScoringAverage",2008
193,193,"James Driscoll",85,4.17,1894,454,"Front9Par4ScoringAverage",2008
193,193,"Will Ma Kenzie",62,4.17,1398,335,"Front9Par4ScoringAverage",2008
193,193,"Brett Rumford",72,4.17,1627,390,"Front9Par4ScoringAverage",2008
196,196,"Travis Perkins",53,4.18,1186,284,"Front9Par4ScoringAverage",2008
197,197,"David Duval",51,4.19,1152,275,"Front9Par4ScoringAverage",2008
