"CarryDistance_RANKTHISWEEK_2015","CarryDistance_RANKLASTWEEK_2015","CarryDistance_PLAYERNAME_2015","CarryDistance_ROUNDS_2015","CarryDistance_AVG_2015","CarryDistance_TOTALDISTTOIMPACT_2015","CarryDistance_TOTALATTEMPTS_2015","CarryDistance_LONGESTCARRYDISTANCE_2015","CarryDistance_SHORTESTCARRYDISTANCE_2015","stat_name","year"
47,47,"Roger Sloan",56,284.2,9663,34,308.9,261.7,"CarryDistance",2015
48,48,"Max Homa",78,284.1,15340.5,54,312.1,251.5,"CarryDistance",2015
49,49,"Davis Love III",51,283.8,10216.6,36,319.9,246.9,"CarryDistance",2015
50,50,"Henrik Stenson",63,283.6,5956.2,21,299.3,249.9,"CarryDistance",2015
51,51,"Russell Henley",87,283.5,17580,62,315,252,"CarryDistance",2015
51,51,"Jordan Spieth",91,283.5,15873.6,56,319.4,250.8,"CarryDistance",2015
53,53,"Billy Horschel",99,283.2,20390,72,305.3,224.2,"CarryDistance",2015
54,54,"Lucas Glover",79,282.9,17821.3,63,306.3,257.2,"CarryDistance",2015
54,54,"Sam Saunders",83,282.9,16405.6,58,311.7,248.4,"CarryDistance",2015
56,56,"Marc Leishman",74,282.8,13572.8,48,308.6,258.3,"CarryDistance",2015
56,56,"Hideki Matsuyama",95,282.8,18945.7,67,309.6,250.4,"CarryDistance",2015
58,58,"Nick Taylor",91,282.6,21198.5,75,314.6,255.8,"CarryDistance",2015
59,59,"Paul Casey",87,282.4,14402.9,51,309,253,"CarryDistance",2015
59,59,"Michael Thompson",83,282.4,19766.3,70,315.1,247.1,"CarryDistance",2015
61,61,"Derek Ernst",75,282.3,16657.6,59,308.2,248.1,"CarryDistance",2015
62,62,"Ernie Els",57,282,8742.5,31,302,264.5,"CarryDistance",2015
63,63,"Stewart Cink",77,281.8,14089.5,50,316.5,245.2,"CarryDistance",2015
63,63,"Ryo Ishikawa",90,281.8,19729.3,70,309.4,238.9,"CarryDistance",2015
65,65,"Geoff Ogilvy",50,281.7,9579.5,34,301.6,251.2,"CarryDistance",2015
66,66,"Charl Schwartzel",67,281.6,9575.1,34,319.9,249.5,"CarryDistance",2015
67,67,"Nick Watney",91,281.4,18857,67,302.4,244.5,"CarryDistance",2015
68,68,"Will Wilcox",58,281.2,8999,32,305,245.6,"CarryDistance",2015
69,69,"Louis Oosthuizen",68,280.6,10944.2,39,312.8,252.9,"CarryDistance",2015
70,70,"Padraig Harrington",60,280.4,11775.7,42,301.7,253.6,"CarryDistance",2015
70,70,"Lee Westwood",56,280.4,9252.9,33,297.8,226.5,"CarryDistance",2015
72,72,"Cameron Percy",72,279.4,14810.8,53,299.7,251.8,"CarryDistance",2015
73,73,"Jamie Donaldson",50,279.2,10887.3,39,304.8,231.2,"CarryDistance",2015
73,73,"Adam Hadwin",95,279.2,21776.9,78,316.8,242.1,"CarryDistance",2015
73,73,"Robert Streb",110,279.2,25962.2,93,313.6,250.9,"CarryDistance",2015
76,76,"Matt Jones",89,279,16181.8,58,303,250.1,"CarryDistance",2015
77,77,"Chesson Hadley",101,278.9,19243,69,321.1,238.2,"CarryDistance",2015
78,78,"Hunter Mahan",88,278.8,16446.4,59,304.7,248.1,"CarryDistance",2015
78,78,"Greg Owen",58,278.8,11990.4,43,298.8,250.2,"CarryDistance",2015
80,80,"Gonzalo Fdez Castano",81,278.7,15604.8,56,304.7,250.5,"CarryDistance",2015
80,80,"JJ Henry",94,278.7,16721.6,60,303,237.3,"CarryDistance",2015
82,82,"Tom Hoge",83,278.3,16142.3,58,297.4,248.5,"CarryDistance",2015
82,82,"Patrick Reed",103,278.3,18092.5,65,307.1,250.1,"CarryDistance",2015
84,84,"Carl Pettersson",106,278.2,23093.6,83,301.6,236,"CarryDistance",2015
85,85,"Scott Pinckney",88,277.8,17781.9,64,302.5,252.5,"CarryDistance",2015
86,86,"Vijay Singh",78,277.6,15822.2,57,299,244.2,"CarryDistance",2015
87,87,"Oscar Fraustro",58,276.8,9133.6,33,292,250.7,"CarryDistance",2015
87,87,"Bill Haas",89,276.8,18269.7,66,299.1,230.7,"CarryDistance",2015
89,89,"Michael Putnam",87,276.7,15494,56,300.6,251.6,"CarryDistance",2015
90,90,"Jim Herman",88,276.6,17977.6,65,305,249.5,"CarryDistance",2015
91,91,"Matt Every",73,276.3,14918.8,54,308,251.9,"CarryDistance",2015
91,91,"Bo Van Pelt",81,276.3,16299.9,59,300.9,248.7,"CarryDistance",2015
93,93,"Blayne Barber",76,276.1,15187.3,55,292.5,240.9,"CarryDistance",2015
93,93,"David Lingmerth",90,276.1,20433.7,74,303,240.6,"CarryDistance",2015
95,95,"Luke Guthrie",84,276,19318.3,70,297.6,248.2,"CarryDistance",2015
96,96,"Byron Smith",59,275.9,8001.7,29,293.9,251.5,"CarryDistance",2015
97,97,"John Senden",80,275.8,14067.6,51,310.2,237.8,"CarryDistance",2015
97,97,"Johnson Wagner",68,275.8,10755.2,39,300,245.1,"CarryDistance",2015
99,99,"Camilo Villegas",83,275.2,15687.2,57,298.6,250.1,"CarryDistance",2015
100,100,"Jason Gore",76,275,14576.3,53,310.2,236.3,"CarryDistance",2015
101,101,"Rory Sabbatini",81,274.7,16757.8,61,310.3,242.8,"CarryDistance",2015
102,102,"Nicholas Thompson",90,274.5,18937.2,69,307,241.6,"CarryDistance",2015
102,102,"Boo Weekley",79,274.5,13725.7,50,309.5,231.1,"CarryDistance",2015
104,104,"Kevin Streelman",95,274.2,20018.9,73,300.5,239.3,"CarryDistance",2015
105,105,"Jonathan Byrd",69,274,12056.9,44,292.7,227.2,"CarryDistance",2015
106,106,"Scott Brown",97,273.9,18895.9,69,300.4,235.8,"CarryDistance",2015
106,106,"Matt Kuchar",97,273.9,19172.1,70,303.5,242.7,"CarryDistance",2015
108,108,"Jonas Blixt",78,273.7,12865.2,47,294.6,238.6,"CarryDistance",2015
109,109,"Troy Merritt",91,273.5,17504.7,64,296.3,247.7,"CarryDistance",2015
110,110,"Tyrone Van Aswegen",58,273.4,8749.2,32,289.3,248.2,"CarryDistance",2015
111,111,"Danny Lee",120,273.1,25672.4,94,304.8,232.5,"CarryDistance",2015
111,111,"Jim Renner",68,273.1,13655.4,50,292.9,249.1,"CarryDistance",2015
113,113,"Sangmoon Bae",98,273,21017.7,77,300.2,242.3,"CarryDistance",2015
113,113,"Kyle Reifers",96,273,18838.2,69,304.8,239.6,"CarryDistance",2015
115,115,"Erik Compton",86,272.7,17451.1,64,304.6,244.8,"CarryDistance",2015
115,115,"Chez Reavie",56,272.7,14451.2,53,293.9,247.3,"CarryDistance",2015
117,117,"Whee Kim",71,272.4,10350.6,38,292.5,241.8,"CarryDistance",2015
117,117,"DA Points",72,272.4,11169.1,41,294.6,248.9,"CarryDistance",2015
119,119,"Brandt Snedeker",98,272.2,20956.6,77,300,240.6,"CarryDistance",2015
120,120,"Bill Lunde",50,272.1,8979.9,33,295.2,253.2,"CarryDistance",2015
121,121,"John Peterson",84,272,22032.5,81,309.6,243.6,"CarryDistance",2015
122,122,"Brice Garnett",81,271.8,17125,63,307.8,231.9,"CarryDistance",2015
122,122,"Kevin Kisner",104,271.8,24734.2,91,296.3,225.6,"CarryDistance",2015
124,124,"Webb Simpson",81,271.6,15480,57,291.8,249,"CarryDistance",2015
125,125,"George McNeill",93,271.4,17643.2,65,309.1,246.7,"CarryDistance",2015
125,125,"Steve Wheatcroft",87,271.4,20080,74,292.6,226.5,"CarryDistance",2015
127,127,"Robert Allenby",63,271.1,14098,52,296,242.5,"CarryDistance",2015
128,128,"Derek Fathauer",81,270.8,16245.5,60,292.4,238.3,"CarryDistance",2015
128,128,"Brian Harman",90,270.8,18145.1,67,295.2,241.8,"CarryDistance",2015
130,130,"Chris Kirk",76,270.7,13533.3,50,296.9,234.8,"CarryDistance",2015
131,131,"Andrew Svoboda",80,270.3,16488.2,61,301,239.2,"CarryDistance",2015
132,132,"Ian Poulter",68,269.9,11604.8,43,296.9,248.8,"CarryDistance",2015
133,133,"Brendon de Jonge",106,269.6,24799.2,92,292.1,232.3,"CarryDistance",2015
134,134,"Eric Axley",57,269.5,10779.7,40,292.9,245.3,"CarryDistance",2015
135,135,"Ben Martin",93,269.4,19667.5,73,293.2,247.4,"CarryDistance",2015
135,135,"Jeff Overton",94,269.4,17783.3,66,298,234.5,"CarryDistance",2015
137,137,"Mark Hubbard",79,268.8,14245.3,53,294.2,243.1,"CarryDistance",2015
137,137,"Pat Perez",96,268.8,19353.9,72,293.4,229.1,"CarryDistance",2015
139,139,"SJ Park",79,268.7,14512.1,54,297.1,241.5,"CarryDistance",2015
140,140,"Chad Campbell",97,268.4,22278.8,83,300.1,239.3,"CarryDistance",2015
141,141,"Scott Langley",94,268.3,18243.8,68,293.1,234.8,"CarryDistance",2015
142,142,"Roberto Castro",54,268.2,7777.2,29,286.3,244.1,"CarryDistance",2015
142,142,"Fabian Gomez",83,268.2,17966.1,67,288.9,241.5,"CarryDistance",2015
144,144,"Cameron Tringale",96,268.1,20910,78,295,226.6,"CarryDistance",2015
145,145,"Ricky Barnes",82,268,11257.3,42,292.4,228.4,"CarryDistance",2015
146,146,"Chris Stroud",84,267.9,15808.8,59,294.8,234.5,"CarryDistance",2015
147,147,"Zach Johnson",90,267.2,19771,74,294.3,239.1,"CarryDistance",2015
147,147,"Andrew Putnam",68,267.2,13095,49,307.5,239.6,"CarryDistance",2015
149,149,"David Hearn",97,266.9,22153.9,83,307,236.1,"CarryDistance",2015
150,150,"John Huh",102,266.8,25076.8,94,301.5,228.8,"CarryDistance",2015
151,151,"Ryan Moore",81,266.5,15725.2,59,287.7,228.3,"CarryDistance",2015
152,152,"Francesco Molinari",56,265.4,10350.4,39,283.5,247.4,"CarryDistance",2015
153,153,"KJ Choi",66,265.3,12471,47,291.9,243.5,"CarryDistance",2015
154,154,"Luke Donald",71,265.2,11933,45,293.7,237.5,"CarryDistance",2015
154,154,"Daniel Summerhays",101,265.2,18034.2,68,288.5,232.2,"CarryDistance",2015
156,156,"Alex Cejka",94,265.1,18555.4,70,287,239.4,"CarryDistance",2015
156,156,"John Merrick",78,265.1,13255.7,50,286.2,237.5,"CarryDistance",2015
158,158,"Jonathan Randolph",72,265,13517.2,51,292.4,243.5,"CarryDistance",2015
159,159,"Jim Furyk",71,264.2,11622.7,44,283.7,237.7,"CarryDistance",2015
160,160,"Jason Dufner",76,264,12405.8,47,295.6,236.6,"CarryDistance",2015
160,160,"Mark Wilson",89,264,18219.2,69,289.6,235.7,"CarryDistance",2015
162,162,"Kevin Na",98,263.8,16621.6,63,301.7,236,"CarryDistance",2015
163,163,"Greg Chalmers",58,263.5,9749.5,37,285.6,234,"CarryDistance",2015
164,164,"Tim Wilkinson",73,263.4,13961.3,53,289.2,241.5,"CarryDistance",2015
165,165,"Russell Knox",96,263.2,21586.3,82,287.5,230.1,"CarryDistance",2015
166,166,"William McGirt",103,262.8,23917,91,285.7,232,"CarryDistance",2015
167,167,"Brian Davis",86,261.9,18594.7,71,279.4,239.7,"CarryDistance",2015
168,168,"Steven Alker",62,261.8,13088,50,284.2,230.7,"CarryDistance",2015
169,169,"Chad Collins",79,261.5,16213.7,62,285.9,236.8,"CarryDistance",2015
169,169,"Spencer Levin",99,261.5,21181,81,289.4,230.1,"CarryDistance",2015
171,171,"Brian Stuard",97,261.1,20363.2,78,301.1,228.9,"CarryDistance",2015
172,172,"Bryce Molder",91,260.1,20027.9,77,287.2,235.3,"CarryDistance",2015
173,173,"Jason Bohn",95,259.7,22075.2,85,282.6,227.7,"CarryDistance",2015
174,174,"Billy Hurley III",83,259.5,15050.7,58,282.5,231.5,"CarryDistance",2015
175,175,"Zac Blair",108,258.9,22010,85,282.7,230.4,"CarryDistance",2015
175,175,"Ben Crane",62,258.9,11648.7,45,274,235.3,"CarryDistance",2015
175,175,"Brendon Todd",96,258.9,18642.6,72,285.1,230.8,"CarryDistance",2015
178,178,"Jon Curran",83,257.6,16227.3,63,277.2,237.8,"CarryDistance",2015
179,179,"Jerry Kelly",79,256.8,14896,58,276.9,220.9,"CarryDistance",2015
180,180,"Heath Slocum",57,255.6,10223.1,40,278.6,234.3,"CarryDistance",2015
181,181,"Ken Duke",93,255.5,16865,66,284.5,232.6,"CarryDistance",2015
182,182,"Colt Knost",90,255.2,19396.7,76,282.3,227.1,"CarryDistance",2015
183,183,"David Toms",62,254.5,14763.8,58,279,231,"CarryDistance",2015
184,184,"Justin Leonard",61,253.9,13712.2,54,280.1,232,"CarryDistance",2015
