"SandSavesfrom2030yards_RANKTHISWEEK_2015","SandSavesfrom2030yards_RANKLASTWEEK_2015","SandSavesfrom2030yards_PLAYERNAME_2015","SandSavesfrom2030yards_ROUNDS_2015","SandSavesfrom2030yards_Pct_2015","SandSavesfrom2030yards_OFSAVES_2015","SandSavesfrom2030yards_OFBUNKERS_2015","stat_name","year"
1,1,"Justin Rose",69,73.91,17,23,"SandSavesfrom2030yards",2015
2,2,"Will Wilcox",58,72.73,8,11,"SandSavesfrom2030yards",2015
3,3,"Danny Lee",120,71.05,27,38,"SandSavesfrom2030yards",2015
4,4,"Ben Crane",62,69.57,16,23,"SandSavesfrom2030yards",2015
5,5,"Matt Kuchar",97,66.67,24,36,"SandSavesfrom2030yards",2015
5,5,"Michael Putnam",87,66.67,12,18,"SandSavesfrom2030yards",2015
7,7,"Chris Stroud",84,65.38,17,26,"SandSavesfrom2030yards",2015
8,8,"Jonathan Byrd",69,65,13,20,"SandSavesfrom2030yards",2015
9,9,"Robert Streb",110,63.83,30,47,"SandSavesfrom2030yards",2015
10,10,"Jon Curran",83,63.33,19,30,"SandSavesfrom2030yards",2015
11,11,"Phil Mickelson",70,63.16,24,38,"SandSavesfrom2030yards",2015
11,11,"Bubba Watson",71,63.16,12,19,"SandSavesfrom2030yards",2015
13,13,"Padraig Harrington",60,62.96,17,27,"SandSavesfrom2030yards",2015
14,14,"Roberto Castro",54,62.5,10,16,"SandSavesfrom2030yards",2015
14,14,"Jordan Spieth",91,62.5,15,24,"SandSavesfrom2030yards",2015
16,16,"Bill Lunde",50,61.54,8,13,"SandSavesfrom2030yards",2015
17,17,"SJ Park",79,61.29,19,31,"SandSavesfrom2030yards",2015
17,17,"Webb Simpson",81,61.29,19,31,"SandSavesfrom2030yards",2015
17,17,"Jimmy Walker",89,61.29,19,31,"SandSavesfrom2030yards",2015
20,20,"Ryan Moore",81,61.11,11,18,"SandSavesfrom2030yards",2015
21,21,"Colt Knost",90,60.71,17,28,"SandSavesfrom2030yards",2015
22,22,"William McGirt",103,60.61,20,33,"SandSavesfrom2030yards",2015
23,23,"Oscar Fraustro",58,60,9,15,"SandSavesfrom2030yards",2015
23,23,"Chesson Hadley",101,60,30,50,"SandSavesfrom2030yards",2015
23,23,"David Toms",62,60,15,25,"SandSavesfrom2030yards",2015
23,23,"Cameron Tringale",96,60,18,30,"SandSavesfrom2030yards",2015
23,23,"Mark Wilson",89,60,21,35,"SandSavesfrom2030yards",2015
28,28,"Jim Herman",88,59.38,19,32,"SandSavesfrom2030yards",2015
28,28,"Scott Pinckney",88,59.38,19,32,"SandSavesfrom2030yards",2015
30,30,"Jason Day",75,59.26,16,27,"SandSavesfrom2030yards",2015
31,31,"Scott Langley",94,59.09,13,22,"SandSavesfrom2030yards",2015
32,32,"Zac Blair",108,58.54,24,41,"SandSavesfrom2030yards",2015
33,33,"Steven Bowditch",103,57.58,19,33,"SandSavesfrom2030yards",2015
34,34,"Kevin Na",98,57.5,23,40,"SandSavesfrom2030yards",2015
35,35,"Brandt Snedeker",98,57.14,20,35,"SandSavesfrom2030yards",2015
36,36,"Brendon de Jonge",106,56.76,21,37,"SandSavesfrom2030yards",2015
37,37,"Chad Campbell",97,56.67,17,30,"SandSavesfrom2030yards",2015
37,37,"Luke Donald",71,56.67,17,30,"SandSavesfrom2030yards",2015
39,39,"Chad Collins",79,56,14,25,"SandSavesfrom2030yards",2015
39,39,"Graham DeLaet",65,56,14,25,"SandSavesfrom2030yards",2015
41,41,"Brooks Koepka",84,55.56,15,27,"SandSavesfrom2030yards",2015
41,41,"Tyrone Van Aswegen",58,55.56,10,18,"SandSavesfrom2030yards",2015
41,41,"Lee Westwood",56,55.56,10,18,"SandSavesfrom2030yards",2015
44,44,"George McNeill",93,55.26,21,38,"SandSavesfrom2030yards",2015
45,45,"Brendon Todd",96,55.17,16,29,"SandSavesfrom2030yards",2015
46,46,"Aaron Baddeley",76,54.55,18,33,"SandSavesfrom2030yards",2015
46,46,"Mark Hubbard",79,54.55,12,22,"SandSavesfrom2030yards",2015
48,48,"Luke Guthrie",84,54.17,13,24,"SandSavesfrom2030yards",2015
49,49,"Alex Cejka",94,53.85,14,26,"SandSavesfrom2030yards",2015
49,49,"Billy Horschel",99,53.85,14,26,"SandSavesfrom2030yards",2015
49,49,"Zach Johnson",90,53.85,21,39,"SandSavesfrom2030yards",2015
52,52,"Sangmoon Bae",98,53.66,22,41,"SandSavesfrom2030yards",2015
52,52,"Brian Davis",86,53.66,22,41,"SandSavesfrom2030yards",2015
54,54,"Kyle Reifers",96,53.49,23,43,"SandSavesfrom2030yards",2015
55,55,"Vijay Singh",78,53.33,16,30,"SandSavesfrom2030yards",2015
56,56,"Patrick Reed",103,53.13,17,32,"SandSavesfrom2030yards",2015
57,57,"Hunter Mahan",88,52.78,19,36,"SandSavesfrom2030yards",2015
57,57,"Carlos Ortiz",100,52.78,19,36,"SandSavesfrom2030yards",2015
59,59,"Chez Reavie",56,52.63,10,19,"SandSavesfrom2030yards",2015
60,60,"Francesco Molinari",56,52.38,11,21,"SandSavesfrom2030yards",2015
61,61,"Seung Yul Noh",65,52.17,12,23,"SandSavesfrom2030yards",2015
62,62,"Matt Every",73,52,13,25,"SandSavesfrom2030yards",2015
63,63,"Martin Flores",95,51.72,15,29,"SandSavesfrom2030yards",2015
63,63,"Scott Stallings",60,51.72,15,29,"SandSavesfrom2030yards",2015
65,65,"Andrew Putnam",68,51.61,16,31,"SandSavesfrom2030yards",2015
66,66,"Carl Pettersson",106,51.52,17,33,"SandSavesfrom2030yards",2015
67,67,"Daniel Berger",97,51.43,18,35,"SandSavesfrom2030yards",2015
68,68,"Michael Thompson",83,51.28,20,39,"SandSavesfrom2030yards",2015
68,68,"Steve Wheatcroft",87,51.28,20,39,"SandSavesfrom2030yards",2015
70,70,"Erik Compton",86,50,16,32,"SandSavesfrom2030yards",2015
70,70,"Jason Gore",76,50,8,16,"SandSavesfrom2030yards",2015
70,70,"Bill Haas",89,50,15,30,"SandSavesfrom2030yards",2015
70,70,"James Hahn",94,50,14,28,"SandSavesfrom2030yards",2015
70,70,"Morgan Hoffmann",85,50,13,26,"SandSavesfrom2030yards",2015
70,70,"Chris Kirk",76,50,16,32,"SandSavesfrom2030yards",2015
70,70,"David Lingmerth",90,50,17,34,"SandSavesfrom2030yards",2015
70,70,"Ryan Palmer",80,50,13,26,"SandSavesfrom2030yards",2015
70,70,"DA Points",72,50,11,22,"SandSavesfrom2030yards",2015
70,70,"Jim Renner",68,50,11,22,"SandSavesfrom2030yards",2015
70,70,"Byron Smith",59,50,3,6,"SandSavesfrom2030yards",2015
70,70,"Nick Taylor",91,50,15,30,"SandSavesfrom2030yards",2015
82,82,"Kevin Streelman",95,48.65,18,37,"SandSavesfrom2030yards",2015
83,83,"Justin Thomas",106,48.57,17,35,"SandSavesfrom2030yards",2015
