"TenthTeeLateRound5ScoringAverage_RANKTHISWEEK_2007","TenthTeeLateRound5ScoringAverage_RANKLASTWEEK_2007","TenthTeeLateRound5ScoringAverage_PLAYERNAME_2007","TenthTeeLateRound5ScoringAverage__2007","TenthTeeLateRound5ScoringAverage_AVG_2007","TenthTeeLateRound5ScoringAverage_TOTALSTROKES_2007","TenthTeeLateRound5ScoringAverage_TOTALROUNDS_2007","stat_name","year"
1,1,"Joe Ogilvie",NA,68,68,1,"TenthTeeLateRound5ScoringAverage",2007
2,2,"Mark Wilson",NA,69,69,1,"TenthTeeLateRound5ScoringAverage",2007
3,3,"Anthony Kim",NA,72,72,1,"TenthTeeLateRound5ScoringAverage",2007
4,4,"Ryan Armour",NA,73,73,1,"TenthTeeLateRound5ScoringAverage",2007
4,4,"Paul Goydos",NA,73,73,1,"TenthTeeLateRound5ScoringAverage",2007
6,6,"Craig Barlow",NA,74,74,1,"TenthTeeLateRound5ScoringAverage",2007
6,6,"Brian Gay",NA,74,74,1,"TenthTeeLateRound5ScoringAverage",2007
8,8,"Robert Gamez",NA,76,76,1,"TenthTeeLateRound5ScoringAverage",2007
8,8,"Charles Howell III",NA,76,76,1,"TenthTeeLateRound5ScoringAverage",2007
8,8,"Ian Poulter",NA,76,76,1,"TenthTeeLateRound5ScoringAverage",2007
8,8,"Brandt Snedeker",NA,76,76,1,"TenthTeeLateRound5ScoringAverage",2007
8,8,"Kevin Stadler",NA,76,76,1,"TenthTeeLateRound5ScoringAverage",2007
13,13,"Rich Barcelo",NA,77,77,1,"TenthTeeLateRound5ScoringAverage",2007
14,14,"Briny Baird",NA,79,79,1,"TenthTeeLateRound5ScoringAverage",2007
15,15,"Hunter Mahan",NA,80,80,1,"TenthTeeLateRound5ScoringAverage",2007
16,16,"Steve Lowery",NA,81,81,1,"TenthTeeLateRound5ScoringAverage",2007
