"FirstTeeEarlyRound2ScoringAverage_RANKTHISWEEK_2016","FirstTeeEarlyRound2ScoringAverage_RANKLASTWEEK_2016","FirstTeeEarlyRound2ScoringAverage_PLAYERNAME_2016","FirstTeeEarlyRound2ScoringAverage__2016","FirstTeeEarlyRound2ScoringAverage_AVG_2016","FirstTeeEarlyRound2ScoringAverage_TOTALSTROKES_2016","FirstTeeEarlyRound2ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,1,"Phil Mickelson",NA,65,65,1,"FirstTeeEarlyRound2ScoringAverage",2016
2,2,"Bernd Wiesberger",NA,66,66,1,"FirstTeeEarlyRound2ScoringAverage",2016
3,3,"Stewart Cink",NA,66.75,267,4,"FirstTeeEarlyRound2ScoringAverage",2016
4,4,"Ollie Schniederjans",NA,67,67,1,"FirstTeeEarlyRound2ScoringAverage",2016
4,4,"Webb Simpson",NA,67,67,1,"FirstTeeEarlyRound2ScoringAverage",2016
6,6,"Tim Wilkinson",NA,67.33,202,3,"FirstTeeEarlyRound2ScoringAverage",2016
7,7,"Patrick Reed",NA,67.5,135,2,"FirstTeeEarlyRound2ScoringAverage",2016
7,7,"Mark Wilson",NA,67.5,135,2,"FirstTeeEarlyRound2ScoringAverage",2016
9,9,"Kevin Kisner",NA,67.67,203,3,"FirstTeeEarlyRound2ScoringAverage",2016
10,10,"Michael Kim",NA,67.83,407,6,"FirstTeeEarlyRound2ScoringAverage",2016
11,11,"Steve Wheatcroft",NA,68,68,1,"FirstTeeEarlyRound2ScoringAverage",2016
12,13,"Sam Saunders",NA,68.5,137,2,"FirstTeeEarlyRound2ScoringAverage",2016
13,14,"Jamie Donaldson",NA,69,69,1,"FirstTeeEarlyRound2ScoringAverage",2016
13,14,"Jason Dufner",NA,69,138,2,"FirstTeeEarlyRound2ScoringAverage",2016
13,14,"Zach Johnson",NA,69,69,1,"FirstTeeEarlyRound2ScoringAverage",2016
13,14,"Dustin Johnson",NA,69,138,2,"FirstTeeEarlyRound2ScoringAverage",2016
17,18,"Alex Cejka",NA,69.25,277,4,"FirstTeeEarlyRound2ScoringAverage",2016
17,18,"Marc Leishman",NA,69.25,277,4,"FirstTeeEarlyRound2ScoringAverage",2016
19,21,"Kevin Streelman",NA,69.33,208,3,"FirstTeeEarlyRound2ScoringAverage",2016
20,22,"Patton Kizzire",NA,69.5,139,2,"FirstTeeEarlyRound2ScoringAverage",2016
20,22,"Jeff Overton",NA,69.5,139,2,"FirstTeeEarlyRound2ScoringAverage",2016
20,22,"Cameron Smith",NA,69.5,278,4,"FirstTeeEarlyRound2ScoringAverage",2016
20,22,"Michael Thompson",NA,69.5,278,4,"FirstTeeEarlyRound2ScoringAverage",2016
24,27,"Charley Hoffman",NA,69.67,209,3,"FirstTeeEarlyRound2ScoringAverage",2016
24,26,"Cameron Tringale",NA,69.67,418,6,"FirstTeeEarlyRound2ScoringAverage",2016
26,30,"Si Woo Kim",NA,69.75,558,8,"FirstTeeEarlyRound2ScoringAverage",2016
26,27,"Francesco Molinari",NA,69.75,279,4,"FirstTeeEarlyRound2ScoringAverage",2016
26,30,"Scott Piercy",NA,69.75,279,4,"FirstTeeEarlyRound2ScoringAverage",2016
26,30,"Patrick Rodgers",NA,69.75,279,4,"FirstTeeEarlyRound2ScoringAverage",2016
30,34,"Paul Casey",NA,69.8,349,5,"FirstTeeEarlyRound2ScoringAverage",2016
30,34,"Roberto Castro",NA,69.8,349,5,"FirstTeeEarlyRound2ScoringAverage",2016
30,34,"Jim Herman",NA,69.8,349,5,"FirstTeeEarlyRound2ScoringAverage",2016
30,18,"Charles Howell III",NA,69.8,349,5,"FirstTeeEarlyRound2ScoringAverage",2016
34,37,"Kyle Stanley",NA,69.83,419,6,"FirstTeeEarlyRound2ScoringAverage",2016
35,38,"Troy Merritt",NA,69.86,489,7,"FirstTeeEarlyRound2ScoringAverage",2016
36,39,"Daniel Berger",NA,70,280,4,"FirstTeeEarlyRound2ScoringAverage",2016
36,39,"Derek Fathauer",NA,70,350,5,"FirstTeeEarlyRound2ScoringAverage",2016
36,39,"Brian Harman",NA,70,490,7,"FirstTeeEarlyRound2ScoringAverage",2016
36,39,"Freddie Jacobson",NA,70,280,4,"FirstTeeEarlyRound2ScoringAverage",2016
36,39,"Colt Knost",NA,70,350,5,"FirstTeeEarlyRound2ScoringAverage",2016
36,39,"Brooks Koepka",NA,70,70,1,"FirstTeeEarlyRound2ScoringAverage",2016
36,39,"Anirban Lahiri",NA,70,140,2,"FirstTeeEarlyRound2ScoringAverage",2016
36,39,"Lucas Lee",NA,70,140,2,"FirstTeeEarlyRound2ScoringAverage",2016
36,39,"Seung Yul Noh",NA,70,280,4,"FirstTeeEarlyRound2ScoringAverage",2016
36,39,"Ryan Palmer",NA,70,280,4,"FirstTeeEarlyRound2ScoringAverage",2016
36,39,"Kyle Reifers",NA,70,70,1,"FirstTeeEarlyRound2ScoringAverage",2016
36,39,"Tyrone Van Aswegen",NA,70,70,1,"FirstTeeEarlyRound2ScoringAverage",2016
48,53,"Kevin Chappell",NA,70.2,351,5,"FirstTeeEarlyRound2ScoringAverage",2016
49,54,"Thomas Aiken",NA,70.25,281,4,"FirstTeeEarlyRound2ScoringAverage",2016
50,56,"KJ Choi",NA,70.33,211,3,"FirstTeeEarlyRound2ScoringAverage",2016
50,72,"Luke Donald",NA,70.33,211,3,"FirstTeeEarlyRound2ScoringAverage",2016
50,56,"Retief Goosen",NA,70.33,211,3,"FirstTeeEarlyRound2ScoringAverage",2016
50,56,"John Senden",NA,70.33,211,3,"FirstTeeEarlyRound2ScoringAverage",2016
50,11,"Nick Taylor",NA,70.33,211,3,"FirstTeeEarlyRound2ScoringAverage",2016
55,59,"Henrik Norlander",NA,70.4,352,5,"FirstTeeEarlyRound2ScoringAverage",2016
55,59,"Sean OHair",NA,70.4,352,5,"FirstTeeEarlyRound2ScoringAverage",2016
57,61,"Lucas Glover",NA,70.43,493,7,"FirstTeeEarlyRound2ScoringAverage",2016
57,61,"Will Wilcox",NA,70.43,493,7,"FirstTeeEarlyRound2ScoringAverage",2016
59,52,"David Hearn",NA,70.57,494,7,"FirstTeeEarlyRound2ScoringAverage",2016
