"SandSavesfrom30yards_RANKTHISWEEK_2011","SandSavesfrom30yards_RANKLASTWEEK_2011","SandSavesfrom30yards_PLAYERNAME_2011","SandSavesfrom30yards_ROUNDS_2011","SandSavesfrom30yards_Pct_2011","SandSavesfrom30yards_OFSAVES_2011","SandSavesfrom30yards_OFBUNKERS_2011","stat_name","year"
1,1,"Retief Goosen",50,80,4,5,"SandSavesfrom30yards",2011
2,2,"Martin Piller",63,75,6,8,"SandSavesfrom30yards",2011
3,3,"Steve Elkington",50,71.43,5,7,"SandSavesfrom30yards",2011
4,4,"Stephen Ames",69,66.67,2,3,"SandSavesfrom30yards",2011
4,4,"Ian Poulter",52,66.67,2,3,"SandSavesfrom30yards",2011
6,6,"JP Hayes",56,62.5,5,8,"SandSavesfrom30yards",2011
6,6,"Jim Renner",65,62.5,5,8,"SandSavesfrom30yards",2011
8,8,"Chris DiMarco",93,58.33,7,12,"SandSavesfrom30yards",2011
9,9,"Nate Smith",66,57.14,4,7,"SandSavesfrom30yards",2011
10,10,"David Hearn",88,55.56,5,9,"SandSavesfrom30yards",2011
11,11,"Justin Leonard",82,53.85,7,13,"SandSavesfrom30yards",2011
12,12,"Billy Horschel",75,52.94,9,17,"SandSavesfrom30yards",2011
13,13,"Kevin Chappell",78,50,7,14,"SandSavesfrom30yards",2011
13,13,"KJ Choi",77,50,4,8,"SandSavesfrom30yards",2011
13,13,"Luke Donald",73,50,4,8,"SandSavesfrom30yards",2011
13,13,"David Duval",67,50,4,8,"SandSavesfrom30yards",2011
13,13,"Ernie Els",71,50,7,14,"SandSavesfrom30yards",2011
13,13,"Bill Haas",93,50,6,12,"SandSavesfrom30yards",2011
13,13,"Richard Johnson",64,50,6,12,"SandSavesfrom30yards",2011
13,13,"Bio Kim",71,50,5,10,"SandSavesfrom30yards",2011
13,13,"Scott McCarron",65,50,4,8,"SandSavesfrom30yards",2011
13,13,"Joe Ogilvie",75,50,4,8,"SandSavesfrom30yards",2011
13,13,"John Rollins",85,50,5,10,"SandSavesfrom30yards",2011
13,13,"Heath Slocum",89,50,4,8,"SandSavesfrom30yards",2011
13,13,"Paul Stankowski",78,50,3,6,"SandSavesfrom30yards",2011
13,13,"Chris Stroud",88,50,6,12,"SandSavesfrom30yards",2011
13,13,"Bo Van Pelt",92,50,5,10,"SandSavesfrom30yards",2011
13,13,"Bubba Watson",85,50,3,6,"SandSavesfrom30yards",2011
13,13,"Mark Wilson",89,50,8,16,"SandSavesfrom30yards",2011
30,30,"Roland Thatcher",67,47.37,9,19,"SandSavesfrom30yards",2011
31,31,"Stuart Appleby",65,46.67,7,15,"SandSavesfrom30yards",2011
31,31,"Aaron Baddeley",77,46.67,7,15,"SandSavesfrom30yards",2011
31,31,"Camilo Villegas",69,46.67,7,15,"SandSavesfrom30yards",2011
34,34,"Adam Scott",60,46.15,6,13,"SandSavesfrom30yards",2011
35,35,"Matt Kuchar",94,45.45,5,11,"SandSavesfrom30yards",2011
36,36,"Joe Durant",71,44.44,4,9,"SandSavesfrom30yards",2011
36,36,"Brendan Steele",89,44.44,4,9,"SandSavesfrom30yards",2011
36,36,"Jimmy Walker",79,44.44,8,18,"SandSavesfrom30yards",2011
39,39,"Arjun Atwal",91,43.75,7,16,"SandSavesfrom30yards",2011
39,39,"Hunter Haas",96,43.75,7,16,"SandSavesfrom30yards",2011
39,39,"Kent Jones",76,43.75,7,16,"SandSavesfrom30yards",2011
42,42,"Charlie Wi",83,43.48,10,23,"SandSavesfrom30yards",2011
43,43,"Jim Furyk",87,42.86,6,14,"SandSavesfrom30yards",2011
43,43,"Kevin Kisner",70,42.86,6,14,"SandSavesfrom30yards",2011
43,43,"Rory Sabbatini",85,42.86,6,14,"SandSavesfrom30yards",2011
46,46,"Daniel Summerhays",75,42.11,8,19,"SandSavesfrom30yards",2011
47,47,"Rickie Fowler",84,41.67,5,12,"SandSavesfrom30yards",2011
47,47,"Martin Laird",77,41.67,5,12,"SandSavesfrom30yards",2011
47,47,"Zack Miller",86,41.67,5,12,"SandSavesfrom30yards",2011
50,50,"Matt Bettencourt",84,40.91,9,22,"SandSavesfrom30yards",2011
51,51,"Brian Gay",90,40,4,10,"SandSavesfrom30yards",2011
51,51,"Ryan Moore",79,40,4,10,"SandSavesfrom30yards",2011
51,51,"Charl Schwartzel",58,40,2,5,"SandSavesfrom30yards",2011
51,51,"Dean Wilson",62,40,2,5,"SandSavesfrom30yards",2011
51,51,"YE Yang",63,40,4,10,"SandSavesfrom30yards",2011
56,56,"Greg Chalmers",88,38.89,7,18,"SandSavesfrom30yards",2011
57,57,"Charles Howell III",108,38.46,5,13,"SandSavesfrom30yards",2011
57,57,"Rod Pampling",72,38.46,5,13,"SandSavesfrom30yards",2011
57,57,"John Senden",94,38.46,5,13,"SandSavesfrom30yards",2011
60,60,"Keegan Bradley",91,37.5,6,16,"SandSavesfrom30yards",2011
60,60,"Jason Day",76,37.5,6,16,"SandSavesfrom30yards",2011
60,60,"Brendon de Jonge",105,37.5,6,16,"SandSavesfrom30yards",2011
60,60,"Trevor Immelman",84,37.5,3,8,"SandSavesfrom30yards",2011
60,60,"Shaun Micheel",77,37.5,3,8,"SandSavesfrom30yards",2011
60,60,"Kevin Na",84,37.5,3,8,"SandSavesfrom30yards",2011
60,60,"Brandt Snedeker",85,37.5,6,16,"SandSavesfrom30yards",2011
60,60,"Michael Thompson",79,37.5,6,16,"SandSavesfrom30yards",2011
68,68,"Harrison Frazar",58,36.36,4,11,"SandSavesfrom30yards",2011
68,68,"Troy Merritt",63,36.36,4,11,"SandSavesfrom30yards",2011
68,68,"Phil Mickelson",79,36.36,4,11,"SandSavesfrom30yards",2011
68,68,"Chris Riley",76,36.36,4,11,"SandSavesfrom30yards",2011
