"Scramblingfrom2030yards_RANKTHISWEEK_2011","Scramblingfrom2030yards_RANKLASTWEEK_2011","Scramblingfrom2030yards_PLAYERNAME_2011","Scramblingfrom2030yards_ROUNDS_2011","Scramblingfrom2030yards_Pct_2011","Scramblingfrom2030yards_SUCCESSES_2011","Scramblingfrom2030yards_ATTEMPTS_2011","stat_name","year"
1,1,"Ian Poulter",52,70.97,22,31,"Scramblingfrom2030yards",2011
2,2,"Luke Donald",73,67.24,39,58,"Scramblingfrom2030yards",2011
3,3,"Greg Chalmers",88,66.09,76,115,"Scramblingfrom2030yards",2011
4,4,"Jason Day",76,65.52,38,58,"Scramblingfrom2030yards",2011
5,5,"Alex Cejka",59,64.86,24,37,"Scramblingfrom2030yards",2011
6,6,"Woody Austin",59,63.41,26,41,"Scramblingfrom2030yards",2011
7,7,"Steve Elkington",50,62.96,34,54,"Scramblingfrom2030yards",2011
7,7,"Kevin Na",84,62.96,51,81,"Scramblingfrom2030yards",2011
9,9,"Andres Gonzales",60,62.86,22,35,"Scramblingfrom2030yards",2011
10,10,"David Mathis",83,61.54,48,78,"Scramblingfrom2030yards",2011
11,11,"Chris Kirk",87,61.25,49,80,"Scramblingfrom2030yards",2011
12,12,"Jason Dufner",78,61.19,41,67,"Scramblingfrom2030yards",2011
13,13,"Sergio Garcia",61,60.98,25,41,"Scramblingfrom2030yards",2011
14,14,"Brian Gay",90,60.92,53,87,"Scramblingfrom2030yards",2011
15,15,"Mark Wilson",89,60.76,48,79,"Scramblingfrom2030yards",2011
16,16,"David Toms",78,60.71,34,56,"Scramblingfrom2030yards",2011
17,17,"Shaun Micheel",77,60.24,50,83,"Scramblingfrom2030yards",2011
18,18,"Chris Riley",76,60,51,85,"Scramblingfrom2030yards",2011
19,19,"Bryce Molder",82,59.8,61,102,"Scramblingfrom2030yards",2011
20,20,"Steve Stricker",70,59.65,34,57,"Scramblingfrom2030yards",2011
21,21,"Charles Howell III",108,59.55,53,89,"Scramblingfrom2030yards",2011
22,22,"Nate Smith",66,59.46,44,74,"Scramblingfrom2030yards",2011
23,23,"Stephen Ames",69,59.42,41,69,"Scramblingfrom2030yards",2011
23,23,"Paul Stankowski",78,59.42,41,69,"Scramblingfrom2030yards",2011
25,25,"Spencer Levin",113,58.24,53,91,"Scramblingfrom2030yards",2011
26,26,"Chris Couch",73,58.23,46,79,"Scramblingfrom2030yards",2011
26,26,"Justin Leonard",82,58.23,46,79,"Scramblingfrom2030yards",2011
26,26,"Hunter Mahan",92,58.23,46,79,"Scramblingfrom2030yards",2011
