"AveragePuttingDistanceGIR3Putts_RANKTHISWEEK_2005","AveragePuttingDistanceGIR3Putts_RANKLASTWEEK_2005","AveragePuttingDistanceGIR3Putts_PLAYERNAME_2005","AveragePuttingDistanceGIR3Putts_ROUNDS_2005","AveragePuttingDistanceGIR3Putts_AVG_2005","AveragePuttingDistanceGIR3Putts_DISTANCEFEET_2005","AveragePuttingDistanceGIR3Putts_TOTALPUTTS_2005","stat_name","year"
1,1,"Jay Haas",54,NA,9.364,15,"AveragePuttingDistanceGIR3Putts",2005
1,1,"John Senden",101,NA,24.325,39,"AveragePuttingDistanceGIR3Putts",2005
3,3,"Ben Curtis",65,NA,12.277,20,"AveragePuttingDistanceGIR3Putts",2005
4,4,"Kevin Sutherland",89,NA,23.551,39,"AveragePuttingDistanceGIR3Putts",2005
5,5,"Jesper Parnevik",84,NA,11.46,19,"AveragePuttingDistanceGIR3Putts",2005
6,6,"Todd Hamilton",94,NA,14.972,25,"AveragePuttingDistanceGIR3Putts",2005
7,7,"Larry Mize",54,NA,14.223,24,"AveragePuttingDistanceGIR3Putts",2005
8,8,"Shaun Micheel",81,NA,18.899,32,"AveragePuttingDistanceGIR3Putts",2005
9,9,"Aaron Baddeley",84,NA,15.231,26,"AveragePuttingDistanceGIR3Putts",2005
10,10,"Bart Bryant",91,NA,18.117,31,"AveragePuttingDistanceGIR3Putts",2005
10,10,"John Elliott",58,NA,14.606,25,"AveragePuttingDistanceGIR3Putts",2005
12,12,"Jay Williamson",53,NA,12.234,21,"AveragePuttingDistanceGIR3Putts",2005
13,13,"Brad Faxon",75,NA,8.717,15,"AveragePuttingDistanceGIR3Putts",2005
14,14,"Richard Johnson",50,NA,10.998,19,"AveragePuttingDistanceGIR3Putts",2005
15,15,"Bob Tway",87,NA,12.717,22,"AveragePuttingDistanceGIR3Putts",2005
16,16,"Len Mattiace",86,NA,17.22,30,"AveragePuttingDistanceGIR3Putts",2005
17,17,"Harrison Frazar",105,NA,22.747,40,"AveragePuttingDistanceGIR3Putts",2005
18,18,"Jonathan Kaye",77,NA,18.181,32,"AveragePuttingDistanceGIR3Putts",2005
19,19,"Jeff Brehaut",71,NA,12.987,23,"AveragePuttingDistanceGIR3Putts",2005
20,20,"Michael Allen",90,NA,15.187,27,"AveragePuttingDistanceGIR3Putts",2005
21,21,"Lee Westwood",50,NA,9.535,17,"AveragePuttingDistanceGIR3Putts",2005
22,22,"Jim Furyk",94,NA,16.187,29,"AveragePuttingDistanceGIR3Putts",2005
22,22,"Padraig Harrington",50,NA,9.492,17,"AveragePuttingDistanceGIR3Putts",2005
24,24,"John Daly",78,NA,14.472,26,"AveragePuttingDistanceGIR3Putts",2005
25,25,"Luke Donald",67,NA,8.901,16,"AveragePuttingDistanceGIR3Putts",2005
26,26,"James Driscoll",73,NA,14.433,26,"AveragePuttingDistanceGIR3Putts",2005
27,27,"Tim Petrovic",97,NA,17.622,32,"AveragePuttingDistanceGIR3Putts",2005
28,28,"John Cook",72,NA,10.432,19,"AveragePuttingDistanceGIR3Putts",2005
29,29,"JJ Henry",102,NA,26.691,49,"AveragePuttingDistanceGIR3Putts",2005
29,29,"Rocco Mediate",73,NA,24.521,45,"AveragePuttingDistanceGIR3Putts",2005
31,31,"Duffy Waldorf",86,NA,20.056,37,"AveragePuttingDistanceGIR3Putts",2005
32,32,"Brent Geiberger",61,NA,6.486,12,"AveragePuttingDistanceGIR3Putts",2005
32,32,"Chris Smith",93,NA,31.932,59,"AveragePuttingDistanceGIR3Putts",2005
34,34,"Bill Glasson",54,NA,11.349,21,"AveragePuttingDistanceGIR3Putts",2005
34,34,"Joey Sindelar",104,NA,28.642,53,"AveragePuttingDistanceGIR3Putts",2005
36,36,"Vijay Singh",111,NA,19.418,36,"AveragePuttingDistanceGIR3Putts",2005
36,36,"Kirk Triplett",55,NA,7.01,13,"AveragePuttingDistanceGIR3Putts",2005
38,38,"Paul Azinger",66,NA,12.829,24,"AveragePuttingDistanceGIR3Putts",2005
38,38,"Tom Gillis",77,NA,16.036,30,"AveragePuttingDistanceGIR3Putts",2005
40,40,"Phillip Price",77,NA,11.194,21,"AveragePuttingDistanceGIR3Putts",2005
40,40,"Scott Verplank",87,NA,13.853,26,"AveragePuttingDistanceGIR3Putts",2005
42,42,"Charles Howell III",95,NA,17.008,32,"AveragePuttingDistanceGIR3Putts",2005
43,43,"Bob Estes",92,NA,15.932,30,"AveragePuttingDistanceGIR3Putts",2005
43,43,"Skip Kendall",80,NA,18.056,34,"AveragePuttingDistanceGIR3Putts",2005
43,43,"Frank Lickliter II",100,NA,23.36,44,"AveragePuttingDistanceGIR3Putts",2005
43,43,"Charlie Wi",67,NA,12.749,24,"AveragePuttingDistanceGIR3Putts",2005
47,47,"Rich Beem",66,NA,13.233,25,"AveragePuttingDistanceGIR3Putts",2005
48,48,"Franklin Langham",91,NA,16.37,31,"AveragePuttingDistanceGIR3Putts",2005
48,48,"Ted Purdy",122,NA,31.181,59,"AveragePuttingDistanceGIR3Putts",2005
50,50,"Craig Barlow",81,NA,18.961,36,"AveragePuttingDistanceGIR3Putts",2005
50,50,"Will Ma Kenzie",75,NA,23.193,44,"AveragePuttingDistanceGIR3Putts",2005
52,52,"Bo Van Pelt",112,NA,27.872,53,"AveragePuttingDistanceGIR3Putts",2005
53,53,"Steve Allan",102,NA,37.296,71,"AveragePuttingDistanceGIR3Putts",2005
53,53,"Geoff Ogilvy",97,NA,16.811,32,"AveragePuttingDistanceGIR3Putts",2005
55,55,"Stephen Leaney",89,NA,22.474,43,"AveragePuttingDistanceGIR3Putts",2005
55,55,"Brenden Pappas",51,NA,8.899,17,"AveragePuttingDistanceGIR3Putts",2005
55,55,"Kenny Perry",82,NA,21.439,41,"AveragePuttingDistanceGIR3Putts",2005
58,58,"Mathias Gronberg",60,NA,23.429,45,"AveragePuttingDistanceGIR3Putts",2005
58,58,"Tom Lehman",69,NA,11.988,23,"AveragePuttingDistanceGIR3Putts",2005
60,60,"Todd Fischer",99,NA,13.006,25,"AveragePuttingDistanceGIR3Putts",2005
60,60,"Arron Oberholser",65,NA,12.998,25,"AveragePuttingDistanceGIR3Putts",2005
62,62,"Phil Mickelson",81,NA,15.042,29,"AveragePuttingDistanceGIR3Putts",2005
63,63,"Chad Campbell",95,NA,16.56,32,"AveragePuttingDistanceGIR3Putts",2005
63,63,"Scott McCarron",78,NA,13.985,27,"AveragePuttingDistanceGIR3Putts",2005
63,63,"Rod Pampling",89,NA,16.053,31,"AveragePuttingDistanceGIR3Putts",2005
66,66,"David Hearn",68,NA,21.702,42,"AveragePuttingDistanceGIR3Putts",2005
66,66,"Neal Lancaster",95,NA,21.21,41,"AveragePuttingDistanceGIR3Putts",2005
68,68,"John Rollins",97,NA,21.584,42,"AveragePuttingDistanceGIR3Putts",2005
69,69,"Tim Herron",100,NA,19.489,38,"AveragePuttingDistanceGIR3Putts",2005
69,69,"Joey Snyder III",102,NA,22.557,44,"AveragePuttingDistanceGIR3Putts",2005
71,71,"Robert Gamez",91,NA,17.39,34,"AveragePuttingDistanceGIR3Putts",2005
71,71,"Corey Pavin",77,NA,12.78,25,"AveragePuttingDistanceGIR3Putts",2005
73,73,"Ryan Palmer",101,NA,15.302,30,"AveragePuttingDistanceGIR3Putts",2005
74,74,"Stephen Ames",82,NA,12.725,25,"AveragePuttingDistanceGIR3Putts",2005
74,74,"Pat Perez",89,NA,18.833,37,"AveragePuttingDistanceGIR3Putts",2005
74,74,"Craig Perks",67,NA,17.799,35,"AveragePuttingDistanceGIR3Putts",2005
77,77,"Chris DiMarco",83,NA,8.132,16,"AveragePuttingDistanceGIR3Putts",2005
78,78,"Lucas Glover",88,NA,17.741,35,"AveragePuttingDistanceGIR3Putts",2005
78,78,"Roland Thatcher",75,NA,28.374,56,"AveragePuttingDistanceGIR3Putts",2005
80,80,"Ben Crane",78,NA,11.639,23,"AveragePuttingDistanceGIR3Putts",2005
81,81,"Bernhard Langer",67,NA,13.63,27,"AveragePuttingDistanceGIR3Putts",2005
82,82,"Robert Damron",89,NA,19.131,38,"AveragePuttingDistanceGIR3Putts",2005
82,82,"Jerry Kelly",101,NA,14.597,29,"AveragePuttingDistanceGIR3Putts",2005
82,82,"Dennis Paulson",63,NA,14.573,29,"AveragePuttingDistanceGIR3Putts",2005
82,82,"Chris Riley",67,NA,13.067,26,"AveragePuttingDistanceGIR3Putts",2005
82,82,"Tiger Woods",76,NA,9.556,19,"AveragePuttingDistanceGIR3Putts",2005
87,87,"Jonathan Byrd",103,NA,25.613,51,"AveragePuttingDistanceGIR3Putts",2005
87,87,"Kevin Na",88,NA,18.06,36,"AveragePuttingDistanceGIR3Putts",2005
87,87,"Greg Owen",84,NA,18.076,36,"AveragePuttingDistanceGIR3Putts",2005
87,87,"Adam Scott",72,NA,12.036,24,"AveragePuttingDistanceGIR3Putts",2005
91,91,"Briny Baird",98,NA,23.047,46,"AveragePuttingDistanceGIR3Putts",2005
92,92,"Robert Allenby",95,NA,19.49,39,"AveragePuttingDistanceGIR3Putts",2005
92,92,"KJ Choi",78,NA,11.009,22,"AveragePuttingDistanceGIR3Putts",2005
92,92,"Carl Pettersson",109,NA,18.497,37,"AveragePuttingDistanceGIR3Putts",2005
92,92,"Kevin Stadler",96,NA,19.984,40,"AveragePuttingDistanceGIR3Putts",2005
96,96,"Bradley Hughes",52,NA,14.979,30,"AveragePuttingDistanceGIR3Putts",2005
97,97,"Joe Durant",81,NA,26.886,54,"AveragePuttingDistanceGIR3Putts",2005
97,97,"Mark Hensby",70,NA,13.449,27,"AveragePuttingDistanceGIR3Putts",2005
97,97,"Darron Stiles",78,NA,19.41,39,"AveragePuttingDistanceGIR3Putts",2005
100,100,"Jeff Sluman",94,NA,16.412,33,"AveragePuttingDistanceGIR3Putts",2005
100,100,"Steve Stricker",62,NA,8.451,17,"AveragePuttingDistanceGIR3Putts",2005
102,102,"Danny Briggs",70,NA,18.852,38,"AveragePuttingDistanceGIR3Putts",2005
