"Last5EventsAccuracy_RANKTHISWEEK_2010","Last5EventsAccuracy_RANKLASTWEEK_2010","Last5EventsAccuracy_PLAYERNAME_2010","Last5EventsAccuracy_EVENTS_2010","Last5EventsAccuracy_RATING_2010","stat_name","year"
1,1,"Roger Tambellini",1,8.9,"Last5EventsAccuracy",2010
2,2,"Chez Reavie",2,8.8,"Last5EventsAccuracy",2010
3,3,"Peter Hanson",1,8.5,"Last5EventsAccuracy",2010
3,3,"Jon Mills",1,8.5,"Last5EventsAccuracy",2010
5,5,"Mark Hensby",1,8.4,"Last5EventsAccuracy",2010
6,73,"Rickie Fowler",1,8.3,"Last5EventsAccuracy",2010
6,6,"Tom Lehman",1,8.3,"Last5EventsAccuracy",2010
6,6,"Jeff Maggert",2,8.3,"Last5EventsAccuracy",2010
6,6,"Louis Oosthuizen",1,8.3,"Last5EventsAccuracy",2010
10,9,"Robert Gamez",1,8.2,"Last5EventsAccuracy",2010
10,9,"Richard Johnson",2,8.2,"Last5EventsAccuracy",2010
10,9,"Kent Jones",2,8.2,"Last5EventsAccuracy",2010
10,9,"Greg Kraft",1,8.2,"Last5EventsAccuracy",2010
10,9,"Colin Montgomerie",1,8.2,"Last5EventsAccuracy",2010
15,14,"Guy Boros",2,8.1,"Last5EventsAccuracy",2010
15,14,"James Kingston",1,8.1,"Last5EventsAccuracy",2010
15,14,"Rocco Mediate",4,8.1,"Last5EventsAccuracy",2010
18,18,"Martin Kaymer",1,8,"Last5EventsAccuracy",2010
18,18,"Colt Knost",1,8,"Last5EventsAccuracy",2010
18,18,"Len Mattiace",1,8,"Last5EventsAccuracy",2010
18,18,"Tag Ridings",1,8,"Last5EventsAccuracy",2010
22,22,"Chad Campbell",4,7.9,"Last5EventsAccuracy",2010
22,22,"Jeff Gove",2,7.9,"Last5EventsAccuracy",2010
22,22,"Paul Goydos",3,7.9,"Last5EventsAccuracy",2010
22,22,"Alex Hamilton",1,7.9,"Last5EventsAccuracy",2010
22,22,"Jamie Lovemark",3,7.9,"Last5EventsAccuracy",2010
22,22,"Chris Riley",2,7.9,"Last5EventsAccuracy",2010
28,28,"Craig Bowden",2,7.8,"Last5EventsAccuracy",2010
28,28,"Tim Clark",3,7.8,"Last5EventsAccuracy",2010
28,28,"JP Hayes",2,7.8,"Last5EventsAccuracy",2010
28,28,"John Huston",2,7.8,"Last5EventsAccuracy",2010
28,28,"Steve Lowery",1,7.8,"Last5EventsAccuracy",2010
28,28,"Brock Mackenzie",1,7.8,"Last5EventsAccuracy",2010
28,28,"Geoff Ogilvy",3,7.8,"Last5EventsAccuracy",2010
28,28,"Paul Stankowski",3,7.8,"Last5EventsAccuracy",2010
36,36,"Joe Durant",5,7.7,"Last5EventsAccuracy",2010
36,94,"David Duval",2,7.7,"Last5EventsAccuracy",2010
36,36,"Jimmy Walker",1,7.7,"Last5EventsAccuracy",2010
36,36,"Charles Warren",3,7.7,"Last5EventsAccuracy",2010
36,36,"Nick Watney",3,7.7,"Last5EventsAccuracy",2010
36,36,"Lee Westwood",1,7.7,"Last5EventsAccuracy",2010
42,42,"Shane Bertsch",3,7.6,"Last5EventsAccuracy",2010
42,42,"Mark Brooks",2,7.6,"Last5EventsAccuracy",2010
42,42,"Michael Connell",4,7.6,"Last5EventsAccuracy",2010
42,42,"Ross Fisher",1,7.6,"Last5EventsAccuracy",2010
42,42,"Miguel Angel Jimenez",1,7.6,"Last5EventsAccuracy",2010
42,51,"Jerry Kelly",4,7.6,"Last5EventsAccuracy",2010
42,42,"Kenny Perry",2,7.6,"Last5EventsAccuracy",2010
42,42,"Jeff Quinney",2,7.6,"Last5EventsAccuracy",2010
42,42,"Brandt Snedeker",3,7.6,"Last5EventsAccuracy",2010
42,42,"Mark Wilson",4,7.6,"Last5EventsAccuracy",2010
52,51,"Tom Byrum",1,7.5,"Last5EventsAccuracy",2010
52,51,"Paul Casey",3,7.5,"Last5EventsAccuracy",2010
52,51,"Graham DeLaet",4,7.5,"Last5EventsAccuracy",2010
52,51,"Sergio Garcia",2,7.5,"Last5EventsAccuracy",2010
52,51,"Jason Gore",1,7.5,"Last5EventsAccuracy",2010
52,51,"Spencer Levin",3,7.5,"Last5EventsAccuracy",2010
52,73,"Davis Love III",4,7.5,"Last5EventsAccuracy",2010
52,51,"Jason Schultz",1,7.5,"Last5EventsAccuracy",2010
52,51,"John Senden",4,7.5,"Last5EventsAccuracy",2010
52,51,"Jay Williamson",1,7.5,"Last5EventsAccuracy",2010
52,51,"Dean Wilson",3,7.5,"Last5EventsAccuracy",2010
63,62,"Robert Allenby",3,7.4,"Last5EventsAccuracy",2010
63,62,"Stewart Cink",4,7.4,"Last5EventsAccuracy",2010
63,62,"Glen Day",2,7.4,"Last5EventsAccuracy",2010
63,62,"Rob Grube",1,7.4,"Last5EventsAccuracy",2010
63,62,"Thongchai Jaidee",1,7.4,"Last5EventsAccuracy",2010
63,62,"Will Ma Kenzie",3,7.4,"Last5EventsAccuracy",2010
63,62,"Edoardo Molinari",1,7.4,"Last5EventsAccuracy",2010
63,62,"Ryan Moore",3,7.4,"Last5EventsAccuracy",2010
63,62,"Heath Slocum",3,7.4,"Last5EventsAccuracy",2010
63,36,"Steve Stricker",3,7.4,"Last5EventsAccuracy",2010
63,62,"Vaughn Taylor",2,7.4,"Last5EventsAccuracy",2010
63,62,"David Toms",4,7.4,"Last5EventsAccuracy",2010
75,73,"Michael Allen",3,7.3,"Last5EventsAccuracy",2010
75,73,"Brian Davis",2,7.3,"Last5EventsAccuracy",2010
75,73,"Brendon de Jonge",5,7.3,"Last5EventsAccuracy",2010
75,73,"John Ellis",1,7.3,"Last5EventsAccuracy",2010
75,73,"Trevor Immelman",1,7.3,"Last5EventsAccuracy",2010
75,73,"Bryce Molder",2,7.3,"Last5EventsAccuracy",2010
75,73,"Sean OHair",2,7.3,"Last5EventsAccuracy",2010
75,73,"Cameron Percy",2,7.3,"Last5EventsAccuracy",2010
83,83,"Lucas Glover",2,7.2,"Last5EventsAccuracy",2010
83,83,"Charley Hoffman",4,7.2,"Last5EventsAccuracy",2010
83,83,"Ryuji Imada",3,7.2,"Last5EventsAccuracy",2010
83,83,"Soren Kjeldsen",1,7.2,"Last5EventsAccuracy",2010
83,94,"Justin Leonard",3,7.2,"Last5EventsAccuracy",2010
83,83,"John Mallinger",2,7.2,"Last5EventsAccuracy",2010
83,83,"Corey Pavin",4,7.2,"Last5EventsAccuracy",2010
83,83,"Tim Petrovic",4,7.2,"Last5EventsAccuracy",2010
83,83,"Rory Sabbatini",2,7.2,"Last5EventsAccuracy",2010
83,83,"Vijay Singh",3,7.2,"Last5EventsAccuracy",2010
83,83,"Kyle Stanley",1,7.2,"Last5EventsAccuracy",2010
83,83,"Tiger Woods",3,7.2,"Last5EventsAccuracy",2010
95,94,"Steve Allan",1,7.1,"Last5EventsAccuracy",2010
95,94,"Briny Baird",2,7.1,"Last5EventsAccuracy",2010
95,94,"Kris Blanks",2,7.1,"Last5EventsAccuracy",2010
95,94,"Ben Curtis",3,7.1,"Last5EventsAccuracy",2010
95,94,"Jason Dufner",3,7.1,"Last5EventsAccuracy",2010
95,94,"Harrison Frazar",2,7.1,"Last5EventsAccuracy",2010
95,94,"Brian Gay",4,7.1,"Last5EventsAccuracy",2010
95,94,"JJ Henry",4,7.1,"Last5EventsAccuracy",2010
95,94,"Hunter Mahan",3,7.1,"Last5EventsAccuracy",2010
95,94,"Francesco Molinari",1,7.1,"Last5EventsAccuracy",2010
95,94,"Joe Ogilvie",1,7.1,"Last5EventsAccuracy",2010
95,94,"Adam Scott",3,7.1,"Last5EventsAccuracy",2010
107,108,"Michael Bradley",1,7,"Last5EventsAccuracy",2010
107,108,"Gonzalo Fdez Castano",1,7,"Last5EventsAccuracy",2010
107,108,"Jim Furyk",3,7,"Last5EventsAccuracy",2010
