"FirstTeeLateScoringAverage_RANKTHISWEEK_2011","FirstTeeLateScoringAverage_RANKLASTWEEK_2011","FirstTeeLateScoringAverage_PLAYERNAME_2011","FirstTeeLateScoringAverage_ROUNDS_2011","FirstTeeLateScoringAverage_AVG_2011","FirstTeeLateScoringAverage_TOTALSTROKES_2011","FirstTeeLateScoringAverage_TOTAL1STTEELATEROUNDS_2011","stat_name","year"
31,31,"Angel Cabrera",50,70.29,1195,17,"FirstTeeLateScoringAverage",2011
31,31,"Brian Gay",90,70.29,1687,24,"FirstTeeLateScoringAverage",2011
31,31,"David Toms",78,70.29,2390,34,"FirstTeeLateScoringAverage",2011
34,34,"Dustin Johnson",72,70.3,2109,30,"FirstTeeLateScoringAverage",2011
35,35,"Briny Baird",60,70.33,1055,15,"FirstTeeLateScoringAverage",2011
35,35,"Jarrod Lyle",83,70.33,1477,21,"FirstTeeLateScoringAverage",2011
35,35,"Jeff Overton",92,70.33,1899,27,"FirstTeeLateScoringAverage",2011
38,38,"David Mathis",83,70.36,1548,22,"FirstTeeLateScoringAverage",2011
39,39,"Phil Mickelson",79,70.37,2463,35,"FirstTeeLateScoringAverage",2011
40,40,"JB Holmes",57,70.38,1126,16,"FirstTeeLateScoringAverage",2011
40,40,"Bill Lunde",92,70.38,1689,24,"FirstTeeLateScoringAverage",2011
40,40,"Scott Stallings",84,70.38,1478,21,"FirstTeeLateScoringAverage",2011
43,43,"Alexandre Rocha",65,70.39,1267,18,"FirstTeeLateScoringAverage",2011
43,43,"Brandt Snedeker",85,70.39,2886,41,"FirstTeeLateScoringAverage",2011
45,45,"John Merrick",71,70.42,1831,26,"FirstTeeLateScoringAverage",2011
46,46,"Kyle Stanley",98,70.43,1972,28,"FirstTeeLateScoringAverage",2011
47,47,"John Senden",94,70.44,2536,36,"FirstTeeLateScoringAverage",2011
48,48,"Hunter Haas",96,70.45,2043,29,"FirstTeeLateScoringAverage",2011
48,48,"Chris Kirk",87,70.45,1550,22,"FirstTeeLateScoringAverage",2011
50,50,"William McGirt",103,70.46,2607,37,"FirstTeeLateScoringAverage",2011
51,51,"Robert Allenby",84,70.47,1339,19,"FirstTeeLateScoringAverage",2011
52,52,"Paul Goydos",81,70.48,1762,25,"FirstTeeLateScoringAverage",2011
52,52,"Kevin Streelman",90,70.48,1762,25,"FirstTeeLateScoringAverage",2011
54,54,"Gary Woodland",93,70.49,3313,47,"FirstTeeLateScoringAverage",2011
55,55,"Pat Perez",76,70.5,1410,20,"FirstTeeLateScoringAverage",2011
56,56,"Trevor Immelman",84,70.52,2327,33,"FirstTeeLateScoringAverage",2011
57,57,"Brendon de Jonge",105,70.53,2680,38,"FirstTeeLateScoringAverage",2011
57,57,"Bubba Watson",85,70.53,2398,34,"FirstTeeLateScoringAverage",2011
59,59,"Michael Thompson",79,70.54,1975,28,"FirstTeeLateScoringAverage",2011
60,60,"Tom Gillis",55,70.56,635,9,"FirstTeeLateScoringAverage",2011
60,60,"Steve Marino",76,70.56,1905,27,"FirstTeeLateScoringAverage",2011
62,62,"Martin Laird",77,70.57,1976,28,"FirstTeeLateScoringAverage",2011
63,63,"Greg Chalmers",88,70.58,1835,26,"FirstTeeLateScoringAverage",2011
64,64,"Jimmy Walker",79,70.59,1553,22,"FirstTeeLateScoringAverage",2011
65,65,"Bill Haas",93,70.6,2824,40,"FirstTeeLateScoringAverage",2011
66,66,"Jonathan Byrd",83,70.61,1977,28,"FirstTeeLateScoringAverage",2011
66,66,"Chris Couch",73,70.61,1977,28,"FirstTeeLateScoringAverage",2011
66,66,"Ryan Moore",79,70.61,1977,28,"FirstTeeLateScoringAverage",2011
66,66,"Sean OHair",71,70.61,1271,18,"FirstTeeLateScoringAverage",2011
70,70,"Ernie Els",71,70.63,1695,24,"FirstTeeLateScoringAverage",2011
70,70,"Spencer Levin",113,70.63,2825,40,"FirstTeeLateScoringAverage",2011
72,72,"Geoff Ogilvy",69,70.64,1554,22,"FirstTeeLateScoringAverage",2011
73,73,"Tim Petrovic",88,70.65,1837,26,"FirstTeeLateScoringAverage",2011
74,74,"Robert Garrigus",83,70.68,1767,25,"FirstTeeLateScoringAverage",2011
74,74,"Billy Mayfair",94,70.68,1555,22,"FirstTeeLateScoringAverage",2011
74,74,"Vijay Singh",79,70.68,1979,28,"FirstTeeLateScoringAverage",2011
74,74,"DJ Trahan",91,70.68,1555,22,"FirstTeeLateScoringAverage",2011
78,78,"DA Points",89,70.7,1414,20,"FirstTeeLateScoringAverage",2011
79,79,"Keegan Bradley",91,70.71,2475,35,"FirstTeeLateScoringAverage",2011
79,79,"Kevin Na",84,70.71,1697,24,"FirstTeeLateScoringAverage",2011
81,81,"Shane Bertsch",62,70.73,1556,22,"FirstTeeLateScoringAverage",2011
82,82,"David Hearn",88,70.78,2265,32,"FirstTeeLateScoringAverage",2011
83,83,"Jason Dufner",78,70.79,1982,28,"FirstTeeLateScoringAverage",2011
83,83,"Ryuji Imada",83,70.79,1345,19,"FirstTeeLateScoringAverage",2011
83,83,"Nick OHern",89,70.79,2336,33,"FirstTeeLateScoringAverage",2011
86,86,"Kris Blanks",92,70.8,2124,30,"FirstTeeLateScoringAverage",2011
86,86,"Retief Goosen",50,70.8,708,10,"FirstTeeLateScoringAverage",2011
88,88,"YE Yang",63,70.81,1487,21,"FirstTeeLateScoringAverage",2011
89,89,"Billy Horschel",75,70.84,1771,25,"FirstTeeLateScoringAverage",2011
89,89,"Garrett Willis",71,70.84,1346,19,"FirstTeeLateScoringAverage",2011
91,91,"Sergio Garcia",61,70.86,2055,29,"FirstTeeLateScoringAverage",2011
92,92,"Justin Rose",79,70.87,1630,23,"FirstTeeLateScoringAverage",2011
93,93,"Blake Adams",116,70.88,1772,25,"FirstTeeLateScoringAverage",2011
93,93,"Jason Bohn",74,70.88,1205,17,"FirstTeeLateScoringAverage",2011
95,95,"Jim Renner",65,70.92,922,13,"FirstTeeLateScoringAverage",2011
96,96,"Joe Ogilvie",75,70.95,1348,19,"FirstTeeLateScoringAverage",2011
97,97,"Stephen Ames",69,70.96,1632,23,"FirstTeeLateScoringAverage",2011
97,97,"Jerry Kelly",85,70.96,1774,25,"FirstTeeLateScoringAverage",2011
99,99,"Ricky Barnes",78,70.97,2058,29,"FirstTeeLateScoringAverage",2011
100,100,"Woody Austin",59,71,923,13,"FirstTeeLateScoringAverage",2011
100,100,"Harrison Frazar",58,71,994,14,"FirstTeeLateScoringAverage",2011
100,100,"Fabian Gomez",84,71,1562,22,"FirstTeeLateScoringAverage",2011
100,100,"Matt Jones",71,71,1278,18,"FirstTeeLateScoringAverage",2011
100,100,"Aron Price",58,71,1278,18,"FirstTeeLateScoringAverage",2011
100,100,"Josh Teater",104,71,2059,29,"FirstTeeLateScoringAverage",2011
100,100,"Marc Turnesa",54,71,710,10,"FirstTeeLateScoringAverage",2011
100,100,"Mark Wilson",89,71,2059,29,"FirstTeeLateScoringAverage",2011
108,108,"Jhonattan Vegas",84,71.03,2060,29,"FirstTeeLateScoringAverage",2011
109,109,"Davis Love III",70,71.06,2203,31,"FirstTeeLateScoringAverage",2011
110,110,"Lucas Glover",74,71.07,2061,29,"FirstTeeLateScoringAverage",2011
110,110,"Tim Herron",85,71.07,1990,28,"FirstTeeLateScoringAverage",2011
112,112,"Ben Curtis",66,71.08,853,12,"FirstTeeLateScoringAverage",2011
112,112,"Johnson Wagner",81,71.08,1777,25,"FirstTeeLateScoringAverage",2011
114,114,"Cameron Tringale",110,71.09,2346,33,"FirstTeeLateScoringAverage",2011
115,115,"Justin Leonard",82,71.1,2062,29,"FirstTeeLateScoringAverage",2011
116,116,"Charlie Wi",83,71.13,1636,23,"FirstTeeLateScoringAverage",2011
117,117,"Camilo Villegas",69,71.14,1992,28,"FirstTeeLateScoringAverage",2011
118,118,"Steve Flesch",88,71.15,1921,27,"FirstTeeLateScoringAverage",2011
119,119,"Chris DiMarco",93,71.16,1779,25,"FirstTeeLateScoringAverage",2011
120,120,"Arjun Atwal",91,71.17,1281,18,"FirstTeeLateScoringAverage",2011
120,120,"Graeme McDowell",50,71.17,1281,18,"FirstTeeLateScoringAverage",2011
122,122,"Brian Davis",105,71.18,2776,39,"FirstTeeLateScoringAverage",2011
123,123,"Chris Stroud",88,71.23,1852,26,"FirstTeeLateScoringAverage",2011
124,124,"Cameron Beckman",71,71.24,1211,17,"FirstTeeLateScoringAverage",2011
124,124,"Scott Gutschewski",67,71.24,1211,17,"FirstTeeLateScoringAverage",2011
126,126,"Chad Campbell",99,71.25,1995,28,"FirstTeeLateScoringAverage",2011
126,126,"Rod Pampling",72,71.25,1710,24,"FirstTeeLateScoringAverage",2011
128,128,"Charl Schwartzel",58,71.3,1426,20,"FirstTeeLateScoringAverage",2011
129,129,"Kevin Kisner",70,71.31,1141,16,"FirstTeeLateScoringAverage",2011
130,130,"Sung Kang",63,71.37,1356,19,"FirstTeeLateScoringAverage",2011
131,131,"Roland Thatcher",67,71.38,1499,21,"FirstTeeLateScoringAverage",2011
132,132,"Bobby Gates",82,71.39,1285,18,"FirstTeeLateScoringAverage",2011
132,132,"Daniel Summerhays",75,71.39,1285,18,"FirstTeeLateScoringAverage",2011
134,134,"DJ Brigman",67,71.4,714,10,"FirstTeeLateScoringAverage",2011
135,135,"Scott Piercy",78,71.41,1571,22,"FirstTeeLateScoringAverage",2011
136,136,"Richard Johnson",64,71.44,643,9,"FirstTeeLateScoringAverage",2011
137,137,"Zack Miller",86,71.45,1572,22,"FirstTeeLateScoringAverage",2011
138,138,"Heath Slocum",89,71.46,1715,24,"FirstTeeLateScoringAverage",2011
139,139,"Joseph Bramlett",73,71.47,1215,17,"FirstTeeLateScoringAverage",2011
139,139,"Ben Crane",76,71.47,1358,19,"FirstTeeLateScoringAverage",2011
141,141,"Troy Matteson",91,71.52,2074,29,"FirstTeeLateScoringAverage",2011
142,142,"Brendan Steele",89,71.53,2289,32,"FirstTeeLateScoringAverage",2011
143,143,"Anthony Kim",72,71.54,1717,24,"FirstTeeLateScoringAverage",2011
144,144,"Shaun Micheel",77,71.56,1288,18,"FirstTeeLateScoringAverage",2011
145,145,"Vaughn Taylor",89,71.58,2219,31,"FirstTeeLateScoringAverage",2011
146,146,"Michael Putnam",67,71.6,1074,15,"FirstTeeLateScoringAverage",2011
146,146,"Dean Wilson",62,71.6,1432,20,"FirstTeeLateScoringAverage",2011
148,148,"Alex Cejka",59,71.61,1289,18,"FirstTeeLateScoringAverage",2011
148,148,"Kevin Chappell",78,71.61,1647,23,"FirstTeeLateScoringAverage",2011
148,148,"Michael Connell",76,71.61,1647,23,"FirstTeeLateScoringAverage",2011
151,151,"Chris Riley",76,71.65,1648,23,"FirstTeeLateScoringAverage",2011
152,152,"Lee Janzen",62,71.67,860,12,"FirstTeeLateScoringAverage",2011
152,152,"Kent Jones",76,71.67,1505,21,"FirstTeeLateScoringAverage",2011
152,152,"Ian Poulter",52,71.67,1075,15,"FirstTeeLateScoringAverage",2011
155,155,"Ben Martin",74,71.68,1362,19,"FirstTeeLateScoringAverage",2011
156,156,"Rickie Fowler",84,71.69,2581,36,"FirstTeeLateScoringAverage",2011
156,156,"Boo Weekley",66,71.69,932,13,"FirstTeeLateScoringAverage",2011
158,158,"Steven Bowditch",86,71.74,1650,23,"FirstTeeLateScoringAverage",2011
159,159,"Rory Sabbatini",85,71.8,1436,20,"FirstTeeLateScoringAverage",2011
160,160,"Charley Hoffman",93,71.82,1580,22,"FirstTeeLateScoringAverage",2011
161,161,"Ryan Palmer",82,71.86,2012,28,"FirstTeeLateScoringAverage",2011
162,162,"Steve Elkington",50,71.87,1078,15,"FirstTeeLateScoringAverage",2011
163,163,"Nathan Green",81,71.89,1294,18,"FirstTeeLateScoringAverage",2011
163,163,"JP Hayes",56,71.89,1366,19,"FirstTeeLateScoringAverage",2011
165,165,"Stewart Cink",72,71.92,1798,25,"FirstTeeLateScoringAverage",2011
166,166,"Martin Piller",63,71.93,1007,14,"FirstTeeLateScoringAverage",2011
166,166,"Alex Prugh",82,71.93,1007,14,"FirstTeeLateScoringAverage",2011
168,168,"Stuart Appleby",65,72,1512,21,"FirstTeeLateScoringAverage",2011
168,168,"JJ Henry",96,72,1872,26,"FirstTeeLateScoringAverage",2011
168,168,"Troy Merritt",63,72,720,10,"FirstTeeLateScoringAverage",2011
168,168,"Nate Smith",66,72,1080,15,"FirstTeeLateScoringAverage",2011
172,172,"Matt Bettencourt",84,72.05,1513,21,"FirstTeeLateScoringAverage",2011
172,172,"James Driscoll",71,72.05,1585,22,"FirstTeeLateScoringAverage",2011
174,174,"Andres Gonzales",60,72.08,865,12,"FirstTeeLateScoringAverage",2011
175,175,"Joe Durant",71,72.17,1299,18,"FirstTeeLateScoringAverage",2011
176,176,"Derek Lamely",65,72.19,1155,16,"FirstTeeLateScoringAverage",2011
177,177,"Will Strickler",51,72.2,722,10,"FirstTeeLateScoringAverage",2011
178,178,"Colt Knost",80,72.24,1806,25,"FirstTeeLateScoringAverage",2011
179,179,"David Duval",67,72.27,1084,15,"FirstTeeLateScoringAverage",2011
180,180,"Bio Kim",71,72.36,1013,14,"FirstTeeLateScoringAverage",2011
181,181,"Paul Stankowski",78,72.38,1520,21,"FirstTeeLateScoringAverage",2011
182,182,"Tag Ridings",87,72.4,1448,20,"FirstTeeLateScoringAverage",2011
183,183,"Marc Leishman",87,72.42,1376,19,"FirstTeeLateScoringAverage",2011
184,184,"Rich Beem",53,72.92,875,12,"FirstTeeLateScoringAverage",2011
185,185,"Justin Hicks",60,73.2,1098,15,"FirstTeeLateScoringAverage",2011
186,186,"Rocco Mediate",53,73.38,954,13,"FirstTeeLateScoringAverage",2011
