"PuttingRating_RANKTHISWEEK_2011","PuttingRating_RANKLASTWEEK_2011","PuttingRating_PLAYERNAME_2011","PuttingRating_EVENTS_2011","PuttingRating_RATING_2011","stat_name","year"
1,1,"Jordan Spieth",1,9.5,"PuttingRating",2011
2,2,"Chris Baryla",1,9.2,"PuttingRating",2011
2,2,"Shigeki Maruyama",1,9.2,"PuttingRating",2011
4,4,"Todd Fischer",1,9,"PuttingRating",2011
4,4,"Jeff Klauk",1,9,"PuttingRating",2011
6,6,"Anthony Paolucci",1,8.8,"PuttingRating",2011
6,6,"Patrick Reed",1,8.8,"PuttingRating",2011
8,8,"Michael Letzig",4,8.7,"PuttingRating",2011
8,8,"Jesper Parnevik",3,8.7,"PuttingRating",2011
8,8,"Ted Purdy",1,8.7,"PuttingRating",2011
8,8,"Chris Tidland",1,8.7,"PuttingRating",2011
12,12,"Daniel Chopra",1,8.6,"PuttingRating",2011
12,12,"Mathias Gronberg",1,8.6,"PuttingRating",2011
12,12,"Ryo Ishikawa",2,8.6,"PuttingRating",2011
12,12,"Skip Kendall",1,8.6,"PuttingRating",2011
12,12,"Peter Lonard",2,8.6,"PuttingRating",2011
12,12,"Bryce Molder",13,8.6,"PuttingRating",2011
12,12,"Kevin Na",14,8.6,"PuttingRating",2011
19,19,"Greg Chalmers",16,8.5,"PuttingRating",2011
19,19,"Jose Maria Olazabal",1,8.5,"PuttingRating",2011
19,19,"Brandt Snedeker",13,8.5,"PuttingRating",2011
22,22,"Alexander Noren",1,8.4,"PuttingRating",2011
22,22,"Brett Quigley",2,8.4,"PuttingRating",2011
22,22,"Steve Stricker",12,8.4,"PuttingRating",2011
25,25,"Guy Boros",1,8.3,"PuttingRating",2011
25,25,"Steven Bowditch",14,8.3,"PuttingRating",2011
25,25,"Angel Cabrera",6,8.3,"PuttingRating",2011
25,25,"Luke Donald",12,8.3,"PuttingRating",2011
25,25,"Richard Green",1,8.3,"PuttingRating",2011
25,25,"Morgan Hoffmann",2,8.3,"PuttingRating",2011
