"GIRPctFairwayBunker_RANKTHISWEEK_2010","GIRPctFairwayBunker_RANKLASTWEEK_2010","GIRPctFairwayBunker_PLAYERNAME_2010","GIRPctFairwayBunker_ROUNDS_2010","GIRPctFairwayBunker_Pct_2010","GIRPctFairwayBunker_GREENSHIT_2010","GIRPctFairwayBunker_HOLES_2010","GIRPctFairwayBunker_RELATIVEPAR_2010","stat_name","year"
90,90,"Rickie Fowler",98,48.2,40,83,-8,"GIRPctFairwayBunker",2010
91,91,"Jason Dufner",87,48.1,25,52,-1,"GIRPctFairwayBunker",2010
91,91,"Derek Lamely",81,48.1,26,54,-4,"GIRPctFairwayBunker",2010
91,91,"Will Ma Kenzie",72,48.1,25,52,0,"GIRPctFairwayBunker",2010
91,91,"Cameron Percy",73,48.1,25,52,-2,"GIRPctFairwayBunker",2010
95,95,"Paul Goydos",78,47.9,23,48,-5,"GIRPctFairwayBunker",2010
95,95,"Pat Perez",90,47.9,35,73,-10,"GIRPctFairwayBunker",2010
97,97,"Ben Curtis",78,47.8,22,46,-3,"GIRPctFairwayBunker",2010
97,97,"Nicholas Thompson",88,47.8,32,67,-9,"GIRPctFairwayBunker",2010
99,99,"Roger Tambellini",77,47.5,19,40,0,"GIRPctFairwayBunker",2010
100,100,"Bryce Molder",84,47.4,27,57,-3,"GIRPctFairwayBunker",2010
101,101,"David Toms",86,47.2,25,53,-10,"GIRPctFairwayBunker",2010
102,102,"Jeff Gove",57,47.1,16,34,0,"GIRPctFairwayBunker",2010
103,103,"James Driscoll",78,46.9,30,64,-7,"GIRPctFairwayBunker",2010
103,103,"Brian Stuard",81,46.9,23,49,-7,"GIRPctFairwayBunker",2010
105,105,"Chris DiMarco",88,46.8,22,47,-7,"GIRPctFairwayBunker",2010
105,105,"Matt Every",60,46.8,22,47,-6,"GIRPctFairwayBunker",2010
105,105,"Jerry Kelly",99,46.8,29,62,-7,"GIRPctFairwayBunker",2010
105,105,"Brett Quigley",96,46.8,37,79,-11,"GIRPctFairwayBunker",2010
109,109,"Ryan Palmer",84,46.4,32,69,-15,"GIRPctFairwayBunker",2010
110,110,"Jimmy Walker",82,46.2,24,52,-5,"GIRPctFairwayBunker",2010
111,111,"Michael Connell",89,46,29,63,-8,"GIRPctFairwayBunker",2010
111,111,"Lucas Glover",75,46,23,50,-2,"GIRPctFairwayBunker",2010
113,113,"Jeff Overton",89,45.9,34,74,-4,"GIRPctFairwayBunker",2010
113,113,"Ted Purdy",86,45.9,28,61,-6,"GIRPctFairwayBunker",2010
115,115,"Chris Tidland",77,45.8,27,59,-4,"GIRPctFairwayBunker",2010
116,116,"John Senden",103,45.7,32,70,-4,"GIRPctFairwayBunker",2010
117,117,"Bubba Watson",77,45.6,26,57,-3,"GIRPctFairwayBunker",2010
118,118,"Martin Laird",91,45.5,25,55,-5,"GIRPctFairwayBunker",2010
118,118,"Scott Piercy",88,45.5,35,77,-4,"GIRPctFairwayBunker",2010
120,120,"Spencer Levin",110,45.3,34,75,0,"GIRPctFairwayBunker",2010
120,120,"Kevin Streelman",90,45.3,29,64,-7,"GIRPctFairwayBunker",2010
122,122,"Charlie Wi",95,45.1,32,71,-9,"GIRPctFairwayBunker",2010
123,123,"Bob Estes",79,45,27,60,-4,"GIRPctFairwayBunker",2010
124,124,"Ryan Moore",80,44.9,22,49,-1,"GIRPctFairwayBunker",2010
125,125,"Scott McCarron",90,44.8,30,67,-9,"GIRPctFairwayBunker",2010
126,126,"Matt Bettencourt",91,44.6,29,65,-8,"GIRPctFairwayBunker",2010
127,127,"Craig Bowden",56,44.4,12,27,0,"GIRPctFairwayBunker",2010
127,127,"Retief Goosen",75,44.4,16,36,-3,"GIRPctFairwayBunker",2010
127,127,"Steve Wheatcroft",74,44.4,16,36,-5,"GIRPctFairwayBunker",2010
127,127,"Dean Wilson",54,44.4,8,18,-1,"GIRPctFairwayBunker",2010
131,131,"Stuart Appleby",101,44.3,31,70,-4,"GIRPctFairwayBunker",2010
132,132,"Matt Kuchar",97,44.2,23,52,-5,"GIRPctFairwayBunker",2010
133,133,"Chad Collins",87,44,33,75,-7,"GIRPctFairwayBunker",2010
133,133,"Brett Wetterich",54,44,22,50,-4,"GIRPctFairwayBunker",2010
135,135,"Marc Leishman",87,43.9,25,57,-8,"GIRPctFairwayBunker",2010
136,136,"Luke Donald",71,43.8,14,32,-2,"GIRPctFairwayBunker",2010
136,136,"Rory McIlroy",54,43.8,14,32,-1,"GIRPctFairwayBunker",2010
136,136,"Garth Mulroy",53,43.8,14,32,-7,"GIRPctFairwayBunker",2010
139,139,"Chris Riley",73,43.6,17,39,-2,"GIRPctFairwayBunker",2010
140,140,"Alex Cejka",81,43.5,20,46,-4,"GIRPctFairwayBunker",2010
140,140,"Steve Lowery",67,43.5,20,46,-4,"GIRPctFairwayBunker",2010
140,140,"Vijay Singh",75,43.5,20,46,-7,"GIRPctFairwayBunker",2010
140,140,"Bo Van Pelt",104,43.5,30,69,-4,"GIRPctFairwayBunker",2010
140,140,"Garrett Willis",82,43.5,20,46,-2,"GIRPctFairwayBunker",2010
145,145,"Michael Sim",64,43.4,23,53,-1,"GIRPctFairwayBunker",2010
146,146,"Brian Davis",101,43.3,29,67,-2,"GIRPctFairwayBunker",2010
146,146,"Rod Pampling",77,43.3,29,67,-3,"GIRPctFairwayBunker",2010
148,148,"Angel Cabrera",64,43.2,19,44,-1,"GIRPctFairwayBunker",2010
149,149,"Rocco Mediate",71,42.9,24,56,1,"GIRPctFairwayBunker",2010
150,150,"Justin Leonard",89,42.5,17,40,-2,"GIRPctFairwayBunker",2010
151,151,"Jarrod Lyle",54,42.1,16,38,-2,"GIRPctFairwayBunker",2010
151,151,"Josh Teater",101,42.1,32,76,2,"GIRPctFairwayBunker",2010
151,151,"Cameron Tringale",55,42.1,16,38,-3,"GIRPctFairwayBunker",2010
154,154,"Henrik Bjornstad",72,42,21,50,-1,"GIRPctFairwayBunker",2010
154,154,"Alex Prugh",88,42,29,69,-8,"GIRPctFairwayBunker",2010
156,156,"Jim Furyk",76,41.7,15,36,0,"GIRPctFairwayBunker",2010
157,157,"Mathew Goggin",85,41.4,24,58,-2,"GIRPctFairwayBunker",2010
158,158,"Johnson Wagner",85,41.3,26,63,-4,"GIRPctFairwayBunker",2010
159,159,"Bill Lunde",79,40.8,20,49,-4,"GIRPctFairwayBunker",2010
160,160,"Jason Day",82,40.5,30,74,-4,"GIRPctFairwayBunker",2010
161,161,"Cliff Kresge",50,40,10,25,-2,"GIRPctFairwayBunker",2010
161,161,"Kenny Perry",69,40,18,45,-3,"GIRPctFairwayBunker",2010
161,161,"Roland Thatcher",72,40,20,50,-6,"GIRPctFairwayBunker",2010
161,161,"Jerod Turner",54,40,18,45,-3,"GIRPctFairwayBunker",2010
161,161,"Camilo Villegas",78,40,16,40,-1,"GIRPctFairwayBunker",2010
161,161,"Chris Wilson",65,40,18,45,-3,"GIRPctFairwayBunker",2010
167,167,"Zach Johnson",93,39.7,23,58,-10,"GIRPctFairwayBunker",2010
168,168,"Brian Gay",101,39.2,20,51,-4,"GIRPctFairwayBunker",2010
169,169,"Brad Faxon",58,39.1,18,46,-4,"GIRPctFairwayBunker",2010
170,170,"Jason Bohn",84,38.6,17,44,-4,"GIRPctFairwayBunker",2010
171,171,"YE Yang",72,38.5,20,52,-2,"GIRPctFairwayBunker",2010
172,172,"Blake Adams",84,38.2,21,55,0,"GIRPctFairwayBunker",2010
172,172,"Kevin Johnson",62,38.2,13,34,-3,"GIRPctFairwayBunker",2010
172,172,"Andrew McLardy",52,38.2,13,34,-2,"GIRPctFairwayBunker",2010
175,175,"Troy Merritt",86,38.1,24,63,-4,"GIRPctFairwayBunker",2010
176,176,"Ryuji Imada",90,37.7,23,61,-7,"GIRPctFairwayBunker",2010
177,177,"Skip Kendall",58,37,17,46,-2,"GIRPctFairwayBunker",2010
178,178,"Mark Calcavecchia",50,36.8,14,38,-1,"GIRPctFairwayBunker",2010
179,179,"JB Holmes",100,34.6,28,81,-8,"GIRPctFairwayBunker",2010
180,180,"Brent Delahoussaye",57,34.3,12,35,2,"GIRPctFairwayBunker",2010
180,180,"Jeev Milkha Singh",59,34.3,12,35,-1,"GIRPctFairwayBunker",2010
182,182,"Graham DeLaet",88,33.3,15,45,-3,"GIRPctFairwayBunker",2010
182,182,"Joe Durant",67,33.3,11,33,-2,"GIRPctFairwayBunker",2010
184,184,"JP Hayes",79,32.7,18,55,-3,"GIRPctFairwayBunker",2010
185,185,"Mike Weir",59,32,16,50,-4,"GIRPctFairwayBunker",2010
186,186,"Vance Veazey",58,31.8,14,44,-3,"GIRPctFairwayBunker",2010
187,187,"Aron Price",70,31.3,15,48,-3,"GIRPctFairwayBunker",2010
188,188,"Jeff Quinney",91,31,13,42,-2,"GIRPctFairwayBunker",2010
189,189,"Richard Johnson",90,30.8,12,39,1,"GIRPctFairwayBunker",2010
190,190,"Ian Poulter",55,29.2,7,24,-3,"GIRPctFairwayBunker",2010
191,191,"Justin Bolli",55,28.9,11,38,-3,"GIRPctFairwayBunker",2010
192,192,"Woody Austin",93,28.8,17,59,-1,"GIRPctFairwayBunker",2010
