"Scramblingfrom_RANKTHISWEEK_2009","Scramblingfrom_RANKLASTWEEK_2009","Scramblingfrom_PLAYERNAME_2009","Scramblingfrom_ROUNDS_2009","Scramblingfrom_Pct_2009","Scramblingfrom_SUCCESSES_2009","Scramblingfrom_ATTEMPTS_2009","stat_name","year"
137,137,"Woody Austin",84,83.17,84,101,"Scramblingfrom",2009
137,137,"Joe Ogilvie",85,83.17,84,101,"Scramblingfrom",2009
139,139,"Mark Wilson",99,83.13,69,83,"Scramblingfrom",2009
140,140,"Gary Woodland",53,83.02,44,53,"Scramblingfrom",2009
141,141,"Mark Brooks",55,82.81,53,64,"Scramblingfrom",2009
142,142,"Kent Jones",73,82.8,77,93,"Scramblingfrom",2009
143,143,"Jay Williamson",69,82.72,67,81,"Scramblingfrom",2009
144,144,"Glen Day",79,82.65,81,98,"Scramblingfrom",2009
145,145,"Davis Love III",89,82.52,85,103,"Scramblingfrom",2009
146,146,"Charley Hoffman",97,82.5,99,120,"Scramblingfrom",2009
147,147,"Stuart Appleby",79,82.43,61,74,"Scramblingfrom",2009
147,147,"Lee Janzen",74,82.43,61,74,"Scramblingfrom",2009
149,149,"David Duval",56,82,41,50,"Scramblingfrom",2009
150,150,"Cameron Beckman",87,81.98,91,111,"Scramblingfrom",2009
151,151,"Adam Scott",53,81.97,50,61,"Scramblingfrom",2009
152,152,"Sergio Garcia",59,81.82,54,66,"Scramblingfrom",2009
153,153,"Brian Davis",103,81.73,85,104,"Scramblingfrom",2009
154,154,"Greg Owen",97,81.72,76,93,"Scramblingfrom",2009
155,155,"Johnson Wagner",81,81.71,67,82,"Scramblingfrom",2009
156,156,"Jason Day",61,81.58,62,76,"Scramblingfrom",2009
157,157,"Vijay Singh",71,81.48,66,81,"Scramblingfrom",2009
158,158,"Jason Gore",74,81.4,70,86,"Scramblingfrom",2009
159,159,"Heath Slocum",95,81.3,100,123,"Scramblingfrom",2009
160,160,"Cliff Kresge",78,81.19,82,101,"Scramblingfrom",2009
161,161,"Nicholas Thompson",96,80.91,89,110,"Scramblingfrom",2009
162,162,"Aaron Baddeley",66,80.88,55,68,"Scramblingfrom",2009
163,163,"James Nitties",86,80.2,81,101,"Scramblingfrom",2009
164,164,"Kris Blanks",60,80,64,80,"Scramblingfrom",2009
164,164,"Martin Laird",72,80,60,75,"Scramblingfrom",2009
164,164,"Ryan Palmer",78,80,72,90,"Scramblingfrom",2009
164,164,"Andres Romero",58,80,44,55,"Scramblingfrom",2009
164,164,"Darron Stiles",52,80,48,60,"Scramblingfrom",2009
169,169,"Marc Turnesa",77,79.75,63,79,"Scramblingfrom",2009
170,170,"JB Holmes",74,79.71,55,69,"Scramblingfrom",2009
171,171,"Ted Purdy",101,79.66,94,118,"Scramblingfrom",2009
172,172,"Jeff Overton",92,78.95,75,95,"Scramblingfrom",2009
173,173,"Alex Cejka",82,78.72,74,94,"Scramblingfrom",2009
174,174,"Aron Price",89,78.49,73,93,"Scramblingfrom",2009
175,175,"Justin Rose",71,78.46,51,65,"Scramblingfrom",2009
176,176,"Brian Vranesh",51,77.97,46,59,"Scramblingfrom",2009
177,177,"Richard Johnson",85,77.92,60,77,"Scramblingfrom",2009
178,178,"Colt Knost",71,77.78,63,81,"Scramblingfrom",2009
179,179,"Angel Cabrera",55,77.61,52,67,"Scramblingfrom",2009
180,180,"Brad Faxon",59,77.19,44,57,"Scramblingfrom",2009
181,181,"Fred Couples",54,77.08,37,48,"Scramblingfrom",2009
182,182,"Boo Weekley",79,76,57,75,"Scramblingfrom",2009
183,183,"Rick Price",54,75.44,43,57,"Scramblingfrom",2009
184,184,"Chris Stroud",88,72.73,64,88,"Scramblingfrom",2009
