"RoughProximity_RANKTHISWEEK_2010","RoughProximity_RANKLASTWEEK_2010","RoughProximity_PLAYERNAME_2010","RoughProximity_ROUNDS_2010","RoughProximity_AVG_2010","RoughProximity_TOTALDISTANCEINCHES_2010","RoughProximity_ATTEMPTS_2010","RoughProximity_TOTALDISTANCEFEET_2010","RoughProximity_RELATIVETOPAR_2010","stat_name","year"
1,1,"Geoff Ogilvy",62,NA,89618,202,7468.167,11,"RoughProximity",2010
2,2,"Chris Couch",66,NA,88874,195,7406.167,15,"RoughProximity",2010
3,3,"Nick Watney",91,NA,114641,250,9553.417,11,"RoughProximity",2010
4,4,"Padraig Harrington",57,NA,86541,188,7211.75,4,"RoughProximity",2010
5,5,"Phil Mickelson",76,NA,134223,291,11185.25,17,"RoughProximity",2010
6,6,"Roland Thatcher",72,NA,119415,258,9951.25,28,"RoughProximity",2010
7,7,"Greg Chalmers",93,NA,160489,345,13374.083,26,"RoughProximity",2010
7,7,"Graham DeLaet",88,NA,125894,271,10491.167,7,"RoughProximity",2010
9,9,"Ben Crane",85,NA,94209,202,7850.75,14,"RoughProximity",2010
9,9,"Jay Williamson",76,NA,89561,192,7463.417,27,"RoughProximity",2010
11,11,"Woody Austin",93,NA,129917,278,10826.417,12,"RoughProximity",2010
11,11,"Jonathan Byrd",85,NA,137720,295,11476.667,6,"RoughProximity",2010
13,13,"DJ Trahan",92,NA,149315,319,12442.917,16,"RoughProximity",2010
14,14,"Brent Delahoussaye",57,NA,67244,143,5603.667,27,"RoughProximity",2010
15,15,"Garth Mulroy",53,NA,70631,150,5885.917,18,"RoughProximity",2010
15,15,"Cameron Percy",73,NA,110150,234,9179.167,9,"RoughProximity",2010
17,17,"Daniel Chopra",74,NA,150178,318,12514.833,34,"RoughProximity",2010
17,17,"Robert Garrigus",71,NA,123135,261,10261.25,32,"RoughProximity",2010
19,19,"YE Yang",72,NA,102168,216,8514,26,"RoughProximity",2010
20,20,"Rickie Fowler",98,NA,146451,309,12204.25,26,"RoughProximity",2010
21,21,"Rocco Mediate",71,NA,84543,178,7045.25,33,"RoughProximity",2010
21,21,"Bubba Watson",77,NA,131935,278,10994.583,-16,"RoughProximity",2010
23,23,"John Daly",63,NA,103812,218,8651,18,"RoughProximity",2010
24,24,"Ernie Els",72,NA,109778,230,9148.167,6,"RoughProximity",2010
24,24,"Davis Love III",79,NA,99608,209,8300.667,13,"RoughProximity",2010
24,24,"Cameron Tringale",55,NA,83063,174,6921.917,20,"RoughProximity",2010
27,27,"Tim Clark",88,NA,82714,173,6892.833,9,"RoughProximity",2010
27,27,"Steve Flesch",78,NA,102304,214,8525.333,28,"RoughProximity",2010
27,27,"Kenny Perry",69,NA,80228,168,6685.667,24,"RoughProximity",2010
30,30,"Chris Riley",73,NA,96185,201,8015.417,34,"RoughProximity",2010
31,31,"Rory Sabbatini",79,NA,122355,255,10196.25,13,"RoughProximity",2010
32,32,"Stuart Appleby",101,NA,168762,351,14063.5,44,"RoughProximity",2010
33,33,"Webb Simpson",98,NA,172101,357,14341.75,19,"RoughProximity",2010
33,33,"Heath Slocum",97,NA,94059,195,7838.25,16,"RoughProximity",2010
33,33,"Omar Uresti",74,NA,77083,160,6423.583,20,"RoughProximity",2010
36,36,"Troy Matteson",84,NA,142914,296,11909.5,31,"RoughProximity",2010
36,36,"Rory McIlroy",54,NA,75282,156,6273.5,3,"RoughProximity",2010
36,36,"John Senden",103,NA,139095,288,11591.25,19,"RoughProximity",2010
36,36,"Steve Wheatcroft",74,NA,95577,198,7964.75,43,"RoughProximity",2010
40,40,"Dustin Johnson",83,NA,132746,274,11062.167,15,"RoughProximity",2010
40,40,"Hunter Mahan",85,NA,113747,235,9478.917,15,"RoughProximity",2010
40,40,"Ryan Palmer",84,NA,140010,289,11667.5,20,"RoughProximity",2010
43,43,"Rod Pampling",77,NA,114483,236,9540.25,27,"RoughProximity",2010
44,44,"Bill Haas",87,NA,120035,247,10002.917,8,"RoughProximity",2010
44,44,"Charley Hoffman",85,NA,127343,262,10611.917,30,"RoughProximity",2010
46,46,"Steve Elkington",74,NA,93269,191,7772.417,13,"RoughProximity",2010
46,46,"Cliff Kresge",50,NA,67894,139,5657.833,16,"RoughProximity",2010
46,46,"Will Ma Kenzie",72,NA,109413,224,9117.75,21,"RoughProximity",2010
49,49,"Chris DiMarco",88,NA,114367,234,9530.583,13,"RoughProximity",2010
49,49,"Nicholas Thompson",88,NA,129120,264,10760,50,"RoughProximity",2010
51,51,"Charles Warren",64,NA,90229,184,7519.083,27,"RoughProximity",2010
52,52,"Kris Blanks",91,NA,117271,239,9772.583,37,"RoughProximity",2010
52,52,"Bob Estes",79,NA,134536,274,11211.333,18,"RoughProximity",2010
52,52,"Chris Wilson",65,NA,98142,200,8178.5,39,"RoughProximity",2010
55,55,"Andrew McLardy",52,NA,80667,164,6722.25,14,"RoughProximity",2010
56,56,"Steve Stricker",73,NA,95703,194,7975.25,-4,"RoughProximity",2010
56,56,"Johnson Wagner",85,NA,118735,241,9894.583,30,"RoughProximity",2010
58,58,"Spencer Levin",110,NA,165071,334,13755.917,27,"RoughProximity",2010
58,58,"Andres Romero",73,NA,148561,301,12380.083,36,"RoughProximity",2010
58,58,"Adam Scott",70,NA,94374,191,7864.5,12,"RoughProximity",2010
61,61,"Sergio Garcia",58,NA,63390,128,5282.5,10,"RoughProximity",2010
61,61,"Pat Perez",90,NA,126638,256,10553.167,39,"RoughProximity",2010
63,63,"James Driscoll",78,NA,159193,321,13266.083,21,"RoughProximity",2010
63,63,"David Lutterus",69,NA,112485,227,9373.75,19,"RoughProximity",2010
65,65,"Matt Bettencourt",91,NA,150048,302,12504,48,"RoughProximity",2010
65,65,"Brian Davis",101,NA,143041,288,11920.083,37,"RoughProximity",2010
65,65,"Luke Donald",71,NA,100943,203,8411.917,1,"RoughProximity",2010
65,65,"Justin Rose",78,NA,124292,250,10357.667,-3,"RoughProximity",2010
65,65,"Chris Tidland",77,NA,119806,241,9983.833,18,"RoughProximity",2010
70,70,"KJ Choi",82,NA,96194,193,8016.167,14,"RoughProximity",2010
70,70,"Bill Lunde",79,NA,120484,242,10040.333,27,"RoughProximity",2010
70,70,"Alex Prugh",88,NA,170721,343,14226.75,38,"RoughProximity",2010
73,73,"Jarrod Lyle",54,NA,73298,147,6108.167,10,"RoughProximity",2010
73,73,"Bo Van Pelt",104,NA,151674,304,12639.5,23,"RoughProximity",2010
73,73,"Camilo Villegas",78,NA,109208,219,9100.667,22,"RoughProximity",2010
76,76,"Ricky Barnes",103,NA,154374,309,12864.5,18,"RoughProximity",2010
76,76,"Alex Cejka",81,NA,91983,184,7665.25,21,"RoughProximity",2010
76,76,"Vijay Singh",75,NA,110913,222,9242.75,18,"RoughProximity",2010
76,76,"Brandt Snedeker",89,NA,125592,251,10466,26,"RoughProximity",2010
80,80,"Brett Wetterich",54,NA,106260,212,8855,-3,"RoughProximity",2010
81,81,"Marc Leishman",87,NA,155032,309,12919.333,20,"RoughProximity",2010
82,82,"Angel Cabrera",64,NA,119208,237,9934,7,"RoughProximity",2010
82,82,"JP Hayes",79,NA,110723,220,9226.917,28,"RoughProximity",2010
84,84,"David Duval",71,NA,111388,221,9282.333,26,"RoughProximity",2010
84,84,"Mathias Gronberg",61,NA,92735,184,7727.917,37,"RoughProximity",2010
86,86,"Joe Durant",67,NA,67624,134,5635.333,20,"RoughProximity",2010
86,86,"Tom Gillis",97,NA,143296,284,11941.333,38,"RoughProximity",2010
88,88,"Jeff Overton",89,NA,160544,317,13378.667,26,"RoughProximity",2010
88,88,"Chris Stroud",90,NA,124980,247,10415,6,"RoughProximity",2010
90,90,"John Mallinger",78,NA,96266,190,8022.167,37,"RoughProximity",2010
90,90,"Carl Pettersson",99,NA,143963,284,11996.917,28,"RoughProximity",2010
92,92,"Martin Flores",75,NA,159579,314,13298.25,36,"RoughProximity",2010
92,92,"Kevin Stadler",86,NA,133032,262,11086,44,"RoughProximity",2010
94,94,"Cameron Beckman",68,NA,112085,220,9340.417,44,"RoughProximity",2010
94,94,"Retief Goosen",75,NA,91065,179,7588.75,6,"RoughProximity",2010
94,94,"Freddie Jacobson",83,NA,144134,283,12011.167,33,"RoughProximity",2010
97,97,"Michael Sim",64,NA,94266,185,7855.5,8,"RoughProximity",2010
98,98,"Chad Campbell",95,NA,119072,233,9922.667,33,"RoughProximity",2010
98,98,"Lucas Glover",75,NA,104196,204,8683,15,"RoughProximity",2010
98,98,"Charles Howell III",103,NA,196912,385,16409.333,8,"RoughProximity",2010
98,98,"Joe Ogilvie",99,NA,173353,339,14446.083,47,"RoughProximity",2010
98,98,"Brett Quigley",96,NA,168565,330,14047.083,51,"RoughProximity",2010
103,103,"Jason Dufner",87,NA,112026,219,9335.5,28,"RoughProximity",2010
103,103,"Martin Laird",91,NA,163426,319,13618.833,25,"RoughProximity",2010
