"Back9Round1ScoringAverage_RANKTHISWEEK_2015","Back9Round1ScoringAverage_RANKLASTWEEK_2015","Back9Round1ScoringAverage_PLAYERNAME_2015","Back9Round1ScoringAverage__2015","Back9Round1ScoringAverage_AVG_2015","Back9Round1ScoringAverage_TOTALSTROKES_2015","Back9Round1ScoringAverage_TOTALROUNDS_2015","stat_name","year"
1,1,"Henrik Stenson",NA,34.2,513,15,"Back9Round1ScoringAverage",2015
2,2,"Bubba Watson",NA,34.28,617,18,"Back9Round1ScoringAverage",2015
3,3,"Jason Day",NA,34.53,656,19,"Back9Round1ScoringAverage",2015
4,4,"John Peterson",NA,34.54,829,24,"Back9Round1ScoringAverage",2015
5,5,"Zach Johnson",NA,34.63,831,24,"Back9Round1ScoringAverage",2015
6,6,"William McGirt",NA,34.7,1041,30,"Back9Round1ScoringAverage",2015
7,7,"Kevin Na",NA,34.72,868,25,"Back9Round1ScoringAverage",2015
8,8,"Michael Putnam",NA,34.74,938,27,"Back9Round1ScoringAverage",2015
9,9,"Michael Thompson",NA,34.77,904,26,"Back9Round1ScoringAverage",2015
10,10,"Rickie Fowler",NA,34.85,697,20,"Back9Round1ScoringAverage",2015
10,10,"Ryo Ishikawa",NA,34.85,941,27,"Back9Round1ScoringAverage",2015
12,12,"Jonathan Byrd",NA,34.86,732,21,"Back9Round1ScoringAverage",2015
12,12,"Harris English",NA,34.86,976,28,"Back9Round1ScoringAverage",2015
14,14,"Charles Howell III",NA,34.9,1047,30,"Back9Round1ScoringAverage",2015
15,15,"JB Holmes",NA,34.96,839,24,"Back9Round1ScoringAverage",2015
15,15,"Jason Kokrak",NA,34.96,979,28,"Back9Round1ScoringAverage",2015
15,15,"Matt Kuchar",NA,34.96,839,24,"Back9Round1ScoringAverage",2015
18,18,"Brian Stuard",NA,34.97,1049,30,"Back9Round1ScoringAverage",2015
19,19,"Steven Alker",NA,35,735,21,"Back9Round1ScoringAverage",2015
19,19,"Stewart Cink",NA,35,805,23,"Back9Round1ScoringAverage",2015
19,19,"Jim Herman",NA,35,945,27,"Back9Round1ScoringAverage",2015
19,19,"Jordan Spieth",NA,35,840,24,"Back9Round1ScoringAverage",2015
19,19,"Justin Thomas",NA,35,1050,30,"Back9Round1ScoringAverage",2015
24,24,"Aaron Baddeley",NA,35.04,841,24,"Back9Round1ScoringAverage",2015
