"Approachesfrom200225yardsRgh_RANKTHISWEEK_2010","Approachesfrom200225yardsRgh_RANKLASTWEEK_2010","Approachesfrom200225yardsRgh_PLAYERNAME_2010","Approachesfrom200225yardsRgh_ROUNDS_2010","Approachesfrom200225yardsRgh_AVG_2010","Approachesfrom200225yardsRgh_TOTALDISTANCEFEET_2010","Approachesfrom200225yardsRgh_OFATTEMPTS_2010","Approachesfrom200225yardsRgh_RELATIVETOPAR_2010","stat_name","year"
1,1,"Omar Uresti",74,NA,435,11,-3,"Approachesfrom200225yardsRgh",2010
2,2,"Robert Garrigus",71,NA,627.917,15,-1,"Approachesfrom200225yardsRgh",2010
3,3,"YE Yang",72,NA,730.5,17,-2,"Approachesfrom200225yardsRgh",2010
4,4,"Jonathan Byrd",85,NA,1025.333,23,2,"Approachesfrom200225yardsRgh",2010
5,5,"Adam Scott",70,NA,703.917,15,3,"Approachesfrom200225yardsRgh",2010
6,6,"Steve Flesch",78,NA,1369,29,8,"Approachesfrom200225yardsRgh",2010
7,7,"Mathias Gronberg",61,NA,495.25,10,3,"Approachesfrom200225yardsRgh",2010
8,8,"Andrew McLardy",52,NA,297.333,6,-1,"Approachesfrom200225yardsRgh",2010
9,9,"Ernie Els",72,NA,695.333,14,2,"Approachesfrom200225yardsRgh",2010
10,10,"Ben Crane",85,NA,1101.167,22,2,"Approachesfrom200225yardsRgh",2010
11,11,"Woody Austin",93,NA,1404.75,28,4,"Approachesfrom200225yardsRgh",2010
12,12,"Rory McIlroy",54,NA,351.75,7,-2,"Approachesfrom200225yardsRgh",2010
13,13,"Ricky Barnes",103,NA,1762,35,10,"Approachesfrom200225yardsRgh",2010
14,14,"James Driscoll",78,NA,1010.333,20,0,"Approachesfrom200225yardsRgh",2010
15,15,"KJ Choi",82,NA,812.75,16,-1,"Approachesfrom200225yardsRgh",2010
15,15,"Nicholas Thompson",88,NA,813.25,16,0,"Approachesfrom200225yardsRgh",2010
17,17,"Geoff Ogilvy",62,NA,1019.833,20,3,"Approachesfrom200225yardsRgh",2010
18,18,"Bill Haas",87,NA,765.917,15,-4,"Approachesfrom200225yardsRgh",2010
19,19,"Dustin Johnson",83,NA,874.667,17,-5,"Approachesfrom200225yardsRgh",2010
20,20,"Lucas Glover",75,NA,732.917,14,2,"Approachesfrom200225yardsRgh",2010
21,21,"Daniel Chopra",74,NA,1153.167,22,0,"Approachesfrom200225yardsRgh",2010
22,22,"Alex Cejka",81,NA,685.083,13,0,"Approachesfrom200225yardsRgh",2010
22,22,"Tom Pernice Jr",74,NA,579.25,11,3,"Approachesfrom200225yardsRgh",2010
24,24,"Aaron Baddeley",94,NA,1584.25,30,-2,"Approachesfrom200225yardsRgh",2010
25,25,"Phil Mickelson",76,NA,1483.667,28,-4,"Approachesfrom200225yardsRgh",2010
