"OnePuttPercentageRound3_RANKTHISWEEK_2011","OnePuttPercentageRound3_RANKLASTWEEK_2011","OnePuttPercentageRound3_PLAYERNAME_2011","OnePuttPercentageRound3__2011","OnePuttPercentageRound3_Pct_2011","OnePuttPercentageRound3_OF1PUTTS_2011","OnePuttPercentageRound3_OFHOLES_2011","stat_name","year"
1,1,"Steve Stricker",NA,49.35,151,306,"OnePuttPercentageRound3",2011
2,2,"Anthony Kim",NA,46.76,101,216,"OnePuttPercentageRound3",2011
3,3,"Jonathan Byrd",NA,46.73,143,306,"OnePuttPercentageRound3",2011
4,4,"Bryce Molder",NA,46.67,126,270,"OnePuttPercentageRound3",2011
5,5,"Andres Romero",NA,46.41,142,306,"OnePuttPercentageRound3",2011
6,6,"Kevin Na",NA,46.18,133,288,"OnePuttPercentageRound3",2011
7,7,"Luke Donald",NA,45.83,132,288,"OnePuttPercentageRound3",2011
8,8,"Jason Day",NA,45.42,139,306,"OnePuttPercentageRound3",2011
9,9,"Greg Chalmers",NA,44.77,137,306,"OnePuttPercentageRound3",2011
10,10,"Dean Wilson",NA,44.44,80,180,"OnePuttPercentageRound3",2011
11,11,"Brandt Snedeker",NA,44.14,143,324,"OnePuttPercentageRound3",2011
12,12,"Zach Johnson",NA,44.12,135,306,"OnePuttPercentageRound3",2011
12,12,"Charlie Wi",NA,44.12,135,306,"OnePuttPercentageRound3",2011
14,14,"Angel Cabrera",NA,43.75,63,144,"OnePuttPercentageRound3",2011
15,15,"Vijay Singh",NA,43.7,118,270,"OnePuttPercentageRound3",2011
16,16,"JB Holmes",NA,43.52,94,216,"OnePuttPercentageRound3",2011
17,17,"Aaron Baddeley",NA,43.46,133,306,"OnePuttPercentageRound3",2011
17,17,"Vaughn Taylor",NA,43.46,133,306,"OnePuttPercentageRound3",2011
19,19,"Nathan Green",NA,43.33,117,270,"OnePuttPercentageRound3",2011
19,19,"JP Hayes",NA,43.33,78,180,"OnePuttPercentageRound3",2011
21,21,"Matt Bettencourt",NA,43.25,109,252,"OnePuttPercentageRound3",2011
22,22,"Chris Kirk",NA,43.06,124,288,"OnePuttPercentageRound3",2011
22,22,"Martin Laird",NA,43.06,124,288,"OnePuttPercentageRound3",2011
22,22,"Roland Thatcher",NA,43.06,93,216,"OnePuttPercentageRound3",2011
25,25,"Nick Watney",NA,42.9,139,324,"OnePuttPercentageRound3",2011
26,26,"Matt Kuchar",NA,42.86,162,378,"OnePuttPercentageRound3",2011
27,27,"Brian Davis",NA,42.75,177,414,"OnePuttPercentageRound3",2011
28,28,"Ryuji Imada",NA,42.74,100,234,"OnePuttPercentageRound3",2011
29,29,"David Duval",NA,42.59,69,162,"OnePuttPercentageRound3",2011
30,30,"Matt Jones",NA,42.22,76,180,"OnePuttPercentageRound3",2011
30,30,"Steve Marino",NA,42.22,114,270,"OnePuttPercentageRound3",2011
32,32,"Ryan Palmer",NA,42.16,129,306,"OnePuttPercentageRound3",2011
33,33,"Kevin Chappell",NA,41.88,98,234,"OnePuttPercentageRound3",2011
33,33,"Padraig Harrington",NA,41.88,98,234,"OnePuttPercentageRound3",2011
35,35,"Freddie Jacobson",NA,41.8,158,378,"OnePuttPercentageRound3",2011
36,36,"Steve Elkington",NA,41.67,60,144,"OnePuttPercentageRound3",2011
36,36,"Rickie Fowler",NA,41.67,135,324,"OnePuttPercentageRound3",2011
38,38,"Arjun Atwal",NA,41.36,134,324,"OnePuttPercentageRound3",2011
