"Approachesfrom200yards_RANKTHISWEEK_2006","Approachesfrom200yards_RANKLASTWEEK_2006","Approachesfrom200yards_PLAYERNAME_2006","Approachesfrom200yards_ROUNDS_2006","Approachesfrom200yards_AVG_2006","Approachesfrom200yards_TOTALDISTANCEFEET_2006","Approachesfrom200yards_OFATTEMPTS_2006","Approachesfrom200yards_RELATIVETOPAR_2006","stat_name","year"
1,1,"Tiger Woods",55,NA,5797.833,136,-38,"Approachesfrom200yards",2006
2,2,"Phil Mickelson",74,NA,6422.333,149,-45,"Approachesfrom200yards",2006
3,3,"Robert Garrigus",85,NA,9846.583,227,-45,"Approachesfrom200yards",2006
4,4,"Chad Campbell",91,NA,8324.583,189,-28,"Approachesfrom200yards",2006
5,5,"Davis Love III",85,NA,8418.667,184,-49,"Approachesfrom200yards",2006
6,6,"Stewart Cink",93,NA,10018,218,-39,"Approachesfrom200yards",2006
7,7,"Ernie Els",69,NA,7411.833,161,-32,"Approachesfrom200yards",2006
8,8,"Kenny Perry",73,NA,7883.25,171,-27,"Approachesfrom200yards",2006
9,9,"JB Holmes",81,NA,8550,184,-28,"Approachesfrom200yards",2006
10,10,"Tim Clark",80,NA,8953.25,192,-37,"Approachesfrom200yards",2006
11,11,"Scott Gutschewski",53,NA,6772.917,145,-35,"Approachesfrom200yards",2006
11,11,"Justin Rose",98,NA,12288.083,263,-49,"Approachesfrom200yards",2006
13,13,"Jim Furyk",89,NA,11008.417,235,-50,"Approachesfrom200yards",2006
14,14,"Corey Pavin",74,NA,9162.333,195,-13,"Approachesfrom200yards",2006
15,15,"Jonathan Byrd",66,NA,8825.5,187,-48,"Approachesfrom200yards",2006
15,15,"Heath Slocum",96,NA,12367.583,262,-56,"Approachesfrom200yards",2006
17,17,"JJ Henry",96,NA,11045.667,233,-48,"Approachesfrom200yards",2006
18,18,"Robert Gamez",94,NA,11832.333,249,-18,"Approachesfrom200yards",2006
18,18,"Trevor Immelman",86,NA,11124.583,234,-56,"Approachesfrom200yards",2006
20,20,"Steve Stricker",64,NA,8043.667,169,-33,"Approachesfrom200yards",2006
21,21,"Adam Scott",70,NA,7239.833,152,-24,"Approachesfrom200yards",2006
22,22,"Sergio Garcia",59,NA,6986.417,146,-33,"Approachesfrom200yards",2006
23,23,"Charles Warren",93,NA,12056.25,250,-49,"Approachesfrom200yards",2006
24,24,"Aaron Baddeley",78,NA,10496.083,217,-36,"Approachesfrom200yards",2006
25,25,"Will Ma Kenzie",91,NA,11871,245,-40,"Approachesfrom200yards",2006
25,25,"Rory Sabbatini",84,NA,9245.917,191,-21,"Approachesfrom200yards",2006
27,27,"Tag Ridings",103,NA,12846,265,-37,"Approachesfrom200yards",2006
27,27,"Patrick Sheehan",104,NA,11680.667,241,-25,"Approachesfrom200yards",2006
29,29,"Brandt Jobe",91,NA,10880.333,224,-26,"Approachesfrom200yards",2006
30,30,"Tommy Armour III",65,NA,7219.583,148,-9,"Approachesfrom200yards",2006
31,31,"John Senden",96,NA,11600.083,237,-35,"Approachesfrom200yards",2006
32,32,"Omar Uresti",61,NA,7894.667,161,-20,"Approachesfrom200yards",2006
33,33,"Jason Bohn",104,NA,15422,314,-62,"Approachesfrom200yards",2006
33,33,"Bo Van Pelt",102,NA,13110.25,267,-46,"Approachesfrom200yards",2006
33,33,"Bubba Watson",83,NA,10953.5,223,-36,"Approachesfrom200yards",2006
36,36,"Tom Lehman",70,NA,7379.5,150,-25,"Approachesfrom200yards",2006
36,36,"Bob May",65,NA,8463.583,172,-20,"Approachesfrom200yards",2006
38,38,"Alex Aragon",63,NA,6993.083,142,-14,"Approachesfrom200yards",2006
38,38,"Bart Bryant",87,NA,10784.5,219,-27,"Approachesfrom200yards",2006
38,38,"Retief Goosen",68,NA,7536.75,153,-31,"Approachesfrom200yards",2006
41,41,"Stephen Leaney",84,NA,11589.583,235,-31,"Approachesfrom200yards",2006
41,41,"Jimmy Walker",60,NA,7746.5,157,-23,"Approachesfrom200yards",2006
43,43,"David Duval",71,NA,6917.583,140,-11,"Approachesfrom200yards",2006
43,43,"Jason Gore",86,NA,11116.833,225,-19,"Approachesfrom200yards",2006
43,43,"Ian Poulter",53,NA,6774.167,137,-18,"Approachesfrom200yards",2006
46,46,"Michael Allen",84,NA,9857.167,199,-40,"Approachesfrom200yards",2006
46,46,"Lucas Glover",105,NA,15196.167,307,-66,"Approachesfrom200yards",2006
46,46,"John Huston",74,NA,9704,196,-30,"Approachesfrom200yards",2006
46,46,"Thomas Levet",53,NA,7272.75,147,-14,"Approachesfrom200yards",2006
46,46,"Brett Wetterich",82,NA,11241.167,227,-48,"Approachesfrom200yards",2006
51,51,"Scott Verplank",88,NA,9835.917,198,-30,"Approachesfrom200yards",2006
52,52,"Chris Couch",75,NA,10943.75,220,-24,"Approachesfrom200yards",2006
52,52,"Charles Howell III",96,NA,12542,252,-49,"Approachesfrom200yards",2006
52,52,"Shaun Micheel",96,NA,11537.667,232,-28,"Approachesfrom200yards",2006
52,52,"Jose Maria Olazabal",62,NA,6618.583,133,-30,"Approachesfrom200yards",2006
52,52,"Carl Pettersson",95,NA,11840.917,238,-18,"Approachesfrom200yards",2006
57,57,"Woody Austin",107,NA,13461.833,270,-39,"Approachesfrom200yards",2006
57,57,"Kris Cox",83,NA,10512.333,211,-37,"Approachesfrom200yards",2006
57,57,"Todd Hamilton",72,NA,7680.167,154,-3,"Approachesfrom200yards",2006
60,60,"Robert Allenby",79,NA,9440.583,189,-31,"Approachesfrom200yards",2006
60,60,"Ryan Palmer",101,NA,13025.5,261,-56,"Approachesfrom200yards",2006
60,60,"Duffy Waldorf",96,NA,13070.583,262,-60,"Approachesfrom200yards",2006
63,63,"Craig Barlow",77,NA,10053.333,201,-53,"Approachesfrom200yards",2006
64,64,"Rod Pampling",89,NA,9872.167,197,-35,"Approachesfrom200yards",2006
65,65,"Arron Oberholser",82,NA,9281.083,185,-25,"Approachesfrom200yards",2006
65,65,"Jerry Smith",94,NA,12843.167,256,-16,"Approachesfrom200yards",2006
67,67,"Jeff Sluman",101,NA,13572.417,270,-45,"Approachesfrom200yards",2006
67,67,"Camilo Villegas",95,NA,12155.917,242,-41,"Approachesfrom200yards",2006
67,67,"Ron Whittaker",81,NA,10394.333,207,-25,"Approachesfrom200yards",2006
70,70,"John Daly",51,NA,7191.833,143,-26,"Approachesfrom200yards",2006
70,70,"Zach Johnson",98,NA,11571.583,230,-31,"Approachesfrom200yards",2006
72,72,"Peter Lonard",77,NA,10536.333,209,-16,"Approachesfrom200yards",2006
73,73,"Tim Herron",82,NA,8740.167,173,-26,"Approachesfrom200yards",2006
73,73,"Sean OHair",100,NA,13284.167,263,-59,"Approachesfrom200yards",2006
75,75,"Ted Purdy",103,NA,14821.25,293,-51,"Approachesfrom200yards",2006
76,76,"Chris DiMarco",83,NA,9169.833,181,-7,"Approachesfrom200yards",2006
76,76,"Fred Funk",106,NA,12766.667,252,-14,"Approachesfrom200yards",2006
78,78,"Bill Haas",99,NA,14157.25,279,-47,"Approachesfrom200yards",2006
79,79,"DJ Trahan",92,NA,12368.5,243,-42,"Approachesfrom200yards",2006
80,80,"KJ Choi",93,NA,12692.5,249,-31,"Approachesfrom200yards",2006
80,80,"Padraig Harrington",54,NA,6014.333,118,-40,"Approachesfrom200yards",2006
80,80,"Jason Schultz",77,NA,10396.833,204,-35,"Approachesfrom200yards",2006
80,80,"Vijay Singh",103,NA,14982.583,294,-58,"Approachesfrom200yards",2006
84,84,"Olin Browne",108,NA,13895.667,272,-19,"Approachesfrom200yards",2006
84,84,"Charley Hoffman",100,NA,14871.667,291,-67,"Approachesfrom200yards",2006
84,84,"Joe Ogilvie",95,NA,12716.167,249,-34,"Approachesfrom200yards",2006
