"Par4BirdieorBetterLeaders_RANKTHISWEEK_2012","Par4BirdieorBetterLeaders_RANKLASTWEEK_2012","Par4BirdieorBetterLeaders_PLAYERNAME_2012","Par4BirdieorBetterLeaders_ROUNDS_2012","Par4BirdieorBetterLeaders_Pct_2012","Par4BirdieorBetterLeaders_PAR4BIRDIESORBETTER_2012","Par4BirdieorBetterLeaders_PAR4HOLES_2012","stat_name","year"
1,1,"Matt Every",80,19.72,169,857,"Par4BirdieorBetterLeaders",2012
2,2,"Ryan Moore",89,19.43,185,952,"Par4BirdieorBetterLeaders",2012
3,3,"Jonas Blixt",72,19.33,150,776,"Par4BirdieorBetterLeaders",2012
4,4,"Graeme McDowell",55,19.24,112,582,"Par4BirdieorBetterLeaders",2012
5,5,"Chris Kirk",93,18.99,184,969,"Par4BirdieorBetterLeaders",2012
6,6,"Webb Simpson",77,18.98,156,822,"Par4BirdieorBetterLeaders",2012
7,7,"Lee Westwood",60,18.88,111,588,"Par4BirdieorBetterLeaders",2012
8,8,"Carl Pettersson",92,18.81,190,1010,"Par4BirdieorBetterLeaders",2012
9,9,"Rory McIlroy",60,18.75,111,592,"Par4BirdieorBetterLeaders",2012
10,10,"Charl Schwartzel",56,18.64,110,590,"Par4BirdieorBetterLeaders",2012
11,11,"Bo Van Pelt",84,18.42,165,896,"Par4BirdieorBetterLeaders",2012
12,12,"Scott Piercy",95,18.39,189,1028,"Par4BirdieorBetterLeaders",2012
13,13,"Tommy Gainey",98,18.24,195,1069,"Par4BirdieorBetterLeaders",2012
14,14,"Ken Duke",104,18.14,205,1130,"Par4BirdieorBetterLeaders",2012
15,15,"JB Holmes",90,18.05,168,931,"Par4BirdieorBetterLeaders",2012
16,16,"Brian Davis",91,18.03,176,976,"Par4BirdieorBetterLeaders",2012
17,17,"Jason Dufner",83,18.02,160,888,"Par4BirdieorBetterLeaders",2012
18,18,"Adam Scott",59,17.88,113,632,"Par4BirdieorBetterLeaders",2012
19,19,"Harris English",98,17.8,189,1062,"Par4BirdieorBetterLeaders",2012
20,20,"Jeff Overton",101,17.72,194,1095,"Par4BirdieorBetterLeaders",2012
21,21,"Charlie Beljan",61,17.68,110,622,"Par4BirdieorBetterLeaders",2012
22,22,"Bubba Watson",68,17.65,126,714,"Par4BirdieorBetterLeaders",2012
23,23,"DA Points",88,17.64,169,958,"Par4BirdieorBetterLeaders",2012
24,24,"Keegan Bradley",90,17.63,171,970,"Par4BirdieorBetterLeaders",2012
25,25,"Ben Crane",73,17.45,134,768,"Par4BirdieorBetterLeaders",2012
26,26,"John Merrick",83,17.36,150,864,"Par4BirdieorBetterLeaders",2012
27,27,"Ryan Palmer",81,17.35,152,876,"Par4BirdieorBetterLeaders",2012
28,28,"Garth Mulroy",59,17.3,109,630,"Par4BirdieorBetterLeaders",2012
29,29,"John Daly",50,17.25,89,516,"Par4BirdieorBetterLeaders",2012
30,30,"Erik Compton",81,17.22,144,836,"Par4BirdieorBetterLeaders",2012
30,30,"Kevin Na",80,17.22,146,848,"Par4BirdieorBetterLeaders",2012
32,32,"Will Claxton",99,17.19,186,1082,"Par4BirdieorBetterLeaders",2012
33,33,"Charley Hoffman",88,17.18,162,943,"Par4BirdieorBetterLeaders",2012
34,34,"Zach Johnson",95,17.16,175,1020,"Par4BirdieorBetterLeaders",2012
35,35,"Matt Kuchar",86,17.08,153,896,"Par4BirdieorBetterLeaders",2012
36,36,"Jason Day",57,17.06,102,598,"Par4BirdieorBetterLeaders",2012
36,36,"Tom Gillis",75,17.06,136,797,"Par4BirdieorBetterLeaders",2012
38,38,"Louis Oosthuizen",65,17.01,117,688,"Par4BirdieorBetterLeaders",2012
39,39,"Nick Watney",97,17,172,1012,"Par4BirdieorBetterLeaders",2012
40,40,"Aaron Baddeley",73,16.97,132,778,"Par4BirdieorBetterLeaders",2012
41,41,"Vaughn Taylor",81,16.96,145,855,"Par4BirdieorBetterLeaders",2012
42,42,"Robert Garrigus",89,16.89,161,953,"Par4BirdieorBetterLeaders",2012
43,43,"Steve Stricker",73,16.88,129,764,"Par4BirdieorBetterLeaders",2012
44,44,"Phil Mickelson",79,16.86,142,842,"Par4BirdieorBetterLeaders",2012
