"FirstTeeEarlyLowestRound_RANKTHISWEEK_2015","FirstTeeEarlyLowestRound_RANKLASTWEEK_2015","FirstTeeEarlyLowestRound_PLAYERNAME_2015","FirstTeeEarlyLowestRound_ROUNDS_2015","FirstTeeEarlyLowestRound_LOWRND_2015","stat_name","year"
73,73,"Peter Uihlein",8,65,"FirstTeeEarlyLowestRound",2015
73,73,"Bo Van Pelt",81,65,"FirstTeeEarlyLowestRound",2015
73,73,"Scott Verplank",29,65,"FirstTeeEarlyLowestRound",2015
73,73,"Steve Wheatcroft",87,65,"FirstTeeEarlyLowestRound",2015
73,73,"Will Wilcox",58,65,"FirstTeeEarlyLowestRound",2015
73,73,"Tim Wilkinson",73,65,"FirstTeeEarlyLowestRound",2015
73,73,"Gary Woodland",81,65,"FirstTeeEarlyLowestRound",2015
138,138,"Blake Adams",33,66,"FirstTeeEarlyLowestRound",2015
138,138,"Thomas Aiken",16,66,"FirstTeeEarlyLowestRound",2015
138,138,"Byeong Hun An",14,66,"FirstTeeEarlyLowestRound",2015
138,138,"Scott Arnold",4,66,"FirstTeeEarlyLowestRound",2015
138,138,"Eric Axley",57,66,"FirstTeeEarlyLowestRound",2015
138,138,"Sangmoon Bae",98,66,"FirstTeeEarlyLowestRound",2015
138,138,"Ricky Barnes",82,66,"FirstTeeEarlyLowestRound",2015
138,138,"Cameron Beckman",23,66,"FirstTeeEarlyLowestRound",2015
138,138,"Daniel Berger",97,66,"FirstTeeEarlyLowestRound",2015
138,138,"Matt Bettencourt",24,66,"FirstTeeEarlyLowestRound",2015
138,138,"Roberto Castro",54,66,"FirstTeeEarlyLowestRound",2015
138,138,"Chad Collins",79,66,"FirstTeeEarlyLowestRound",2015
138,138,"Victor Dubuisson",29,66,"FirstTeeEarlyLowestRound",2015
138,138,"Gonzalo Fdez Castano",81,66,"FirstTeeEarlyLowestRound",2015
138,138,"Martin Flores",95,66,"FirstTeeEarlyLowestRound",2015
138,138,"Rickie Fowler",76,66,"FirstTeeEarlyLowestRound",2015
138,138,"Harrison Frazar",20,66,"FirstTeeEarlyLowestRound",2015
138,138,"Tommy Gainey",26,66,"FirstTeeEarlyLowestRound",2015
138,138,"Brice Garnett",81,66,"FirstTeeEarlyLowestRound",2015
138,138,"Lucas Glover",79,66,"FirstTeeEarlyLowestRound",2015
138,138,"Andres Gonzales",90,66,"FirstTeeEarlyLowestRound",2015
138,138,"Jason Gore",76,66,"FirstTeeEarlyLowestRound",2015
138,138,"Chesson Hadley",101,66,"FirstTeeEarlyLowestRound",2015
138,138,"JB Holmes",89,66,"FirstTeeEarlyLowestRound",2015
138,138,"Max Homa",78,66,"FirstTeeEarlyLowestRound",2015
138,138,"Wes Homan",12,66,"FirstTeeEarlyLowestRound",2015
138,138,"Billy Horschel",99,66,"FirstTeeEarlyLowestRound",2015
138,138,"John Huh",102,66,"FirstTeeEarlyLowestRound",2015
138,138,"Billy Hurley III",83,66,"FirstTeeEarlyLowestRound",2015
138,138,"Ryo Ishikawa",90,66,"FirstTeeEarlyLowestRound",2015
138,138,"Martin Kaymer",43,66,"FirstTeeEarlyLowestRound",2015
138,138,"Whee Kim",71,66,"FirstTeeEarlyLowestRound",2015
138,138,"Kevin Kisner",104,66,"FirstTeeEarlyLowestRound",2015
138,138,"Patton Kizzire",6,66,"FirstTeeEarlyLowestRound",2015
138,138,"Anirban Lahiri",41,66,"FirstTeeEarlyLowestRound",2015
138,138,"Paul Lawrie",4,66,"FirstTeeEarlyLowestRound",2015
138,138,"Davis Love III",51,66,"FirstTeeEarlyLowestRound",2015
138,138,"Bill Lunde",50,66,"FirstTeeEarlyLowestRound",2015
138,138,"William McGirt",103,66,"FirstTeeEarlyLowestRound",2015
138,138,"Phil Mickelson",70,66,"FirstTeeEarlyLowestRound",2015
138,138,"Ryan Moore",81,66,"FirstTeeEarlyLowestRound",2015
138,138,"Kevin Na",98,66,"FirstTeeEarlyLowestRound",2015
138,138,"Eddie Pepperell",6,66,"FirstTeeEarlyLowestRound",2015
138,138,"Cameron Percy",72,66,"FirstTeeEarlyLowestRound",2015
138,138,"Scott Piercy",90,66,"FirstTeeEarlyLowestRound",2015
138,138,"Alex Prugh",84,66,"FirstTeeEarlyLowestRound",2015
138,138,"Kyle Reifers",96,66,"FirstTeeEarlyLowestRound",2015
138,138,"Jim Renner",68,66,"FirstTeeEarlyLowestRound",2015
138,138,"Alexandre Rocha",4,66,"FirstTeeEarlyLowestRound",2015
138,138,"Rory Sabbatini",81,66,"FirstTeeEarlyLowestRound",2015
138,138,"Ollie Schniederjans",22,66,"FirstTeeEarlyLowestRound",2015
138,138,"Adam Scott",51,66,"FirstTeeEarlyLowestRound",2015
138,138,"Vijay Singh",78,66,"FirstTeeEarlyLowestRound",2015
138,138,"Heath Slocum",57,66,"FirstTeeEarlyLowestRound",2015
138,138,"Brian Stuard",97,66,"FirstTeeEarlyLowestRound",2015
138,138,"Andrew Svoboda",80,66,"FirstTeeEarlyLowestRound",2015
138,138,"Brendon Todd",96,66,"FirstTeeEarlyLowestRound",2015
138,138,"Tyrone Van Aswegen",58,66,"FirstTeeEarlyLowestRound",2015
138,138,"Jhonattan Vegas",90,66,"FirstTeeEarlyLowestRound",2015
138,138,"Johnson Wagner",68,66,"FirstTeeEarlyLowestRound",2015
138,138,"Jimmy Walker",89,66,"FirstTeeEarlyLowestRound",2015
138,138,"Bernd Wiesberger",33,66,"FirstTeeEarlyLowestRound",2015
200,200,"Robert Allenby",63,67,"FirstTeeEarlyLowestRound",2015
200,200,"Michael Block",16,67,"FirstTeeEarlyLowestRound",2015
200,200,"Angel Cabrera",53,67,"FirstTeeEarlyLowestRound",2015
200,200,"Ashley Chesters",4,67,"FirstTeeEarlyLowestRound",2015
200,200,"Tim Clark",42,67,"FirstTeeEarlyLowestRound",2015
200,200,"Austin Cook",26,67,"FirstTeeEarlyLowestRound",2015
200,200,"Ben Crane",62,67,"FirstTeeEarlyLowestRound",2015
200,200,"Jon Curran",83,67,"FirstTeeEarlyLowestRound",2015
200,200,"Jamie Donaldson",50,67,"FirstTeeEarlyLowestRound",2015
200,200,"David Duval",17,67,"FirstTeeEarlyLowestRound",2015
200,200,"Ryan Fox",4,67,"FirstTeeEarlyLowestRound",2015
200,200,"Stephen Gallacher",33,67,"FirstTeeEarlyLowestRound",2015
200,200,"Branden Grace",48,67,"FirstTeeEarlyLowestRound",2015
200,200,"Brandon Hagy",21,67,"FirstTeeEarlyLowestRound",2015
200,200,"Padraig Harrington",60,67,"FirstTeeEarlyLowestRound",2015
200,200,"Mikko Ilonen",25,67,"FirstTeeEarlyLowestRound",2015
200,200,"Trevor Immelman",48,67,"FirstTeeEarlyLowestRound",2015
200,200,"DH Lee",6,67,"FirstTeeEarlyLowestRound",2015
200,200,"Shane Lowry",41,67,"FirstTeeEarlyLowestRound",2015
200,200,"Troy Matteson",23,67,"FirstTeeEarlyLowestRound",2015
200,200,"Maverick McNealy",8,67,"FirstTeeEarlyLowestRound",2015
200,200,"Francesco Molinari",56,67,"FirstTeeEarlyLowestRound",2015
200,200,"Chris Naegel",6,67,"FirstTeeEarlyLowestRound",2015
200,200,"Jordan Niebrugge",4,67,"FirstTeeEarlyLowestRound",2015
200,200,"Geoff Ogilvy",50,67,"FirstTeeEarlyLowestRound",2015
200,200,"Louis Oosthuizen",68,67,"FirstTeeEarlyLowestRound",2015
200,200,"Rod Pampling",31,67,"FirstTeeEarlyLowestRound",2015
200,200,"Cheng Tsung Pan",8,67,"FirstTeeEarlyLowestRound",2015
200,200,"Kenny Perry",25,67,"FirstTeeEarlyLowestRound",2015
200,200,"DA Points",72,67,"FirstTeeEarlyLowestRound",2015
200,200,"Ian Poulter",68,67,"FirstTeeEarlyLowestRound",2015
200,200,"Andres Romero",69,67,"FirstTeeEarlyLowestRound",2015
200,200,"Carlos Sainz Jr",48,67,"FirstTeeEarlyLowestRound",2015
200,200,"Charl Schwartzel",67,67,"FirstTeeEarlyLowestRound",2015
200,200,"John Senden",80,67,"FirstTeeEarlyLowestRound",2015
200,200,"Roger Sloan",56,67,"FirstTeeEarlyLowestRound",2015
200,200,"Chris Smith",29,67,"FirstTeeEarlyLowestRound",2015
200,200,"Kevin Stadler",10,67,"FirstTeeEarlyLowestRound",2015
200,200,"Scott Stallings",60,67,"FirstTeeEarlyLowestRound",2015
200,200,"Kyle Stanley",41,67,"FirstTeeEarlyLowestRound",2015
200,200,"Zack Sucher",47,67,"FirstTeeEarlyLowestRound",2015
200,200,"Adam Svensson",4,67,"FirstTeeEarlyLowestRound",2015
200,200,"Josh Teater",33,67,"FirstTeeEarlyLowestRound",2015
200,200,"Duffy Waldorf",6,67,"FirstTeeEarlyLowestRound",2015
200,200,"Bubba Watson",71,67,"FirstTeeEarlyLowestRound",2015
200,200,"Mark Wilson",89,67,"FirstTeeEarlyLowestRound",2015
200,200,"Tiger Woods",32,67,"FirstTeeEarlyLowestRound",2015
247,247,"Rafa Cabrera Bello",14,68,"FirstTeeEarlyLowestRound",2015
247,247,"Brian Campbell",6,68,"FirstTeeEarlyLowestRound",2015
247,247,"Greg Chalmers",58,68,"FirstTeeEarlyLowestRound",2015
247,247,"Kelvin Day",6,68,"FirstTeeEarlyLowestRound",2015
247,247,"Bryson DeChambeau",8,68,"FirstTeeEarlyLowestRound",2015
247,247,"Brad Elder",4,68,"FirstTeeEarlyLowestRound",2015
247,247,"Ernie Els",57,68,"FirstTeeEarlyLowestRound",2015
247,247,"Matt Every",73,68,"FirstTeeEarlyLowestRound",2015
247,247,"Steve Flesch",19,68,"FirstTeeEarlyLowestRound",2015
247,247,"Marcus Fraser",8,68,"FirstTeeEarlyLowestRound",2015
247,247,"Scott Gardiner",7,68,"FirstTeeEarlyLowestRound",2015
247,247,"Cody Gribble",11,68,"FirstTeeEarlyLowestRound",2015
247,247,"Blair Hamilton",3,68,"FirstTeeEarlyLowestRound",2015
247,247,"Nick Hardy",4,68,"FirstTeeEarlyLowestRound",2015
247,247,"Tyrrell Hatton",6,68,"FirstTeeEarlyLowestRound",2015
247,247,"David Howell",6,68,"FirstTeeEarlyLowestRound",2015
247,247,"Brandt Jobe",17,68,"FirstTeeEarlyLowestRound",2015
247,247,"Alex Kang",4,68,"FirstTeeEarlyLowestRound",2015
247,247,"Doug LaBelle II",4,68,"FirstTeeEarlyLowestRound",2015
247,247,"Neal Lancaster",8,68,"FirstTeeEarlyLowestRound",2015
247,247,"Pablo Larrazabal",12,68,"FirstTeeEarlyLowestRound",2015
247,247,"Alexander Levy",24,68,"FirstTeeEarlyLowestRound",2015
247,247,"Jamie Lovemark",8,68,"FirstTeeEarlyLowestRound",2015
247,247,"Shaun Micheel",14,68,"FirstTeeEarlyLowestRound",2015
247,247,"Mark OMeara",8,68,"FirstTeeEarlyLowestRound",2015
247,247,"Garrett Osborn",10,68,"FirstTeeEarlyLowestRound",2015
247,247,"Greg Owen",58,68,"FirstTeeEarlyLowestRound",2015
247,247,"SJ Park",79,68,"FirstTeeEarlyLowestRound",2015
247,247,"Tim Petrovic",28,68,"FirstTeeEarlyLowestRound",2015
247,247,"Dicky Pride",16,68,"FirstTeeEarlyLowestRound",2015
247,247,"Jon Rahm",10,68,"FirstTeeEarlyLowestRound",2015
247,247,"Chris Riley",8,68,"FirstTeeEarlyLowestRound",2015
247,247,"Jose de Jesus Rodriguez",2,68,"FirstTeeEarlyLowestRound",2015
247,247,"Robby Shelton",4,68,"FirstTeeEarlyLowestRound",2015
247,247,"Byron Smith",59,68,"FirstTeeEarlyLowestRound",2015
247,247,"Michael Smith",4,68,"FirstTeeEarlyLowestRound",2015
247,247,"Steve Stricker",32,68,"FirstTeeEarlyLowestRound",2015
247,247,"Andy Sullivan",17,68,"FirstTeeEarlyLowestRound",2015
247,247,"Marc Warren",33,68,"FirstTeeEarlyLowestRound",2015
247,247,"Mike Weir",36,68,"FirstTeeEarlyLowestRound",2015
247,247,"Lee Westwood",56,68,"FirstTeeEarlyLowestRound",2015
247,247,"Cory Whitsett",8,68,"FirstTeeEarlyLowestRound",2015
247,247,"Charlie Wi",23,68,"FirstTeeEarlyLowestRound",2015
247,247,"Danny Willett",37,68,"FirstTeeEarlyLowestRound",2015
247,247,"YE Yang",14,68,"FirstTeeEarlyLowestRound",2015
292,292,"Joe Affrunti",12,69,"FirstTeeEarlyLowestRound",2015
292,292,"Wu Ashun",4,69,"FirstTeeEarlyLowestRound",2015
292,292,"Arjun Atwal",22,69,"FirstTeeEarlyLowestRound",2015
292,292,"Woody Austin",27,69,"FirstTeeEarlyLowestRound",2015
292,292,"Thomas Bjorn",18,69,"FirstTeeEarlyLowestRound",2015
292,292,"Daniel Chopra",11,69,"FirstTeeEarlyLowestRound",2015
292,292,"Ben Curtis",35,69,"FirstTeeEarlyLowestRound",2015
292,292,"James Driscoll",4,69,"FirstTeeEarlyLowestRound",2015
292,292,"Paul Dunne",4,69,"FirstTeeEarlyLowestRound",2015
292,292,"Andres Echavarria",2,69,"FirstTeeEarlyLowestRound",2015
292,292,"Ross Fisher",10,69,"FirstTeeEarlyLowestRound",2015
292,292,"Tommy Fleetwood",23,69,"FirstTeeEarlyLowestRound",2015
292,292,"Oscar Fraustro",58,69,"FirstTeeEarlyLowestRound",2015
292,292,"Emiliano Grillo",18,69,"FirstTeeEarlyLowestRound",2015
292,292,"Mark Hensby",6,69,"FirstTeeEarlyLowestRound",2015
292,292,"Miguel Angel Jimenez",15,69,"FirstTeeEarlyLowestRound",2015
292,292,"Troy Kelly",25,69,"FirstTeeEarlyLowestRound",2015
292,292,"Soren Kjeldsen",8,69,"FirstTeeEarlyLowestRound",2015
292,292,"Romain Langasque",4,69,"FirstTeeEarlyLowestRound",2015
292,292,"David Lipsky",20,69,"FirstTeeEarlyLowestRound",2015
292,292,"Justin Lower",2,69,"FirstTeeEarlyLowestRound",2015
292,292,"Joost Luiten",41,69,"FirstTeeEarlyLowestRound",2015
292,292,"Jarrod Lyle",26,69,"FirstTeeEarlyLowestRound",2015
292,292,"Billy Mayfair",17,69,"FirstTeeEarlyLowestRound",2015
292,292,"Scott McCarron",18,69,"FirstTeeEarlyLowestRound",2015
292,292,"Parker McLachlin",6,69,"FirstTeeEarlyLowestRound",2015
292,292,"Brad Miller",2,69,"FirstTeeEarlyLowestRound",2015
292,292,"Colin Montgomerie",6,69,"FirstTeeEarlyLowestRound",2015
292,292,"Erick Morales",4,69,"FirstTeeEarlyLowestRound",2015
292,292,"James Morrison",8,69,"FirstTeeEarlyLowestRound",2015
292,292,"Koumei Oda",14,69,"FirstTeeEarlyLowestRound",2015
292,292,"David Pastore",2,69,"FirstTeeEarlyLowestRound",2015
292,292,"JJ Spaun",4,69,"FirstTeeEarlyLowestRound",2015
292,292,"Kyle Suppa",3,69,"FirstTeeEarlyLowestRound",2015
292,292,"DJ Trahan",18,69,"FirstTeeEarlyLowestRound",2015
292,292,"Jaco Van Zyl",6,69,"FirstTeeEarlyLowestRound",2015
292,292,"Tom Watson",8,69,"FirstTeeEarlyLowestRound",2015
292,292,"Garrett Willis",4,69,"FirstTeeEarlyLowestRound",2015
330,330,"Stephen Ames",4,70,"FirstTeeEarlyLowestRound",2015
330,330,"Tommy Armour III",2,70,"FirstTeeEarlyLowestRound",2015
330,330,"Christopher Brown",2,70,"FirstTeeEarlyLowestRound",2015
330,330,"Sebastian Cappelen",6,70,"FirstTeeEarlyLowestRound",2015
330,330,"Corey Conners",12,70,"FirstTeeEarlyLowestRound",2015
330,330,"Glen Day",24,70,"FirstTeeEarlyLowestRound",2015
330,330,"Jimmy Gunn",4,70,"FirstTeeEarlyLowestRound",2015
330,330,"Ryuji Imada",9,70,"FirstTeeEarlyLowestRound",2015
330,330,"Thongchai Jaidee",31,70,"FirstTeeEarlyLowestRound",2015
330,330,"Robert Karlsson",6,70,"FirstTeeEarlyLowestRound",2015
330,330,"Masahiro Kawamura",2,70,"FirstTeeEarlyLowestRound",2015
330,330,"Paul Kinnear",2,70,"FirstTeeEarlyLowestRound",2015
330,330,"Bernhard Langer",8,70,"FirstTeeEarlyLowestRound",2015
330,330,"Steve Lewton",4,70,"FirstTeeEarlyLowestRound",2015
330,330,"WC Liang",16,70,"FirstTeeEarlyLowestRound",2015
330,330,"Lee McCoy",8,70,"FirstTeeEarlyLowestRound",2015
330,330,"Graeme McDowell",43,70,"FirstTeeEarlyLowestRound",2015
330,330,"Andy Pope",8,70,"FirstTeeEarlyLowestRound",2015
330,330,"Alvaro Quiros",8,70,"FirstTeeEarlyLowestRound",2015
330,330,"Richie Ramsay",6,70,"FirstTeeEarlyLowestRound",2015
330,330,"John Rollins",39,70,"FirstTeeEarlyLowestRound",2015
330,330,"Kevin Shields",2,70,"FirstTeeEarlyLowestRound",2015
330,330,"Kevin Tway",4,70,"FirstTeeEarlyLowestRound",2015
330,330,"Anthony Wall",4,70,"FirstTeeEarlyLowestRound",2015
330,330,"Drew Weaver",2,70,"FirstTeeEarlyLowestRound",2015
330,330,"Cameron Wilson",9,70,"FirstTeeEarlyLowestRound",2015
356,356,"Jason Allred",10,71,"FirstTeeEarlyLowestRound",2015
356,356,"Benjamin Alvarado",18,71,"FirstTeeEarlyLowestRound",2015
356,356,"Mark Brooks",7,71,"FirstTeeEarlyLowestRound",2015
356,356,"Patrick Cantlay",4,71,"FirstTeeEarlyLowestRound",2015
356,356,"Darren Clarke",12,71,"FirstTeeEarlyLowestRound",2015
356,356,"Chris DiMarco",8,71,"FirstTeeEarlyLowestRound",2015
356,356,"Andrew Dodt",4,71,"FirstTeeEarlyLowestRound",2015
356,356,"Nick Faldo",2,71,"FirstTeeEarlyLowestRound",2015
356,356,"Brian Gaffney",4,71,"FirstTeeEarlyLowestRound",2015
356,356,"Todd Hamilton",6,71,"FirstTeeEarlyLowestRound",2015
356,356,"Justin Hicks",31,71,"FirstTeeEarlyLowestRound",2015
