"PresidentsCupInternational_RANKTHISWEEK_2013","PresidentsCupInternational_RANKLASTWEEK_2013","PresidentsCupInternational_PLAYERNAME_2013","PresidentsCupInternational_EVENTS_2013","PresidentsCupInternational_AVGPOINTS_2013","PresidentsCupInternational_TOTALPOINTS_2013","PresidentsCupInternational_POINTSLOST_2013","PresidentsCupInternational_POINTSGAINED_2013","stat_name","year"
284,284,"Yoshikazu Haku",49,0.18,8.66,-11.3,3.21,"PresidentsCupInternational",2013
285,285,"Hung Chienyao",40,0.18,7.06,-3.17,5.36,"PresidentsCupInternational",2013
286,286,"Tran Le Duynhat",40,0.18,7.05,-2.26,5.11,"PresidentsCupInternational",2013
287,287,"Himmat Rai",48,0.18,8.45,-12.11,4.02,"PresidentsCupInternational",2013
288,288,"Matt Carvell",45,0.18,7.91,-4.44,4.2,"PresidentsCupInternational",2013
289,289,"Thanyakorn Khrongpha",40,0.18,7,-5,4.08,"PresidentsCupInternational",2013
290,290,"Chinnarat Phadungsil",50,0.17,8.7,-10.8,1.5,"PresidentsCupInternational",2013
291,291,"Darryn Lloyd",40,0.17,6.93,-2.63,4.9,"PresidentsCupInternational",2013
292,292,"Keiichiro Fukabori",42,0.17,7.22,-5.37,2,"PresidentsCupInternational",2013
293,293,"Anthony Brown",40,0.17,6.86,-4.28,NA,"PresidentsCupInternational",2013
294,294,"Chan Yihshin",40,0.17,6.82,-9.54,1.35,"PresidentsCupInternational",2013
295,295,"Tommy Cocha",40,0.17,6.74,-4.81,NA,"PresidentsCupInternational",2013
296,296,"Jason Norris",40,0.17,6.66,-3.09,NA,"PresidentsCupInternational",2013
297,297,"Matthew Giles",40,0.17,6.65,-4.01,7.32,"PresidentsCupInternational",2013
298,298,"Pawin Ingkhapradit",40,0.17,6.61,-1.27,6.37,"PresidentsCupInternational",2013
299,299,"Satoshi Tomiyama",40,0.17,6.6,-7.01,3.85,"PresidentsCupInternational",2013
300,300,"Richard Scott",45,0.16,7.42,-6.82,2.1,"PresidentsCupInternational",2013
301,301,"Sushi Ishigaki",47,0.16,7.59,-8.43,NA,"PresidentsCupInternational",2013
302,302,"James Nitties",51,0.16,8.21,-10.39,3.66,"PresidentsCupInternational",2013
303,303,"Matias OCurry",40,0.16,6.44,-3.93,NA,"PresidentsCupInternational",2013
304,304,"Kiyoshi Murota",40,0.16,6.41,-2.49,4.24,"PresidentsCupInternational",2013
305,305,"Steven Jones",40,0.16,6.38,-4.13,1.2,"PresidentsCupInternational",2013
306,306,"Aron Price",52,0.16,8.24,-6.43,5.18,"PresidentsCupInternational",2013
307,307,"Lucas Lee",40,0.16,6.33,-1.41,5.3,"PresidentsCupInternational",2013
308,308,"Kim Sung Yoon",44,0.16,6.96,-6.87,3.85,"PresidentsCupInternational",2013
309,309,"Rory Hie",40,0.16,6.27,-4.87,2.6,"PresidentsCupInternational",2013
310,310,"Rohan Blizard",40,0.16,6.26,-4.94,4.57,"PresidentsCupInternational",2013
311,311,"Lee Inwoo",40,0.16,6.24,-5.85,NA,"PresidentsCupInternational",2013
312,312,"Peter OMalley",40,0.16,6.24,-2.45,3.6,"PresidentsCupInternational",2013
313,313,"Koichiro Kawano",47,0.16,7.32,-14.32,1.64,"PresidentsCupInternational",2013
314,314,"Ryutaro Nagano",40,0.16,6.22,-4.48,NA,"PresidentsCupInternational",2013
315,315,"Unho Park",40,0.15,6.18,-2.54,4.45,"PresidentsCupInternational",2013
316,316,"Yosuke Asaji",40,0.15,6.05,-3.59,2,"PresidentsCupInternational",2013
317,317,"Lee Soo Min",40,0.15,6.05,-1.45,6,"PresidentsCupInternational",2013
318,318,"Tano Goya",52,0.15,7.84,-14.23,1.2,"PresidentsCupInternational",2013
319,319,"Daniel Nisbet",40,0.15,6.01,-2.15,3.36,"PresidentsCupInternational",2013
320,320,"Heinrich Bruiners",40,0.15,6,0,6,"PresidentsCupInternational",2013
321,321,"Josh Geary",40,0.14,5.78,-6.42,5.6,"PresidentsCupInternational",2013
322,322,"Hur Inhoi",40,0.14,5.71,-3.45,4.14,"PresidentsCupInternational",2013
323,323,"Matt Hill",40,0.14,5.68,-3.76,1.23,"PresidentsCupInternational",2013
324,324,"Wang Jeunghun",40,0.14,5.62,-1.54,4.2,"PresidentsCupInternational",2013
325,325,"Matthew Millar",40,0.14,5.59,-5.07,1.2,"PresidentsCupInternational",2013
326,326,"Kim Felton",40,0.14,5.58,-2.71,NA,"PresidentsCupInternational",2013
327,327,"Mitsuhiko Hashizume",40,0.14,5.54,-0.46,6,"PresidentsCupInternational",2013
328,328,"Hiroo Kawai",44,0.14,6.09,-14.25,2.08,"PresidentsCupInternational",2013
329,329,"Sebastian Fernandez",40,0.14,5.46,-4.11,NA,"PresidentsCupInternational",2013
330,330,"Jarrod Lyle",40,0.13,5.38,-12.48,NA,"PresidentsCupInternational",2013
331,331,"Gavin Kyle Green",40,0.13,5.31,-0.7,4.51,"PresidentsCupInternational",2013
332,332,"Nelson Ledesma",40,0.13,5.3,-5.22,1.56,"PresidentsCupInternational",2013
333,333,"Jae Han Chun",40,0.13,5.27,-1.5,3.38,"PresidentsCupInternational",2013
334,334,"Brandon Pieters",40,0.13,5.26,-3.02,5.06,"PresidentsCupInternational",2013
335,335,"Junwon Park",40,0.13,5.26,-4.73,1.2,"PresidentsCupInternational",2013
336,336,"Wenyi Huang",40,0.13,5.23,0,5.23,"PresidentsCupInternational",2013
337,337,"Airilrizman Zahari",40,0.13,5.22,-0.14,5.36,"PresidentsCupInternational",2013
338,338,"Ockert Strydom",40,0.13,5.18,-6.11,1.22,"PresidentsCupInternational",2013
339,339,"Peter Lonard",52,0.13,6.69,-6.93,3.57,"PresidentsCupInternational",2013
340,340,"Tetsuya Haraguchi",45,0.13,5.79,-6.37,2.59,"PresidentsCupInternational",2013
341,341,"Tyrone Ferreira",52,0.13,6.67,-8.4,1.41,"PresidentsCupInternational",2013
342,342,"Rafael Gomez",40,0.13,5.08,-3.05,4.8,"PresidentsCupInternational",2013
343,343,"Ryan Fox",40,0.13,5.03,-2.17,1.28,"PresidentsCupInternational",2013
344,344,"Hsu Mongnan",40,0.13,5.03,-0.84,5.04,"PresidentsCupInternational",2013
345,345,"Wen Teh Lu",40,0.13,5.02,-4.97,3.36,"PresidentsCupInternational",2013
346,346,"Wook Soon Kang",40,0.12,4.98,-1.37,3.6,"PresidentsCupInternational",2013
347,347,"Steve Dartnall",40,0.12,4.95,-2.69,4.02,"PresidentsCupInternational",2013
348,348,"Tommy Nakajima",40,0.12,4.94,-1.26,2.88,"PresidentsCupInternational",2013
349,349,"Andrew Georgiou",40,0.12,4.92,-3.54,1.75,"PresidentsCupInternational",2013
350,350,"Rafael Echenique",52,0.12,6.39,-6.1,1.35,"PresidentsCupInternational",2013
351,351,"Julio Zapata",40,0.12,4.91,-3.84,NA,"PresidentsCupInternational",2013
352,352,"Cameron Smith",40,0.12,4.91,-2.39,1.8,"PresidentsCupInternational",2013
353,353,"Ryan McCarthy",40,0.12,4.85,-1.7,4.15,"PresidentsCupInternational",2013
354,354,"Divan van den Heever",46,0.12,5.58,-6.79,NA,"PresidentsCupInternational",2013
355,355,"Oliver Goss",40,0.12,4.71,-2.57,NA,"PresidentsCupInternational",2013
356,356,"Bradford Vaughan",41,0.12,4.76,-4.22,1.49,"PresidentsCupInternational",2013
357,357,"Kazuhiko Hosokawa",40,0.12,4.62,-4.8,NA,"PresidentsCupInternational",2013
358,358,"Michael Hollick",40,0.12,4.61,-1.55,3.08,"PresidentsCupInternational",2013
359,359,"Gavin Coles",52,0.11,5.95,-12.56,2.57,"PresidentsCupInternational",2013
360,360,"Rafael Campos",40,0.11,4.55,-3.17,1.2,"PresidentsCupInternational",2013
361,361,"Neil Schietekat",45,0.11,5.07,-2.43,2.93,"PresidentsCupInternational",2013
362,362,"Ryan Williams",40,0.11,4.49,-1.96,3.6,"PresidentsCupInternational",2013
363,363,"Ryuji Imada",51,0.11,5.71,-11.42,3.26,"PresidentsCupInternational",2013
364,364,"Ki Sang Lee",40,0.11,4.48,-3.29,1.88,"PresidentsCupInternational",2013
365,365,"Sebastian Saavedra",40,0.11,4.43,-2.01,3,"PresidentsCupInternational",2013
366,366,"Marc Pucay",43,0.11,4.76,-5.2,2.42,"PresidentsCupInternational",2013
367,367,"Michael Gligic",40,0.11,4.35,-3.64,NA,"PresidentsCupInternational",2013
368,368,"Arjun Atwal",50,0.11,5.43,-9.07,NA,"PresidentsCupInternational",2013
369,369,"Hyungsoon Lee",40,0.11,4.32,0,4.32,"PresidentsCupInternational",2013
370,370,"Jaebum Park",50,0.11,5.37,-10.65,2.24,"PresidentsCupInternational",2013
371,371,"Jinho Choi",40,0.11,4.28,-7.44,NA,"PresidentsCupInternational",2013
372,372,"Julian Etulain",40,0.11,4.24,-5.98,1.32,"PresidentsCupInternational",2013
373,373,"Lu Weichih",40,0.11,4.23,-15.94,NA,"PresidentsCupInternational",2013
374,374,"Lee Dong Min",40,0.1,4.2,-2.53,3.6,"PresidentsCupInternational",2013
375,375,"Jake Redman",40,0.1,4.16,-1.23,3.23,"PresidentsCupInternational",2013
376,376,"Shaaban Hussin",40,0.1,4.15,-0.79,3.68,"PresidentsCupInternational",2013
377,377,"Marcus Both",43,0.1,4.39,-5.66,1.96,"PresidentsCupInternational",2013
378,378,"James McLean",40,0.1,4.04,-2.19,NA,"PresidentsCupInternational",2013
379,379,"Yosuke Tsukada",40,0.1,4.03,-1.55,1.65,"PresidentsCupInternational",2013
380,380,"Anthony Michael",40,0.1,3.94,-1.89,3.02,"PresidentsCupInternational",2013
381,381,"IlHwan Park",40,0.1,3.92,-0.54,3.96,"PresidentsCupInternational",2013
382,382,"Sebastian Salem",40,0.1,3.91,-2.09,NA,"PresidentsCupInternational",2013
383,383,"Jose Garrido",40,0.1,3.89,-2.98,1.48,"PresidentsCupInternational",2013
384,384,"Jooyeop Baek",40,0.1,3.85,-2.15,NA,"PresidentsCupInternational",2013
385,385,"Nicolas Geyger",40,0.1,3.85,-1.6,2.1,"PresidentsCupInternational",2013
386,386,"Ryan Yip",40,0.1,3.84,-0.79,2.6,"PresidentsCupInternational",2013
387,387,"Sung Kang",52,0.1,4.97,-18.05,2.42,"PresidentsCupInternational",2013
388,388,"Heung Chol Joo",40,0.09,3.78,-3.32,2.47,"PresidentsCupInternational",2013
389,389,"Kodai Ichihara",52,0.09,4.91,-8.14,1.24,"PresidentsCupInternational",2013
390,390,"Masatsugo Morofuji",40,0.09,3.74,-13.28,NA,"PresidentsCupInternational",2013
391,391,"R Nachimuthu",40,0.09,3.72,-0.56,4.28,"PresidentsCupInternational",2013
392,392,"Alan Wagner",40,0.09,3.72,-2.28,NA,"PresidentsCupInternational",2013
393,393,"Puma Dominguez",40,0.09,3.69,-5.3,NA,"PresidentsCupInternational",2013
394,394,"Scott Arnold",40,0.09,3.67,-5.58,1.82,"PresidentsCupInternational",2013
395,395,"Hidezumi Shirakata",40,0.09,3.66,-3.61,NA,"PresidentsCupInternational",2013
396,396,"Darren Tan",40,0.09,3.66,0,3.66,"PresidentsCupInternational",2013
397,397,"Todd Baek",40,0.09,3.62,-0.41,4.03,"PresidentsCupInternational",2013
398,398,"Daniel Bringolf",40,0.09,3.6,0,3.6,"PresidentsCupInternational",2013
399,399,"Adam Groom",40,0.09,3.59,-4.68,2.53,"PresidentsCupInternational",2013
400,400,"Brad Shilton",40,0.09,3.59,-2.35,NA,"PresidentsCupInternational",2013
401,401,"Keenan Davidse",40,0.09,3.51,-2.05,NA,"PresidentsCupInternational",2013
402,402,"Nathan Holman",40,0.09,3.51,-0.81,4.32,"PresidentsCupInternational",2013
403,403,"Brandon Stone",40,0.09,3.48,0,3.48,"PresidentsCupInternational",2013
404,404,"Armando Villarreal",40,0.09,3.44,-0.16,3.6,"PresidentsCupInternational",2013
405,405,"Carlos Franco",40,0.09,3.41,-2.19,1.88,"PresidentsCupInternational",2013
406,406,"Vasin Sripattranusorn",40,0.09,3.41,-0.52,3.93,"PresidentsCupInternational",2013
407,407,"Wei Tze Yeh",40,0.08,3.39,-0.88,2.1,"PresidentsCupInternational",2013
408,408,"Lindani Ndwandwe",42,0.08,3.55,-0.92,3.78,"PresidentsCupInternational",2013
409,409,"P Tangkamolpraser",40,0.08,3.23,-0.4,3.63,"PresidentsCupInternational",2013
410,410,"Atiwit Janewattanano",40,0.08,3.22,0,3.22,"PresidentsCupInternational",2013
411,411,"Cesar Costilla",40,0.08,3.18,-8.05,NA,"PresidentsCupInternational",2013
412,412,"Hidemasa Hoshino",45,0.08,3.52,-5.71,2.56,"PresidentsCupInternational",2013
413,413,"Ryuko Tokimatsu",40,0.08,3.12,0,3.12,"PresidentsCupInternational",2013
414,414,"Steven Ferreira",40,0.08,3.1,-0.95,1.32,"PresidentsCupInternational",2013
415,415,"David Vanegas",40,0.08,3.09,-1.16,3.6,"PresidentsCupInternational",2013
416,416,"Mamo Osanai",45,0.08,3.45,-9.48,NA,"PresidentsCupInternational",2013
417,417,"Armando Favela",40,0.08,3.04,-1.46,1.2,"PresidentsCupInternational",2013
418,418,"Marco Ruiz",40,0.08,3.04,-4.7,NA,"PresidentsCupInternational",2013
419,419,"Toru Suzuki",40,0.08,3,-4.03,1.37,"PresidentsCupInternational",2013
420,420,"Sung Lee",40,0.07,2.99,-3.03,1.23,"PresidentsCupInternational",2013
421,421,"Jose Coceres",40,0.07,2.97,-3.23,NA,"PresidentsCupInternational",2013
422,422,"Si Woo Kim",40,0.07,2.94,-1.85,1.61,"PresidentsCupInternational",2013
423,423,"Zaw Moe",45,0.07,3.3,-5.85,1.28,"PresidentsCupInternational",2013
424,424,"Hao Tong Li",40,0.07,2.92,-1.01,3.31,"PresidentsCupInternational",2013
425,425,"Jakraphan Premsirigorn",40,0.07,2.93,-0.58,3.51,"PresidentsCupInternational",2013
426,426,"Desne van den Bergh",40,0.07,2.89,-0.13,3.02,"PresidentsCupInternational",2013
427,427,"Hirohito Koizumi",40,0.07,2.88,-5.29,NA,"PresidentsCupInternational",2013
428,428,"Jinjae Byun",40,0.07,2.86,-2.12,NA,"PresidentsCupInternational",2013
429,429,"Neven Basic",40,0.07,2.81,-8.25,1.62,"PresidentsCupInternational",2013
430,430,"Andrew Tschudin",40,0.07,2.81,-4.86,NA,"PresidentsCupInternational",2013
431,431,"Nobuhiro Masuda",40,0.07,2.79,-7.11,NA,"PresidentsCupInternational",2013
432,432,"Steve Allan",40,0.07,2.76,-3.09,NA,"PresidentsCupInternational",2013
433,433,"Brody Ninyette",40,0.07,2.75,-2.08,NA,"PresidentsCupInternational",2013
434,434,"Shamim Khan",40,0.07,2.75,-1.84,2.17,"PresidentsCupInternational",2013
435,435,"Wolmer Murillo",40,0.07,2.71,-0.29,3,"PresidentsCupInternational",2013
436,436,"Craig Hancock",40,0.07,2.69,-2.68,NA,"PresidentsCupInternational",2013
437,437,"Seunghyuk Kim",40,0.07,2.67,-4.25,1.45,"PresidentsCupInternational",2013
438,438,"Andrew Parr",40,0.07,2.67,-4.13,NA,"PresidentsCupInternational",2013
439,439,"Cheng Tsung Pan",40,0.07,2.65,0,2.65,"PresidentsCupInternational",2013
440,440,"Ross Wellington",40,0.07,2.65,-0.94,1.32,"PresidentsCupInternational",2013
