"RightRoughTendencyRTPScore_RANKTHISWEEK_2009","RightRoughTendencyRTPScore_RANKLASTWEEK_2009","RightRoughTendencyRTPScore_PLAYERNAME_2009","RightRoughTendencyRTPScore_ROUNDS_2009","RightRoughTendencyRTPScore_RTPSCORE_2009","stat_name","year"
27,27,"Phil Mickelson",66,0.025,"RightRoughTendencyRTPScore",2009
30,30,"Kent Jones",73,0.026,"RightRoughTendencyRTPScore",2009
31,31,"Robert Garrigus",83,0.027,"RightRoughTendencyRTPScore",2009
31,31,"Michael Letzig",96,0.027,"RightRoughTendencyRTPScore",2009
31,31,"John Senden",100,0.027,"RightRoughTendencyRTPScore",2009
34,34,"DA Points",99,0.032,"RightRoughTendencyRTPScore",2009
35,35,"Luke Donald",79,0.033,"RightRoughTendencyRTPScore",2009
35,35,"Justin Leonard",95,0.033,"RightRoughTendencyRTPScore",2009
37,37,"Ian Poulter",59,0.035,"RightRoughTendencyRTPScore",2009
38,38,"Hunter Mahan",94,0.037,"RightRoughTendencyRTPScore",2009
39,39,"Nick Watney",86,0.038,"RightRoughTendencyRTPScore",2009
40,40,"Bubba Watson",73,0.039,"RightRoughTendencyRTPScore",2009
41,41,"Anthony Kim",76,0.04,"RightRoughTendencyRTPScore",2009
41,41,"Kevin Streelman",97,0.04,"RightRoughTendencyRTPScore",2009
43,43,"Mark Calcavecchia",72,0.041,"RightRoughTendencyRTPScore",2009
44,44,"Bo Van Pelt",100,0.042,"RightRoughTendencyRTPScore",2009
45,45,"Adam Scott",53,0.043,"RightRoughTendencyRTPScore",2009
46,46,"Scott Piercy",85,0.044,"RightRoughTendencyRTPScore",2009
47,47,"Jason Dufner",90,0.045,"RightRoughTendencyRTPScore",2009
48,48,"Jimmy Walker",74,0.049,"RightRoughTendencyRTPScore",2009
49,49,"Bob Estes",78,0.05,"RightRoughTendencyRTPScore",2009
49,49,"Marc Leishman",91,0.05,"RightRoughTendencyRTPScore",2009
51,51,"Jonathan Byrd",89,0.053,"RightRoughTendencyRTPScore",2009
51,51,"Carl Pettersson",86,0.053,"RightRoughTendencyRTPScore",2009
53,53,"KJ Choi",65,0.054,"RightRoughTendencyRTPScore",2009
53,53,"Steve Marino",98,0.054,"RightRoughTendencyRTPScore",2009
53,53,"Charlie Wi",92,0.054,"RightRoughTendencyRTPScore",2009
56,56,"Glen Day",79,0.055,"RightRoughTendencyRTPScore",2009
56,56,"Charles Howell III",99,0.055,"RightRoughTendencyRTPScore",2009
56,56,"John Rollins",92,0.055,"RightRoughTendencyRTPScore",2009
59,59,"Spencer Levin",75,0.056,"RightRoughTendencyRTPScore",2009
59,59,"Rory Sabbatini",81,0.056,"RightRoughTendencyRTPScore",2009
61,61,"Stephen Ames",77,0.057,"RightRoughTendencyRTPScore",2009
61,61,"Freddie Jacobson",83,0.057,"RightRoughTendencyRTPScore",2009
61,61,"Tag Ridings",50,0.057,"RightRoughTendencyRTPScore",2009
64,64,"Matt Jones",56,0.058,"RightRoughTendencyRTPScore",2009
65,65,"Ryuji Imada",85,0.059,"RightRoughTendencyRTPScore",2009
66,66,"Cameron Beckman",87,0.061,"RightRoughTendencyRTPScore",2009
66,66,"Stewart Cink",79,0.061,"RightRoughTendencyRTPScore",2009
66,66,"Greg Owen",97,0.061,"RightRoughTendencyRTPScore",2009
66,66,"Tom Pernice Jr",82,0.061,"RightRoughTendencyRTPScore",2009
70,70,"Brad Adamonis",70,0.062,"RightRoughTendencyRTPScore",2009
71,71,"Kris Blanks",60,0.063,"RightRoughTendencyRTPScore",2009
71,71,"Mark Wilson",99,0.063,"RightRoughTendencyRTPScore",2009
73,73,"Rich Beem",77,0.065,"RightRoughTendencyRTPScore",2009
74,74,"Bryce Molder",69,0.067,"RightRoughTendencyRTPScore",2009
74,74,"Kevin Na",91,0.067,"RightRoughTendencyRTPScore",2009
74,74,"David Toms",98,0.067,"RightRoughTendencyRTPScore",2009
77,77,"Tim Clark",81,0.068,"RightRoughTendencyRTPScore",2009
78,78,"Brian Vranesh",51,0.069,"RightRoughTendencyRTPScore",2009
79,79,"Jerry Kelly",90,0.07,"RightRoughTendencyRTPScore",2009
80,80,"John Merrick",91,0.071,"RightRoughTendencyRTPScore",2009
81,81,"Jeff Klauk",97,0.073,"RightRoughTendencyRTPScore",2009
81,81,"YE Yang",83,0.073,"RightRoughTendencyRTPScore",2009
83,83,"Zach Johnson",94,0.076,"RightRoughTendencyRTPScore",2009
84,84,"Will Ma Kenzie",69,0.078,"RightRoughTendencyRTPScore",2009
85,85,"Chad Campbell",90,0.079,"RightRoughTendencyRTPScore",2009
85,85,"Nicholas Thompson",96,0.079,"RightRoughTendencyRTPScore",2009
87,87,"Tim Herron",87,0.081,"RightRoughTendencyRTPScore",2009
88,88,"Ben Crane",93,0.083,"RightRoughTendencyRTPScore",2009
88,88,"Dean Wilson",81,0.083,"RightRoughTendencyRTPScore",2009
90,90,"Kevin Stadler",65,0.084,"RightRoughTendencyRTPScore",2009
91,91,"Steve Elkington",70,0.085,"RightRoughTendencyRTPScore",2009
91,91,"Aron Price",89,0.085,"RightRoughTendencyRTPScore",2009
91,91,"Scott Sterling",51,0.085,"RightRoughTendencyRTPScore",2009
94,94,"David Mathis",82,0.088,"RightRoughTendencyRTPScore",2009
94,94,"Heath Slocum",95,0.088,"RightRoughTendencyRTPScore",2009
96,96,"Nick OHern",90,0.09,"RightRoughTendencyRTPScore",2009
97,97,"Davis Love III",89,0.091,"RightRoughTendencyRTPScore",2009
97,97,"Ted Purdy",101,0.091,"RightRoughTendencyRTPScore",2009
99,99,"Robert Allenby",71,0.092,"RightRoughTendencyRTPScore",2009
100,100,"JJ Henry",97,0.093,"RightRoughTendencyRTPScore",2009
100,100,"Jeff Maggert",79,0.093,"RightRoughTendencyRTPScore",2009
102,102,"Stuart Appleby",79,0.095,"RightRoughTendencyRTPScore",2009
102,102,"Lucas Glover",93,0.095,"RightRoughTendencyRTPScore",2009
102,102,"Gary Woodland",53,0.095,"RightRoughTendencyRTPScore",2009
105,105,"Brendon de Jonge",90,0.097,"RightRoughTendencyRTPScore",2009
105,105,"Ryan Moore",89,0.097,"RightRoughTendencyRTPScore",2009
105,105,"Scott Verplank",88,0.097,"RightRoughTendencyRTPScore",2009
105,105,"Matt Weibring",65,0.097,"RightRoughTendencyRTPScore",2009
109,109,"Padraig Harrington",66,0.099,"RightRoughTendencyRTPScore",2009
109,109,"Vaughn Taylor",88,0.099,"RightRoughTendencyRTPScore",2009
111,111,"Brandt Snedeker",81,0.1,"RightRoughTendencyRTPScore",2009
112,112,"Justin Rose",71,0.103,"RightRoughTendencyRTPScore",2009
112,112,"Webb Simpson",94,0.103,"RightRoughTendencyRTPScore",2009
112,112,"DJ Trahan",96,0.103,"RightRoughTendencyRTPScore",2009
115,115,"Matt Kuchar",82,0.104,"RightRoughTendencyRTPScore",2009
116,116,"Todd Hamilton",83,0.105,"RightRoughTendencyRTPScore",2009
117,117,"Rocco Mediate",79,0.106,"RightRoughTendencyRTPScore",2009
118,118,"Johnson Wagner",81,0.107,"RightRoughTendencyRTPScore",2009
119,119,"Brian Bateman",55,0.109,"RightRoughTendencyRTPScore",2009
119,119,"Peter Tomasulo",61,0.109,"RightRoughTendencyRTPScore",2009
121,121,"Chez Reavie",81,0.112,"RightRoughTendencyRTPScore",2009
122,122,"Aaron Baddeley",66,0.113,"RightRoughTendencyRTPScore",2009
122,122,"Jarrod Lyle",65,0.113,"RightRoughTendencyRTPScore",2009
122,122,"Kevin Sutherland",96,0.113,"RightRoughTendencyRTPScore",2009
125,125,"Woody Austin",84,0.114,"RightRoughTendencyRTPScore",2009
125,125,"Scott McCarron",91,0.114,"RightRoughTendencyRTPScore",2009
127,127,"Chris Riley",77,0.12,"RightRoughTendencyRTPScore",2009
128,128,"Brian Davis",103,0.121,"RightRoughTendencyRTPScore",2009
129,129,"Charley Hoffman",97,0.122,"RightRoughTendencyRTPScore",2009
129,129,"Mike Weir",85,0.122,"RightRoughTendencyRTPScore",2009
131,131,"James Nitties",86,0.123,"RightRoughTendencyRTPScore",2009
132,132,"Nathan Green",104,0.125,"RightRoughTendencyRTPScore",2009
133,133,"JB Holmes",74,0.126,"RightRoughTendencyRTPScore",2009
134,134,"Mark Brooks",55,0.128,"RightRoughTendencyRTPScore",2009
134,134,"Leif Olson",51,0.128,"RightRoughTendencyRTPScore",2009
136,136,"Casey Wittenberg",71,0.129,"RightRoughTendencyRTPScore",2009
137,137,"Jeff Overton",92,0.13,"RightRoughTendencyRTPScore",2009
138,138,"Cliff Kresge",78,0.133,"RightRoughTendencyRTPScore",2009
138,138,"Vijay Singh",71,0.133,"RightRoughTendencyRTPScore",2009
138,138,"Charles Warren",63,0.133,"RightRoughTendencyRTPScore",2009
141,141,"Ken Duke",87,0.134,"RightRoughTendencyRTPScore",2009
141,141,"Peter Lonard",86,0.134,"RightRoughTendencyRTPScore",2009
143,143,"Chris DiMarco",97,0.14,"RightRoughTendencyRTPScore",2009
143,143,"Rod Pampling",72,0.14,"RightRoughTendencyRTPScore",2009
145,145,"Ernie Els",70,0.142,"RightRoughTendencyRTPScore",2009
146,146,"Bill Lunde",83,0.144,"RightRoughTendencyRTPScore",2009
146,146,"John Mallinger",90,0.144,"RightRoughTendencyRTPScore",2009
148,148,"Parker McLachlin",71,0.146,"RightRoughTendencyRTPScore",2009
149,149,"Jason Bohn",88,0.147,"RightRoughTendencyRTPScore",2009
150,150,"Michael Allen",73,0.151,"RightRoughTendencyRTPScore",2009
150,150,"Marc Turnesa",77,0.151,"RightRoughTendencyRTPScore",2009
152,152,"Kenny Perry",92,0.152,"RightRoughTendencyRTPScore",2009
153,153,"Brian Gay",96,0.154,"RightRoughTendencyRTPScore",2009
154,154,"Jeff Quinney",78,0.156,"RightRoughTendencyRTPScore",2009
155,155,"Kirk Triplett",60,0.16,"RightRoughTendencyRTPScore",2009
156,156,"Matt Bettencourt",98,0.167,"RightRoughTendencyRTPScore",2009
156,156,"Richard Johnson",85,0.167,"RightRoughTendencyRTPScore",2009
156,156,"Ryan Palmer",78,0.167,"RightRoughTendencyRTPScore",2009
159,159,"Fred Couples",54,0.168,"RightRoughTendencyRTPScore",2009
160,160,"Steve Flesch",77,0.17,"RightRoughTendencyRTPScore",2009
160,160,"Mathew Goggin",76,0.17,"RightRoughTendencyRTPScore",2009
162,162,"Lee Janzen",74,0.178,"RightRoughTendencyRTPScore",2009
163,163,"David Duval",56,0.18,"RightRoughTendencyRTPScore",2009
164,164,"Brett Quigley",92,0.181,"RightRoughTendencyRTPScore",2009
165,165,"Steve Lowery",83,0.186,"RightRoughTendencyRTPScore",2009
166,166,"Brad Faxon",59,0.187,"RightRoughTendencyRTPScore",2009
167,167,"Rick Price",54,0.194,"RightRoughTendencyRTPScore",2009
168,168,"Paul Goydos",79,0.197,"RightRoughTendencyRTPScore",2009
169,169,"Bob Heintz",59,0.198,"RightRoughTendencyRTPScore",2009
170,170,"Colt Knost",71,0.2,"RightRoughTendencyRTPScore",2009
170,170,"Patrick Sheehan",51,0.2,"RightRoughTendencyRTPScore",2009
170,170,"Darron Stiles",52,0.2,"RightRoughTendencyRTPScore",2009
173,173,"Greg Kraft",51,0.203,"RightRoughTendencyRTPScore",2009
173,173,"Tom Lehman",55,0.203,"RightRoughTendencyRTPScore",2009
175,175,"Ben Curtis",63,0.205,"RightRoughTendencyRTPScore",2009
176,176,"Jason Gore",74,0.22,"RightRoughTendencyRTPScore",2009
177,177,"Billy Mayfair",83,0.237,"RightRoughTendencyRTPScore",2009
178,178,"Brendon Todd",53,0.239,"RightRoughTendencyRTPScore",2009
179,179,"Derek Fathauer",63,0.241,"RightRoughTendencyRTPScore",2009
180,180,"Bart Bryant",58,0.244,"RightRoughTendencyRTPScore",2009
181,181,"Corey Pavin",73,0.245,"RightRoughTendencyRTPScore",2009
182,182,"Ricky Barnes",67,0.255,"RightRoughTendencyRTPScore",2009
183,183,"Eric Axley",71,0.261,"RightRoughTendencyRTPScore",2009
184,184,"Joe Durant",62,0.323,"RightRoughTendencyRTPScore",2009
