"ScramblingRoughRTPScore_RANKTHISWEEK_2007","ScramblingRoughRTPScore_RANKLASTWEEK_2007","ScramblingRoughRTPScore_PLAYERNAME_2007","ScramblingRoughRTPScore_ROUNDS_2007","ScramblingRoughRTPScore_AVGRTP_2007","ScramblingRoughRTPScore_TOTALHOLES_2007","ScramblingRoughRTPScore_TOTALRTP_2007","stat_name","year"
33,33,"Jerry Kelly",101,0.431,188,81,"ScramblingRoughRTPScore",2007
34,34,"Freddie Jacobson",70,0.434,166,72,"ScramblingRoughRTPScore",2007
34,34,"Carl Pettersson",111,0.434,244,106,"ScramblingRoughRTPScore",2007
36,36,"Corey Pavin",81,0.437,215,94,"ScramblingRoughRTPScore",2007
37,37,"Parker McLachlin",83,0.439,221,97,"ScramblingRoughRTPScore",2007
37,37,"Mark Wilson",87,0.439,198,87,"ScramblingRoughRTPScore",2007
39,39,"Vijay Singh",102,0.442,217,96,"ScramblingRoughRTPScore",2007
40,40,"Glen Day",85,0.443,194,86,"ScramblingRoughRTPScore",2007
41,41,"Kirk Triplett",77,0.444,162,72,"ScramblingRoughRTPScore",2007
42,42,"Sean OHair",98,0.445,200,89,"ScramblingRoughRTPScore",2007
43,43,"Luke Donald",69,0.446,139,62,"ScramblingRoughRTPScore",2007
44,44,"Padraig Harrington",64,0.447,141,63,"ScramblingRoughRTPScore",2007
44,44,"Ryuji Imada",104,0.447,235,105,"ScramblingRoughRTPScore",2007
44,44,"David Toms",80,0.447,141,63,"ScramblingRoughRTPScore",2007
47,47,"Tim Petrovic",106,0.448,252,113,"ScramblingRoughRTPScore",2007
47,47,"Jay Williamson",50,0.448,125,56,"ScramblingRoughRTPScore",2007
49,49,"John Senden",97,0.449,178,80,"ScramblingRoughRTPScore",2007
50,50,"Ryan Moore",92,0.45,189,85,"ScramblingRoughRTPScore",2007
51,51,"Mark Brooks",53,0.451,102,46,"ScramblingRoughRTPScore",2007
51,51,"Steve Marino",106,0.451,235,106,"ScramblingRoughRTPScore",2007
53,53,"Tommy Armour III",81,0.453,137,62,"ScramblingRoughRTPScore",2007
53,53,"Daniel Chopra",106,0.453,258,117,"ScramblingRoughRTPScore",2007
53,53,"Stephen Leaney",82,0.453,170,77,"ScramblingRoughRTPScore",2007
53,53,"Geoff Ogilvy",84,0.453,172,78,"ScramblingRoughRTPScore",2007
57,57,"John Merrick",92,0.454,194,88,"ScramblingRoughRTPScore",2007
58,58,"Jeff Brehaut",59,0.455,123,56,"ScramblingRoughRTPScore",2007
59,59,"Alex Cejka",80,0.456,158,72,"ScramblingRoughRTPScore",2007
59,59,"Lucas Glover",98,0.456,195,89,"ScramblingRoughRTPScore",2007
59,59,"Zach Johnson",76,0.456,149,68,"ScramblingRoughRTPScore",2007
59,59,"Craig Lile",77,0.456,204,93,"ScramblingRoughRTPScore",2007
63,63,"Jeff Overton",60,0.457,127,58,"ScramblingRoughRTPScore",2007
64,64,"Jarrod Lyle",77,0.458,179,82,"ScramblingRoughRTPScore",2007
65,65,"Tim Herron",98,0.459,207,95,"ScramblingRoughRTPScore",2007
66,66,"Jonathan Byrd",73,0.461,154,71,"ScramblingRoughRTPScore",2007
66,66,"Tim Clark",66,0.461,128,59,"ScramblingRoughRTPScore",2007
68,68,"Billy Mayfair",98,0.462,169,78,"ScramblingRoughRTPScore",2007
69,69,"Trevor Immelman",74,0.466,133,62,"ScramblingRoughRTPScore",2007
69,69,"Frank Lickliter II",95,0.466,232,108,"ScramblingRoughRTPScore",2007
71,71,"Steve Lowery",74,0.467,180,84,"ScramblingRoughRTPScore",2007
71,71,"Nick Watney",87,0.467,184,86,"ScramblingRoughRTPScore",2007
73,73,"Charlie Wi",90,0.468,205,96,"ScramblingRoughRTPScore",2007
74,74,"Fred Funk",65,0.469,113,53,"ScramblingRoughRTPScore",2007
75,75,"Craig Kanada",109,0.471,240,113,"ScramblingRoughRTPScore",2007
75,75,"Shigeki Maruyama",84,0.471,223,105,"ScramblingRoughRTPScore",2007
75,75,"Tag Ridings",52,0.471,136,64,"ScramblingRoughRTPScore",2007
78,78,"Tripp Isenhour",86,0.472,212,100,"ScramblingRoughRTPScore",2007
79,79,"Retief Goosen",50,0.473,91,43,"ScramblingRoughRTPScore",2007
79,79,"Joe Ogilvie",102,0.473,275,130,"ScramblingRoughRTPScore",2007
81,81,"Michael Boyd",61,0.475,141,67,"ScramblingRoughRTPScore",2007
82,82,"Cameron Beckman",96,0.476,191,91,"ScramblingRoughRTPScore",2007
82,82,"Jason Gore",86,0.476,189,90,"ScramblingRoughRTPScore",2007
84,84,"Brian Davis",101,0.477,197,94,"ScramblingRoughRTPScore",2007
84,84,"Brian Gay",107,0.477,241,115,"ScramblingRoughRTPScore",2007
86,86,"Chris DiMarco",79,0.478,161,77,"ScramblingRoughRTPScore",2007
86,86,"Michael Sim",52,0.478,136,65,"ScramblingRoughRTPScore",2007
88,88,"Stephen Ames",81,0.479,144,69,"ScramblingRoughRTPScore",2007
88,88,"Stuart Appleby",74,0.479,163,78,"ScramblingRoughRTPScore",2007
88,88,"Rod Pampling",92,0.479,194,93,"ScramblingRoughRTPScore",2007
88,88,"Scott Verplank",82,0.479,146,70,"ScramblingRoughRTPScore",2007
88,88,"Mike Weir",82,0.479,169,81,"ScramblingRoughRTPScore",2007
93,93,"Marco Dawson",73,0.48,173,83,"ScramblingRoughRTPScore",2007
93,93,"Joey Sindelar",75,0.48,148,71,"ScramblingRoughRTPScore",2007
95,95,"Hunter Mahan",91,0.483,149,72,"ScramblingRoughRTPScore",2007
95,95,"Bob Tway",103,0.483,240,116,"ScramblingRoughRTPScore",2007
97,97,"Robert Allenby",90,0.484,190,92,"ScramblingRoughRTPScore",2007
97,97,"Bill Haas",93,0.484,186,90,"ScramblingRoughRTPScore",2007
99,99,"Jason Schultz",63,0.485,165,80,"ScramblingRoughRTPScore",2007
100,100,"Tom Johnson",74,0.487,197,96,"ScramblingRoughRTPScore",2007
100,100,"Richard Johnson",93,0.487,230,112,"ScramblingRoughRTPScore",2007
100,100,"Chris Stroud",66,0.487,154,75,"ScramblingRoughRTPScore",2007
103,103,"Rocco Mediate",72,0.488,170,83,"ScramblingRoughRTPScore",2007
104,104,"Jose Coceres",50,0.489,94,46,"ScramblingRoughRTPScore",2007
105,105,"Jesper Parnevik",88,0.49,200,98,"ScramblingRoughRTPScore",2007
106,106,"Andrew Buckle",77,0.492,187,92,"ScramblingRoughRTPScore",2007
107,107,"Mark Calcavecchia",93,0.493,221,109,"ScramblingRoughRTPScore",2007
107,107,"George McNeill",95,0.493,219,108,"ScramblingRoughRTPScore",2007
109,109,"Sergio Garcia",68,0.494,160,79,"ScramblingRoughRTPScore",2007
110,110,"Jason Dufner",100,0.496,230,114,"ScramblingRoughRTPScore",2007
110,110,"Lee Janzen",66,0.496,121,60,"ScramblingRoughRTPScore",2007
112,112,"Bob Estes",88,0.497,157,78,"ScramblingRoughRTPScore",2007
112,112,"Kent Jones",97,0.497,191,95,"ScramblingRoughRTPScore",2007
112,112,"Vaughn Taylor",91,0.497,177,88,"ScramblingRoughRTPScore",2007
112,112,"Camilo Villegas",82,0.497,175,87,"ScramblingRoughRTPScore",2007
116,116,"Ernie Els",59,0.5,100,50,"ScramblingRoughRTPScore",2007
116,116,"JP Hayes",89,0.5,206,103,"ScramblingRoughRTPScore",2007
118,118,"Charles Warren",101,0.502,213,107,"ScramblingRoughRTPScore",2007
119,119,"Peter Lonard",85,0.503,179,90,"ScramblingRoughRTPScore",2007
120,120,"Ted Purdy",102,0.504,228,115,"ScramblingRoughRTPScore",2007
121,121,"Daisuke Maruyama",86,0.505,200,101,"ScramblingRoughRTPScore",2007
122,122,"Doug LaBelle II",104,0.506,241,122,"ScramblingRoughRTPScore",2007
122,122,"Troy Matteson",87,0.506,235,119,"ScramblingRoughRTPScore",2007
124,124,"Rich Barcelo",80,0.507,229,116,"ScramblingRoughRTPScore",2007
125,125,"Anthony Kim",93,0.508,199,101,"ScramblingRoughRTPScore",2007
126,126,"Pat Perez",84,0.509,175,89,"ScramblingRoughRTPScore",2007
126,126,"Duffy Waldorf",69,0.509,167,85,"ScramblingRoughRTPScore",2007
128,128,"Briny Baird",115,0.511,235,120,"ScramblingRoughRTPScore",2007
129,129,"Jeff Sluman",60,0.512,123,63,"ScramblingRoughRTPScore",2007
130,130,"Chad Campbell",96,0.513,189,97,"ScramblingRoughRTPScore",2007
130,130,"Will Ma Kenzie",100,0.513,230,118,"ScramblingRoughRTPScore",2007
130,130,"Bubba Watson",80,0.513,158,81,"ScramblingRoughRTPScore",2007
133,133,"Tom Byrum",50,0.514,107,55,"ScramblingRoughRTPScore",2007
134,134,"Bob Heintz",85,0.516,213,110,"ScramblingRoughRTPScore",2007
134,134,"Henrik Stenson",52,0.516,93,48,"ScramblingRoughRTPScore",2007
136,136,"Tom Lehman",62,0.518,114,59,"ScramblingRoughRTPScore",2007
136,136,"Davis Love III",66,0.518,137,71,"ScramblingRoughRTPScore",2007
138,138,"Stewart Cink",91,0.519,156,81,"ScramblingRoughRTPScore",2007
138,138,"Cliff Kresge",107,0.519,231,120,"ScramblingRoughRTPScore",2007
140,140,"Craig Barlow",52,0.52,127,66,"ScramblingRoughRTPScore",2007
140,140,"Boo Weekley",101,0.52,202,105,"ScramblingRoughRTPScore",2007
142,142,"Anders Hansen",55,0.521,94,49,"ScramblingRoughRTPScore",2007
143,143,"Mathew Goggin",97,0.522,180,94,"ScramblingRoughRTPScore",2007
144,144,"JJ Henry",86,0.525,141,74,"ScramblingRoughRTPScore",2007
145,145,"Billy Andrade",88,0.526,213,112,"ScramblingRoughRTPScore",2007
146,146,"Michael Allen",74,0.527,167,88,"ScramblingRoughRTPScore",2007
146,146,"Steve Flesch",100,0.527,226,119,"ScramblingRoughRTPScore",2007
146,146,"Brett Quigley",79,0.527,165,87,"ScramblingRoughRTPScore",2007
149,149,"Mathias Gronberg",95,0.529,221,117,"ScramblingRoughRTPScore",2007
150,150,"Ben Curtis",80,0.53,181,96,"ScramblingRoughRTPScore",2007
151,151,"Charles Howell III",89,0.532,186,99,"ScramblingRoughRTPScore",2007
151,151,"Ryan Palmer",91,0.532,250,133,"ScramblingRoughRTPScore",2007
151,151,"Adam Scott",69,0.532,124,66,"ScramblingRoughRTPScore",2007
154,154,"Paul Gow",70,0.533,165,88,"ScramblingRoughRTPScore",2007
154,154,"Jim Rutledge",59,0.533,152,81,"ScramblingRoughRTPScore",2007
156,156,"Joe Durant",88,0.538,158,85,"ScramblingRoughRTPScore",2007
156,156,"DJ Trahan",99,0.538,236,127,"ScramblingRoughRTPScore",2007
158,158,"Mark Hensby",81,0.541,196,106,"ScramblingRoughRTPScore",2007
158,158,"Chris Tidland",59,0.541,133,72,"ScramblingRoughRTPScore",2007
160,160,"Ryan Armour",107,0.542,249,135,"ScramblingRoughRTPScore",2007
161,161,"Jeff Quinney",95,0.543,210,114,"ScramblingRoughRTPScore",2007
162,162,"Justin Rose",63,0.546,97,53,"ScramblingRoughRTPScore",2007
162,162,"Johnson Wagner",97,0.546,183,100,"ScramblingRoughRTPScore",2007
164,164,"Charley Hoffman",97,0.549,237,130,"ScramblingRoughRTPScore",2007
165,165,"Kyle Reifers",71,0.551,178,98,"ScramblingRoughRTPScore",2007
166,166,"DJ Brigman",67,0.552,125,69,"ScramblingRoughRTPScore",2007
167,167,"Darron Stiles",65,0.553,123,68,"ScramblingRoughRTPScore",2007
168,168,"Jeff Gove",103,0.554,204,113,"ScramblingRoughRTPScore",2007
169,169,"Todd Hamilton",76,0.556,198,110,"ScramblingRoughRTPScore",2007
170,170,"Brendon de Jonge",76,0.557,167,93,"ScramblingRoughRTPScore",2007
170,170,"Jaco Van Zyl",51,0.557,106,59,"ScramblingRoughRTPScore",2007
172,172,"Brian Bateman",55,0.558,113,63,"ScramblingRoughRTPScore",2007
173,173,"JB Holmes",71,0.56,184,103,"ScramblingRoughRTPScore",2007
174,174,"Jason Bohn",57,0.563,119,67,"ScramblingRoughRTPScore",2007
174,174,"Jose Maria Olazabal",52,0.563,119,67,"ScramblingRoughRTPScore",2007
176,176,"Dicky Pride",71,0.568,169,96,"ScramblingRoughRTPScore",2007
176,176,"Steve Wheatcroft",73,0.568,176,100,"ScramblingRoughRTPScore",2007
178,178,"Michael Putnam",96,0.569,197,112,"ScramblingRoughRTPScore",2007
179,179,"Bryce Molder",56,0.572,152,87,"ScramblingRoughRTPScore",2007
180,180,"Jeff Maggert",79,0.576,191,110,"ScramblingRoughRTPScore",2007
181,181,"Robert Garrigus",95,0.579,221,128,"ScramblingRoughRTPScore",2007
182,182,"Rich Beem",89,0.58,181,105,"ScramblingRoughRTPScore",2007
183,183,"Harrison Frazar",88,0.581,203,118,"ScramblingRoughRTPScore",2007
184,184,"Paul Stankowski",52,0.588,119,70,"ScramblingRoughRTPScore",2007
185,185,"Scott Gutschewski",67,0.592,179,106,"ScramblingRoughRTPScore",2007
186,186,"Kevin Stadler",95,0.595,195,116,"ScramblingRoughRTPScore",2007
187,187,"Bubba Dickerson",51,0.597,149,89,"ScramblingRoughRTPScore",2007
188,188,"David Branshaw",83,0.598,214,128,"ScramblingRoughRTPScore",2007
188,188,"Chris Couch",76,0.598,189,113,"ScramblingRoughRTPScore",2007
188,188,"Brett Wetterich",88,0.598,209,125,"ScramblingRoughRTPScore",2007
191,191,"Eric Axley",107,0.6,250,150,"ScramblingRoughRTPScore",2007
192,192,"Robert Gamez",88,0.607,183,111,"ScramblingRoughRTPScore",2007
193,193,"John Daly",59,0.608,148,90,"ScramblingRoughRTPScore",2007
194,194,"Greg Owen",81,0.61,164,100,"ScramblingRoughRTPScore",2007
195,195,"Steve Allan",63,0.615,143,88,"ScramblingRoughRTPScore",2007
196,196,"Matt Hendrix",63,0.687,150,103,"ScramblingRoughRTPScore",2007
