"TenthTeeEarlyRound2ScoringAverage_RANKTHISWEEK_2011","TenthTeeEarlyRound2ScoringAverage_RANKLASTWEEK_2011","TenthTeeEarlyRound2ScoringAverage_PLAYERNAME_2011","TenthTeeEarlyRound2ScoringAverage__2011","TenthTeeEarlyRound2ScoringAverage_AVG_2011","TenthTeeEarlyRound2ScoringAverage_TOTALSTROKES_2011","TenthTeeEarlyRound2ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Scott Piercy",NA,65.5,131,2,"TenthTeeEarlyRound2ScoringAverage",2011
2,2,"Steve Stricker",NA,66.67,200,3,"TenthTeeEarlyRound2ScoringAverage",2011
3,3,"Robert Karlsson",NA,67.5,270,4,"TenthTeeEarlyRound2ScoringAverage",2011
3,3,"Anthony Kim",NA,67.5,270,4,"TenthTeeEarlyRound2ScoringAverage",2011
5,5,"Blake Adams",NA,67.67,609,9,"TenthTeeEarlyRound2ScoringAverage",2011
5,5,"Brandt Snedeker",NA,67.67,609,9,"TenthTeeEarlyRound2ScoringAverage",2011
7,7,"Bubba Watson",NA,67.86,475,7,"TenthTeeEarlyRound2ScoringAverage",2011
8,8,"Jason Day",NA,68,408,6,"TenthTeeEarlyRound2ScoringAverage",2011
8,8,"Padraig Harrington",NA,68,136,2,"TenthTeeEarlyRound2ScoringAverage",2011
10,10,"Lucas Glover",NA,68.14,477,7,"TenthTeeEarlyRound2ScoringAverage",2011
11,11,"Ryan Moore",NA,68.33,205,3,"TenthTeeEarlyRound2ScoringAverage",2011
11,11,"Roland Thatcher",NA,68.33,410,6,"TenthTeeEarlyRound2ScoringAverage",2011
13,13,"Tommy Gainey",NA,68.5,274,4,"TenthTeeEarlyRound2ScoringAverage",2011
14,14,"Billy Mayfair",NA,68.57,480,7,"TenthTeeEarlyRound2ScoringAverage",2011
15,15,"John Senden",NA,68.67,206,3,"TenthTeeEarlyRound2ScoringAverage",2011
16,16,"Brian Davis",NA,68.78,619,9,"TenthTeeEarlyRound2ScoringAverage",2011
17,17,"Billy Horschel",NA,68.8,344,5,"TenthTeeEarlyRound2ScoringAverage",2011
18,18,"Jim Furyk",NA,68.83,413,6,"TenthTeeEarlyRound2ScoringAverage",2011
18,18,"Sergio Garcia",NA,68.83,413,6,"TenthTeeEarlyRound2ScoringAverage",2011
20,20,"Chad Campbell",NA,68.86,482,7,"TenthTeeEarlyRound2ScoringAverage",2011
21,21,"Hunter Haas",NA,68.89,620,9,"TenthTeeEarlyRound2ScoringAverage",2011
22,22,"Chris Couch",NA,69,483,7,"TenthTeeEarlyRound2ScoringAverage",2011
22,22,"Luke Donald",NA,69,345,5,"TenthTeeEarlyRound2ScoringAverage",2011
22,22,"John Merrick",NA,69,414,6,"TenthTeeEarlyRound2ScoringAverage",2011
22,22,"Brendan Steele",NA,69,621,9,"TenthTeeEarlyRound2ScoringAverage",2011
22,22,"Michael Thompson",NA,69,552,8,"TenthTeeEarlyRound2ScoringAverage",2011
27,27,"Kyle Stanley",NA,69.17,415,6,"TenthTeeEarlyRound2ScoringAverage",2011
28,28,"Keegan Bradley",NA,69.2,346,5,"TenthTeeEarlyRound2ScoringAverage",2011
28,28,"KJ Choi",NA,69.2,346,5,"TenthTeeEarlyRound2ScoringAverage",2011
30,30,"Mark Wilson",NA,69.25,277,4,"TenthTeeEarlyRound2ScoringAverage",2011
31,31,"Charles Howell III",NA,69.29,485,7,"TenthTeeEarlyRound2ScoringAverage",2011
32,32,"JB Holmes",NA,69.33,208,3,"TenthTeeEarlyRound2ScoringAverage",2011
32,32,"Rory Sabbatini",NA,69.33,208,3,"TenthTeeEarlyRound2ScoringAverage",2011
34,34,"Cameron Tringale",NA,69.36,763,11,"TenthTeeEarlyRound2ScoringAverage",2011
35,35,"Matt Kuchar",NA,69.38,555,8,"TenthTeeEarlyRound2ScoringAverage",2011
35,35,"William McGirt",NA,69.38,555,8,"TenthTeeEarlyRound2ScoringAverage",2011
37,37,"Shane Bertsch",NA,69.4,347,5,"TenthTeeEarlyRound2ScoringAverage",2011
38,38,"Stephen Ames",NA,69.43,486,7,"TenthTeeEarlyRound2ScoringAverage",2011
39,39,"Vijay Singh",NA,69.44,625,9,"TenthTeeEarlyRound2ScoringAverage",2011
40,40,"Ben Curtis",NA,69.5,139,2,"TenthTeeEarlyRound2ScoringAverage",2011
40,40,"Zach Johnson",NA,69.5,278,4,"TenthTeeEarlyRound2ScoringAverage",2011
40,40,"Chris Kirk",NA,69.5,278,4,"TenthTeeEarlyRound2ScoringAverage",2011
40,40,"David Toms",NA,69.5,695,10,"TenthTeeEarlyRound2ScoringAverage",2011
40,40,"Gary Woodland",NA,69.5,695,10,"TenthTeeEarlyRound2ScoringAverage",2011
45,45,"Ricky Barnes",NA,69.6,348,5,"TenthTeeEarlyRound2ScoringAverage",2011
45,45,"Steve Marino",NA,69.6,348,5,"TenthTeeEarlyRound2ScoringAverage",2011
