"Front9Round2ScoringAverage_RANKTHISWEEK_2012","Front9Round2ScoringAverage_RANKLASTWEEK_2012","Front9Round2ScoringAverage_PLAYERNAME_2012","Front9Round2ScoringAverage__2012","Front9Round2ScoringAverage_AVG_2012","Front9Round2ScoringAverage_TOTALSTROKES_2012","Front9Round2ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,1,"Jason Dufner",NA,33.86,711,21,"Front9Round2ScoringAverage",2012
2,2,"Charlie Beljan",NA,34.26,651,19,"Front9Round2ScoringAverage",2012
3,3,"Tiger Woods",NA,34.33,618,18,"Front9Round2ScoringAverage",2012
4,4,"Rocco Mediate",NA,34.43,723,21,"Front9Round2ScoringAverage",2012
4,4,"Brandt Snedeker",NA,34.43,723,21,"Front9Round2ScoringAverage",2012
6,6,"Jonas Blixt",NA,34.48,724,21,"Front9Round2ScoringAverage",2012
6,6,"Brendon de Jonge",NA,34.48,1069,31,"Front9Round2ScoringAverage",2012
8,8,"Bobby Gates",NA,34.5,966,28,"Front9Round2ScoringAverage",2012
9,9,"Ryan Moore",NA,34.54,829,24,"Front9Round2ScoringAverage",2012
10,10,"Chris Kirk",NA,34.56,864,25,"Front9Round2ScoringAverage",2012
11,11,"Matt Kuchar",NA,34.57,726,21,"Front9Round2ScoringAverage",2012
11,11,"John Senden",NA,34.57,726,21,"Front9Round2ScoringAverage",2012
13,13,"Billy Horschel",NA,34.63,554,16,"Front9Round2ScoringAverage",2012
14,14,"Bo Van Pelt",NA,34.64,762,22,"Front9Round2ScoringAverage",2012
15,15,"Vijay Singh",NA,34.65,901,26,"Front9Round2ScoringAverage",2012
15,15,"Camilo Villegas",NA,34.65,797,23,"Front9Round2ScoringAverage",2012
17,17,"Tom Gillis",NA,34.67,728,21,"Front9Round2ScoringAverage",2012
17,17,"Graeme McDowell",NA,34.67,520,15,"Front9Round2ScoringAverage",2012
17,17,"Phil Mickelson",NA,34.67,728,21,"Front9Round2ScoringAverage",2012
20,20,"Luke Donald",NA,34.69,555,16,"Front9Round2ScoringAverage",2012
21,21,"Chad Campbell",NA,34.7,937,27,"Front9Round2ScoringAverage",2012
22,22,"Bud Cauley",NA,34.71,972,28,"Front9Round2ScoringAverage",2012
23,23,"Russell Knox",NA,34.77,765,22,"Front9Round2ScoringAverage",2012
24,24,"Ian Poulter",NA,34.79,487,14,"Front9Round2ScoringAverage",2012
24,24,"Henrik Stenson",NA,34.79,487,14,"Front9Round2ScoringAverage",2012
24,24,"Jimmy Walker",NA,34.79,974,28,"Front9Round2ScoringAverage",2012
27,27,"Martin Laird",NA,34.81,731,21,"Front9Round2ScoringAverage",2012
28,28,"Michael Bradley",NA,34.82,766,22,"Front9Round2ScoringAverage",2012
29,29,"Charles Howell III",NA,34.83,1010,29,"Front9Round2ScoringAverage",2012
29,29,"Matt Jones",NA,34.83,627,18,"Front9Round2ScoringAverage",2012
31,31,"Carl Pettersson",NA,34.85,906,26,"Front9Round2ScoringAverage",2012
32,32,"Will Claxton",NA,34.86,976,28,"Front9Round2ScoringAverage",2012
33,33,"Adam Scott",NA,34.87,523,15,"Front9Round2ScoringAverage",2012
34,34,"Zach Johnson",NA,34.88,837,24,"Front9Round2ScoringAverage",2012
35,35,"Chris Couch",NA,34.89,628,18,"Front9Round2ScoringAverage",2012
35,35,"David Toms",NA,34.89,628,18,"Front9Round2ScoringAverage",2012
37,37,"Kris Blanks",NA,34.9,733,21,"Front9Round2ScoringAverage",2012
38,38,"Ben Crane",NA,34.91,768,22,"Front9Round2ScoringAverage",2012
38,38,"Spencer Levin",NA,34.91,803,23,"Front9Round2ScoringAverage",2012
40,40,"Robert Garrigus",NA,34.92,873,25,"Front9Round2ScoringAverage",2012
