"Last5EventsPower_RANKTHISWEEK_2013","Last5EventsPower_RANKLASTWEEK_2013","Last5EventsPower_PLAYERNAME_2013","Last5EventsPower_EVENTS_2013","Last5EventsPower_RATING_2013","stat_name","year"
1,1,"Robert Garrigus",1,10,"Last5EventsPower",2013
2,2,"Nicolas Colsaerts",2,9.8,"Last5EventsPower",2013
2,2,"Dustin Johnson",3,9.8,"Last5EventsPower",2013
2,2,"Luke List",1,9.8,"Last5EventsPower",2013
2,2,"Rory McIlroy",4,9.8,"Last5EventsPower",2013
2,2,"Seung Yul Noh",1,9.8,"Last5EventsPower",2013
7,7,"Eric Meierdierks",1,9.7,"Last5EventsPower",2013
8,8,"Lucas Glover",1,9.6,"Last5EventsPower",2013
8,8,"Hank Kuehne",3,9.6,"Last5EventsPower",2013
8,8,"Bubba Watson",4,9.6,"Last5EventsPower",2013
11,11,"JB Holmes",1,9.5,"Last5EventsPower",2013
12,12,"Kyle Stanley",2,9.4,"Last5EventsPower",2013
13,13,"Steven Bowditch",3,9.2,"Last5EventsPower",2013
13,13,"Tag Ridings",1,9.2,"Last5EventsPower",2013
15,15,"Franklin Corpening",1,9.1,"Last5EventsPower",2013
15,15,"Ken Looper",2,9.1,"Last5EventsPower",2013
17,17,"Jason Day",4,9,"Last5EventsPower",2013
17,17,"Harris English",3,9,"Last5EventsPower",2013
17,17,"DJ Trahan",1,9,"Last5EventsPower",2013
20,20,"Sean OHair",1,8.9,"Last5EventsPower",2013
20,20,"Ryan Palmer",3,8.9,"Last5EventsPower",2013
22,22,"George Coetzee",2,8.8,"Last5EventsPower",2013
22,22,"Patrick Rodgers",1,8.8,"Last5EventsPower",2013
22,22,"Gary Woodland",4,8.8,"Last5EventsPower",2013
25,25,"Brad Fritsch",1,8.7,"Last5EventsPower",2013
25,25,"Brian Harman",1,8.7,"Last5EventsPower",2013
27,27,"Martin Flores",3,8.6,"Last5EventsPower",2013
27,27,"Jason Kokrak",3,8.6,"Last5EventsPower",2013
27,27,"Davis Love III",2,8.6,"Last5EventsPower",2013
27,27,"Roger Sloan",1,8.6,"Last5EventsPower",2013
27,27,"Chris Williams",1,8.6,"Last5EventsPower",2013
32,32,"Morgan Hoffmann",4,8.5,"Last5EventsPower",2013
33,33,"Charles Howell III",4,8.4,"Last5EventsPower",2013
33,33,"Lee Westwood",4,8.4,"Last5EventsPower",2013
35,35,"Charlie Beljan",1,8.3,"Last5EventsPower",2013
35,35,"Ryo Ishikawa",1,8.3,"Last5EventsPower",2013
35,35,"Danny Willett",1,8.3,"Last5EventsPower",2013
38,38,"Scott Piercy",4,8.2,"Last5EventsPower",2013
39,39,"Jim Herman",3,8.1,"Last5EventsPower",2013
39,39,"Billy Horschel",3,8.1,"Last5EventsPower",2013
39,39,"Andres Romero",2,8.1,"Last5EventsPower",2013
39,39,"Rory Sabbatini",4,8.1,"Last5EventsPower",2013
39,39,"Marcel Siem",2,8.1,"Last5EventsPower",2013
39,39,"Peter Tomasulo",3,8.1,"Last5EventsPower",2013
39,39,"Jhonattan Vegas",1,8.1,"Last5EventsPower",2013
46,46,"Troy Matteson",2,8,"Last5EventsPower",2013
46,46,"Sam Saunders",1,8,"Last5EventsPower",2013
46,46,"Adam Scott",4,8,"Last5EventsPower",2013
46,46,"Jordan Spieth",5,8,"Last5EventsPower",2013
46,46,"Scott Stallings",2,8,"Last5EventsPower",2013
51,51,"John Daly",2,7.9,"Last5EventsPower",2013
51,51,"Martin Laird",2,7.9,"Last5EventsPower",2013
51,51,"Louis Oosthuizen",1,7.9,"Last5EventsPower",2013
54,54,"Keegan Bradley",4,7.8,"Last5EventsPower",2013
54,54,"Rafa Cabrera Bello",1,7.8,"Last5EventsPower",2013
54,54,"Patrick Cantlay",1,7.8,"Last5EventsPower",2013
54,54,"Graham DeLaet",4,7.8,"Last5EventsPower",2013
54,54,"Ross Fisher",2,7.8,"Last5EventsPower",2013
54,54,"Shane Lowry",1,7.8,"Last5EventsPower",2013
54,54,"Justin Thomas",2,7.8,"Last5EventsPower",2013
61,61,"Tommy Gainey",3,7.7,"Last5EventsPower",2013
61,61,"Scott Jamieson",1,7.7,"Last5EventsPower",2013
63,63,"James Hahn",1,7.6,"Last5EventsPower",2013
63,63,"Justin Rose",4,7.6,"Last5EventsPower",2013
63,63,"Andre Stolz",1,7.6,"Last5EventsPower",2013
66,66,"Charley Hoffman",4,7.5,"Last5EventsPower",2013
66,66,"Danny Lee",1,7.5,"Last5EventsPower",2013
66,66,"Joost Luiten",1,7.5,"Last5EventsPower",2013
66,66,"Charl Schwartzel",4,7.5,"Last5EventsPower",2013
66,66,"Richard Sterne",1,7.5,"Last5EventsPower",2013
66,66,"Robert Streb",2,7.5,"Last5EventsPower",2013
66,66,"Vaughn Taylor",2,7.5,"Last5EventsPower",2013
66,66,"Josh Teater",2,7.5,"Last5EventsPower",2013
66,66,"Nicholas Thompson",5,7.5,"Last5EventsPower",2013
75,75,"Aaron Baddeley",2,7.4,"Last5EventsPower",2013
75,75,"Angel Cabrera",3,7.4,"Last5EventsPower",2013
75,75,"Derek Ernst",1,7.4,"Last5EventsPower",2013
75,75,"Scott Harrington",1,7.4,"Last5EventsPower",2013
75,75,"Tim Herron",2,7.4,"Last5EventsPower",2013
75,75,"Martin Kaymer",4,7.4,"Last5EventsPower",2013
75,75,"Steve Marino",2,7.4,"Last5EventsPower",2013
75,75,"Thorbjorn Olesen",1,7.4,"Last5EventsPower",2013
75,75,"Patrick Reed",4,7.4,"Last5EventsPower",2013
75,75,"Jimmy Walker",2,7.4,"Last5EventsPower",2013
85,85,"Sergio Garcia",5,7.3,"Last5EventsPower",2013
85,85,"Scott Gardiner",3,7.3,"Last5EventsPower",2013
85,85,"Russell Henley",3,7.3,"Last5EventsPower",2013
85,85,"Hunter Mahan",4,7.3,"Last5EventsPower",2013
85,85,"Greg Owen",4,7.3,"Last5EventsPower",2013
85,85,"John Senden",2,7.3,"Last5EventsPower",2013
85,85,"Vijay Singh",1,7.3,"Last5EventsPower",2013
92,92,"Kiradech Aphibarnrat",1,7.2,"Last5EventsPower",2013
92,92,"Mikko Ilonen",1,7.2,"Last5EventsPower",2013
92,92,"Jeff Overton",3,7.2,"Last5EventsPower",2013
92,92,"Cameron Percy",3,7.2,"Last5EventsPower",2013
92,92,"Brendan Steele",3,7.2,"Last5EventsPower",2013
92,92,"Shawn Stefani",3,7.2,"Last5EventsPower",2013
98,98,"Scott Brown",2,7.1,"Last5EventsPower",2013
98,98,"Brandt Jobe",3,7.1,"Last5EventsPower",2013
98,98,"David Lingmerth",1,7.1,"Last5EventsPower",2013
98,98,"Kenny Perry",2,7.1,"Last5EventsPower",2013
98,98,"Boo Weekley",5,7.1,"Last5EventsPower",2013
103,103,"Thomas Aiken",1,7,"Last5EventsPower",2013
103,103,"Paul Casey",1,7,"Last5EventsPower",2013
