"PuttsMadePerEventOver10_RANKTHISWEEK_2011","PuttsMadePerEventOver10_RANKLASTWEEK_2011","PuttsMadePerEventOver10_PLAYERNAME_2011","PuttsMadePerEventOver10_ROUNDS_2011","PuttsMadePerEventOver10_PUTTSMADE_2011","stat_name","year"
1,1,"Lucas Glover",74,7.5,"PuttsMadePerEventOver10",2011
2,2,"Jason Day",76,7.4,"PuttsMadePerEventOver10",2011
3,3,"Hunter Mahan",92,7,"PuttsMadePerEventOver10",2011
4,4,"Steve Stricker",70,6.9,"PuttsMadePerEventOver10",2011
5,5,"Rickie Fowler",84,6.8,"PuttsMadePerEventOver10",2011
6,6,"KJ Choi",77,6.7,"PuttsMadePerEventOver10",2011
6,6,"Ryan Moore",79,6.7,"PuttsMadePerEventOver10",2011
8,8,"David Toms",78,6.6,"PuttsMadePerEventOver10",2011
9,9,"Sergio Garcia",61,6.5,"PuttsMadePerEventOver10",2011
9,9,"Retief Goosen",50,6.5,"PuttsMadePerEventOver10",2011
11,11,"Aaron Baddeley",77,6.4,"PuttsMadePerEventOver10",2011
11,11,"Nick Watney",80,6.4,"PuttsMadePerEventOver10",2011
13,13,"Luke Donald",73,6.3,"PuttsMadePerEventOver10",2011
13,13,"Charl Schwartzel",58,6.3,"PuttsMadePerEventOver10",2011
15,15,"Chris Couch",73,6.2,"PuttsMadePerEventOver10",2011
16,16,"John Senden",94,6.1,"PuttsMadePerEventOver10",2011
16,16,"Webb Simpson",98,6.1,"PuttsMadePerEventOver10",2011
18,18,"Brendon de Jonge",105,6,"PuttsMadePerEventOver10",2011
18,18,"Freddie Jacobson",92,6,"PuttsMadePerEventOver10",2011
18,18,"Steve Marino",76,6,"PuttsMadePerEventOver10",2011
18,18,"Graeme McDowell",50,6,"PuttsMadePerEventOver10",2011
18,18,"Kevin Streelman",90,6,"PuttsMadePerEventOver10",2011
23,23,"David Hearn",88,5.9,"PuttsMadePerEventOver10",2011
23,23,"Zach Johnson",79,5.9,"PuttsMadePerEventOver10",2011
23,23,"Carl Pettersson",95,5.9,"PuttsMadePerEventOver10",2011
23,23,"Andres Romero",77,5.9,"PuttsMadePerEventOver10",2011
23,23,"Brandt Snedeker",85,5.9,"PuttsMadePerEventOver10",2011
23,23,"Charlie Wi",83,5.9,"PuttsMadePerEventOver10",2011
29,29,"Robert Allenby",84,5.8,"PuttsMadePerEventOver10",2011
29,29,"Hunter Haas",96,5.8,"PuttsMadePerEventOver10",2011
29,29,"John Merrick",71,5.8,"PuttsMadePerEventOver10",2011
29,29,"Mark Wilson",89,5.8,"PuttsMadePerEventOver10",2011
33,33,"Ernie Els",71,5.7,"PuttsMadePerEventOver10",2011
33,33,"Brian Gay",90,5.7,"PuttsMadePerEventOver10",2011
33,33,"Matt Kuchar",94,5.7,"PuttsMadePerEventOver10",2011
33,33,"Kevin Na",84,5.7,"PuttsMadePerEventOver10",2011
33,33,"Jeff Overton",92,5.7,"PuttsMadePerEventOver10",2011
33,33,"Ian Poulter",52,5.7,"PuttsMadePerEventOver10",2011
39,39,"Ben Crane",76,5.6,"PuttsMadePerEventOver10",2011
39,39,"Brian Davis",105,5.6,"PuttsMadePerEventOver10",2011
39,39,"Bill Haas",93,5.6,"PuttsMadePerEventOver10",2011
39,39,"Padraig Harrington",60,5.6,"PuttsMadePerEventOver10",2011
39,39,"Charles Howell III",108,5.6,"PuttsMadePerEventOver10",2011
39,39,"Geoff Ogilvy",69,5.6,"PuttsMadePerEventOver10",2011
39,39,"Chez Reavie",92,5.6,"PuttsMadePerEventOver10",2011
46,46,"Blake Adams",116,5.5,"PuttsMadePerEventOver10",2011
46,46,"Fabian Gomez",84,5.5,"PuttsMadePerEventOver10",2011
46,46,"Lee Janzen",62,5.5,"PuttsMadePerEventOver10",2011
46,46,"Brandt Jobe",100,5.5,"PuttsMadePerEventOver10",2011
46,46,"Dustin Johnson",72,5.5,"PuttsMadePerEventOver10",2011
46,46,"Martin Laird",77,5.5,"PuttsMadePerEventOver10",2011
46,46,"David Mathis",83,5.5,"PuttsMadePerEventOver10",2011
46,46,"Pat Perez",76,5.5,"PuttsMadePerEventOver10",2011
46,46,"Cameron Tringale",110,5.5,"PuttsMadePerEventOver10",2011
46,46,"Bubba Watson",85,5.5,"PuttsMadePerEventOver10",2011
46,46,"YE Yang",63,5.5,"PuttsMadePerEventOver10",2011
57,57,"Greg Chalmers",88,5.4,"PuttsMadePerEventOver10",2011
57,57,"Bill Lunde",92,5.4,"PuttsMadePerEventOver10",2011
57,57,"Bryce Molder",82,5.4,"PuttsMadePerEventOver10",2011
57,57,"Rod Pampling",72,5.4,"PuttsMadePerEventOver10",2011
