"ProximitytoHolefrom1020yards_RANKTHISWEEK_2008","ProximitytoHolefrom1020yards_RANKLASTWEEK_2008","ProximitytoHolefrom1020yards_PLAYERNAME_2008","ProximitytoHolefrom1020yards_ROUNDS_2008","ProximitytoHolefrom1020yards_AVGDTP_2008","ProximitytoHolefrom1020yards_TOTALDISTANCEFEET_2008","ProximitytoHolefrom1020yards_OFSHOTS_2008","ProximitytoHolefrom1020yards_SCRAMBLINGRANK_2008","stat_name","year"
1,1,"Steve Flesch",95,NA,1119.417,209,44,"ProximitytoHolefrom1020yards",2008
2,2,"Retief Goosen",59,NA,745.667,134,76,"ProximitytoHolefrom1020yards",2008
2,2,"Padraig Harrington",52,NA,573.167,102,21,"ProximitytoHolefrom1020yards",2008
4,4,"Adam Scott",51,NA,592.583,104,173,"ProximitytoHolefrom1020yards",2008
5,5,"Rod Pampling",83,NA,1175.833,204,129,"ProximitytoHolefrom1020yards",2008
6,6,"Phil Mickelson",80,NA,1117.583,192,26,"ProximitytoHolefrom1020yards",2008
6,6,"Omar Uresti",74,NA,1130.583,195,8,"ProximitytoHolefrom1020yards",2008
6,6,"Scott Verplank",82,NA,1082.917,186,83,"ProximitytoHolefrom1020yards",2008
9,9,"Mike Weir",88,NA,1136.25,193,7,"ProximitytoHolefrom1020yards",2008
10,10,"Bart Bryant",81,NA,1231.833,202,47,"ProximitytoHolefrom1020yards",2008
10,10,"Corey Pavin",69,NA,1133.083,186,3,"ProximitytoHolefrom1020yards",2008
10,10,"Vijay Singh",82,NA,1070.833,176,51,"ProximitytoHolefrom1020yards",2008
10,10,"Kevin Sutherland",98,NA,1426.083,233,25,"ProximitytoHolefrom1020yards",2008
14,14,"Alejandro Canizares",52,NA,719.75,117,111,"ProximitytoHolefrom1020yards",2008
14,14,"Brian Davis",108,NA,1860.167,301,17,"ProximitytoHolefrom1020yards",2008
14,14,"Marco Dawson",64,NA,1041.75,170,144,"ProximitytoHolefrom1020yards",2008
14,14,"Jim Furyk",95,NA,1286.333,208,29,"ProximitytoHolefrom1020yards",2008
14,14,"Lee Janzen",89,NA,1349.5,219,91,"ProximitytoHolefrom1020yards",2008
14,14,"Shigeki Maruyama",50,NA,823,134,14,"ProximitytoHolefrom1020yards",2008
14,14,"Chris Riley",51,NA,792.417,128,2,"ProximitytoHolefrom1020yards",2008
14,14,"Charlie Wi",97,NA,1509.583,244,4,"ProximitytoHolefrom1020yards",2008
22,22,"Jonathan Byrd",88,NA,1392.833,224,72,"ProximitytoHolefrom1020yards",2008
22,22,"Trevor Immelman",70,NA,873.417,140,181,"ProximitytoHolefrom1020yards",2008
22,22,"Freddie Jacobson",78,NA,1169.25,187,81,"ProximitytoHolefrom1020yards",2008
22,22,"Carl Pettersson",110,NA,1807,290,49,"ProximitytoHolefrom1020yards",2008
22,22,"Ian Poulter",51,NA,653.75,104,120,"ProximitytoHolefrom1020yards",2008
22,22,"Brett Quigley",80,NA,1460.083,234,97,"ProximitytoHolefrom1020yards",2008
22,22,"Brett Rumford",72,NA,1200.75,192,151,"ProximitytoHolefrom1020yards",2008
29,29,"Ernie Els",51,NA,685.333,108,112,"ProximitytoHolefrom1020yards",2008
29,29,"Matt Jones",95,NA,1777.333,282,62,"ProximitytoHolefrom1020yards",2008
29,29,"Craig Kanada",65,NA,1068.667,169,24,"ProximitytoHolefrom1020yards",2008
29,29,"Matt Kuchar",88,NA,1253.083,198,14,"ProximitytoHolefrom1020yards",2008
29,29,"John Mallinger",95,NA,1765.417,280,61,"ProximitytoHolefrom1020yards",2008
29,29,"John Riegger",73,NA,1017.75,161,58,"ProximitytoHolefrom1020yards",2008
35,35,"Ben Curtis",80,NA,1215.083,189,46,"ProximitytoHolefrom1020yards",2008
35,35,"Brian Gay",102,NA,1568.417,244,1,"ProximitytoHolefrom1020yards",2008
35,35,"Scott McCarron",63,NA,1071.25,168,59,"ProximitytoHolefrom1020yards",2008
35,35,"Kevin Na",97,NA,2011.5,313,13,"ProximitytoHolefrom1020yards",2008
35,35,"Steve Stricker",75,NA,1027.083,161,12,"ProximitytoHolefrom1020yards",2008
35,35,"Nicholas Thompson",113,NA,2118.75,331,85,"ProximitytoHolefrom1020yards",2008
41,41,"Jason Allred",63,NA,1066.667,164,127,"ProximitytoHolefrom1020yards",2008
41,41,"KJ Choi",74,NA,1040.083,159,95,"ProximitytoHolefrom1020yards",2008
41,41,"Chad Collins",72,NA,1266.833,196,88,"ProximitytoHolefrom1020yards",2008
41,41,"Todd Demsey",80,NA,1515.667,234,65,"ProximitytoHolefrom1020yards",2008
41,41,"Ken Duke",116,NA,1996.833,307,82,"ProximitytoHolefrom1020yards",2008
41,41,"Jeff Gove",50,NA,746,115,80,"ProximitytoHolefrom1020yards",2008
41,41,"Dudley Hart",74,NA,1159.417,178,20,"ProximitytoHolefrom1020yards",2008
41,41,"Doug LaBelle II",65,NA,867.5,134,68,"ProximitytoHolefrom1020yards",2008
41,41,"Nick OHern",82,NA,1251.75,192,22,"ProximitytoHolefrom1020yards",2008
41,41,"Tom Pernice Jr",104,NA,1765.833,273,11,"ProximitytoHolefrom1020yards",2008
41,41,"Bob Tway",70,NA,1038.083,159,27,"ProximitytoHolefrom1020yards",2008
52,52,"Paul Goydos",78,NA,1375.25,209,74,"ProximitytoHolefrom1020yards",2008
52,52,"Ryuji Imada",80,NA,1297.5,197,34,"ProximitytoHolefrom1020yards",2008
52,52,"Richard Johnson",77,NA,1674.75,254,67,"ProximitytoHolefrom1020yards",2008
52,52,"Cliff Kresge",84,NA,1451.333,220,166,"ProximitytoHolefrom1020yards",2008
52,52,"Tom Lehman",51,NA,811.75,123,101,"ProximitytoHolefrom1020yards",2008
52,52,"Brenden Pappas",66,NA,1155.75,176,50,"ProximitytoHolefrom1020yards",2008
52,52,"Jesper Parnevik",88,NA,1639,249,23,"ProximitytoHolefrom1020yards",2008
52,52,"David Toms",70,NA,1169.75,177,187,"ProximitytoHolefrom1020yards",2008
52,52,"Nick Watney",96,NA,1753.333,267,101,"ProximitytoHolefrom1020yards",2008
52,52,"Tim Wilkinson",95,NA,1738.667,263,28,"ProximitytoHolefrom1020yards",2008
