"PuttsperRoundRound2_RANKTHISWEEK_2013","PuttsperRoundRound2_RANKLASTWEEK_2013","PuttsperRoundRound2_PLAYERNAME_2013","PuttsperRoundRound2__2013","PuttsperRoundRound2_AVG_2013","PuttsperRoundRound2_TOTALPUTTS_2013","PuttsperRoundRound2_TOTALROUNDS_2013","stat_name","year"
1,1,"Chris Kirk",NA,27.38,657,24,"PuttsperRoundRound2",2013
2,2,"Rory McIlroy",NA,27.5,385,14,"PuttsperRoundRound2",2013
3,3,"Greg Chalmers",NA,27.61,635,23,"PuttsperRoundRound2",2013
4,4,"Stephen Ames",NA,27.67,498,18,"PuttsperRoundRound2",2013
4,4,"Tiger Woods",NA,27.67,415,15,"PuttsperRoundRound2",2013
6,6,"Bob Estes",NA,27.78,500,18,"PuttsperRoundRound2",2013
7,7,"Charlie Wi",NA,27.82,612,22,"PuttsperRoundRound2",2013
8,8,"Brendon de Jonge",NA,27.97,839,30,"PuttsperRoundRound2",2013
9,9,"Aaron Baddeley",NA,28,644,23,"PuttsperRoundRound2",2013
10,10,"Luke Donald",NA,28.06,449,16,"PuttsperRoundRound2",2013
11,11,"Brian Gay",NA,28.09,646,23,"PuttsperRoundRound2",2013
12,12,"Harris English",NA,28.12,731,26,"PuttsperRoundRound2",2013
13,13,"KJ Choi",NA,28.13,647,23,"PuttsperRoundRound2",2013
13,13,"Bryce Molder",NA,28.13,647,23,"PuttsperRoundRound2",2013
15,15,"Steven Bowditch",NA,28.14,591,21,"PuttsperRoundRound2",2013
15,15,"Phil Mickelson",NA,28.14,591,21,"PuttsperRoundRound2",2013
17,17,"Patrick Reed",NA,28.15,732,26,"PuttsperRoundRound2",2013
18,18,"Mike Weir",NA,28.19,592,21,"PuttsperRoundRound2",2013
19,19,"Tim Herron",NA,28.2,423,15,"PuttsperRoundRound2",2013
20,20,"Justin Leonard",NA,28.21,677,24,"PuttsperRoundRound2",2013
21,21,"Tom Gillis",NA,28.24,593,21,"PuttsperRoundRound2",2013
22,22,"Steve Stricker",NA,28.25,339,12,"PuttsperRoundRound2",2013
23,23,"Matt Kuchar",NA,28.27,622,22,"PuttsperRoundRound2",2013
24,24,"Brian Harman",NA,28.29,792,28,"PuttsperRoundRound2",2013
24,24,"David Lynn",NA,28.29,594,21,"PuttsperRoundRound2",2013
26,26,"Colt Knost",NA,28.3,651,23,"PuttsperRoundRound2",2013
26,26,"Pat Perez",NA,28.3,566,20,"PuttsperRoundRound2",2013
28,28,"David Lingmerth",NA,28.32,623,22,"PuttsperRoundRound2",2013
29,29,"David Hearn",NA,28.35,737,26,"PuttsperRoundRound2",2013
29,29,"DH Lee",NA,28.35,567,20,"PuttsperRoundRound2",2013
29,29,"Brandt Snedeker",NA,28.35,652,23,"PuttsperRoundRound2",2013
32,32,"Cameron Percy",NA,28.37,539,19,"PuttsperRoundRound2",2013
33,33,"Sangmoon Bae",NA,28.4,710,25,"PuttsperRoundRound2",2013
34,34,"Erik Compton",NA,28.43,654,23,"PuttsperRoundRound2",2013
35,35,"Darron Stiles",NA,28.47,541,19,"PuttsperRoundRound2",2013
36,36,"Stuart Appleby",NA,28.5,684,24,"PuttsperRoundRound2",2013
36,36,"William McGirt",NA,28.5,684,24,"PuttsperRoundRound2",2013
36,36,"Charl Schwartzel",NA,28.5,513,18,"PuttsperRoundRound2",2013
39,39,"Jonas Blixt",NA,28.58,686,24,"PuttsperRoundRound2",2013
