"GreensorFringeinRegulation_RANKTHISWEEK_2006","GreensorFringeinRegulation_RANKLASTWEEK_2006","GreensorFringeinRegulation_PLAYERNAME_2006","GreensorFringeinRegulation_ROUNDS_2006","GreensorFringeinRegulation_Pct_2006","GreensorFringeinRegulation_TOTALHIT_2006","GreensorFringeinRegulation_TOTALATTEMPTS_2006","GreensorFringeinRegulation_RTPSCORE_2006","stat_name","year"
1,1,"Tiger Woods",55,81.23,541,666,-177,"GreensorFringeinRegulation",2006
2,2,"Jim Furyk",89,78.92,966,1224,-273,"GreensorFringeinRegulation",2006
3,3,"Briny Baird",81,77.62,978,1260,-229,"GreensorFringeinRegulation",2006
4,4,"Kenny Perry",73,77.22,834,1080,-173,"GreensorFringeinRegulation",2006
5,5,"Jeff Gove",91,77.14,1124,1457,-233,"GreensorFringeinRegulation",2006
6,6,"Adam Scott",70,76.77,704,917,-184,"GreensorFringeinRegulation",2006
7,7,"Greg Owen",79,76.34,852,1116,-188,"GreensorFringeinRegulation",2006
8,8,"Trevor Immelman",86,76.01,998,1313,-260,"GreensorFringeinRegulation",2006
9,9,"John Senden",96,76,1080,1421,-250,"GreensorFringeinRegulation",2006
10,10,"David Branshaw",98,75.86,1188,1566,-241,"GreensorFringeinRegulation",2006
11,11,"Charles Warren",93,75.79,1105,1458,-240,"GreensorFringeinRegulation",2006
12,12,"Bart Bryant",87,75.72,967,1277,-195,"GreensorFringeinRegulation",2006
12,12,"Steve Elkington",52,75.72,627,828,-112,"GreensorFringeinRegulation",2006
14,14,"Joe Durant",101,75.68,1307,1727,-294,"GreensorFringeinRegulation",2006
15,15,"Arron Oberholser",82,75.45,842,1116,-196,"GreensorFringeinRegulation",2006
16,16,"Phil Mickelson",74,75.41,638,846,-197,"GreensorFringeinRegulation",2006
17,17,"Camilo Villegas",95,75.19,1109,1475,-278,"GreensorFringeinRegulation",2006
18,18,"Joey Sindelar",90,75.16,1026,1365,-188,"GreensorFringeinRegulation",2006
19,19,"Jerry Kelly",100,75.13,1136,1512,-251,"GreensorFringeinRegulation",2006
19,19,"Vijay Singh",103,75.13,1136,1512,-302,"GreensorFringeinRegulation",2006
21,21,"Scott Verplank",88,75.08,919,1224,-216,"GreensorFringeinRegulation",2006
22,22,"Jonathan Byrd",66,75,729,972,-194,"GreensorFringeinRegulation",2006
23,23,"Jonathan Kaye",95,74.85,1158,1547,-216,"GreensorFringeinRegulation",2006
24,24,"Fred Funk",106,74.69,1142,1529,-246,"GreensorFringeinRegulation",2006
24,24,"Chris Smith",67,74.69,791,1059,-157,"GreensorFringeinRegulation",2006
26,26,"KJ Choi",93,74.68,1062,1422,-245,"GreensorFringeinRegulation",2006
27,27,"Heath Slocum",96,74.6,1128,1512,-259,"GreensorFringeinRegulation",2006
28,28,"JJ Henry",96,74.58,1033,1385,-241,"GreensorFringeinRegulation",2006
29,29,"Bob Estes",85,74.57,1006,1349,-233,"GreensorFringeinRegulation",2006
30,30,"Padraig Harrington",54,74.56,510,684,-138,"GreensorFringeinRegulation",2006
31,31,"Skip Kendall",72,74.5,789,1059,-172,"GreensorFringeinRegulation",2006
32,32,"Robert Allenby",79,74.49,803,1078,-224,"GreensorFringeinRegulation",2006
33,33,"Kevin Sutherland",100,74.46,1166,1566,-256,"GreensorFringeinRegulation",2006
34,34,"Bob May",65,74.43,722,970,-167,"GreensorFringeinRegulation",2006
35,35,"Justin Rose",98,74.4,1151,1547,-294,"GreensorFringeinRegulation",2006
36,36,"Frank Lickliter II",99,74.31,1137,1530,-287,"GreensorFringeinRegulation",2006
37,37,"Steve Stricker",64,74.22,694,935,-200,"GreensorFringeinRegulation",2006
38,38,"Ted Purdy",103,74.17,1068,1440,-265,"GreensorFringeinRegulation",2006
39,39,"Mark Wilson",79,74.07,960,1296,-231,"GreensorFringeinRegulation",2006
40,40,"Bo Van Pelt",102,74.06,1199,1619,-292,"GreensorFringeinRegulation",2006
41,41,"Brett Quigley",109,74.04,1252,1691,-313,"GreensorFringeinRegulation",2006
42,42,"Alex Cejka",93,73.94,1064,1439,-246,"GreensorFringeinRegulation",2006
43,43,"Charles Howell III",96,73.91,1051,1422,-219,"GreensorFringeinRegulation",2006
44,44,"Will Ma Kenzie",91,73.85,997,1350,-218,"GreensorFringeinRegulation",2006
44,44,"Hunter Mahan",98,73.85,1183,1602,-292,"GreensorFringeinRegulation",2006
46,46,"Shaun Micheel",96,73.79,1036,1404,-243,"GreensorFringeinRegulation",2006
47,47,"Mathew Goggin",72,73.75,770,1044,-156,"GreensorFringeinRegulation",2006
48,48,"Stephen Ames",63,73.74,584,792,-152,"GreensorFringeinRegulation",2006
49,49,"Lucas Glover",105,73.71,1141,1548,-312,"GreensorFringeinRegulation",2006
50,50,"Billy Mayfair",94,73.59,1020,1386,-217,"GreensorFringeinRegulation",2006
51,51,"Jeff Brehaut",100,73.46,1124,1530,-236,"GreensorFringeinRegulation",2006
52,52,"Chad Campbell",91,73.3,884,1206,-204,"GreensorFringeinRegulation",2006
53,53,"Zach Johnson",98,73.29,1015,1385,-234,"GreensorFringeinRegulation",2006
54,54,"Omar Uresti",61,73.2,672,918,-123,"GreensorFringeinRegulation",2006
55,55,"Bubba Watson",83,73.13,947,1295,-250,"GreensorFringeinRegulation",2006
56,56,"Kris Cox",83,73.07,947,1296,-221,"GreensorFringeinRegulation",2006
57,57,"Chris DiMarco",83,73.04,802,1098,-169,"GreensorFringeinRegulation",2006
57,57,"Brett Wetterich",82,73.04,959,1313,-266,"GreensorFringeinRegulation",2006
59,59,"David McKenzie",82,73.03,907,1242,-194,"GreensorFringeinRegulation",2006
60,60,"David Toms",76,73,814,1115,-222,"GreensorFringeinRegulation",2006
61,61,"Tim Clark",80,72.99,762,1044,-185,"GreensorFringeinRegulation",2006
