"Scrambling30ydsRTPScore_RANKTHISWEEK_2015","Scrambling30ydsRTPScore_RANKLASTWEEK_2015","Scrambling30ydsRTPScore_PLAYERNAME_2015","Scrambling30ydsRTPScore_ROUNDS_2015","Scrambling30ydsRTPScore_AVGRTP_2015","Scrambling30ydsRTPScore_TOTALHOLES_2015","Scrambling30ydsRTPScore_TOTALRTP_2015","stat_name","year"
1,1,"Henrik Stenson",63,0.576,33,19,"Scrambling30ydsRTPScore",2015
2,2,"Jerry Kelly",79,0.596,52,31,"Scrambling30ydsRTPScore",2015
3,3,"Daniel Summerhays",101,0.61,77,47,"Scrambling30ydsRTPScore",2015
4,4,"Zac Blair",108,0.66,97,64,"Scrambling30ydsRTPScore",2015
5,5,"Jim Furyk",71,0.673,52,35,"Scrambling30ydsRTPScore",2015
6,6,"Francesco Molinari",56,0.676,37,25,"Scrambling30ydsRTPScore",2015
7,7,"Bubba Watson",71,0.677,65,44,"Scrambling30ydsRTPScore",2015
8,8,"David Hearn",97,0.689,103,71,"Scrambling30ydsRTPScore",2015
9,9,"Kevin Na",98,0.691,81,56,"Scrambling30ydsRTPScore",2015
10,10,"Jordan Spieth",91,0.716,67,48,"Scrambling30ydsRTPScore",2015
11,11,"Mark Wilson",89,0.721,86,62,"Scrambling30ydsRTPScore",2015
12,12,"Brendon Todd",96,0.722,79,57,"Scrambling30ydsRTPScore",2015
13,13,"Blayne Barber",76,0.73,63,46,"Scrambling30ydsRTPScore",2015
14,14,"Zach Johnson",90,0.731,67,49,"Scrambling30ydsRTPScore",2015
15,15,"KJ Choi",66,0.733,75,55,"Scrambling30ydsRTPScore",2015
16,16,"Scott Pinckney",88,0.737,95,70,"Scrambling30ydsRTPScore",2015
17,17,"Charles Howell III",105,0.743,113,84,"Scrambling30ydsRTPScore",2015
18,18,"Kevin Kisner",104,0.745,94,70,"Scrambling30ydsRTPScore",2015
19,19,"Ben Crane",62,0.754,69,52,"Scrambling30ydsRTPScore",2015
20,20,"John Senden",80,0.755,49,37,"Scrambling30ydsRTPScore",2015
21,21,"Camilo Villegas",83,0.756,90,68,"Scrambling30ydsRTPScore",2015
22,22,"Greg Chalmers",58,0.761,46,35,"Scrambling30ydsRTPScore",2015
23,23,"Ken Duke",93,0.763,76,58,"Scrambling30ydsRTPScore",2015
24,24,"Chad Campbell",97,0.765,85,65,"Scrambling30ydsRTPScore",2015
24,24,"Jimmy Walker",89,0.765,81,62,"Scrambling30ydsRTPScore",2015
26,26,"Heath Slocum",57,0.767,43,33,"Scrambling30ydsRTPScore",2015
27,27,"Jonas Blixt",78,0.77,74,57,"Scrambling30ydsRTPScore",2015
28,28,"Patrick Reed",103,0.771,96,74,"Scrambling30ydsRTPScore",2015
29,29,"Jonathan Byrd",69,0.776,49,38,"Scrambling30ydsRTPScore",2015
29,29,"Chad Collins",79,0.776,67,52,"Scrambling30ydsRTPScore",2015
29,29,"Cameron Tringale",96,0.776,98,76,"Scrambling30ydsRTPScore",2015
32,32,"Will Wilcox",58,0.781,32,25,"Scrambling30ydsRTPScore",2015
33,33,"Matt Kuchar",97,0.784,88,69,"Scrambling30ydsRTPScore",2015
34,34,"Luke Donald",71,0.789,76,60,"Scrambling30ydsRTPScore",2015
34,34,"John Huh",102,0.789,95,75,"Scrambling30ydsRTPScore",2015
36,36,"David Lingmerth",90,0.79,62,49,"Scrambling30ydsRTPScore",2015
37,37,"Brooks Koepka",84,0.792,72,57,"Scrambling30ydsRTPScore",2015
38,38,"Louis Oosthuizen",68,0.8,50,40,"Scrambling30ydsRTPScore",2015
38,38,"SJ Park",79,0.8,70,56,"Scrambling30ydsRTPScore",2015
38,38,"Kyle Reifers",96,0.8,95,76,"Scrambling30ydsRTPScore",2015
