"FirstTeeEarlyRound4ScoringAverage_RANKTHISWEEK_2005","FirstTeeEarlyRound4ScoringAverage_RANKLASTWEEK_2005","FirstTeeEarlyRound4ScoringAverage_PLAYERNAME_2005","FirstTeeEarlyRound4ScoringAverage__2005","FirstTeeEarlyRound4ScoringAverage_AVG_2005","FirstTeeEarlyRound4ScoringAverage_TOTALSTROKES_2005","FirstTeeEarlyRound4ScoringAverage_TOTALROUNDS_2005","stat_name","year"
1,1,"Jason Bohn",NA,65,65,1,"FirstTeeEarlyRound4ScoringAverage",2005
2,2,"Jim Furyk",NA,67,134,2,"FirstTeeEarlyRound4ScoringAverage",2005
3,3,"Jeff Brehaut",NA,68,204,3,"FirstTeeEarlyRound4ScoringAverage",2005
3,3,"Richard Johnson",NA,68,204,3,"FirstTeeEarlyRound4ScoringAverage",2005
5,5,"Tim Herron",NA,68.13,545,8,"FirstTeeEarlyRound4ScoringAverage",2005
6,6,"Kevin Na",NA,68.2,341,5,"FirstTeeEarlyRound4ScoringAverage",2005
7,7,"Dan Forsman",NA,68.25,273,4,"FirstTeeEarlyRound4ScoringAverage",2005
8,8,"Harrison Frazar",NA,68.4,342,5,"FirstTeeEarlyRound4ScoringAverage",2005
8,8,"Dudley Hart",NA,68.4,342,5,"FirstTeeEarlyRound4ScoringAverage",2005
10,10,"Steve Jones",NA,68.5,137,2,"FirstTeeEarlyRound4ScoringAverage",2005
11,11,"Scott Verplank",NA,68.8,344,5,"FirstTeeEarlyRound4ScoringAverage",2005
12,12,"Stuart Appleby",NA,69,207,3,"FirstTeeEarlyRound4ScoringAverage",2005
12,12,"Jose Coceres",NA,69,69,1,"FirstTeeEarlyRound4ScoringAverage",2005
12,12,"Larry Mize",NA,69,207,3,"FirstTeeEarlyRound4ScoringAverage",2005
12,12,"Kenny Perry",NA,69,138,2,"FirstTeeEarlyRound4ScoringAverage",2005
12,12,"Carl Pettersson",NA,69,276,4,"FirstTeeEarlyRound4ScoringAverage",2005
17,17,"Brian Gay",NA,69.33,416,6,"FirstTeeEarlyRound4ScoringAverage",2005
18,18,"Glen Hnatiuk",NA,69.4,347,5,"FirstTeeEarlyRound4ScoringAverage",2005
19,19,"Hidemichi Tanaka",NA,69.45,764,11,"FirstTeeEarlyRound4ScoringAverage",2005
20,20,"Tom Lehman",NA,69.5,556,8,"FirstTeeEarlyRound4ScoringAverage",2005
20,20,"Kirk Triplett",NA,69.5,139,2,"FirstTeeEarlyRound4ScoringAverage",2005
20,20,"Duffy Waldorf",NA,69.5,417,6,"FirstTeeEarlyRound4ScoringAverage",2005
20,20,"Nick Watney",NA,69.5,278,4,"FirstTeeEarlyRound4ScoringAverage",2005
24,24,"Bart Bryant",NA,69.63,557,8,"FirstTeeEarlyRound4ScoringAverage",2005
25,25,"Brian Bateman",NA,69.75,279,4,"FirstTeeEarlyRound4ScoringAverage",2005
26,26,"Aaron Baddeley",NA,69.8,349,5,"FirstTeeEarlyRound4ScoringAverage",2005
26,26,"John Senden",NA,69.8,698,10,"FirstTeeEarlyRound4ScoringAverage",2005
28,28,"Steve Elkington",NA,69.83,419,6,"FirstTeeEarlyRound4ScoringAverage",2005
29,29,"Rich Beem",NA,70,280,4,"FirstTeeEarlyRound4ScoringAverage",2005
29,29,"Justin Leonard",NA,70,350,5,"FirstTeeEarlyRound4ScoringAverage",2005
29,29,"Davis Love III",NA,70,210,3,"FirstTeeEarlyRound4ScoringAverage",2005
29,29,"Shigeki Maruyama",NA,70,630,9,"FirstTeeEarlyRound4ScoringAverage",2005
29,29,"Phil Mickelson",NA,70,280,4,"FirstTeeEarlyRound4ScoringAverage",2005
29,29,"Vijay Singh",NA,70,280,4,"FirstTeeEarlyRound4ScoringAverage",2005
29,29,"Vaughn Taylor",NA,70,630,9,"FirstTeeEarlyRound4ScoringAverage",2005
36,36,"Justin Rose",NA,70.13,561,8,"FirstTeeEarlyRound4ScoringAverage",2005
37,37,"Kevin Stadler",NA,70.14,491,7,"FirstTeeEarlyRound4ScoringAverage",2005
38,38,"Neal Lancaster",NA,70.17,421,6,"FirstTeeEarlyRound4ScoringAverage",2005
39,39,"Luke Donald",NA,70.2,351,5,"FirstTeeEarlyRound4ScoringAverage",2005
39,39,"Mike Weir",NA,70.2,351,5,"FirstTeeEarlyRound4ScoringAverage",2005
41,41,"Heath Slocum",NA,70.22,632,9,"FirstTeeEarlyRound4ScoringAverage",2005
42,42,"Hunter Haas",NA,70.25,281,4,"FirstTeeEarlyRound4ScoringAverage",2005
42,42,"JP Hayes",NA,70.25,281,4,"FirstTeeEarlyRound4ScoringAverage",2005
42,42,"Charles Warren",NA,70.25,281,4,"FirstTeeEarlyRound4ScoringAverage",2005
45,45,"Greg Owen",NA,70.33,211,3,"FirstTeeEarlyRound4ScoringAverage",2005
45,45,"Loren Roberts",NA,70.33,211,3,"FirstTeeEarlyRound4ScoringAverage",2005
45,45,"Brett Wetterich",NA,70.33,211,3,"FirstTeeEarlyRound4ScoringAverage",2005
48,48,"Tag Ridings",NA,70.38,563,8,"FirstTeeEarlyRound4ScoringAverage",2005
49,49,"Doug Barron",NA,70.4,352,5,"FirstTeeEarlyRound4ScoringAverage",2005
49,49,"Justin Bolli",NA,70.4,352,5,"FirstTeeEarlyRound4ScoringAverage",2005
49,49,"John Cook",NA,70.4,352,5,"FirstTeeEarlyRound4ScoringAverage",2005
49,49,"Ben Crane",NA,70.4,352,5,"FirstTeeEarlyRound4ScoringAverage",2005
49,49,"Bob Estes",NA,70.4,704,10,"FirstTeeEarlyRound4ScoringAverage",2005
49,49,"Brenden Pappas",NA,70.4,352,5,"FirstTeeEarlyRound4ScoringAverage",2005
49,49,"Brett Quigley",NA,70.4,352,5,"FirstTeeEarlyRound4ScoringAverage",2005
56,56,"Briny Baird",NA,70.43,493,7,"FirstTeeEarlyRound4ScoringAverage",2005
57,57,"Robert Allenby",NA,70.5,282,4,"FirstTeeEarlyRound4ScoringAverage",2005
57,57,"James Driscoll",NA,70.5,423,6,"FirstTeeEarlyRound4ScoringAverage",2005
59,59,"Hunter Mahan",NA,70.54,917,13,"FirstTeeEarlyRound4ScoringAverage",2005
60,60,"Michael Allen",NA,70.63,565,8,"FirstTeeEarlyRound4ScoringAverage",2005
60,60,"Tim Clark",NA,70.63,565,8,"FirstTeeEarlyRound4ScoringAverage",2005
62,62,"Billy Mayfair",NA,70.64,777,11,"FirstTeeEarlyRound4ScoringAverage",2005
63,63,"Fred Couples",NA,70.67,424,6,"FirstTeeEarlyRound4ScoringAverage",2005
63,63,"Matt Kuchar",NA,70.67,212,3,"FirstTeeEarlyRound4ScoringAverage",2005
63,63,"Omar Uresti",NA,70.67,424,6,"FirstTeeEarlyRound4ScoringAverage",2005
66,66,"JJ Henry",NA,70.71,495,7,"FirstTeeEarlyRound4ScoringAverage",2005
66,66,"Zach Johnson",NA,70.71,495,7,"FirstTeeEarlyRound4ScoringAverage",2005
66,66,"John Rollins",NA,70.71,495,7,"FirstTeeEarlyRound4ScoringAverage",2005
66,66,"Joey Sindelar",NA,70.71,495,7,"FirstTeeEarlyRound4ScoringAverage",2005
70,70,"Jeff Hart",NA,70.75,283,4,"FirstTeeEarlyRound4ScoringAverage",2005
71,71,"Stewart Cink",NA,70.78,637,9,"FirstTeeEarlyRound4ScoringAverage",2005
71,71,"Rocco Mediate",NA,70.78,637,9,"FirstTeeEarlyRound4ScoringAverage",2005
73,73,"Tom Byrum",NA,70.8,708,10,"FirstTeeEarlyRound4ScoringAverage",2005
73,73,"DA Points",NA,70.8,354,5,"FirstTeeEarlyRound4ScoringAverage",2005
75,75,"Bo Van Pelt",NA,70.83,425,6,"FirstTeeEarlyRound4ScoringAverage",2005
76,76,"Charles Howell III",NA,70.86,496,7,"FirstTeeEarlyRound4ScoringAverage",2005
77,77,"Chad Campbell",NA,70.88,567,8,"FirstTeeEarlyRound4ScoringAverage",2005
78,78,"Frank Lickliter II",NA,70.9,709,10,"FirstTeeEarlyRound4ScoringAverage",2005
79,79,"Cameron Beckman",NA,70.91,780,11,"FirstTeeEarlyRound4ScoringAverage",2005
