"CareerEarnings_RANKTHISWEEK_2014","CareerEarnings_RANKLASTWEEK_2014","CareerEarnings_PLAYERNAME_2014","CareerEarnings__2014","CareerEarnings_MONEY_2014","stat_name","year"
96,96,"Joe Durant",NA,14181693,"CareerEarnings",2014
97,97,"Keegan Bradley",NA,14134708,"CareerEarnings",2014
98,98,"JJ Henry",NA,14108390,"CareerEarnings",2014
99,99,"Kirk Triplett",NA,14096656,"CareerEarnings",2014
100,100,"Mark Wilson",NA,14051192,"CareerEarnings",2014
101,101,"Rod Pampling",NA,13864814,"CareerEarnings",2014
102,102,"Shigeki Maruyama",NA,13809170,"CareerEarnings",2014
103,103,"Ben Curtis",NA,13708201,"CareerEarnings",2014
104,104,"Angel Cabrera",NA,13693729,"CareerEarnings",2014
105,105,"Briny Baird",NA,13251178,"CareerEarnings",2014
106,106,"JB Holmes",NA,13092209,"CareerEarnings",2014
107,107,"Jimmy Walker",NA,13085445,"CareerEarnings",2014
108,108,"Paul Goydos",NA,12782100,"CareerEarnings",2014
109,109,"John Cook",NA,12685199,"CareerEarnings",2014
110,110,"Scott McCarron",NA,12640647,"CareerEarnings",2014
111,111,"Brian Davis",NA,12610797,"CareerEarnings",2014
112,112,"Dudley Hart",NA,12606712,"CareerEarnings",2014
113,113,"Billy Andrade",NA,12494805,"CareerEarnings",2014
114,114,"Trevor Immelman",NA,12492720,"CareerEarnings",2014
115,115,"Jose Maria Olazabal",NA,12335310,"CareerEarnings",2014
116,116,"Anthony Kim",NA,12206409,"CareerEarnings",2014
117,117,"Jason Bohn",NA,12124098,"CareerEarnings",2014
118,118,"Tim Petrovic",NA,11943752,"CareerEarnings",2014
119,119,"Duffy Waldorf",NA,11902599,"CareerEarnings",2014
120,120,"Boo Weekley",NA,11834557,"CareerEarnings",2014
121,121,"Jeff Overton",NA,11818775,"CareerEarnings",2014
122,122,"Frank Lickliter II",NA,11812529,"CareerEarnings",2014
123,123,"Robert Garrigus",NA,11733098,"CareerEarnings",2014
124,124,"Vaughn Taylor",NA,11562644,"CareerEarnings",2014
125,125,"Martin Laird",NA,11528482,"CareerEarnings",2014
126,126,"Chris Riley",NA,11510983,"CareerEarnings",2014
127,127,"Graeme McDowell",NA,11433116,"CareerEarnings",2014
128,128,"Harrison Frazar",NA,11418840,"CareerEarnings",2014
129,129,"Kevin Streelman",NA,11244213,"CareerEarnings",2014
130,130,"Joey Sindelar",NA,11196462,"CareerEarnings",2014
131,131,"Tom Watson",NA,11069517,"CareerEarnings",2014
132,132,"Brett Quigley",NA,11058693,"CareerEarnings",2014
133,133,"Tom Kite",NA,11041042,"CareerEarnings",2014
134,134,"Paul Casey",NA,10701516,"CareerEarnings",2014
135,135,"Jonathan Kaye",NA,10584934,"CareerEarnings",2014
136,136,"Bernhard Langer",NA,10401961,"CareerEarnings",2014
137,137,"John Daly",NA,10153316,"CareerEarnings",2014
138,138,"Joe Ogilvie",NA,10149923,"CareerEarnings",2014
139,139,"Marc Leishman",NA,10131186,"CareerEarnings",2014
140,140,"George McNeill",NA,10063032,"CareerEarnings",2014
141,141,"Craig Stadler",NA,10021897,"CareerEarnings",2014
142,142,"Charlie Wi",NA,9930397,"CareerEarnings",2014
143,143,"DA Points",NA,9819952,"CareerEarnings",2014
144,144,"Cameron Beckman",NA,9766039,"CareerEarnings",2014
145,145,"Chris Kirk",NA,9762437,"CareerEarnings",2014
146,146,"Bart Bryant",NA,9713852,"CareerEarnings",2014
147,147,"Kevin Stadler",NA,9656037,"CareerEarnings",2014
148,148,"Rich Beem",NA,9602992,"CareerEarnings",2014
149,149,"DJ Trahan",NA,9534574,"CareerEarnings",2014
150,150,"Peter Lonard",NA,9493678,"CareerEarnings",2014
151,151,"Tommy Armour III",NA,9458248,"CareerEarnings",2014
152,152,"Mark Brooks",NA,9455441,"CareerEarnings",2014
153,153,"Steve Marino",NA,9432308,"CareerEarnings",2014
154,154,"Carlos Franco",NA,9431368,"CareerEarnings",2014
155,155,"Brendon de Jonge",NA,9375064,"CareerEarnings",2014
156,156,"Billy Horschel",NA,9335691,"CareerEarnings",2014
157,157,"Troy Matteson",NA,9272131,"CareerEarnings",2014
158,158,"Ryuji Imada",NA,9213425,"CareerEarnings",2014
159,159,"David Frost",NA,9195639,"CareerEarnings",2014
160,160,"Glen Day",NA,9187013,"CareerEarnings",2014
161,161,"Shaun Micheel",NA,9091949,"CareerEarnings",2014
162,162,"Brandt Jobe",NA,8987448,"CareerEarnings",2014
163,163,"Greg Chalmers",NA,8984143,"CareerEarnings",2014
164,164,"Charl Schwartzel",NA,8953527,"CareerEarnings",2014
165,165,"Ken Duke",NA,8930992,"CareerEarnings",2014
166,166,"Dean Wilson",NA,8924744,"CareerEarnings",2014
167,167,"Gary Woodland",NA,8908200,"CareerEarnings",2014
168,168,"Robert Gamez",NA,8712304,"CareerEarnings",2014
169,169,"Dan Forsman",NA,8687983,"CareerEarnings",2014
170,170,"Darren Clarke",NA,8619464,"CareerEarnings",2014
171,171,"YE Yang",NA,8612087,"CareerEarnings",2014
172,172,"Olin Browne",NA,8516287,"CareerEarnings",2014
173,173,"Andrew Magee",NA,8512753,"CareerEarnings",2014
174,174,"Craig Parry",NA,8481456,"CareerEarnings",2014
175,175,"Bryce Molder",NA,8406678,"CareerEarnings",2014
176,176,"Andres Romero",NA,8391468,"CareerEarnings",2014
177,177,"JP Hayes",NA,8391404,"CareerEarnings",2014
178,178,"John Merrick",NA,8334194,"CareerEarnings",2014
179,179,"Martin Kaymer",NA,8298127,"CareerEarnings",2014
180,180,"Johnson Wagner",NA,8277645,"CareerEarnings",2014
181,181,"Chris Stroud",NA,8271552,"CareerEarnings",2014
182,182,"Jordan Spieth",NA,8222568,"CareerEarnings",2014
183,183,"Scott Piercy",NA,8087841,"CareerEarnings",2014
184,184,"Skip Kendall",NA,8087631,"CareerEarnings",2014
185,185,"Steve Pate",NA,8039988,"CareerEarnings",2014
186,186,"Alex Cejka",NA,7971299,"CareerEarnings",2014
187,187,"Daniel Chopra",NA,7926996,"CareerEarnings",2014
188,188,"Larry Mize",NA,7894472,"CareerEarnings",2014
189,189,"Peter Jacobsen",NA,7799810,"CareerEarnings",2014
190,190,"Arron Oberholser",NA,7665222,"CareerEarnings",2014
191,191,"Curtis Strange",NA,7599951,"CareerEarnings",2014
192,192,"Nick OHern",NA,7493768,"CareerEarnings",2014
193,193,"Graham DeLaet",NA,7481724,"CareerEarnings",2014
194,194,"JL Lewis",NA,7480274,"CareerEarnings",2014
195,195,"Ted Purdy",NA,7376176,"CareerEarnings",2014
196,196,"Brent Geiberger",NA,7374382,"CareerEarnings",2014
197,197,"Mathew Goggin",NA,7368691,"CareerEarnings",2014
198,198,"Paul Stankowski",NA,7357259,"CareerEarnings",2014
199,199,"Matt Jones",NA,7140464,"CareerEarnings",2014
200,200,"Ben Crenshaw",NA,7139756,"CareerEarnings",2014
201,201,"Brett Wetterich",NA,7008473,"CareerEarnings",2014
202,202,"John Mallinger",NA,6988536,"CareerEarnings",2014
203,203,"Louis Oosthuizen",NA,6954456,"CareerEarnings",2014
204,204,"Bill Glasson",NA,6912619,"CareerEarnings",2014
205,205,"Chris Perry",NA,6866671,"CareerEarnings",2014
206,206,"Len Mattiace",NA,6856719,"CareerEarnings",2014
207,207,"Nathan Green",NA,6856057,"CareerEarnings",2014
208,208,"Scott Simpson",NA,6778273,"CareerEarnings",2014
209,209,"Tom Byrum",NA,6554699,"CareerEarnings",2014
210,210,"Steve Jones",NA,6519451,"CareerEarnings",2014
211,211,"Will Ma Kenzie",NA,6492361,"CareerEarnings",2014
212,212,"Bruce Lietzke",NA,6474794,"CareerEarnings",2014
213,213,"Robert Damron",NA,6363926,"CareerEarnings",2014
214,214,"Lanny Wadkins",NA,6355681,"CareerEarnings",2014
215,215,"Harris English",NA,6334492,"CareerEarnings",2014
216,216,"Michael Allen",NA,6316156,"CareerEarnings",2014
217,217,"Neal Lancaster",NA,6312668,"CareerEarnings",2014
218,218,"Patrick Reed",NA,6310630,"CareerEarnings",2014
219,219,"Matt Every",NA,6284297,"CareerEarnings",2014
220,220,"Scott Stallings",NA,6259217,"CareerEarnings",2014
221,221,"Chip Beck",NA,6205730,"CareerEarnings",2014
222,222,"Richard Johnson",NA,6204475,"CareerEarnings",2014
223,223,"Mark Hensby",NA,6194683,"CareerEarnings",2014
224,224,"Nick Faldo",NA,6045627,"CareerEarnings",2014
225,225,"Jim Gallagher Jr",NA,6002202,"CareerEarnings",2014
226,226,"Cameron Tringale",NA,5997094,"CareerEarnings",2014
227,227,"Kyle Stanley",NA,5987167,"CareerEarnings",2014
228,228,"Hale Irwin",NA,5966031,"CareerEarnings",2014
229,229,"Jay Williamson",NA,5944298,"CareerEarnings",2014
230,230,"Greg Owen",NA,5872927,"CareerEarnings",2014
231,231,"Fuzzy Zoeller",NA,5819293,"CareerEarnings",2014
232,232,"Greg Kraft",NA,5786218,"CareerEarnings",2014
233,233,"James Driscoll",NA,5748902,"CareerEarnings",2014
234,234,"David Peoples",NA,5736812,"CareerEarnings",2014
235,235,"Jack Nicklaus",NA,5734031,"CareerEarnings",2014
236,236,"Spencer Levin",NA,5717466,"CareerEarnings",2014
237,237,"Ricky Barnes",NA,5642792,"CareerEarnings",2014
238,238,"Robert Karlsson",NA,5630519,"CareerEarnings",2014
239,239,"Jonas Blixt",NA,5625410,"CareerEarnings",2014
240,240,"Russ Cochran",NA,5579837,"CareerEarnings",2014
241,241,"Michael Bradley",NA,5572570,"CareerEarnings",2014
242,242,"Jay Don Blake",NA,5555470,"CareerEarnings",2014
243,243,"Todd Hamilton",NA,5521259,"CareerEarnings",2014
244,244,"Chez Reavie",NA,5511077,"CareerEarnings",2014
245,245,"Dicky Pride",NA,5438325,"CareerEarnings",2014
246,246,"Tommy Gainey",NA,5416561,"CareerEarnings",2014
247,247,"Kent Jones",NA,5369058,"CareerEarnings",2014
248,248,"Jose Coceres",NA,5337955,"CareerEarnings",2014
249,249,"Raymond Floyd",NA,5323075,"CareerEarnings",2014
250,250,"Mark McCumber",NA,5309688,"CareerEarnings",2014
251,251,"Gil Morgan",NA,5259164,"CareerEarnings",2014
252,252,"Blaine McCallister",NA,5227278,"CareerEarnings",2014
253,253,"Notah Begay III",NA,5207339,"CareerEarnings",2014
254,254,"John Huh",NA,5195638,"CareerEarnings",2014
255,255,"Jeff Quinney",NA,5185395,"CareerEarnings",2014
256,256,"Craig Barlow",NA,5183390,"CareerEarnings",2014
257,257,"Brendan Steele",NA,5181326,"CareerEarnings",2014
258,258,"Kevin Chappell",NA,5161887,"CareerEarnings",2014
259,259,"Nicholas Thompson",NA,5053422,"CareerEarnings",2014
260,260,"Michael Thompson",NA,5016202,"CareerEarnings",2014
261,261,"Dennis Paulson",NA,4983871,"CareerEarnings",2014
262,262,"Chris Smith",NA,4797148,"CareerEarnings",2014
263,263,"Arjun Atwal",NA,4790805,"CareerEarnings",2014
264,264,"Colin Montgomerie",NA,4775359,"CareerEarnings",2014
265,265,"David Edwards",NA,4773198,"CareerEarnings",2014
266,266,"DA Weibring",NA,4770705,"CareerEarnings",2014
267,267,"Jim Carter",NA,4766778,"CareerEarnings",2014
268,268,"Wayne Levi",NA,4730158,"CareerEarnings",2014
269,269,"Jason Gore",NA,4721298,"CareerEarnings",2014
270,270,"Thomas Bjorn",NA,4694992,"CareerEarnings",2014
271,271,"Mike Reid",NA,4686774,"CareerEarnings",2014
272,272,"Gene Sauers",NA,4660569,"CareerEarnings",2014
273,273,"Russell Henley",NA,4598519,"CareerEarnings",2014
274,274,"Matt Gogel",NA,4596216,"CareerEarnings",2014
275,275,"Grant Waite",NA,4583879,"CareerEarnings",2014
276,276,"Brendon Todd",NA,4548103,"CareerEarnings",2014
277,277,"Tom Gillis",NA,4501413,"CareerEarnings",2014
278,278,"Josh Teater",NA,4484970,"CareerEarnings",2014
279,279,"Brian Harman",NA,4470541,"CareerEarnings",2014
280,280,"David Hearn",NA,4461326,"CareerEarnings",2014
281,281,"Seung Yul Noh",NA,4337239,"CareerEarnings",2014
282,282,"Marco Dawson",NA,4321879,"CareerEarnings",2014
283,283,"Mark Wiebe",NA,4314460,"CareerEarnings",2014
284,284,"Joel Edwards",NA,4286415,"CareerEarnings",2014
285,285,"Chris Couch",NA,4233973,"CareerEarnings",2014
286,286,"Tag Ridings",NA,4222105,"CareerEarnings",2014
287,287,"Daniel Summerhays",NA,4200850,"CareerEarnings",2014
288,288,"Tom Purtzer",NA,4192268,"CareerEarnings",2014
289,289,"Mike Hulbert",NA,4183778,"CareerEarnings",2014
290,290,"Brandel Chamblee",NA,4018410,"CareerEarnings",2014
291,291,"Rick Fehr",NA,4018239,"CareerEarnings",2014
292,292,"Donnie Hammond",NA,4008060,"CareerEarnings",2014
293,293,"Cliff Kresge",NA,3953366,"CareerEarnings",2014
294,294,"Garrett Willis",NA,3942190,"CareerEarnings",2014
295,295,"Miguel Angel Jimenez",NA,3941607,"CareerEarnings",2014
296,296,"William McGirt",NA,3905002,"CareerEarnings",2014
297,297,"John Mahaffey",NA,3876852,"CareerEarnings",2014
298,298,"Brian Bateman",NA,3869324,"CareerEarnings",2014
299,299,"Ted Tryba",NA,3853236,"CareerEarnings",2014
300,300,"Larry Nelson",NA,3827401,"CareerEarnings",2014
301,301,"Omar Uresti",NA,3803293,"CareerEarnings",2014
302,302,"Ken Green",NA,3745345,"CareerEarnings",2014
303,303,"Esteban Toledo",NA,3744953,"CareerEarnings",2014
304,304,"Bob May",NA,3670408,"CareerEarnings",2014
305,305,"Sangmoon Bae",NA,3636054,"CareerEarnings",2014
306,306,"Roland Thatcher",NA,3634707,"CareerEarnings",2014
307,307,"Jay Delsing",NA,3608666,"CareerEarnings",2014
308,308,"Steve Allan",NA,3606997,"CareerEarnings",2014
309,309,"Nolan Henke",NA,3606563,"CareerEarnings",2014
310,310,"Bud Cauley",NA,3601213,"CareerEarnings",2014
311,311,"Brad Bryant",NA,3558804,"CareerEarnings",2014
312,312,"Mathias Gronberg",NA,3540993,"CareerEarnings",2014
313,313,"Andy Bean",NA,3531780,"CareerEarnings",2014
314,314,"Hideki Matsuyama",NA,3527951,"CareerEarnings",2014
315,315,"Roberto Castro",NA,3525926,"CareerEarnings",2014
316,316,"Lee Trevino",NA,3478328,"CareerEarnings",2014
317,317,"Jhonattan Vegas",NA,3454292,"CareerEarnings",2014
318,318,"Brian Stuard",NA,3421056,"CareerEarnings",2014
319,319,"Tim Simpson",NA,3406017,"CareerEarnings",2014
320,320,"Blake Adams",NA,3396934,"CareerEarnings",2014
321,321,"Craig Perks",NA,3362251,"CareerEarnings",2014
322,322,"Bill Lunde",NA,3353515,"CareerEarnings",2014
323,323,"Michael Campbell",NA,3321932,"CareerEarnings",2014
324,324,"Brian Henninger",NA,3316460,"CareerEarnings",2014
325,325,"Bob Burns",NA,3313226,"CareerEarnings",2014
326,326,"Don Pooley",NA,3296615,"CareerEarnings",2014
327,327,"Steven Bowditch",NA,3280072,"CareerEarnings",2014
328,328,"Phil Blackmar",NA,3245909,"CareerEarnings",2014
329,329,"Jason Kokrak",NA,3218126,"CareerEarnings",2014
330,330,"Martin Flores",NA,3195286,"CareerEarnings",2014
331,331,"Phil Tataurangi",NA,3174391,"CareerEarnings",2014
332,332,"Kris Blanks",NA,3173704,"CareerEarnings",2014
333,333,"Fulton Allem",NA,3155787,"CareerEarnings",2014
334,334,"Ronnie Black",NA,3155053,"CareerEarnings",2014
335,335,"Dan Pohl",NA,3112263,"CareerEarnings",2014
336,336,"Erik Compton",NA,3067335,"CareerEarnings",2014
337,337,"Bob Gilder",NA,3032108,"CareerEarnings",2014
338,338,"Charlie Beljan",NA,3002408,"CareerEarnings",2014
339,339,"Scott Brown",NA,2932630,"CareerEarnings",2014
340,340,"Scott Dunlap",NA,2930471,"CareerEarnings",2014
341,341,"Eric Axley",NA,2921031,"CareerEarnings",2014
342,342,"Frank Nobilo",NA,2875836,"CareerEarnings",2014
343,343,"Jim McGovern",NA,2858703,"CareerEarnings",2014
344,344,"Sandy Lyle",NA,2855439,"CareerEarnings",2014
345,345,"Ryo Ishikawa",NA,2851203,"CareerEarnings",2014
346,346,"Tom Scherrer",NA,2850394,"CareerEarnings",2014
347,347,"David Ogrin",NA,2848159,"CareerEarnings",2014
348,348,"Peter Hanson",NA,2844078,"CareerEarnings",2014
349,349,"Michael Letzig",NA,2842783,"CareerEarnings",2014
350,350,"Bobby Wadkins",NA,2822418,"CareerEarnings",2014
351,351,"Matt Bettencourt",NA,2822071,"CareerEarnings",2014
352,352,"Jodie Mudd",NA,2806955,"CareerEarnings",2014
353,353,"Hank Kuehne",NA,2761274,"CareerEarnings",2014
354,354,"Willie Wood",NA,2760886,"CareerEarnings",2014
355,355,"Johnny Miller",NA,2747484,"CareerEarnings",2014
356,356,"Doug Tewell",NA,2723711,"CareerEarnings",2014
357,357,"David Lynn",NA,2721881,"CareerEarnings",2014
358,358,"Scott Gump",NA,2715190,"CareerEarnings",2014
359,359,"Howard Twitty",NA,2713551,"CareerEarnings",2014
360,360,"Carl Paulson",NA,2680044,"CareerEarnings",2014
361,361,"Brad Fabel",NA,2636911,"CareerEarnings",2014
362,362,"Ted Potter Jr",NA,2599281,"CareerEarnings",2014
363,363,"Justin Hicks",NA,2599279,"CareerEarnings",2014
364,364,"Mike Springer",NA,2596451,"CareerEarnings",2014
365,365,"Hubert Green",NA,2591959,"CareerEarnings",2014
366,366,"Morgan Hoffmann",NA,2589225,"CareerEarnings",2014
367,367,"Tim Wilkinson",NA,2489220,"CareerEarnings",2014
368,368,"Gary Hallberg",NA,2476014,"CareerEarnings",2014
369,369,"Shane Bertsch",NA,2451099,"CareerEarnings",2014
370,370,"David Lingmerth",NA,2424770,"CareerEarnings",2014
371,371,"Bob Lohr",NA,2417060,"CareerEarnings",2014
372,372,"Spike McRoy",NA,2412577,"CareerEarnings",2014
373,373,"Ian Leggatt",NA,2410796,"CareerEarnings",2014
374,374,"Dave Barr",NA,2404793,"CareerEarnings",2014
375,375,"Keith Clearwater",NA,2365698,"CareerEarnings",2014
376,376,"Gabriel Hjertstedt",NA,2339756,"CareerEarnings",2014
377,377,"Russell Knox",NA,2332187,"CareerEarnings",2014
378,378,"Billy Ray Brown",NA,2330389,"CareerEarnings",2014
379,379,"Parker McLachlin",NA,2302419,"CareerEarnings",2014
380,380,"Calvin Peete",NA,2302363,"CareerEarnings",2014
381,381,"Mike Sullivan",NA,2301255,"CareerEarnings",2014
382,382,"Lennie Clements",NA,2280766,"CareerEarnings",2014
383,383,"Ed Fiori",NA,2270198,"CareerEarnings",2014
384,384,"Tom Weiskopf",NA,2241687,"CareerEarnings",2014
385,385,"John Riegger",NA,2240539,"CareerEarnings",2014
386,386,"David Gossett",NA,2234484,"CareerEarnings",2014
387,387,"Roger Maltbie",NA,2212879,"CareerEarnings",2014
388,388,"JC Snead",NA,2197545,"CareerEarnings",2014
389,389,"Jeff Gove",NA,2181492,"CareerEarnings",2014
390,390,"Robin Freeman",NA,2174379,"CareerEarnings",2014
391,391,"Clarence Rose",NA,2155380,"CareerEarnings",2014
392,392,"Luke Guthrie",NA,2117129,"CareerEarnings",2014
393,393,"Francesco Molinari",NA,2113351,"CareerEarnings",2014
394,394,"David Mathis",NA,2091605,"CareerEarnings",2014
395,395,"Richard Lee",NA,2087012,"CareerEarnings",2014
396,396,"Ian Baker Finch",NA,2078743,"CareerEarnings",2014
397,397,"John Adams",NA,2019582,"CareerEarnings",2014
398,398,"Larry Rinker",NA,2007824,"CareerEarnings",2014
399,399,"Niclas Fasth",NA,2001031,"CareerEarnings",2014
400,400,"Marc Turnesa",NA,1993461,"CareerEarnings",2014
401,401,"Hunter Haas",NA,1983545,"CareerEarnings",2014
402,402,"Mike Donald",NA,1970260,"CareerEarnings",2014
403,403,"Trevor Dodds",NA,1940834,"CareerEarnings",2014
404,404,"Jim Thorpe",NA,1935566,"CareerEarnings",2014
405,405,"Dave Rummells",NA,1909430,"CareerEarnings",2014
406,406,"Shawn Stefani",NA,1908307,"CareerEarnings",2014
407,407,"Jerry Smith",NA,1900122,"CareerEarnings",2014
408,408,"Michael Putnam",NA,1893141,"CareerEarnings",2014
409,409,"David Graham",NA,1888731,"CareerEarnings",2014
410,410,"Arnold Palmer",NA,1861857,"CareerEarnings",2014
411,411,"Mike Heinen",NA,1848216,"CareerEarnings",2014
412,412,"Richard Zokol",NA,1840397,"CareerEarnings",2014
413,413,"Mike Standly",NA,1834597,"CareerEarnings",2014
414,414,"Gary Player",NA,1834482,"CareerEarnings",2014
415,415,"Scott Langley",NA,1824811,"CareerEarnings",2014
416,416,"Ben Martin",NA,1822916,"CareerEarnings",2014
417,417,"Troy Merritt",NA,1821316,"CareerEarnings",2014
418,418,"Leonard Thompson",NA,1819028,"CareerEarnings",2014
419,419,"Bill Britton",NA,1814615,"CareerEarnings",2014
420,420,"Mark Lye",NA,1800654,"CareerEarnings",2014
421,421,"Jarrod Lyle",NA,1793387,"CareerEarnings",2014
422,422,"George Burns",NA,1781090,"CareerEarnings",2014
423,423,"Chad Collins",NA,1777322,"CareerEarnings",2014
424,424,"David Berganio Jr",NA,1766499,"CareerEarnings",2014
425,425,"Robert Streb",NA,1754946,"CareerEarnings",2014
426,426,"Kelly Gibson",NA,1751957,"CareerEarnings",2014
427,427,"David Howell",NA,1742397,"CareerEarnings",2014
428,428,"Morris Hatalsky",NA,1707280,"CareerEarnings",2014
429,429,"Chesson Hadley",NA,1703316,"CareerEarnings",2014
