"BirdieorBetterPercentageLeftRough_RANKTHISWEEK_2013","BirdieorBetterPercentageLeftRough_RANKLASTWEEK_2013","BirdieorBetterPercentageLeftRough_PLAYERNAME_2013","BirdieorBetterPercentageLeftRough_ROUNDS_2013","BirdieorBetterPercentageLeftRough_Pct_2013","BirdieorBetterPercentageLeftRough_TOTALBIRDIES_2013","BirdieorBetterPercentageLeftRough_TOTALHOLES_2013","stat_name","year"
75,75,"Seung Yul Noh",71,15.44,23,149,"BirdieorBetterPercentageLeftRough",2013
76,76,"Tommy Gainey",84,15.38,24,156,"BirdieorBetterPercentageLeftRough",2013
76,76,"DH Lee",65,15.38,10,65,"BirdieorBetterPercentageLeftRough",2013
78,78,"Ben Crane",62,15.22,14,92,"BirdieorBetterPercentageLeftRough",2013
79,79,"Lee Westwood",70,15.19,12,79,"BirdieorBetterPercentageLeftRough",2013
80,80,"Justin Bolli",59,15,12,80,"BirdieorBetterPercentageLeftRough",2013
80,80,"Bryce Molder",82,15,12,80,"BirdieorBetterPercentageLeftRough",2013
82,82,"Luke Guthrie",82,14.81,20,135,"BirdieorBetterPercentageLeftRough",2013
83,83,"John Senden",79,14.71,15,102,"BirdieorBetterPercentageLeftRough",2013
84,84,"Webb Simpson",92,14.66,17,116,"BirdieorBetterPercentageLeftRough",2013
85,85,"Erik Compton",74,14.62,19,130,"BirdieorBetterPercentageLeftRough",2013
85,85,"Bill Haas",85,14.62,19,130,"BirdieorBetterPercentageLeftRough",2013
87,87,"Steve LeBrun",66,14.29,12,84,"BirdieorBetterPercentageLeftRough",2013
87,87,"Justin Leonard",86,14.29,17,119,"BirdieorBetterPercentageLeftRough",2013
87,87,"Graeme McDowell",53,14.29,7,49,"BirdieorBetterPercentageLeftRough",2013
87,87,"DJ Trahan",48,14.29,11,77,"BirdieorBetterPercentageLeftRough",2013
91,91,"Stuart Appleby",88,14.17,17,120,"BirdieorBetterPercentageLeftRough",2013
92,92,"Ricky Barnes",74,14.16,16,113,"BirdieorBetterPercentageLeftRough",2013
92,92,"Kevin Chappell",80,14.16,16,113,"BirdieorBetterPercentageLeftRough",2013
94,94,"Nicholas Thompson",99,14.12,24,170,"BirdieorBetterPercentageLeftRough",2013
95,95,"Martin Laird",68,14.1,11,78,"BirdieorBetterPercentageLeftRough",2013
96,96,"Morgan Hoffmann",64,14.02,15,107,"BirdieorBetterPercentageLeftRough",2013
97,97,"Boo Weekley",100,13.91,16,115,"BirdieorBetterPercentageLeftRough",2013
98,98,"Martin Kaymer",61,13.7,10,73,"BirdieorBetterPercentageLeftRough",2013
98,98,"Jin Park",52,13.7,10,73,"BirdieorBetterPercentageLeftRough",2013
100,100,"Charlie Beljan",62,13.68,13,95,"BirdieorBetterPercentageLeftRough",2013
101,101,"Ken Duke",87,13.64,12,88,"BirdieorBetterPercentageLeftRough",2013
102,102,"Harris English",95,13.56,16,118,"BirdieorBetterPercentageLeftRough",2013
103,103,"Stewart Cink",71,13.54,13,96,"BirdieorBetterPercentageLeftRough",2013
104,104,"Jonas Blixt",76,13.53,18,133,"BirdieorBetterPercentageLeftRough",2013
104,104,"Brendan Steele",86,13.53,18,133,"BirdieorBetterPercentageLeftRough",2013
106,106,"Scott Stallings",79,13.51,15,111,"BirdieorBetterPercentageLeftRough",2013
107,107,"William McGirt",75,13.49,17,126,"BirdieorBetterPercentageLeftRough",2013
108,108,"Martin Flores",83,13.41,24,179,"BirdieorBetterPercentageLeftRough",2013
108,108,"George McNeill",68,13.41,11,82,"BirdieorBetterPercentageLeftRough",2013
110,110,"Rickie Fowler",75,13.39,15,112,"BirdieorBetterPercentageLeftRough",2013
110,110,"Chris Stroud",88,13.39,17,127,"BirdieorBetterPercentageLeftRough",2013
112,112,"Tim Herron",45,13.25,11,83,"BirdieorBetterPercentageLeftRough",2013
113,113,"Mark Wilson",56,13.21,7,53,"BirdieorBetterPercentageLeftRough",2013
114,114,"Jason Day",86,12.96,14,108,"BirdieorBetterPercentageLeftRough",2013
114,114,"Cameron Percy",68,12.96,14,108,"BirdieorBetterPercentageLeftRough",2013
116,116,"Lucas Glover",65,12.87,13,101,"BirdieorBetterPercentageLeftRough",2013
116,116,"Troy Matteson",68,12.87,13,101,"BirdieorBetterPercentageLeftRough",2013
118,118,"Johnson Wagner",64,12.82,15,117,"BirdieorBetterPercentageLeftRough",2013
119,119,"Derek Ernst",58,12.79,11,86,"BirdieorBetterPercentageLeftRough",2013
120,120,"David Lynn",70,12.75,13,102,"BirdieorBetterPercentageLeftRough",2013
121,121,"Shawn Stefani",63,12.71,15,118,"BirdieorBetterPercentageLeftRough",2013
122,122,"Robert Karlsson",56,12.68,9,71,"BirdieorBetterPercentageLeftRough",2013
123,123,"Keegan Bradley",88,12.5,15,120,"BirdieorBetterPercentageLeftRough",2013
123,123,"Bobby Gates",49,12.5,10,80,"BirdieorBetterPercentageLeftRough",2013
125,125,"JJ Henry",83,12.4,16,129,"BirdieorBetterPercentageLeftRough",2013
126,126,"Jordan Spieth",82,12.36,11,89,"BirdieorBetterPercentageLeftRough",2013
127,127,"Ben Curtis",59,12.35,10,81,"BirdieorBetterPercentageLeftRough",2013
127,127,"Jim Furyk",80,12.35,10,81,"BirdieorBetterPercentageLeftRough",2013
129,129,"Greg Owen",73,12.31,16,130,"BirdieorBetterPercentageLeftRough",2013
130,130,"Richard Lee",81,12.26,13,106,"BirdieorBetterPercentageLeftRough",2013
131,131,"Roberto Castro",97,12.17,14,115,"BirdieorBetterPercentageLeftRough",2013
132,132,"Trevor Immelman",73,12.15,13,107,"BirdieorBetterPercentageLeftRough",2013
133,133,"Brendon de Jonge",110,12.1,15,124,"BirdieorBetterPercentageLeftRough",2013
134,134,"Scott Gardiner",61,12.09,11,91,"BirdieorBetterPercentageLeftRough",2013
135,135,"Casey Wittenberg",72,12.08,18,149,"BirdieorBetterPercentageLeftRough",2013
136,136,"Scott Brown",65,12.05,10,83,"BirdieorBetterPercentageLeftRough",2013
137,137,"Nick Watney",88,12.04,13,108,"BirdieorBetterPercentageLeftRough",2013
138,138,"Brian Gay",79,11.76,12,102,"BirdieorBetterPercentageLeftRough",2013
138,138,"Darron Stiles",51,11.76,6,51,"BirdieorBetterPercentageLeftRough",2013
138,138,"Andrew Svoboda",46,11.76,8,68,"BirdieorBetterPercentageLeftRough",2013
141,141,"Stephen Ames",49,11.69,9,77,"BirdieorBetterPercentageLeftRough",2013
142,142,"Colt Knost",69,11.39,9,79,"BirdieorBetterPercentageLeftRough",2013
143,143,"Brian Stuard",78,11.21,12,107,"BirdieorBetterPercentageLeftRough",2013
144,144,"Nicolas Colsaerts",50,11.11,8,72,"BirdieorBetterPercentageLeftRough",2013
144,144,"Carl Pettersson",82,11.11,14,126,"BirdieorBetterPercentageLeftRough",2013
146,146,"Michael Bradley",56,11,11,100,"BirdieorBetterPercentageLeftRough",2013
147,147,"Justin Hicks",79,10.99,10,91,"BirdieorBetterPercentageLeftRough",2013
148,148,"John Huh",88,10.89,11,101,"BirdieorBetterPercentageLeftRough",2013
149,149,"Tim Clark",64,10.77,7,65,"BirdieorBetterPercentageLeftRough",2013
150,150,"Doug LaBelle II",72,10.75,10,93,"BirdieorBetterPercentageLeftRough",2013
151,151,"Ian Poulter",59,10.71,6,56,"BirdieorBetterPercentageLeftRough",2013
152,152,"Fabian Gomez",65,10.59,9,85,"BirdieorBetterPercentageLeftRough",2013
153,153,"Will Claxton",67,10.58,11,104,"BirdieorBetterPercentageLeftRough",2013
154,154,"Michael Thompson",66,10.47,9,86,"BirdieorBetterPercentageLeftRough",2013
155,155,"Jerry Kelly",75,10.42,10,96,"BirdieorBetterPercentageLeftRough",2013
156,156,"Brad Fritsch",81,10.08,13,129,"BirdieorBetterPercentageLeftRough",2013
157,157,"Scott Langley",79,10,8,80,"BirdieorBetterPercentageLeftRough",2013
157,157,"Camilo Villegas",79,10,12,120,"BirdieorBetterPercentageLeftRough",2013
159,159,"Brian Harman",89,9.93,15,151,"BirdieorBetterPercentageLeftRough",2013
160,160,"David Hearn",88,9.9,10,101,"BirdieorBetterPercentageLeftRough",2013
161,161,"Steven Bowditch",67,9.57,11,115,"BirdieorBetterPercentageLeftRough",2013
161,161,"David Mathis",71,9.57,9,94,"BirdieorBetterPercentageLeftRough",2013
163,163,"Jeff Overton",78,9.52,14,147,"BirdieorBetterPercentageLeftRough",2013
164,164,"Eric Meierdierks",48,9.41,8,85,"BirdieorBetterPercentageLeftRough",2013
164,164,"Ryan Moore",72,9.41,8,85,"BirdieorBetterPercentageLeftRough",2013
164,164,"Vijay Singh",61,9.41,8,85,"BirdieorBetterPercentageLeftRough",2013
167,167,"Vaughn Taylor",50,9.38,6,64,"BirdieorBetterPercentageLeftRough",2013
168,168,"Bob Estes",66,8.64,7,81,"BirdieorBetterPercentageLeftRough",2013
169,169,"Robert Allenby",58,8.55,10,117,"BirdieorBetterPercentageLeftRough",2013
170,170,"Mike Weir",60,8.43,7,83,"BirdieorBetterPercentageLeftRough",2013
171,171,"Dicky Pride",71,7.69,7,91,"BirdieorBetterPercentageLeftRough",2013
172,172,"Sean OHair",56,7.27,8,110,"BirdieorBetterPercentageLeftRough",2013
173,173,"Alistair Presnell",59,7.06,6,85,"BirdieorBetterPercentageLeftRough",2013
174,174,"Lee Williams",62,6.9,6,87,"BirdieorBetterPercentageLeftRough",2013
175,175,"David Toms",49,6.67,3,45,"BirdieorBetterPercentageLeftRough",2013
176,176,"Robert Streb",75,6.15,8,130,"BirdieorBetterPercentageLeftRough",2013
177,177,"YE Yang",56,5.97,4,67,"BirdieorBetterPercentageLeftRough",2013
178,178,"Ben Kohles",75,4.35,4,92,"BirdieorBetterPercentageLeftRough",2013
179,179,"Rod Pampling",46,3.92,2,51,"BirdieorBetterPercentageLeftRough",2013
180,180,"Tom Gillis",69,3.57,4,112,"BirdieorBetterPercentageLeftRough",2013
