"Approachesfrom275yardsRgh_RANKTHISWEEK_2006","Approachesfrom275yardsRgh_RANKLASTWEEK_2006","Approachesfrom275yardsRgh_PLAYERNAME_2006","Approachesfrom275yardsRgh_ROUNDS_2006","Approachesfrom275yardsRgh_AVG_2006","Approachesfrom275yardsRgh_TOTALDISTANCEFEET_2006","Approachesfrom275yardsRgh_OFATTEMPTS_2006","Approachesfrom275yardsRgh_RELATIVETOPAR_2006","stat_name","year"
1,1,"Robert Gamez",94,NA,7.167,1,-1,"Approachesfrom275yardsRgh",2006
2,2,"Mark Brooks",90,NA,28.083,1,-1,"Approachesfrom275yardsRgh",2006
3,3,"Kirk Triplett",58,NA,31.833,1,0,"Approachesfrom275yardsRgh",2006
4,4,"Bob Tway",81,NA,39.167,1,0,"Approachesfrom275yardsRgh",2006
5,5,"Jon Mills",68,NA,82,2,-1,"Approachesfrom275yardsRgh",2006
6,6,"Bo Van Pelt",102,NA,261.917,5,-5,"Approachesfrom275yardsRgh",2006
7,7,"Paul Stankowski",70,NA,55.083,1,0,"Approachesfrom275yardsRgh",2006
8,8,"Ryan Moore",68,NA,113,2,-1,"Approachesfrom275yardsRgh",2006
9,9,"Henrik Bjornstad",97,NA,178.833,3,-2,"Approachesfrom275yardsRgh",2006
10,10,"Zach Johnson",98,NA,59.75,1,1,"Approachesfrom275yardsRgh",2006
11,11,"David McKenzie",82,NA,244.417,4,0,"Approachesfrom275yardsRgh",2006
12,12,"Alex Aragon",63,NA,124.5,2,0,"Approachesfrom275yardsRgh",2006
13,13,"Vance Veazey",59,NA,62.667,1,0,"Approachesfrom275yardsRgh",2006
14,14,"Kris Cox",83,NA,128.833,2,-1,"Approachesfrom275yardsRgh",2006
15,15,"Harrison Frazar",95,NA,193.75,3,-1,"Approachesfrom275yardsRgh",2006
16,16,"Jason Schultz",77,NA,278.833,4,-2,"Approachesfrom275yardsRgh",2006
17,17,"Geoff Ogilvy",76,NA,140.167,2,1,"Approachesfrom275yardsRgh",2006
18,18,"Stephen Ames",63,NA,140.917,2,0,"Approachesfrom275yardsRgh",2006
19,19,"Brian Gay",107,NA,211.75,3,-1,"Approachesfrom275yardsRgh",2006
19,19,"Retief Goosen",68,NA,352.833,5,-3,"Approachesfrom275yardsRgh",2006
21,21,"Tom Lehman",70,NA,72,1,0,"Approachesfrom275yardsRgh",2006
22,22,"Jonathan Kaye",95,NA,360.75,5,-2,"Approachesfrom275yardsRgh",2006
23,23,"Doug Barron",74,NA,72.583,1,0,"Approachesfrom275yardsRgh",2006
24,24,"Tim Clark",80,NA,146.25,2,1,"Approachesfrom275yardsRgh",2006
25,25,"Lucas Glover",105,NA,293.25,4,-2,"Approachesfrom275yardsRgh",2006
26,26,"Brad Faxon",78,NA,520.25,7,-1,"Approachesfrom275yardsRgh",2006
27,27,"Scott Gutschewski",53,NA,448.167,6,-3,"Approachesfrom275yardsRgh",2006
27,27,"Rod Pampling",89,NA,74.667,1,-1,"Approachesfrom275yardsRgh",2006
29,29,"Ryan Hietala",61,NA,151.417,2,0,"Approachesfrom275yardsRgh",2006
30,30,"Jesper Parnevik",84,NA,462.333,6,-1,"Approachesfrom275yardsRgh",2006
31,31,"Robert Garrigus",85,NA,471,6,0,"Approachesfrom275yardsRgh",2006
32,32,"Jonathan Byrd",66,NA,80,1,0,"Approachesfrom275yardsRgh",2006
33,33,"Carlos Franco",86,NA,401.333,5,-3,"Approachesfrom275yardsRgh",2006
34,34,"Joe Durant",101,NA,321.5,4,-1,"Approachesfrom275yardsRgh",2006
35,35,"Shigeki Maruyama",94,NA,323.667,4,0,"Approachesfrom275yardsRgh",2006
36,36,"Trevor Immelman",86,NA,328.417,4,-1,"Approachesfrom275yardsRgh",2006
