"AverageApproachDistancePar_RANKTHISWEEK_2013","AverageApproachDistancePar_RANKLASTWEEK_2013","AverageApproachDistancePar_PLAYERNAME_2013","AverageApproachDistancePar_ROUNDS_2013","AverageApproachDistancePar_AVGYARDS_2013","AverageApproachDistancePar_TOTALDISTANCEINCHES_2013","AverageApproachDistancePar_NUMBEROFAPPROACHSHOTS_2013","stat_name","year"
1,1,"Will Claxton",67,157.9,3699919,651,"AverageApproachDistancePar",2013
2,2,"Carl Pettersson",82,158,4101203,721,"AverageApproachDistancePar",2013
3,3,"Alistair Presnell",59,158.1,2981760,524,"AverageApproachDistancePar",2013
4,4,"Scott Gardiner",61,158.3,3281726,576,"AverageApproachDistancePar",2013
5,5,"Steve LeBrun",66,158.7,3405863,596,"AverageApproachDistancePar",2013
6,6,"Tag Ridings",69,158.9,3855761,674,"AverageApproachDistancePar",2013
7,7,"Rory Sabbatini",86,159.2,4425830,772,"AverageApproachDistancePar",2013
8,8,"Troy Matteson",68,159.3,4009757,699,"AverageApproachDistancePar",2013
9,9,"Tom Gillis",69,159.4,4029322,702,"AverageApproachDistancePar",2013
9,9,"Scott Stallings",79,159.4,4195054,731,"AverageApproachDistancePar",2013
11,11,"Morgan Hoffmann",64,159.6,3320433,578,"AverageApproachDistancePar",2013
12,12,"Brian Harman",89,159.7,4990058,868,"AverageApproachDistancePar",2013
12,12,"William McGirt",75,159.7,4698476,817,"AverageApproachDistancePar",2013
12,12,"Rod Pampling",46,159.7,2247515,391,"AverageApproachDistancePar",2013
15,15,"Patrick Reed",83,159.8,4768015,829,"AverageApproachDistancePar",2013
16,16,"Martin Flores",83,160,5027500,873,"AverageApproachDistancePar",2013
16,16,"Scott Langley",79,160,4378590,760,"AverageApproachDistancePar",2013
18,18,"Tommy Gainey",84,160.1,4652565,807,"AverageApproachDistancePar",2013
18,18,"Jeff Maggert",63,160.1,3815666,662,"AverageApproachDistancePar",2013
20,20,"DJ Trahan",48,160.3,2510910,435,"AverageApproachDistancePar",2013
21,21,"Fabian Gomez",65,160.4,3677503,637,"AverageApproachDistancePar",2013
22,22,"Nicolas Colsaerts",50,160.5,2362824,409,"AverageApproachDistancePar",2013
22,22,"Mark Wilson",56,160.5,3530250,611,"AverageApproachDistancePar",2013
24,24,"Lee Williams",62,160.6,3531810,611,"AverageApproachDistancePar",2013
25,25,"James Hahn",78,160.7,4258193,736,"AverageApproachDistancePar",2013
25,25,"Greg Owen",73,160.7,4216176,729,"AverageApproachDistancePar",2013
25,25,"Darron Stiles",51,160.7,2846249,492,"AverageApproachDistancePar",2013
28,28,"Steven Bowditch",67,160.8,3768217,651,"AverageApproachDistancePar",2013
28,28,"Dustin Johnson",71,160.8,3201581,553,"AverageApproachDistancePar",2013
28,28,"Luke List",65,160.8,3189804,551,"AverageApproachDistancePar",2013
28,28,"Vaughn Taylor",50,160.8,2506791,433,"AverageApproachDistancePar",2013
32,32,"Brian Gay",79,160.9,4742804,819,"AverageApproachDistancePar",2013
32,32,"JJ Henry",83,160.9,5126617,885,"AverageApproachDistancePar",2013
32,32,"Jim Herman",59,160.9,2907754,502,"AverageApproachDistancePar",2013
32,32,"Ryo Ishikawa",72,160.9,3608513,623,"AverageApproachDistancePar",2013
36,36,"James Driscoll",76,161,4038662,697,"AverageApproachDistancePar",2013
36,36,"Eric Meierdierks",48,161,2358465,407,"AverageApproachDistancePar",2013
36,36,"Brandt Snedeker",79,161,3686676,636,"AverageApproachDistancePar",2013
39,39,"Kevin Chappell",80,161.1,4367620,753,"AverageApproachDistancePar",2013
39,39,"Andrew Svoboda",46,161.1,2383742,411,"AverageApproachDistancePar",2013
39,39,"David Toms",49,161.1,2197434,379,"AverageApproachDistancePar",2013
42,42,"Bobby Gates",49,161.2,2640304,455,"AverageApproachDistancePar",2013
42,42,"Freddie Jacobson",63,161.2,3110473,536,"AverageApproachDistancePar",2013
42,42,"Vijay Singh",61,161.2,3399755,586,"AverageApproachDistancePar",2013
42,42,"Nicholas Thompson",99,161.2,5611507,967,"AverageApproachDistancePar",2013
46,46,"Jason Dufner",78,161.3,4063919,700,"AverageApproachDistancePar",2013
47,47,"Tim Clark",64,161.4,2940944,506,"AverageApproachDistancePar",2013
47,47,"Andres Romero",63,161.4,3294237,567,"AverageApproachDistancePar",2013
47,47,"Bubba Watson",76,161.4,3852773,663,"AverageApproachDistancePar",2013
50,50,"Charlie Beljan",62,161.5,3493699,601,"AverageApproachDistancePar",2013
50,50,"Russell Henley",80,161.5,4330185,745,"AverageApproachDistancePar",2013
52,52,"Daniel Summerhays",83,161.6,5108504,878,"AverageApproachDistancePar",2013
