"AverageApproachDistancePar_RANKTHISWEEK_2013","AverageApproachDistancePar_RANKLASTWEEK_2013","AverageApproachDistancePar_PLAYERNAME_2013","AverageApproachDistancePar_ROUNDS_2013","AverageApproachDistancePar_AVGYARDS_2013","AverageApproachDistancePar_TOTALDISTANCEINCHES_2013","AverageApproachDistancePar_NUMBEROFAPPROACHSHOTS_2013","stat_name","year"
53,53,"Justin Bolli",59,161.7,3027047,520,"AverageApproachDistancePar",2013
53,53,"Bud Cauley",67,161.7,3579331,615,"AverageApproachDistancePar",2013
53,53,"Rickie Fowler",75,161.7,3894051,669,"AverageApproachDistancePar",2013
53,53,"David Lingmerth",68,161.7,3609567,620,"AverageApproachDistancePar",2013
53,53,"Ian Poulter",59,161.7,2718068,467,"AverageApproachDistancePar",2013
58,58,"Stuart Appleby",88,161.8,5509023,946,"AverageApproachDistancePar",2013
58,58,"Jason Bohn",70,161.8,4200259,721,"AverageApproachDistancePar",2013
58,58,"Michael Bradley",56,161.8,2883091,495,"AverageApproachDistancePar",2013
58,58,"Padraig Harrington",52,161.8,2312959,397,"AverageApproachDistancePar",2013
58,58,"Martin Kaymer",61,161.8,2800990,481,"AverageApproachDistancePar",2013
58,58,"Graeme McDowell",53,161.8,2575106,442,"AverageApproachDistancePar",2013
58,58,"Seung Yul Noh",71,161.8,3996552,686,"AverageApproachDistancePar",2013
58,58,"Henrik Norlander",70,161.8,3862206,663,"AverageApproachDistancePar",2013
66,66,"Brian Stuard",78,161.9,4417253,758,"AverageApproachDistancePar",2013
67,67,"Tim Herron",45,162,2869953,492,"AverageApproachDistancePar",2013
68,68,"Scott Brown",65,162.1,3735919,640,"AverageApproachDistancePar",2013
68,68,"Robert Karlsson",56,162.1,2497593,428,"AverageApproachDistancePar",2013
68,68,"Ryan Moore",72,162.1,3799137,651,"AverageApproachDistancePar",2013
71,71,"Sangmoon Bae",83,162.2,4367140,748,"AverageApproachDistancePar",2013
71,71,"Ernie Els",63,162.2,3276193,561,"AverageApproachDistancePar",2013
71,71,"Charley Hoffman",84,162.2,4596113,787,"AverageApproachDistancePar",2013
74,74,"Jason Day",86,162.3,4131136,707,"AverageApproachDistancePar",2013
74,74,"Peter Hanson",45,162.3,2161816,370,"AverageApproachDistancePar",2013
74,74,"Billy Horschel",96,162.3,5303785,908,"AverageApproachDistancePar",2013
74,74,"Chez Reavie",72,162.3,4579862,784,"AverageApproachDistancePar",2013
78,78,"Jin Park",52,162.4,2952989,505,"AverageApproachDistancePar",2013
78,78,"Ted Potter Jr",65,162.4,3694584,632,"AverageApproachDistancePar",2013
78,78,"Shawn Stefani",63,162.4,3379672,578,"AverageApproachDistancePar",2013
81,81,"Ben Curtis",59,162.5,3107126,531,"AverageApproachDistancePar",2013
81,81,"Robert Streb",75,162.5,4164159,712,"AverageApproachDistancePar",2013
81,81,"Cameron Tringale",80,162.5,5119870,875,"AverageApproachDistancePar",2013
81,81,"Jimmy Walker",84,162.5,4995805,854,"AverageApproachDistancePar",2013
85,85,"Roberto Castro",97,162.6,5713557,976,"AverageApproachDistancePar",2013
85,85,"Derek Ernst",58,162.6,3195994,546,"AverageApproachDistancePar",2013
85,85,"Chris Kirk",89,162.6,5398482,922,"AverageApproachDistancePar",2013
85,85,"Cameron Percy",68,162.6,3910757,668,"AverageApproachDistancePar",2013
89,89,"Justin Leonard",86,162.7,5036188,860,"AverageApproachDistancePar",2013
90,90,"KJ Choi",85,162.8,4435318,757,"AverageApproachDistancePar",2013
90,90,"Brian Davis",91,162.8,5375240,917,"AverageApproachDistancePar",2013
90,90,"Aaron Watkins",46,162.8,2280089,389,"AverageApproachDistancePar",2013
93,93,"Trevor Immelman",73,162.9,4434467,756,"AverageApproachDistancePar",2013
93,93,"Sean OHair",56,162.9,3337240,569,"AverageApproachDistancePar",2013
93,93,"Kevin Stadler",83,162.9,4549688,776,"AverageApproachDistancePar",2013
93,93,"Camilo Villegas",79,162.9,4158644,709,"AverageApproachDistancePar",2013
93,93,"Casey Wittenberg",72,162.9,4274377,729,"AverageApproachDistancePar",2013
98,98,"Luke Guthrie",82,163,4272831,728,"AverageApproachDistancePar",2013
98,98,"Matt Kuchar",93,163,4728374,806,"AverageApproachDistancePar",2013
98,98,"Kyle Stanley",71,163,3997197,681,"AverageApproachDistancePar",2013
101,101,"Harris English",95,163.1,5296252,902,"AverageApproachDistancePar",2013
101,101,"Ryan Palmer",79,163.1,4467897,761,"AverageApproachDistancePar",2013
103,103,"Jonas Blixt",76,163.2,4640087,790,"AverageApproachDistancePar",2013
103,103,"Richard Lee",81,163.2,5088189,866,"AverageApproachDistancePar",2013
103,103,"John Rollins",77,163.2,4589291,781,"AverageApproachDistancePar",2013
106,106,"Ben Crane",62,163.3,3851717,655,"AverageApproachDistancePar",2013
106,106,"Colt Knost",69,163.3,3897845,663,"AverageApproachDistancePar",2013
106,106,"David Lynn",70,163.3,3880403,660,"AverageApproachDistancePar",2013
106,106,"David Mathis",71,163.3,4051553,689,"AverageApproachDistancePar",2013
106,106,"George McNeill",68,163.3,4322059,735,"AverageApproachDistancePar",2013
106,106,"Boo Weekley",100,163.3,5507280,937,"AverageApproachDistancePar",2013
112,112,"Robert Allenby",58,163.4,3418239,581,"AverageApproachDistancePar",2013
112,112,"Aaron Baddeley",68,163.4,3758986,639,"AverageApproachDistancePar",2013
112,112,"Bob Estes",66,163.4,4436590,754,"AverageApproachDistancePar",2013
112,112,"Brad Fritsch",81,163.4,4435939,754,"AverageApproachDistancePar",2013
116,116,"Jim Furyk",80,163.5,4443761,755,"AverageApproachDistancePar",2013
116,116,"David Hearn",88,163.5,4802848,816,"AverageApproachDistancePar",2013
116,116,"Jerry Kelly",75,163.5,4520827,768,"AverageApproachDistancePar",2013
116,116,"Scott Piercy",78,163.5,3979279,676,"AverageApproachDistancePar",2013
116,116,"Brendan Steele",86,163.5,5219682,887,"AverageApproachDistancePar",2013
116,116,"Charlie Wi",75,163.5,4272025,726,"AverageApproachDistancePar",2013
122,122,"Brendon de Jonge",110,163.6,6759409,1148,"AverageApproachDistancePar",2013
122,122,"Ken Duke",87,163.6,5011636,851,"AverageApproachDistancePar",2013
122,122,"Ben Kohles",75,163.6,4216889,716,"AverageApproachDistancePar",2013
122,122,"Steve Stricker",51,163.6,2355631,400,"AverageApproachDistancePar",2013
122,122,"Nick Watney",88,163.6,4894499,831,"AverageApproachDistancePar",2013
127,127,"Zach Johnson",84,163.7,4543532,771,"AverageApproachDistancePar",2013
127,127,"DH Lee",65,163.7,3902013,662,"AverageApproachDistancePar",2013
127,127,"Geoff Ogilvy",57,163.7,2769863,470,"AverageApproachDistancePar",2013
130,130,"Stephen Ames",49,163.8,2942452,499,"AverageApproachDistancePar",2013
130,130,"Ricky Barnes",74,163.8,4510495,765,"AverageApproachDistancePar",2013
130,130,"Charles Howell III",87,163.8,5512837,935,"AverageApproachDistancePar",2013
133,133,"John Merrick",79,163.9,4650847,788,"AverageApproachDistancePar",2013
134,134,"Jeff Overton",78,164,5065747,858,"AverageApproachDistancePar",2013
135,135,"Josh Teater",86,164.1,3934139,666,"AverageApproachDistancePar",2013
136,136,"Justin Hicks",79,164.2,4332399,733,"AverageApproachDistancePar",2013
136,136,"Doug LaBelle II",72,164.2,3990972,675,"AverageApproachDistancePar",2013
136,136,"Webb Simpson",92,164.2,4715912,798,"AverageApproachDistancePar",2013
139,139,"Erik Compton",74,164.3,4525243,765,"AverageApproachDistancePar",2013
139,139,"Bo Van Pelt",72,164.3,3637297,615,"AverageApproachDistancePar",2013
141,141,"Martin Laird",68,164.4,3520994,595,"AverageApproachDistancePar",2013
141,141,"John Senden",79,164.4,4202632,710,"AverageApproachDistancePar",2013
141,141,"Gary Woodland",94,164.4,5414847,915,"AverageApproachDistancePar",2013
144,144,"Bill Haas",85,164.6,4943182,834,"AverageApproachDistancePar",2013
144,144,"Jason Kokrak",78,164.6,4739210,800,"AverageApproachDistancePar",2013
144,144,"Kevin Streelman",86,164.6,4746583,801,"AverageApproachDistancePar",2013
147,147,"Hunter Mahan",91,164.7,4661079,786,"AverageApproachDistancePar",2013
147,147,"Pat Perez",69,164.7,4281367,722,"AverageApproachDistancePar",2013
149,149,"Chad Campbell",78,164.8,4972925,838,"AverageApproachDistancePar",2013
149,149,"Graham DeLaet",94,164.8,5551632,936,"AverageApproachDistancePar",2013
151,151,"Bryce Molder",82,164.9,4803838,809,"AverageApproachDistancePar",2013
151,151,"Jordan Spieth",82,164.9,4421733,745,"AverageApproachDistancePar",2013
153,153,"Keegan Bradley",88,165,4899487,825,"AverageApproachDistancePar",2013
154,154,"Greg Chalmers",77,165.2,4699285,790,"AverageApproachDistancePar",2013
154,154,"Stewart Cink",71,165.2,3771623,634,"AverageApproachDistancePar",2013
154,154,"Brandt Jobe",62,165.2,3616317,608,"AverageApproachDistancePar",2013
157,157,"Rory McIlroy",56,165.3,2582775,434,"AverageApproachDistancePar",2013
157,157,"Mike Weir",60,165.3,3136382,527,"AverageApproachDistancePar",2013
159,159,"YE Yang",56,165.4,2751297,462,"AverageApproachDistancePar",2013
160,160,"Matt Every",89,165.5,5188544,871,"AverageApproachDistancePar",2013
160,160,"Matt Jones",83,165.5,4824608,810,"AverageApproachDistancePar",2013
160,160,"Johnson Wagner",64,165.5,3646554,612,"AverageApproachDistancePar",2013
163,163,"Angel Cabrera",73,165.6,3767568,632,"AverageApproachDistancePar",2013
164,164,"Justin Rose",62,165.7,3124889,524,"AverageApproachDistancePar",2013
164,164,"Lee Westwood",70,165.7,3508098,588,"AverageApproachDistancePar",2013
166,166,"Lucas Glover",65,165.8,3479781,583,"AverageApproachDistancePar",2013
167,167,"Luke Donald",60,166,3119398,522,"AverageApproachDistancePar",2013
167,167,"Chris Stroud",88,166,5443968,911,"AverageApproachDistancePar",2013
169,169,"John Huh",88,166.1,5172684,865,"AverageApproachDistancePar",2013
169,169,"Phil Mickelson",78,166.1,3665277,613,"AverageApproachDistancePar",2013
171,171,"DA Points",87,166.2,4510409,754,"AverageApproachDistancePar",2013
172,172,"Michael Thompson",66,166.3,3705714,619,"AverageApproachDistancePar",2013
173,173,"Marc Leishman",77,167.1,4420333,735,"AverageApproachDistancePar",2013
174,174,"Charl Schwartzel",69,167.2,3545712,589,"AverageApproachDistancePar",2013
175,175,"Dicky Pride",71,167.3,4137956,687,"AverageApproachDistancePar",2013
176,176,"Sergio Garcia",65,167.4,3272521,543,"AverageApproachDistancePar",2013
177,177,"Adam Scott",61,167.7,3030667,502,"AverageApproachDistancePar",2013
178,178,"Robert Garrigus",69,168,3241981,536,"AverageApproachDistancePar",2013
179,179,"Henrik Stenson",65,169.3,3102726,509,"AverageApproachDistancePar",2013
180,180,"Tiger Woods",61,172.1,2911177,470,"AverageApproachDistancePar",2013
