"Front9Par4ScoringAverage_RANKTHISWEEK_2015","Front9Par4ScoringAverage_RANKLASTWEEK_2015","Front9Par4ScoringAverage_PLAYERNAME_2015","Front9Par4ScoringAverage_ROUNDS_2015","Front9Par4ScoringAverage_AVG_2015","Front9Par4ScoringAverage_TOTALSTROKES_2015","Front9Par4ScoringAverage_TOTALHOLES_2015","stat_name","year"
1,1,"Jordan Spieth",91,3.9,1900,487,"Front9Par4ScoringAverage",2015
2,2,"Brendan Steele",88,3.93,1770,450,"Front9Par4ScoringAverage",2015
3,3,"Will Wilcox",58,3.94,1190,302,"Front9Par4ScoringAverage",2015
4,4,"Jason Bohn",95,3.95,2068,523,"Front9Par4ScoringAverage",2015
4,4,"Jason Day",75,3.95,1575,399,"Front9Par4ScoringAverage",2015
4,4,"Hideki Matsuyama",95,3.95,1989,503,"Front9Par4ScoringAverage",2015
4,4,"Pat Perez",96,3.95,2080,526,"Front9Par4ScoringAverage",2015
8,8,"Bryce Molder",91,3.96,1937,489,"Front9Par4ScoringAverage",2015
8,8,"Patrick Rodgers",57,3.96,1189,300,"Front9Par4ScoringAverage",2015
8,8,"Henrik Stenson",63,3.96,1311,331,"Front9Par4ScoringAverage",2015
11,11,"Paul Casey",87,3.97,1879,473,"Front9Par4ScoringAverage",2015
11,11,"Stewart Cink",77,3.97,1728,435,"Front9Par4ScoringAverage",2015
11,11,"Russell Knox",96,3.97,2084,525,"Front9Par4ScoringAverage",2015
11,11,"Brooks Koepka",84,3.97,1825,460,"Front9Par4ScoringAverage",2015
11,11,"Bubba Watson",71,3.97,1545,389,"Front9Par4ScoringAverage",2015
16,16,"Alex Cejka",94,3.98,2013,506,"Front9Par4ScoringAverage",2015
16,16,"Greg Chalmers",58,3.98,1187,298,"Front9Par4ScoringAverage",2015
16,16,"Sergio Garcia",59,3.98,1239,311,"Front9Par4ScoringAverage",2015
16,16,"Dustin Johnson",75,3.98,1595,401,"Front9Par4ScoringAverage",2015
16,16,"Jerry Kelly",79,3.98,1732,435,"Front9Par4ScoringAverage",2015
16,16,"Colt Knost",90,3.98,1887,474,"Front9Par4ScoringAverage",2015
16,16,"Hunter Mahan",88,3.98,1843,463,"Front9Par4ScoringAverage",2015
16,16,"Francesco Molinari",56,3.98,1177,296,"Front9Par4ScoringAverage",2015
16,16,"Sean OHair",86,3.98,1869,470,"Front9Par4ScoringAverage",2015
16,16,"Justin Thomas",106,3.98,2326,584,"Front9Par4ScoringAverage",2015
