"Approach_RANKTHISWEEK_2015","Approach_RANKLASTWEEK_2015","Approach_PLAYERNAME_2015","Approach_ROUNDS_2015","Approach_AVGRTP_2015","stat_name","year"
170,170,"SJ Park",79,-0.028,"Approach",2015
171,171,"Graham DeLaet",65,-0.026,"Approach",2015
172,172,"Harris English",105,-0.02,"Approach",2015
173,173,"Davis Love III",51,-0.019,"Approach",2015
174,174,"Jhonattan Vegas",90,-0.014,"Approach",2015
175,175,"Charlie Beljan",76,-0.013,"Approach",2015
176,176,"Matt Every",73,-0.008,"Approach",2015
177,177,"Ricky Barnes",82,-0.006,"Approach",2015
178,178,"Brice Garnett",81,0.006,"Approach",2015
179,179,"Gary Woodland",81,0.008,"Approach",2015
180,180,"Padraig Harrington",60,0.009,"Approach",2015
181,181,"Andrew Svoboda",80,0.017,"Approach",2015
182,182,"Tyrone Van Aswegen",58,0.02,"Approach",2015
183,183,"Tony Finau",106,0.025,"Approach",2015
184,184,"Jim Renner",68,0.09,"Approach",2015
