"Par5ScoringAverage_RANKTHISWEEK_2009","Par5ScoringAverage_RANKLASTWEEK_2009","Par5ScoringAverage_PLAYERNAME_2009","Par5ScoringAverage_ROUNDS_2009","Par5ScoringAverage_AVG_2009","Par5ScoringAverage_TOTALSTROKES_2009","Par5ScoringAverage_TOTALHOLES_2009","stat_name","year"
1,1,"Tiger Woods",64,4.43,850,192,"Par5ScoringAverage",2009
2,2,"Matt Jones",56,4.51,826,183,"Par5ScoringAverage",2009
3,3,"Nick Watney",86,4.52,1269,281,"Par5ScoringAverage",2009
4,4,"Martin Laird",72,4.54,1018,224,"Par5ScoringAverage",2009
4,4,"John Senden",100,4.54,1408,310,"Par5ScoringAverage",2009
4,4,"Steve Stricker",81,4.54,1125,248,"Par5ScoringAverage",2009
7,7,"Jonathan Byrd",89,4.55,1374,302,"Par5ScoringAverage",2009
8,8,"Retief Goosen",74,4.56,1045,229,"Par5ScoringAverage",2009
9,9,"Stephen Ames",77,4.58,1098,240,"Par5ScoringAverage",2009
9,9,"Jerry Kelly",90,4.58,1224,267,"Par5ScoringAverage",2009
9,9,"Anthony Kim",76,4.58,1026,224,"Par5ScoringAverage",2009
9,9,"Steve Marino",98,4.58,1311,286,"Par5ScoringAverage",2009
9,9,"Scott Piercy",85,4.58,1272,278,"Par5ScoringAverage",2009
9,9,"Chris Stroud",88,4.58,1201,262,"Par5ScoringAverage",2009
9,9,"Bubba Watson",73,4.58,1100,240,"Par5ScoringAverage",2009
16,16,"Kevin Na",91,4.59,1332,290,"Par5ScoringAverage",2009
16,16,"Geoff Ogilvy",78,4.59,1037,226,"Par5ScoringAverage",2009
16,16,"Pat Perez",74,4.59,1070,233,"Par5ScoringAverage",2009
16,16,"DJ Trahan",96,4.59,1390,303,"Par5ScoringAverage",2009
20,20,"Davis Love III",89,4.6,1238,269,"Par5ScoringAverage",2009
21,21,"Tim Clark",81,4.61,1075,233,"Par5ScoringAverage",2009
21,21,"Brian Davis",103,4.61,1420,308,"Par5ScoringAverage",2009
21,21,"Jason Day",61,4.61,908,197,"Par5ScoringAverage",2009
21,21,"Luke Donald",79,4.61,1088,236,"Par5ScoringAverage",2009
21,21,"Robert Garrigus",83,4.61,1202,261,"Par5ScoringAverage",2009
21,21,"Bill Haas",91,4.61,1308,284,"Par5ScoringAverage",2009
21,21,"Charles Howell III",99,4.61,1416,307,"Par5ScoringAverage",2009
21,21,"Dustin Johnson",85,4.61,1259,273,"Par5ScoringAverage",2009
21,21,"Justin Leonard",95,4.61,1262,274,"Par5ScoringAverage",2009
21,21,"George McNeill",82,4.61,1116,242,"Par5ScoringAverage",2009
21,21,"Tom Pernice Jr",82,4.61,1249,271,"Par5ScoringAverage",2009
21,21,"Tag Ridings",50,4.61,678,147,"Par5ScoringAverage",2009
21,21,"Jimmy Walker",74,4.61,1075,233,"Par5ScoringAverage",2009
34,34,"Ernie Els",70,4.62,933,202,"Par5ScoringAverage",2009
34,34,"Sergio Garcia",59,4.62,776,168,"Par5ScoringAverage",2009
34,34,"Zach Johnson",94,4.62,1265,274,"Par5ScoringAverage",2009
34,34,"Hunter Mahan",94,4.62,1279,277,"Par5ScoringAverage",2009
34,34,"Tim Petrovic",97,4.62,1428,309,"Par5ScoringAverage",2009
34,34,"Bo Van Pelt",100,4.62,1445,313,"Par5ScoringAverage",2009
34,34,"Camilo Villegas",76,4.62,1114,241,"Par5ScoringAverage",2009
34,34,"Mike Weir",85,4.62,1169,253,"Par5ScoringAverage",2009
42,42,"Alex Cejka",82,4.63,1209,261,"Par5ScoringAverage",2009
42,42,"Greg Chalmers",85,4.63,1184,256,"Par5ScoringAverage",2009
42,42,"Fred Couples",54,4.63,791,171,"Par5ScoringAverage",2009
42,42,"Lucas Glover",93,4.63,1278,276,"Par5ScoringAverage",2009
42,42,"Charley Hoffman",97,4.63,1449,313,"Par5ScoringAverage",2009
42,42,"Adam Scott",53,4.63,723,156,"Par5ScoringAverage",2009
42,42,"Mark Wilson",99,4.63,1399,302,"Par5ScoringAverage",2009
49,49,"Matt Bettencourt",98,4.64,1419,306,"Par5ScoringAverage",2009
49,49,"Stewart Cink",79,4.64,965,208,"Par5ScoringAverage",2009
49,49,"Harrison Frazar",93,4.64,1266,273,"Par5ScoringAverage",2009
49,49,"Freddie Jacobson",83,4.64,1136,245,"Par5ScoringAverage",2009
49,49,"Matt Kuchar",82,4.64,1230,265,"Par5ScoringAverage",2009
49,49,"Scott McCarron",91,4.64,1333,287,"Par5ScoringAverage",2009
49,49,"Bryce Molder",69,4.64,887,191,"Par5ScoringAverage",2009
49,49,"Chris Riley",77,4.64,1063,229,"Par5ScoringAverage",2009
49,49,"Rory Sabbatini",81,4.64,1159,250,"Par5ScoringAverage",2009
49,49,"Vaughn Taylor",88,4.64,1210,261,"Par5ScoringAverage",2009
49,49,"David Toms",98,4.64,1341,289,"Par5ScoringAverage",2009
49,49,"Scott Verplank",88,4.64,1164,251,"Par5ScoringAverage",2009
49,49,"Boo Weekley",79,4.64,1040,224,"Par5ScoringAverage",2009
49,49,"YE Yang",83,4.64,1210,261,"Par5ScoringAverage",2009
63,63,"Woody Austin",84,4.65,1246,268,"Par5ScoringAverage",2009
63,63,"Daniel Chopra",89,4.65,1338,288,"Par5ScoringAverage",2009
63,63,"Kenny Perry",92,4.65,1287,277,"Par5ScoringAverage",2009
63,63,"Kevin Sutherland",96,4.65,1456,313,"Par5ScoringAverage",2009
63,63,"Charles Warren",63,4.65,981,211,"Par5ScoringAverage",2009
63,63,"Matt Weibring",65,4.65,917,197,"Par5ScoringAverage",2009
63,63,"Dean Wilson",81,4.65,1213,261,"Par5ScoringAverage",2009
70,70,"Briny Baird",89,4.66,1257,270,"Par5ScoringAverage",2009
70,70,"Ben Crane",93,4.66,1355,291,"Par5ScoringAverage",2009
