"Last5EventsPower_RANKTHISWEEK_2008","Last5EventsPower_RANKLASTWEEK_2008","Last5EventsPower_PLAYERNAME_2008","Last5EventsPower_EVENTS_2008","Last5EventsPower_RATING_2008","stat_name","year"
1,1,"JB Holmes",3,9.9,"Last5EventsPower",2008
2,2,"Dustin Johnson",3,9.8,"Last5EventsPower",2008
3,3,"John Daly",2,9.7,"Last5EventsPower",2008
3,3,"Tag Ridings",1,9.7,"Last5EventsPower",2008
3,3,"Nick Watney",5,9.7,"Last5EventsPower",2008
3,3,"Brett Wetterich",2,9.7,"Last5EventsPower",2008
7,7,"Robert Garrigus",4,9.6,"Last5EventsPower",2008
8,8,"Brian Bateman",1,9.4,"Last5EventsPower",2008
8,8,"Davis Love III",3,9.4,"Last5EventsPower",2008
8,8,"Jhonattan Vegas",1,9.4,"Last5EventsPower",2008
8,8,"Charles Warren",1,9.4,"Last5EventsPower",2008
12,12,"Angel Cabrera",4,9.3,"Last5EventsPower",2008
12,12,"Anthony Kim",3,9.3,"Last5EventsPower",2008
12,12,"Jeff Overton",5,9.3,"Last5EventsPower",2008
12,12,"Bubba Watson",4,9.3,"Last5EventsPower",2008
16,16,"Steve Allan",3,9.2,"Last5EventsPower",2008
16,16,"Brendan Jones",2,9.2,"Last5EventsPower",2008
16,16,"Mike Ruiz",1,9.2,"Last5EventsPower",2008
19,19,"John Huston",3,9.1,"Last5EventsPower",2008
19,19,"Danny Lee",1,9.1,"Last5EventsPower",2008
19,19,"Vijay Singh",4,9.1,"Last5EventsPower",2008
22,22,"Jason Day",2,9,"Last5EventsPower",2008
22,22,"Robert Floyd",1,9,"Last5EventsPower",2008
22,22,"Anton Haig",2,9,"Last5EventsPower",2008
22,22,"Greg Owen",1,9,"Last5EventsPower",2008
22,22,"Lee Westwood",1,9,"Last5EventsPower",2008
27,27,"Mathias Gronberg",3,8.9,"Last5EventsPower",2008
27,27,"Derek Lamely",1,8.9,"Last5EventsPower",2008
29,29,"Bill Haas",3,8.8,"Last5EventsPower",2008
29,29,"Charley Hoffman",5,8.8,"Last5EventsPower",2008
29,29,"Chapchai Nirat",1,8.8,"Last5EventsPower",2008
29,29,"Andres Romero",4,8.8,"Last5EventsPower",2008
29,29,"Mitsuhiro Tateyama",1,8.8,"Last5EventsPower",2008
29,29,"Boo Weekley",3,8.8,"Last5EventsPower",2008
35,35,"Ross Fisher",1,8.7,"Last5EventsPower",2008
35,35,"Kevin Streelman",4,8.7,"Last5EventsPower",2008
37,37,"Aaron Baddeley",2,8.6,"Last5EventsPower",2008
37,37,"Fred Couples",1,8.6,"Last5EventsPower",2008
37,37,"John Merrick",2,8.6,"Last5EventsPower",2008
37,37,"Yusaku Miyazato",2,8.6,"Last5EventsPower",2008
37,37,"Nicholas Thompson",3,8.6,"Last5EventsPower",2008
42,42,"Stewart Cink",3,8.5,"Last5EventsPower",2008
42,42,"Jamie Lovemark",2,8.5,"Last5EventsPower",2008
42,42,"Troy Matteson",4,8.5,"Last5EventsPower",2008
42,42,"Adam Scott",1,8.5,"Last5EventsPower",2008
42,42,"Jeev Milkha Singh",1,8.5,"Last5EventsPower",2008
47,47,"Pablo Larrazabal",1,8.4,"Last5EventsPower",2008
47,47,"Phil Mickelson",3,8.4,"Last5EventsPower",2008
49,49,"Rob Grube",1,8.3,"Last5EventsPower",2008
49,49,"Chip Sullivan",2,8.3,"Last5EventsPower",2008
51,51,"Tommy Gainey",2,8.2,"Last5EventsPower",2008
51,51,"Lucas Glover",5,8.2,"Last5EventsPower",2008
51,51,"Martin Laird",5,8.2,"Last5EventsPower",2008
51,51,"Louis Oosthuizen",1,8.2,"Last5EventsPower",2008
51,51,"Bo Van Pelt",3,8.2,"Last5EventsPower",2008
56,56,"Soren Hansen",1,8.1,"Last5EventsPower",2008
56,56,"JL Lewis",1,8.1,"Last5EventsPower",2008
56,56,"Steve Marino",5,8.1,"Last5EventsPower",2008
59,59,"Robert Allenby",5,8,"Last5EventsPower",2008
59,59,"Harrison Frazar",2,8,"Last5EventsPower",2008
59,59,"Mathew Goggin",4,8,"Last5EventsPower",2008
59,59,"Tim Herron",4,8,"Last5EventsPower",2008
59,59,"Brandt Jobe",2,8,"Last5EventsPower",2008
