"ScramblingRoughRTPScore_RANKTHISWEEK_2014","ScramblingRoughRTPScore_RANKLASTWEEK_2014","ScramblingRoughRTPScore_PLAYERNAME_2014","ScramblingRoughRTPScore_ROUNDS_2014","ScramblingRoughRTPScore_AVGRTP_2014","ScramblingRoughRTPScore_TOTALHOLES_2014","ScramblingRoughRTPScore_TOTALRTP_2014","stat_name","year"
47,47,"Bryce Molder",77,0.45,171,77,"ScramblingRoughRTPScore",2014
47,47,"Robert Streb",75,0.45,149,67,"ScramblingRoughRTPScore",2014
47,47,"Andrew Svoboda",77,0.45,149,67,"ScramblingRoughRTPScore",2014
51,51,"Bud Cauley",56,0.451,113,51,"ScramblingRoughRTPScore",2014
51,51,"William McGirt",96,0.451,195,88,"ScramblingRoughRTPScore",2014
51,51,"Bo Van Pelt",83,0.451,122,55,"ScramblingRoughRTPScore",2014
54,54,"Ben Crane",81,0.452,166,75,"ScramblingRoughRTPScore",2014
55,55,"Sangmoon Bae",76,0.454,152,69,"ScramblingRoughRTPScore",2014
56,56,"Robert Allenby",83,0.455,145,66,"ScramblingRoughRTPScore",2014
56,56,"Ken Duke",80,0.455,134,61,"ScramblingRoughRTPScore",2014
56,56,"Heath Slocum",71,0.455,121,55,"ScramblingRoughRTPScore",2014
56,56,"Jimmy Walker",98,0.455,145,66,"ScramblingRoughRTPScore",2014
60,60,"George McNeill",79,0.458,153,70,"ScramblingRoughRTPScore",2014
61,61,"Brad Fritsch",50,0.46,100,46,"ScramblingRoughRTPScore",2014
62,62,"Bill Haas",107,0.461,165,76,"ScramblingRoughRTPScore",2014
62,62,"Jason Kokrak",65,0.461,152,70,"ScramblingRoughRTPScore",2014
64,64,"Harris English",95,0.462,158,73,"ScramblingRoughRTPScore",2014
64,64,"Scott Stallings",77,0.462,186,86,"ScramblingRoughRTPScore",2014
64,64,"Cameron Tringale",111,0.462,223,103,"ScramblingRoughRTPScore",2014
67,67,"Chesson Hadley",84,0.463,205,95,"ScramblingRoughRTPScore",2014
68,68,"John Senden",99,0.464,183,85,"ScramblingRoughRTPScore",2014
68,68,"David Toms",64,0.464,97,45,"ScramblingRoughRTPScore",2014
70,70,"Bubba Watson",76,0.467,122,57,"ScramblingRoughRTPScore",2014
71,71,"Woody Austin",63,0.468,156,73,"ScramblingRoughRTPScore",2014
72,72,"Matt Every",85,0.469,162,76,"ScramblingRoughRTPScore",2014
73,73,"JJ Henry",91,0.47,151,71,"ScramblingRoughRTPScore",2014
73,73,"Scott Langley",95,0.47,181,85,"ScramblingRoughRTPScore",2014
73,73,"Graeme McDowell",66,0.47,115,54,"ScramblingRoughRTPScore",2014
76,76,"Marc Leishman",81,0.471,174,82,"ScramblingRoughRTPScore",2014
76,76,"Will Ma Kenzie",82,0.471,189,89,"ScramblingRoughRTPScore",2014
76,76,"Ryan Moore",86,0.471,136,64,"ScramblingRoughRTPScore",2014
76,76,"Will Wilcox",51,0.471,104,49,"ScramblingRoughRTPScore",2014
80,80,"Brian Harman",111,0.473,239,113,"ScramblingRoughRTPScore",2014
80,80,"DH Lee",54,0.473,129,61,"ScramblingRoughRTPScore",2014
80,80,"Charlie Wi",72,0.473,148,70,"ScramblingRoughRTPScore",2014
83,83,"JB Holmes",86,0.475,198,94,"ScramblingRoughRTPScore",2014
83,83,"Tyrone Van Aswegen",79,0.475,181,86,"ScramblingRoughRTPScore",2014
85,85,"Charles Howell III",106,0.476,231,110,"ScramblingRoughRTPScore",2014
86,86,"Retief Goosen",94,0.477,197,94,"ScramblingRoughRTPScore",2014
87,87,"Robert Garrigus",80,0.479,190,91,"ScramblingRoughRTPScore",2014
88,88,"Luke Guthrie",85,0.482,195,94,"ScramblingRoughRTPScore",2014
88,88,"Carl Pettersson",91,0.482,195,94,"ScramblingRoughRTPScore",2014
88,88,"Patrick Reed",92,0.482,197,95,"ScramblingRoughRTPScore",2014
91,91,"Kyle Stanley",87,0.484,161,78,"ScramblingRoughRTPScore",2014
92,92,"Matt Jones",83,0.485,171,83,"ScramblingRoughRTPScore",2014
93,93,"Lee Westwood",57,0.486,109,53,"ScramblingRoughRTPScore",2014
94,94,"Steven Bowditch",93,0.487,199,97,"ScramblingRoughRTPScore",2014
94,94,"Michael Putnam",106,0.487,226,110,"ScramblingRoughRTPScore",2014
94,94,"Daniel Summerhays",98,0.487,195,95,"ScramblingRoughRTPScore",2014
94,94,"Mike Weir",69,0.487,152,74,"ScramblingRoughRTPScore",2014
98,98,"Ricky Barnes",92,0.488,166,81,"ScramblingRoughRTPScore",2014
99,99,"KJ Choi",80,0.489,186,91,"ScramblingRoughRTPScore",2014
99,99,"James Hahn",82,0.489,174,85,"ScramblingRoughRTPScore",2014
101,101,"Luke Donald",57,0.49,98,48,"ScramblingRoughRTPScore",2014
102,102,"John Huh",87,0.492,177,87,"ScramblingRoughRTPScore",2014
102,102,"Jhonattan Vegas",77,0.492,132,65,"ScramblingRoughRTPScore",2014
104,104,"Jason Bohn",81,0.494,170,84,"ScramblingRoughRTPScore",2014
105,105,"Paul Casey",56,0.495,95,47,"ScramblingRoughRTPScore",2014
106,106,"Rory Sabbatini",82,0.497,185,92,"ScramblingRoughRTPScore",2014
107,107,"Brendan Steele",89,0.5,156,78,"ScramblingRoughRTPScore",2014
107,107,"Kevin Streelman",79,0.5,138,69,"ScramblingRoughRTPScore",2014
107,107,"Josh Teater",90,0.5,196,98,"ScramblingRoughRTPScore",2014
107,107,"Mark Wilson",69,0.5,132,66,"ScramblingRoughRTPScore",2014
111,111,"Vijay Singh",83,0.503,169,85,"ScramblingRoughRTPScore",2014
112,112,"DA Points",75,0.504,137,69,"ScramblingRoughRTPScore",2014
112,112,"Kevin Stadler",90,0.504,133,67,"ScramblingRoughRTPScore",2014
112,112,"Kevin Tway",64,0.504,125,63,"ScramblingRoughRTPScore",2014
115,115,"Keegan Bradley",89,0.506,154,78,"ScramblingRoughRTPScore",2014
116,116,"Boo Weekley",73,0.509,108,55,"ScramblingRoughRTPScore",2014
117,117,"Kevin Kisner",85,0.51,200,102,"ScramblingRoughRTPScore",2014
117,117,"Ian Poulter",57,0.51,100,51,"ScramblingRoughRTPScore",2014
119,119,"Kevin Chappell",100,0.511,182,93,"ScramblingRoughRTPScore",2014
120,120,"Trevor Immelman",84,0.512,170,87,"ScramblingRoughRTPScore",2014
121,121,"Erik Compton",88,0.514,183,94,"ScramblingRoughRTPScore",2014
122,122,"Jonathan Byrd",76,0.515,136,70,"ScramblingRoughRTPScore",2014
123,123,"Briny Baird",50,0.516,93,48,"ScramblingRoughRTPScore",2014
123,123,"Scott Brown",100,0.516,219,113,"ScramblingRoughRTPScore",2014
123,123,"Wes Roach",67,0.516,153,79,"ScramblingRoughRTPScore",2014
126,126,"Jim Herman",62,0.517,120,62,"ScramblingRoughRTPScore",2014
126,126,"Seung Yul Noh",92,0.517,211,109,"ScramblingRoughRTPScore",2014
126,126,"John Peterson",62,0.517,120,62,"ScramblingRoughRTPScore",2014
129,129,"Martin Flores",85,0.52,173,90,"ScramblingRoughRTPScore",2014
130,130,"Sean OHair",77,0.522,180,94,"ScramblingRoughRTPScore",2014
130,130,"Ted Potter Jr",68,0.522,159,83,"ScramblingRoughRTPScore",2014
132,132,"David Lingmerth",80,0.524,170,89,"ScramblingRoughRTPScore",2014
133,133,"Roberto Castro",76,0.526,154,81,"ScramblingRoughRTPScore",2014
133,133,"Davis Love III",74,0.526,171,90,"ScramblingRoughRTPScore",2014
133,133,"Hunter Mahan",88,0.526,156,82,"ScramblingRoughRTPScore",2014
136,136,"David Hearn",97,0.528,176,93,"ScramblingRoughRTPScore",2014
137,137,"Lucas Glover",68,0.533,107,57,"ScramblingRoughRTPScore",2014
138,138,"Nick Watney",80,0.536,112,60,"ScramblingRoughRTPScore",2014
139,139,"Morgan Hoffmann",103,0.538,260,140,"ScramblingRoughRTPScore",2014
140,140,"Spencer Levin",59,0.54,137,74,"ScramblingRoughRTPScore",2014
140,140,"Johnson Wagner",69,0.54,137,74,"ScramblingRoughRTPScore",2014
142,142,"Stewart Cink",91,0.541,170,92,"ScramblingRoughRTPScore",2014
142,142,"Andrew Loupe",65,0.541,148,80,"ScramblingRoughRTPScore",2014
144,144,"Justin Hicks",103,0.542,179,97,"ScramblingRoughRTPScore",2014
145,145,"Camilo Villegas",95,0.543,197,107,"ScramblingRoughRTPScore",2014
146,146,"YE Yang",79,0.544,171,93,"ScramblingRoughRTPScore",2014
147,147,"Martin Kaymer",65,0.545,121,66,"ScramblingRoughRTPScore",2014
147,147,"Jeff Maggert",54,0.545,101,55,"ScramblingRoughRTPScore",2014
149,149,"Ben Curtis",77,0.547,159,87,"ScramblingRoughRTPScore",2014
150,150,"Billy Horschel",92,0.549,122,67,"ScramblingRoughRTPScore",2014
151,151,"Jamie Lovemark",64,0.55,140,77,"ScramblingRoughRTPScore",2014
152,152,"Angel Cabrera",69,0.553,150,83,"ScramblingRoughRTPScore",2014
153,153,"Ryo Ishikawa",75,0.556,153,85,"ScramblingRoughRTPScore",2014
154,154,"Martin Laird",66,0.561,107,60,"ScramblingRoughRTPScore",2014
155,155,"Derek Ernst",80,0.562,185,104,"ScramblingRoughRTPScore",2014
155,155,"Michael Thompson",74,0.562,137,77,"ScramblingRoughRTPScore",2014
157,157,"Jonas Blixt",64,0.563,128,72,"ScramblingRoughRTPScore",2014
157,157,"Henrik Stenson",56,0.563,71,40,"ScramblingRoughRTPScore",2014
159,159,"Jason Dufner",57,0.566,106,60,"ScramblingRoughRTPScore",2014
160,160,"Tim Clark",75,0.568,132,75,"ScramblingRoughRTPScore",2014
161,161,"Brice Garnett",92,0.571,177,101,"ScramblingRoughRTPScore",2014
161,161,"Louis Oosthuizen",50,0.571,77,44,"ScramblingRoughRTPScore",2014
163,163,"Shawn Stefani",60,0.573,117,67,"ScramblingRoughRTPScore",2014
164,164,"Russell Henley",92,0.574,223,128,"ScramblingRoughRTPScore",2014
165,165,"Nicholas Thompson",85,0.577,175,101,"ScramblingRoughRTPScore",2014
166,166,"Greg Chalmers",85,0.578,192,111,"ScramblingRoughRTPScore",2014
167,167,"John Rollins",84,0.581,160,93,"ScramblingRoughRTPScore",2014
168,168,"Brooks Koepka",56,0.583,96,56,"ScramblingRoughRTPScore",2014
169,169,"Geoff Ogilvy",84,0.588,187,110,"ScramblingRoughRTPScore",2014
170,170,"John Merrick",87,0.592,130,77,"ScramblingRoughRTPScore",2014
171,171,"James Driscoll",71,0.605,190,115,"ScramblingRoughRTPScore",2014
172,172,"Charlie Beljan",76,0.61,164,100,"ScramblingRoughRTPScore",2014
173,173,"Hudson Swafford",75,0.611,126,77,"ScramblingRoughRTPScore",2014
174,174,"Troy Merritt",62,0.615,156,96,"ScramblingRoughRTPScore",2014
175,175,"Tommy Gainey",73,0.625,136,85,"ScramblingRoughRTPScore",2014
176,176,"Troy Matteson",62,0.653,144,94,"ScramblingRoughRTPScore",2014
177,177,"Jim Renner",61,0.664,131,87,"ScramblingRoughRTPScore",2014
