"BestRoundsin60sStreak_RANKTHISWEEK_2013","BestRoundsin60sStreak_RANKLASTWEEK_2013","BestRoundsin60sStreak_PLAYERNAME_2013","BestRoundsin60sStreak__2013","BestRoundsin60sStreak_CAREERBESTSTREAK_2013","BestRoundsin60sStreak_BESTYTDSTREAK_2013","BestRoundsin60sStreak_CURRENTSTREAK_2013","stat_name","year"
1,1,"Bob Estes",NA,17,5,NA,"BestRoundsin60sStreak",2013
2,2,"Charles Howell III",NA,16,9,NA,"BestRoundsin60sStreak",2013
3,3,"Chris DiMarco",NA,14,2,NA,"BestRoundsin60sStreak",2013
3,3,"Scott Hoch",NA,14,NA,NA,"BestRoundsin60sStreak",2013
3,3,"Tiger Woods",NA,14,6,NA,"BestRoundsin60sStreak",2013
6,6,"Brendon de Jonge",NA,13,8,NA,"BestRoundsin60sStreak",2013
6,6,"Harrison Frazar",NA,13,NA,NA,"BestRoundsin60sStreak",2013
6,6,"Chris Kirk",NA,13,5,NA,"BestRoundsin60sStreak",2013
6,6,"Davis Love III",NA,13,3,NA,"BestRoundsin60sStreak",2013
6,6,"Scott Piercy",NA,13,4,NA,"BestRoundsin60sStreak",2013
6,6,"Webb Simpson",NA,13,4,NA,"BestRoundsin60sStreak",2013
12,12,"Briny Baird",NA,12,NA,NA,"BestRoundsin60sStreak",2013
12,12,"Joe Durant",NA,12,1,NA,"BestRoundsin60sStreak",2013
12,12,"Shigeki Maruyama",NA,12,NA,NA,"BestRoundsin60sStreak",2013
12,12,"Mark OMeara",NA,12,1,NA,"BestRoundsin60sStreak",2013
12,12,"Tim Petrovic",NA,12,4,NA,"BestRoundsin60sStreak",2013
12,12,"Chris Riley",NA,12,2,NA,"BestRoundsin60sStreak",2013
12,12,"Kevin Sutherland",NA,12,3,NA,"BestRoundsin60sStreak",2013
12,12,"David Toms",NA,12,3,NA,"BestRoundsin60sStreak",2013
12,12,"Johnson Wagner",NA,12,2,NA,"BestRoundsin60sStreak",2013
21,21,"Brian Bateman",NA,11,NA,NA,"BestRoundsin60sStreak",2013
21,21,"Steven Bowditch",NA,11,11,NA,"BestRoundsin60sStreak",2013
21,21,"Jonathan Byrd",NA,11,4,NA,"BestRoundsin60sStreak",2013
21,21,"Ben Crane",NA,11,4,NA,"BestRoundsin60sStreak",2013
21,21,"David Edwards",NA,11,NA,NA,"BestRoundsin60sStreak",2013
21,21,"Jim Furyk",NA,11,4,NA,"BestRoundsin60sStreak",2013
21,21,"JP Hayes",NA,11,NA,NA,"BestRoundsin60sStreak",2013
21,21,"Jerry Kelly",NA,11,5,NA,"BestRoundsin60sStreak",2013
21,21,"Bernhard Langer",NA,11,NA,NA,"BestRoundsin60sStreak",2013
21,21,"Bruce Lietzke",NA,11,NA,NA,"BestRoundsin60sStreak",2013
21,21,"Mark McCumber",NA,11,NA,NA,"BestRoundsin60sStreak",2013
21,21,"Rory McIlroy",NA,11,2,NA,"BestRoundsin60sStreak",2013
21,21,"Jerry Pate",NA,11,NA,NA,"BestRoundsin60sStreak",2013
21,21,"Kenny Perry",NA,11,2,NA,"BestRoundsin60sStreak",2013
21,21,"John Senden",NA,11,5,NA,"BestRoundsin60sStreak",2013
21,21,"Scott Verplank",NA,11,2,NA,"BestRoundsin60sStreak",2013
37,37,"Woody Austin",NA,10,4,NA,"BestRoundsin60sStreak",2013
37,37,"Chad Campbell",NA,10,7,NA,"BestRoundsin60sStreak",2013
37,37,"Fred Couples",NA,10,1,NA,"BestRoundsin60sStreak",2013
37,37,"Brian Davis",NA,10,3,NA,"BestRoundsin60sStreak",2013
37,37,"Steve Flesch",NA,10,4,NA,"BestRoundsin60sStreak",2013
37,37,"Carlos Franco",NA,10,NA,NA,"BestRoundsin60sStreak",2013
37,37,"David Frost",NA,10,1,NA,"BestRoundsin60sStreak",2013
