"FedExCupSeasonPoints_RANKTHISWEEK_2011","FedExCupSeasonPoints_RANKLASTWEEK_2011","FedExCupSeasonPoints_PLAYERNAME_2011","FedExCupSeasonPoints_EVENTS_2011","FedExCupSeasonPoints_POINTS_2011","FedExCupSeasonPoints_OFWINS_2011","FedExCupSeasonPoints_OFTOP10S_2011","FedExCupSeasonPoints_POINTSBEHINDLEAD_2011","FedExCupSeasonPoints_RESETPOINTS_2011","stat_name","year"
66,66,"JB Holmes",16,640,NA,4,1266,NA,"FedExCupSeasonPoints",2011
67,67,"Blake Adams",27,616,NA,3,1290,NA,"FedExCupSeasonPoints",2011
68,68,"Jimmy Walker",21,615,NA,4,1291,NA,"FedExCupSeasonPoints",2011
69,69,"Jeff Overton",21,611,NA,3,1295,NA,"FedExCupSeasonPoints",2011
70,70,"John Rollins",22,608,NA,2,1298,NA,"FedExCupSeasonPoints",2011
71,71,"Kevin Streelman",21,600,NA,3,1306,NA,"FedExCupSeasonPoints",2011
72,72,"JJ Henry",24,599,NA,1,1307,NA,"FedExCupSeasonPoints",2011
73,73,"Charlie Wi",20,591,NA,1,1315,NA,"FedExCupSeasonPoints",2011
74,74,"Chad Campbell",23,591,NA,1,1315,NA,"FedExCupSeasonPoints",2011
75,75,"Scott Verplank",13,588,NA,3,1318,NA,"FedExCupSeasonPoints",2011
76,76,"Chez Reavie",22,588,NA,3,1318,NA,"FedExCupSeasonPoints",2011
77,77,"Johnson Wagner",20,585,1,1,1321,NA,"FedExCupSeasonPoints",2011
78,78,"Chris Couch",17,573,NA,3,1333,NA,"FedExCupSeasonPoints",2011
79,79,"Geoff Ogilvy",17,571,NA,3,1335,NA,"FedExCupSeasonPoints",2011
80,80,"Scott Piercy",16,571,1,2,1335,NA,"FedExCupSeasonPoints",2011
81,81,"Davis Love III",18,557,NA,2,1349,NA,"FedExCupSeasonPoints",2011
82,82,"Stewart Cink",19,556,NA,1,1350,NA,"FedExCupSeasonPoints",2011
83,83,"Ricky Barnes",19,552,NA,2,1354,NA,"FedExCupSeasonPoints",2011
84,84,"Troy Matteson",24,542,NA,2,1364,NA,"FedExCupSeasonPoints",2011
85,85,"Ryuji Imada",23,529,NA,2,1377,NA,"FedExCupSeasonPoints",2011
86,86,"Ben Crane",18,526,NA,2,1380,NA,"FedExCupSeasonPoints",2011
87,87,"Marc Leishman",22,522,NA,2,1384,NA,"FedExCupSeasonPoints",2011
88,88,"Kevin Chappell",21,503,NA,2,1403,NA,"FedExCupSeasonPoints",2011
89,89,"Hunter Haas",25,499,NA,3,1407,NA,"FedExCupSeasonPoints",2011
90,90,"Chris DiMarco",26,499,NA,NA,1407,NA,"FedExCupSeasonPoints",2011
91,91,"Bryce Molder",23,493,NA,4,1413,NA,"FedExCupSeasonPoints",2011
92,92,"Anthony Kim",24,485,NA,2,1421,NA,"FedExCupSeasonPoints",2011
93,93,"Graeme McDowell",13,485,NA,3,1421,NA,"FedExCupSeasonPoints",2011
94,94,"Paul Goydos",20,474,NA,3,1432,NA,"FedExCupSeasonPoints",2011
95,95,"Trevor Immelman",19,468,NA,NA,1438,NA,"FedExCupSeasonPoints",2011
96,96,"Nick OHern",24,463,NA,2,1443,NA,"FedExCupSeasonPoints",2011
97,97,"Matt Bettencourt",25,461,NA,2,1445,NA,"FedExCupSeasonPoints",2011
98,98,"Tim Herron",23,456,NA,2,1450,NA,"FedExCupSeasonPoints",2011
99,99,"Michael Bradley",20,454,1,1,1452,NA,"FedExCupSeasonPoints",2011
100,100,"Greg Chalmers",23,450,NA,2,1456,NA,"FedExCupSeasonPoints",2011
101,101,"Retief Goosen",14,439,NA,1,1467,NA,"FedExCupSeasonPoints",2011
102,102,"Tom Gillis",16,431,NA,2,1475,NA,"FedExCupSeasonPoints",2011
103,103,"Bill Lunde",23,428,NA,NA,1478,NA,"FedExCupSeasonPoints",2011
104,104,"John Merrick",16,415,NA,1,1491,NA,"FedExCupSeasonPoints",2011
105,105,"Kevin Stadler",23,414,NA,1,1492,NA,"FedExCupSeasonPoints",2011
106,106,"Chris Stroud",22,413,NA,2,1493,NA,"FedExCupSeasonPoints",2011
107,107,"Michael Thompson",20,413,NA,1,1493,NA,"FedExCupSeasonPoints",2011
108,108,"Vaughn Taylor",22,397,NA,NA,1509,NA,"FedExCupSeasonPoints",2011
109,109,"Camilo Villegas",22,395,NA,2,1511,NA,"FedExCupSeasonPoints",2011
110,110,"Josh Teater",27,393,NA,1,1513,NA,"FedExCupSeasonPoints",2011
111,111,"DJ Trahan",25,392,NA,1,1514,NA,"FedExCupSeasonPoints",2011
112,112,"Heath Slocum",24,388,NA,NA,1518,NA,"FedExCupSeasonPoints",2011
113,113,"Stuart Appleby",23,387,NA,1,1519,NA,"FedExCupSeasonPoints",2011
114,114,"Ian Poulter",14,387,NA,1,1519,NA,"FedExCupSeasonPoints",2011
115,115,"Rod Pampling",16,385,NA,2,1521,NA,"FedExCupSeasonPoints",2011
116,116,"Joe Ogilvie",20,364,NA,1,1542,NA,"FedExCupSeasonPoints",2011
117,117,"David Hearn",21,362,NA,1,1544,NA,"FedExCupSeasonPoints",2011
118,118,"Ernie Els",17,357,NA,NA,1549,NA,"FedExCupSeasonPoints",2011
119,119,"Billy Mayfair",24,353,NA,1,1553,NA,"FedExCupSeasonPoints",2011
120,120,"James Driscoll",19,353,NA,2,1553,NA,"FedExCupSeasonPoints",2011
121,121,"Steve Flesch",22,352,NA,1,1554,NA,"FedExCupSeasonPoints",2011
122,122,"Steven Bowditch",23,347,NA,1,1559,NA,"FedExCupSeasonPoints",2011
123,123,"Arjun Atwal",24,339,NA,1,1567,NA,"FedExCupSeasonPoints",2011
124,124,"Padraig Harrington",16,338,NA,3,1568,NA,"FedExCupSeasonPoints",2011
125,125,"William McGirt",26,334,NA,NA,1572,NA,"FedExCupSeasonPoints",2011
126,126,"Justin Leonard",23,328,NA,NA,1578,NA,"FedExCupSeasonPoints",2011
127,127,"Matt Jones",21,328,NA,1,1578,NA,"FedExCupSeasonPoints",2011
128,128,"Tim Petrovic",25,326,NA,NA,1580,NA,"FedExCupSeasonPoints",2011
129,129,"David Mathis",21,326,NA,1,1580,NA,"FedExCupSeasonPoints",2011
130,130,"Cameron Beckman",22,324,NA,NA,1582,NA,"FedExCupSeasonPoints",2011
131,131,"Dean Wilson",22,318,NA,NA,1588,NA,"FedExCupSeasonPoints",2011
132,132,"Tiger Woods",8,318,NA,2,1588,NA,"FedExCupSeasonPoints",2011
133,133,"Ben Curtis",19,304,NA,NA,1602,NA,"FedExCupSeasonPoints",2011
134,134,"Alex Cejka",20,303,NA,NA,1603,NA,"FedExCupSeasonPoints",2011
135,135,"Roland Thatcher",18,302,NA,2,1604,NA,"FedExCupSeasonPoints",2011
136,136,"Michael Putnam",21,300,NA,NA,1606,NA,"FedExCupSeasonPoints",2011
137,137,"Tim Clark",4,299,NA,1,1607,NA,"FedExCupSeasonPoints",2011
138,138,"Stephen Ames",18,298,NA,2,1608,NA,"FedExCupSeasonPoints",2011
139,139,"Kent Jones",21,297,NA,NA,1609,NA,"FedExCupSeasonPoints",2011
140,140,"Chris Riley",21,292,NA,1,1614,NA,"FedExCupSeasonPoints",2011
141,141,"Zack Miller",26,290,NA,1,1616,NA,"FedExCupSeasonPoints",2011
142,142,"Tag Ridings",24,286,NA,NA,1620,NA,"FedExCupSeasonPoints",2011
143,143,"Jason Bohn",19,284,NA,NA,1622,NA,"FedExCupSeasonPoints",2011
144,144,"Paul Casey",13,280,NA,NA,1626,NA,"FedExCupSeasonPoints",2011
145,145,"Matt McQuillan",17,280,NA,2,1626,NA,"FedExCupSeasonPoints",2011
146,146,"Aron Price",15,272,NA,NA,1634,NA,"FedExCupSeasonPoints",2011
147,147,"Garrett Willis",20,270,NA,1,1636,NA,"FedExCupSeasonPoints",2011
148,148,"Louis Oosthuizen",13,267,NA,1,1639,NA,"FedExCupSeasonPoints",2011
149,149,"Joe Durant",21,260,NA,NA,1646,NA,"FedExCupSeasonPoints",2011
150,150,"Bob Estes",9,258,NA,1,1648,NA,"FedExCupSeasonPoints",2011
151,151,"Briny Baird",16,258,NA,2,1648,NA,"FedExCupSeasonPoints",2011
152,152,"Bobby Gates",25,256,NA,3,1650,NA,"FedExCupSeasonPoints",2011
153,153,"Ben Martin",21,242,NA,1,1664,NA,"FedExCupSeasonPoints",2011
154,154,"Angel Cabrera",15,237,NA,2,1669,NA,"FedExCupSeasonPoints",2011
155,155,"Michael Connell",22,233,NA,NA,1673,NA,"FedExCupSeasonPoints",2011
156,156,"Colt Knost",23,227,NA,NA,1679,NA,"FedExCupSeasonPoints",2011
157,157,"Boo Weekley",19,223,NA,NA,1683,NA,"FedExCupSeasonPoints",2011
158,158,"Scott McCarron",18,221,NA,NA,1685,NA,"FedExCupSeasonPoints",2011
159,159,"Woody Austin",15,221,NA,1,1685,NA,"FedExCupSeasonPoints",2011
160,160,"Sung Kang",18,219,NA,1,1687,NA,"FedExCupSeasonPoints",2011
161,161,"Jarrod Lyle",25,217,NA,1,1689,NA,"FedExCupSeasonPoints",2011
162,162,"Daniel Summerhays",25,210,NA,NA,1696,NA,"FedExCupSeasonPoints",2011
163,163,"Tom Pernice Jr",9,210,NA,1,1696,NA,"FedExCupSeasonPoints",2011
164,164,"Alex Prugh",25,209,NA,NA,1697,NA,"FedExCupSeasonPoints",2011
165,165,"Nathan Green",22,209,NA,NA,1697,NA,"FedExCupSeasonPoints",2011
166,166,"Brett Wetterich",8,208,NA,NA,1698,NA,"FedExCupSeasonPoints",2011
167,167,"Fabian Gomez",22,208,NA,1,1698,NA,"FedExCupSeasonPoints",2011
168,168,"Shane Bertsch",16,207,NA,1,1699,NA,"FedExCupSeasonPoints",2011
169,169,"Paul Stankowski",20,207,NA,NA,1699,NA,"FedExCupSeasonPoints",2011
170,170,"Billy Horschel",21,197,NA,1,1709,NA,"FedExCupSeasonPoints",2011
171,171,"David Duval",20,191,NA,1,1715,NA,"FedExCupSeasonPoints",2011
172,172,"Kevin Sutherland",11,190,NA,NA,1716,NA,"FedExCupSeasonPoints",2011
173,173,"Fred Couples",5,180,NA,1,1726,NA,"FedExCupSeasonPoints",2011
174,174,"Bio Kim",21,179,NA,NA,1727,NA,"FedExCupSeasonPoints",2011
175,175,"Marc Turnesa",19,175,NA,1,1731,NA,"FedExCupSeasonPoints",2011
176,176,"Lee Janzen",17,168,NA,NA,1738,NA,"FedExCupSeasonPoints",2011
177,177,"Cameron Percy",10,161,NA,1,1745,NA,"FedExCupSeasonPoints",2011
178,178,"Jim Herman",18,160,NA,NA,1746,NA,"FedExCupSeasonPoints",2011
179,179,"Shaun Micheel",23,160,NA,NA,1746,NA,"FedExCupSeasonPoints",2011
180,180,"Henrik Stenson",13,159,NA,NA,1747,NA,"FedExCupSeasonPoints",2011
181,181,"Jim Renner",18,149,NA,2,1757,NA,"FedExCupSeasonPoints",2011
182,182,"JP Hayes",17,147,NA,NA,1759,NA,"FedExCupSeasonPoints",2011
183,183,"Justin Hicks",19,145,NA,NA,1761,NA,"FedExCupSeasonPoints",2011
184,184,"Richard Johnson",19,144,NA,NA,1762,NA,"FedExCupSeasonPoints",2011
185,185,"DJ Brigman",19,140,NA,NA,1766,NA,"FedExCupSeasonPoints",2011
186,186,"John Mallinger",14,137,NA,NA,1769,NA,"FedExCupSeasonPoints",2011
187,187,"Troy Merritt",19,131,NA,NA,1775,NA,"FedExCupSeasonPoints",2011
188,188,"Alexandre Rocha",18,127,NA,NA,1779,NA,"FedExCupSeasonPoints",2011
189,189,"Scott Gutschewski",19,125,NA,NA,1781,NA,"FedExCupSeasonPoints",2011
190,190,"Derek Lamely",22,123,NA,NA,1783,NA,"FedExCupSeasonPoints",2011
191,191,"Peter Tomasulo",12,121,NA,NA,1785,NA,"FedExCupSeasonPoints",2011
192,192,"Chad Collins",16,121,NA,NA,1785,NA,"FedExCupSeasonPoints",2011
193,193,"Martin Piller",19,120,NA,NA,1786,NA,"FedExCupSeasonPoints",2011
194,194,"Todd Hamilton",10,117,NA,NA,1789,NA,"FedExCupSeasonPoints",2011
195,195,"Kevin Kisner",20,116,NA,NA,1790,NA,"FedExCupSeasonPoints",2011
196,196,"Michael Letzig",11,114,NA,1,1792,NA,"FedExCupSeasonPoints",2011
197,197,"Nate Smith",20,110,NA,NA,1796,NA,"FedExCupSeasonPoints",2011
198,198,"Kirk Triplett",7,110,NA,NA,1796,NA,"FedExCupSeasonPoints",2011
199,199,"Joseph Bramlett",21,110,NA,NA,1796,NA,"FedExCupSeasonPoints",2011
200,200,"John Daly",18,110,NA,1,1796,NA,"FedExCupSeasonPoints",2011
201,201,"Kenny Perry",13,110,NA,NA,1796,NA,"FedExCupSeasonPoints",2011
202,202,"Tom Lehman",4,108,NA,NA,1798,NA,"FedExCupSeasonPoints",2011
203,203,"Steve Elkington",14,107,NA,1,1799,NA,"FedExCupSeasonPoints",2011
204,204,"Will Ma Kenzie",12,105,NA,NA,1801,NA,"FedExCupSeasonPoints",2011
205,205,"Frank Lickliter II",11,102,NA,NA,1804,NA,"FedExCupSeasonPoints",2011
206,206,"Marco Dawson",3,100,NA,NA,1806,NA,"FedExCupSeasonPoints",2011
207,207,"Matt Every",5,98,NA,NA,1808,NA,"FedExCupSeasonPoints",2011
208,208,"John Cook",1,95,NA,1,1811,NA,"FedExCupSeasonPoints",2011
209,209,"Andres Gonzales",17,93,NA,NA,1813,NA,"FedExCupSeasonPoints",2011
210,210,"Jeff Quinney",11,89,NA,NA,1817,NA,"FedExCupSeasonPoints",2011
211,211,"Jeff Maggert",14,89,NA,NA,1817,NA,"FedExCupSeasonPoints",2011
212,212,"Charles Warren",10,89,NA,NA,1817,NA,"FedExCupSeasonPoints",2011
213,213,"Shigeki Maruyama",2,88,NA,1,1818,NA,"FedExCupSeasonPoints",2011
214,214,"Rocco Mediate",19,85,NA,NA,1821,NA,"FedExCupSeasonPoints",2011
215,215,"Will Strickler",15,84,NA,NA,1822,NA,"FedExCupSeasonPoints",2011
216,216,"Rich Beem",19,78,NA,NA,1828,NA,"FedExCupSeasonPoints",2011
217,217,"Dicky Pride",8,64,NA,NA,1842,NA,"FedExCupSeasonPoints",2011
218,218,"Peter Lonard",2,55,NA,1,1851,NA,"FedExCupSeasonPoints",2011
219,219,"Chris Baryla",17,49,NA,NA,1857,NA,"FedExCupSeasonPoints",2011
220,220,"Tom Watson",3,48,NA,NA,1858,NA,"FedExCupSeasonPoints",2011
221,221,"Brett Quigley",10,47,NA,NA,1859,NA,"FedExCupSeasonPoints",2011
222,222,"Chris Tidland",11,44,NA,1,1862,NA,"FedExCupSeasonPoints",2011
223,223,"Jason Gore",6,42,NA,NA,1864,NA,"FedExCupSeasonPoints",2011
224,224,"Jesper Parnevik",10,41,NA,NA,1865,NA,"FedExCupSeasonPoints",2011
225,225,"Craig Barlow",5,39,NA,NA,1867,NA,"FedExCupSeasonPoints",2011
226,226,"Corey Pavin",4,37,NA,NA,1869,NA,"FedExCupSeasonPoints",2011
227,227,"Mark Calcavecchia",5,34,NA,NA,1872,NA,"FedExCupSeasonPoints",2011
228,228,"Robert Gamez",9,32,NA,NA,1874,NA,"FedExCupSeasonPoints",2011
229,229,"Jeff Klauk",8,32,NA,NA,1874,NA,"FedExCupSeasonPoints",2011
230,230,"Jamie Lovemark",9,31,NA,NA,1875,NA,"FedExCupSeasonPoints",2011
231,231,"Fran Quinn",7,30,NA,NA,1876,NA,"FedExCupSeasonPoints",2011
232,232,"Mark Hensby",6,29,NA,NA,1877,NA,"FedExCupSeasonPoints",2011
233,233,"Michael Sim",16,27,NA,NA,1879,NA,"FedExCupSeasonPoints",2011
234,234,"Scott Gordon",16,26,NA,NA,1880,NA,"FedExCupSeasonPoints",2011
235,235,"Robert Damron",3,25,NA,NA,1881,NA,"FedExCupSeasonPoints",2011
235,235,"Jay Williamson",6,25,NA,NA,1881,NA,"FedExCupSeasonPoints",2011
237,237,"Duffy Waldorf",13,25,NA,NA,1881,NA,"FedExCupSeasonPoints",2011
238,238,"Garth Mulroy",4,25,NA,NA,1881,NA,"FedExCupSeasonPoints",2011
239,239,"Craig Bowden",4,21,NA,NA,1885,NA,"FedExCupSeasonPoints",2011
239,239,"Daniel Chopra",2,21,NA,NA,1885,NA,"FedExCupSeasonPoints",2011
241,241,"Steve Lowery",2,20,NA,NA,1886,NA,"FedExCupSeasonPoints",2011
242,242,"Omar Uresti",5,19,NA,NA,1887,NA,"FedExCupSeasonPoints",2011
243,243,"Andre Stolz",2,19,NA,NA,1887,NA,"FedExCupSeasonPoints",2011
244,244,"Michael Allen",4,17,NA,NA,1889,NA,"FedExCupSeasonPoints",2011
245,245,"Steve Pate",1,16,NA,NA,1890,NA,"FedExCupSeasonPoints",2011
246,246,"Carl Paulson",9,15,NA,NA,1891,NA,"FedExCupSeasonPoints",2011
247,247,"Nick Price",1,15,NA,NA,1891,NA,"FedExCupSeasonPoints",2011
248,248,"Ted Purdy",6,14,NA,NA,1892,NA,"FedExCupSeasonPoints",2011
249,249,"Jonathan Kaye",2,12,NA,NA,1894,NA,"FedExCupSeasonPoints",2011
250,250,"Tom Byrum",1,12,NA,NA,1894,NA,"FedExCupSeasonPoints",2011
251,251,"Joe Affrunti",6,11,NA,NA,1895,NA,"FedExCupSeasonPoints",2011
252,252,"Fred Funk",7,9,NA,NA,1897,NA,"FedExCupSeasonPoints",2011
253,253,"Matt Weibring",5,9,NA,NA,1897,NA,"FedExCupSeasonPoints",2011
254,254,"Guy Boros",1,7,NA,NA,1899,NA,"FedExCupSeasonPoints",2011
255,255,"Notah Begay III",4,6,NA,NA,1900,NA,"FedExCupSeasonPoints",2011
256,256,"Jose Maria Olazabal",6,3,NA,NA,1903,NA,"FedExCupSeasonPoints",2011
257,257,"Greg Kraft",1,3,NA,NA,1903,NA,"FedExCupSeasonPoints",2011
258,258,"Mark Brooks",5,2,NA,NA,1904,NA,"FedExCupSeasonPoints",2011
259,259,"Mike Weir",15,2,NA,NA,1904,NA,"FedExCupSeasonPoints",2011
260,260,"Skip Kendall",6,1,NA,NA,1905,NA,"FedExCupSeasonPoints",2011
261,261,"Mark OMeara",3,1,NA,NA,1905,NA,"FedExCupSeasonPoints",2011
262,262,"Graham DeLaet",2,1,NA,NA,1905,NA,"FedExCupSeasonPoints",2011
263,263,"JL Lewis",1,NA,NA,NA,1906,NA,"FedExCupSeasonPoints",2011
264,264,"Brian Bateman",1,NA,NA,NA,1906,NA,"FedExCupSeasonPoints",2011
